,ETL FP Equity_DX_SI_QTY,ETL FP Equity_DX_SHORT_INTEREST_VALUE,ETL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ETL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ETL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ETL FP Equity_DX_SI_MV,ETL FP Equity_DX_DSS,ETL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ETL FP Equity_DX_SUPPLY_SI_QTY,ETL FP Equity_DX_BROKER_SI_QTY,ETL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ETL FP Equity_DX_BROKER_SI_MV_NEW_x,ETL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ETL FP Equity_DX_SUPPLY_SI_QTY_INC_x,ETL FP Equity_DX_BROKER_SI_MV_INC_x,ETL FP Equity_DX_SUPPLY_SI_MV_NEW,ETL FP Equity_DX_BROKER_SI_QTY_ADD,ETL FP Equity_DX_BROKER_SI_QTY_NEW,ETL FP Equity_DX_SUPPLY_SI_MV_DEC,ETL FP Equity_DX_BROKER_SI_QTY_INC,ETL FP Equity_DX_SUPPLY_SI_QTY_DEC,ETL FP Equity_DX_BROKER_SI_MV_NEW_y,ETL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ETL FP Equity_DX_BROKER_SI_MV_INC_y,ETL FP Equity_DX_SUPPLY_SI_QTY_INC_y,ETL FP Equity_DX_BROKER_SI_MV_ADD,ETL FP Equity_DX_SUPPLY_SI_QTY_ADD,ETL FP Equity_DX_BROKER_SI_QTY_DEC,ETL FP Equity_DX_SUPPLY_SI_MV,ETL FP Equity_DX_BROKER_SI_MV_DEC,ETL FP Equity_DX_SUPPLY_SI_MV_RMV,ETL FP Equity_DX_BROKER_SI_MV_RMV,ETL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ETL FP Equity_DX_UTILIZATION_QUANTITY,ETL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ETL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ETL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ETL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ETL FP Equity_DX_ACTIVE_UTILIZATION_MV,ETL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ETL FP Equity_DX_BROKER_SI_CON_RATIO,ETL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ETL FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-08,1678858.0,13536400.21,2.16,4.87,0.78,21.49,0.0,10765154.26,372599.0,1335153.0,3004214.28,,,,,,15323.0,,0.38,,30307.0,,,,,0.2,,8400.0,4.89,0.11,,,5.39,5.39,6543076.0,52755918.21,,85.35,5.42,10.77,0.4596,65.71,0.2428
2006-09-11,1792314.0,14473159.25,2.31,5.2,0.83,22.92,0.0,11713372.29,378171.0,1450550.0,3053778.02,,,5590.0,1.55,,,,0.0,122682.0,18.0,,,1.55,5590.0,,,7286.0,4.96,0.09,,,5.48,5.48,6521899.0,52665148.43,,85.25,5.5,10.09,0.4882,68.14,0.2598
2006-09-12,2319856.0,19259418.08,2.99,6.82,1.08,30.01,1.0,16423956.89,375156.0,1978316.0,3114540.84,,,,2.16,,382092.0,,0.0,163069.0,3015.0,,,2.16,,5.04,,17394.0,5.03,0.22,,,5.42,5.42,6541279.0,54305623.72,,87.15,5.46,16.97,0.3926,59.16,0.3354
2006-09-13,2275147.0,19376493.03,2.93,6.74,1.05,29.64,1.0,16462482.32,392744.0,1932990.0,3344839.42,,,616.0,0.07,,20000.0,,0.0,4697.0,4340.0,,,0.07,616.0,0.28,21312.0,70023.0,5.39,0.9,,,5.67,5.67,6539802.0,55696809.0,,89.2,5.7,17.18,0.3681,56.87,0.3282
2006-09-14,2205677.0,18257409.29,2.84,6.12,1.02,28.73,1.0,15418794.15,393579.0,1862744.0,3257835.53,,,835.0,0.01,,,,,399.0,,,,0.01,835.0,,,70645.0,5.33,0.89,,,5.64,5.64,6588149.0,54533158.2,,88.69,5.67,17.74,0.3601,55.94,0.3159
2006-09-15,2142219.0,17732138.06,2.76,5.82,0.99,27.85,0.0,14898919.82,393008.0,1799938.0,3253109.1,,,82.0,,,,,0.01,,652.0,,,,82.0,,,62806.0,5.3,0.81,,,5.57,5.57,6665002.0,55169306.05,,89.44,5.59,18.3,0.3508,54.85,0.3035
2006-09-18,1929828.0,15820254.99,2.49,5.13,0.89,25.07,0.0,14078092.93,263192.0,1717311.0,2157583.24,,,,0.0,,,,1.77,17.0,129816.0,,,0.0,,,,82645.0,3.52,1.0,,,3.71,3.71,6833279.0,56017539.5,,91.2,3.72,20.36,0.3796,57.17,0.2719
2006-09-19,1846646.0,15217607.8,2.38,4.83,0.86,23.98,0.0,13494919.61,259797.0,1637599.0,2140902.4,,,75.0,,,,,0.05,,3470.0,,,,75.0,,,79712.0,3.49,1.04,,,3.63,3.63,6897845.0,56842892.41,,92.25,3.65,21.29,0.3647,55.4,0.258
2006-09-20,1986351.0,16405408.83,2.56,5.18,0.92,26.14,0.0,10853704.33,721553.0,1314156.0,5959355.6,,,51096.0,,,,,0.01,,1340.0,,,,51096.0,,412000.0,323443.0,9.7,4.06,,,10.06,10.06,6451173.0,53280679.25,,86.39,10.09,23.54,0.2266,35.07,0.2769
2006-09-21,2004291.0,16688757.92,2.58,5.18,0.93,26.37,0.0,10672193.45,771897.0,1281712.0,6427211.5,,,,0.0,,,,0.49,36.0,36656.0,,,0.0,,,87000.0,32481.0,10.35,0.42,,,10.73,10.73,6420092.0,53456988.62,,86.33,10.71,27.76,0.2372,34.52,0.2787
2006-09-22,2135799.0,17849238.94,2.75,5.63,0.99,28.31,0.0,10162170.35,968997.0,1215982.0,8098074.3,,,238.0,0.0,,,,0.0,12.0,139.0,,,0.0,238.0,,197000.0,65742.0,13.13,0.86,,,11.13,11.13,7741080.0,64693534.63,,104.27,11.18,26.1,0.2107,30.32,0.2452
2006-09-25,1936740.0,16209418.76,2.49,5.25,0.9,25.7,0.0,8509631.0,969202.0,1016751.0,8111672.75,,,205.0,0.0,,,,,38.0,,,,0.0,205.0,,,199269.0,13.2,2.69,,,11.13,11.13,7735576.0,64742397.42,,104.41,11.23,28.37,0.2102,28.94,0.2225
2006-09-26,1965721.0,16403762.44,2.53,5.24,0.91,26.16,0.0,8726346.22,969195.0,1045709.0,8087843.87,,,24.0,0.55,,,,0.0,36002.0,31.0,,,0.55,24.0,,,7045.0,13.21,0.09,,,11.27,11.27,7633099.0,63697514.89,,102.97,11.37,28.45,0.2146,29.98,0.2285
2006-09-27,1915552.0,15914636.0,2.47,5.07,0.89,25.41,0.0,8638151.82,925141.0,1039724.0,7686182.5,,,130.0,0.0,,,,0.6,3.0,44185.0,,,0.0,130.0,,,5988.0,12.54,0.08,,,10.74,10.74,7685766.0,63854266.68,,103.38,10.82,29.14,0.2255,30.87,0.2225
2006-09-28,1911705.0,15800623.94,2.46,5.18,0.89,25.31,0.0,8561961.88,925022.0,1035905.0,7645491.73,,,,0.0,,,,0.0,840.0,119.0,,,0.0,,,,4658.0,12.49,0.06,,,10.82,10.82,7621221.0,62990914.91,,102.11,10.9,29.13,0.2254,30.87,0.2237
2006-09-29,1902746.0,15854908.61,2.45,5.23,0.88,25.2,0.0,8558102.27,924896.0,1027057.0,7706830.84,,,,,,,,0.0,,126.0,,,,,,,8848.0,12.5,0.11,,,10.82,10.82,7625121.0,63537433.05,,102.34,10.89,29.26,0.2263,30.82,0.2225
2006-10-02,1896596.0,15664116.14,2.44,5.16,0.88,25.11,0.0,8431426.93,925000.0,1020869.0,7639638.3,,,104.0,0.0,,,,,131.0,,,,0.0,104.0,,,6320.0,12.47,0.08,,,10.85,10.85,7597143.0,62745323.9,,101.72,10.92,29.33,0.2264,30.83,0.2225
2006-10-03,1779969.0,14657230.58,2.29,4.82,0.83,23.5,0.0,8269646.47,825056.0,1004263.0,6793958.79,,,77.0,,,,,1.35,,100021.0,,,,77.0,,,16606.0,11.09,0.22,,,9.67,9.67,7705801.0,63453746.7,,102.89,9.73,31.26,0.239,32.65,0.2087
2006-10-04,1779615.0,15101692.27,2.29,4.78,0.83,23.61,0.0,8521063.98,825225.0,1004140.0,7002803.42,,,401.0,,,,,0.0,,232.0,,,,401.0,,,123.0,11.21,0.0,,,9.61,9.61,7761580.0,65864241.82,,105.46,9.61,31.27,0.2384,32.48,0.2073
2006-10-05,1778243.0,15264501.01,2.29,4.74,0.82,23.85,0.0,8622097.1,823294.0,1004434.0,7067184.91,,,633.0,0.01,,,,0.03,294.0,2564.0,,,0.01,633.0,,,,11.4,,,,9.53,9.53,7811656.0,67055532.31,,107.41,9.6,31.67,0.2388,32.17,0.2059
2006-10-06,1778561.0,15267230.74,2.29,4.43,0.82,23.99,0.0,8621762.32,823583.0,1004395.0,7069665.7,,,357.0,0.04,,,,0.0,1685.0,68.0,,,0.04,357.0,,,1724.0,11.49,0.02,,,9.37,9.37,7963170.0,68356133.86,,109.85,9.47,31.8,0.2387,32.07,0.2024
2006-10-09,1780317.0,14845667.04,2.29,4.31,0.83,23.82,0.0,8389618.85,823773.0,1006097.0,6869259.62,,,189.0,0.0,,,,,1702.0,,,,0.0,189.0,,,,11.32,,,,9.4,9.4,7943222.0,66236759.53,,107.57,9.52,31.64,0.2389,32.31,0.2031
2006-10-10,1649893.0,13960415.2,2.12,3.51,0.76,21.95,0.0,7418808.83,822739.0,876782.0,6961529.05,,,75.0,,,,,0.02,,1109.0,,,,75.0,,,356.0,11.25,0.01,,1.81,9.42,9.42,7913164.0,66956496.57,,107.69,9.46,34.0,0.2728,35.09,0.1889
2006-10-11,1924756.0,16392356.73,2.48,4.06,0.89,58.78,0.0,9961488.52,770115.0,1169657.0,6558753.32,2.11,,,34.57,,,153111.0,0.31,148302.0,52623.0,2.11,,34.57,,,,8538.0,11.07,0.0,,,11.0,11.0,6232859.0,53082701.47,,107.03,9.37,12.77,0.5424,72.12,0.2748
2006-10-12,1901682.0,16265805.39,2.45,3.88,0.88,58.49,0.0,9807825.22,769106.0,1146661.0,6578454.51,,,,,,,,0.01,,1009.0,,,,,,,22996.0,11.08,0.33,,,11.74,11.74,5780745.0,49444898.36,,101.42,9.85,12.86,0.5478,72.47,0.2903
2006-10-13,2071964.0,17785812.5,2.67,4.16,0.96,60.93,0.0,11297775.3,768989.0,1316138.0,6601028.86,,,1231.0,2.39,,,,0.02,170339.0,1348.0,,,2.39,1231.0,,,861.0,11.12,0.01,,,11.75,11.75,5773160.0,49557010.31,,100.87,9.93,12.41,0.5391,71.88,0.3167
2006-10-16,1831445.0,15833483.08,2.36,3.7,0.85,57.9,0.0,9308284.11,765823.0,1076681.0,6620807.89,,,,,,,,0.02,,3166.0,,,,,,,239457.0,11.14,3.07,,,12.79,12.79,5219949.0,45128286.22,,86.64,11.39,13.1,0.5436,72.13,0.306
2006-10-17,2197006.0,18859177.47,2.83,4.64,1.02,30.08,1.0,8454528.14,1234759.0,984913.0,10599215.07,,,160020.0,0.0,,,,,8798.0,,,,0.0,160020.0,,308916.0,100567.0,17.2,33.88,,,16.56,16.56,6219969.0,53392434.62,,86.56,16.57,25.41,0.1952,27.24,0.2947
2006-10-18,2174956.0,18656563.84,2.8,4.78,1.01,29.84,1.0,8285165.9,1231719.0,965873.0,10565567.38,,,,0.42,,,,0.03,30231.0,3039.0,,,0.42,,,,49271.0,17.14,0.6,,,17.04,17.04,5996980.0,51441518.92,,83.51,17.03,25.42,0.1888,25.55,0.3009
2006-10-19,2281283.0,19442738.41,2.94,4.89,1.06,31.27,1.0,9139561.4,1231524.0,1072376.0,10495935.39,,,62.0,1.52,,,,0.0,106503.0,257.0,,,1.52,62.0,,,,17.05,,,,15.4,15.4,6764686.0,57653531.07,,93.71,15.39,24.21,0.1862,26.4,0.2853
2006-10-20,2277364.0,19199884.58,2.93,4.7,1.06,31.13,1.0,9040460.92,1227787.0,1072320.0,10351164.19,,,250.0,,,,,0.07,,3987.0,,,,250.0,,,56.0,16.92,0.0,,,15.41,15.41,6739399.0,56818182.31,,92.72,15.43,24.28,0.1869,26.52,0.2858
2006-10-23,2299610.0,19486134.69,2.96,4.69,1.07,31.42,1.0,9303749.96,1222161.0,1097960.0,10356188.16,,,8.0,0.34,,,,0.08,25800.0,5634.0,,,0.34,8.0,,,160.0,16.85,0.0,,,17.32,17.32,5834659.0,49440970.93,,80.45,17.31,23.99,0.1876,27.03,0.3259
2006-10-24,2229056.0,18888283.43,2.87,4.52,1.03,30.43,1.0,8692289.98,1323747.0,1025800.0,11216994.34,,,1615.0,0.0,,,,0.0,81.0,29.0,,,0.0,1615.0,,100000.0,72240.0,18.25,1.01,,,19.08,19.08,5615562.0,47584415.41,,77.46,19.06,24.67,0.1832,24.77,0.3212
2006-10-25,2556504.0,22180247.35,3.29,5.14,1.19,35.18,1.0,11154143.93,1391437.0,1285631.0,12072117.56,,12070.0,58184.0,3.64,0.17,,,0.0,259943.0,2564.0,,12070.0,3.64,58184.0,,,112.0,19.35,0.0,,,20.4,20.4,5429584.0,47107110.39,,76.09,20.28,21.46,0.1719,27.64,0.3748
2006-10-26,2628375.0,22723221.87,3.38,4.65,1.22,36.36,1.0,11791833.81,1384866.0,1363951.0,11972651.31,,,5867.0,1.18,,,,0.0,84985.0,368.0,,,1.18,5867.0,,,6665.0,19.41,0.04,0.17,,21.34,21.34,5105614.0,44139820.12,12070.0,71.55,21.34,21.07,0.1809,30.01,0.405
2006-10-27,3308478.0,28643521.92,4.26,5.72,1.53,45.99,1.0,14958874.7,1701001.0,1727829.0,14726608.26,,,290000.0,0.63,,319000.0,,0.02,45000.0,2865.0,,,0.63,290000.0,4.51,29000.0,122.0,23.9,0.0,,,26.23,26.23,4783925.0,41417370.95,,67.16,26.24,16.61,0.1388,25.07,0.5102
2006-10-30,3320390.0,28828086.68,4.28,5.54,1.54,46.25,1.0,15105002.67,1700983.0,1739779.0,14768170.41,,,210.0,0.18,,,,0.0,11961.0,228.0,,,0.18,210.0,,,11.0,23.98,0.0,,,63.08,26.32,995406.0,8642253.0,,13.94,63.24,19.66,0.1579,25.08,0.5138
2006-10-31,3423251.0,29700150.65,4.41,5.61,1.59,47.7,1.0,16753578.31,1612594.0,1931024.0,13990877.31,,,715.0,2.71,,,,1.26,191246.0,89104.0,,,2.71,715.0,,,,22.73,,,,61.79,26.68,997227.0,8651948.73,,13.97,61.92,18.99,0.1715,30.02,0.5665
2006-11-01,3473857.0,30458705.58,4.47,5.67,1.61,48.63,1.0,17282046.3,1623241.0,1971041.0,14232543.17,,12070.0,173.0,0.6,0.17,,,0.0,42095.0,1596.0,,12070.0,0.6,173.0,,,2079.0,23.04,0.03,,,62.04,26.57,993082.0,8707322.22,,13.99,62.22,18.66,0.1732,30.68,0.5687
2006-11-02,3401060.0,29465914.48,4.38,5.37,1.58,47.51,1.0,16403075.91,1628176.0,1893301.0,14106100.68,,,4028.0,0.0,,,,0.88,186.0,62023.0,,,0.0,4028.0,,75000.0,77926.0,23.01,1.07,0.17,,60.65,27.13,1056316.0,9151651.82,12070.0,14.84,60.8,18.99,0.1669,30.0,0.5668
2006-11-03,4397239.0,38905398.75,5.66,6.77,2.04,61.83,1.0,22506952.24,1973730.0,2543823.0,17462947.24,5.73,,346216.0,4.41,,,405000.0,0.0,310964.0,663.0,5.73,,4.41,346216.0,,,65441.0,28.12,0.94,,,65.43,31.52,1042807.0,9226430.98,,14.78,65.56,18.64,0.1712,30.18,0.7022
2006-11-06,4578803.0,41129464.21,5.9,6.93,2.12,64.93,1.0,24495594.44,2277051.0,2727011.0,20453792.75,,,295364.0,2.79,,,,0.09,185188.0,9585.0,,,2.79,295364.0,,17543.0,2000.0,32.79,0.02,,,75.28,40.52,747809.0,6717254.16,,10.69,75.41,22.22,0.1735,28.69,0.8148
2006-11-07,5091371.0,45577559.74,6.56,7.09,2.36,72.41,1.0,32726949.34,2277967.0,3655857.0,20392184.55,,,10920.0,13.27,,,,0.14,928846.0,10004.0,,,13.27,10920.0,,,,32.89,,,,80.77,36.68,542311.0,4854726.16,,7.77,80.89,16.87,0.149,26.92,0.8197
2006-11-08,5440713.0,48171090.63,7.01,7.34,2.52,77.4,1.0,31804566.3,2651378.0,3592186.0,23474822.13,,12070.0,254381.0,0.41,0.17,,,1.14,28098.0,78041.0,,12070.0,0.41,254381.0,,185000.0,91769.0,38.15,1.34,,,87.89,40.78,365247.0,3233831.0,,5.25,87.91,15.74,0.1445,25.75,0.8368
2006-11-09,3773769.0,34476649.18,4.86,5.07,1.75,53.6,1.0,20629160.76,1947949.0,2258041.0,17796201.7,,,,0.42,,,,9.66,29000.0,691359.0,,,0.42,,,,1363145.0,28.22,19.58,0.17,,74.74,35.37,658359.0,6014679.83,12070.0,9.59,74.63,15.81,0.2011,38.05,0.6853
2006-11-10,4078591.0,36611262.21,5.25,4.9,1.89,58.1,1.0,20104758.25,1966343.0,2239723.0,17650776.74,,,18607.0,,,,,0.0,,213.0,,,,18607.0,,,18318.0,28.63,0.19,,,33.56,33.56,3892704.0,34942657.12,,56.43,33.66,15.5,0.1883,34.9,0.6961
2006-11-13,4102914.0,36401930.29,5.28,4.66,1.9,58.3,1.0,20273088.43,1945272.0,2285009.0,17258869.12,,,17.0,0.73,,,,0.32,50000.0,21088.0,,,0.73,17.0,,,4714.0,28.21,0.08,,,31.42,31.42,4245952.0,37670994.01,,61.28,31.53,15.13,0.1935,35.94,0.6627
2006-11-14,4827538.0,43126947.63,6.22,5.44,2.24,68.72,1.0,19816057.8,2636569.0,2218167.0,23553863.93,,,296252.0,,,,,1.59,,108113.0,,,,296252.0,,503158.0,66842.0,38.13,0.96,,,42.36,42.36,3587950.0,32053053.08,,51.83,42.39,17.03,0.1615,29.16,0.7756
2006-11-15,4318904.0,39545566.88,5.56,4.66,2.0,61.06,1.0,19433713.18,2203683.0,2122421.0,20177779.7,,12070.0,61745.0,0.33,0.17,,,9.49,24254.0,650172.0,,12070.0,0.33,61745.0,,143471.0,120000.0,31.68,1.83,,,27.5,27.5,5808403.0,53183999.76,,82.82,27.67,21.39,0.2066,32.84,0.539
2006-11-16,4234277.0,38851573.72,5.45,4.37,1.96,59.72,1.0,19487459.93,2117540.0,2123860.0,19429470.82,,,569.0,0.01,,,,1.5,1439.0,104612.0,,,0.01,569.0,,17900.0,,30.35,,,,26.12,26.12,5990197.0,54963003.21,,85.28,26.25,21.8,0.2127,33.58,0.5223
2006-11-17,4619304.0,42531451.67,5.95,4.83,2.14,65.34,1.0,22186688.92,2209628.0,2409677.0,20344771.96,,,100000.0,4.13,,,,0.09,286561.0,7912.0,,,4.13,100000.0,,,744.0,31.73,0.0,,,27.26,27.26,5895619.0,54282903.77,,84.18,27.38,22.17,0.2185,35.21,0.5699
2006-11-20,5259488.0,51171976.47,6.77,5.45,2.44,75.46,1.0,21067325.54,3094175.0,2165313.0,30104650.93,,,702374.0,,,,,0.0,,2827.0,,,,702374.0,,185000.0,244363.0,45.27,3.42,,,35.37,35.37,5654121.0,55011542.34,,82.97,35.3,27.0,0.2416,36.71,0.6012
2006-11-21,5034744.0,49530332.74,6.48,3.99,2.33,73.67,1.0,19337487.38,3069094.0,1965650.0,30192845.36,,,711.0,,,,,0.03,,25791.0,,,,711.0,,,199663.0,46.16,2.67,,,35.46,35.46,5584958.0,54943176.47,,83.11,35.71,25.9,0.2502,38.47,0.5818
2006-11-22,4375767.0,43270410.29,5.64,3.32,2.03,63.86,1.0,18526565.93,2502248.0,1873519.0,24743844.36,,,17939.0,0.0,,,,8.88,974.0,584785.0,,,0.0,17939.0,,,93105.0,37.65,1.31,,,34.09,34.09,4838073.0,47841990.61,,72.49,34.18,27.84,0.218,30.17,0.5961
2006-11-23,3905417.0,38544683.09,5.03,2.94,1.81,57.29,1.0,18447420.42,2036292.0,1869126.0,20097272.54,,,179.0,0.65,,,,6.77,38529.0,466134.0,,,0.65,179.0,,,42923.0,31.05,0.62,,,24.72,24.72,6201022.0,61201256.56,,92.96,25.04,21.91,0.2133,32.2,0.4741
2006-11-24,3689797.0,36416612.11,4.75,2.73,1.71,53.93,1.0,19753693.99,1712946.0,2001480.0,16905995.11,,,24364.0,2.06,,,,3.47,133280.0,220401.0,,,2.06,24364.0,,,925.0,26.0,0.02,1.87,,19.92,19.92,6886295.0,67964588.27,127310.0,103.21,20.12,20.26,0.2072,34.22,0.4291
2006-11-27,4439013.0,44008888.31,5.72,3.24,2.06,55.42,1.0,23357805.21,2129417.0,2356015.0,21111286.43,,,416472.0,1.4,,,,,354534.0,,,,1.4,416472.0,,,,26.1,,,,17.48,17.48,10053719.0,99673733.01,,102.89,20.24,19.71,0.214,35.83,0.3644
2006-11-28,3702565.0,36424747.0,4.77,2.7,1.72,54.27,1.0,21848463.53,1481675.0,2220890.0,14576283.47,,,,2.01,,,,3.53,129533.0,647742.0,,,2.01,,,,264658.0,22.56,0.0,,,17.43,17.43,7018148.0,69042478.75,,105.25,17.65,20.07,0.2125,36.37,0.4356
2006-11-29,3721950.0,36923542.11,4.79,2.73,1.73,54.55,1.0,22033204.5,1500969.0,2220981.0,14890337.61,,,,0.0,,,,0.05,92.0,3410.0,,,0.0,,,22704.0,,22.85,,,,17.45,17.45,7101158.0,70446918.0,,106.93,17.61,20.01,0.2126,36.41,0.4327
2006-11-30,3720095.0,36928827.13,4.79,2.76,1.72,48.33,1.0,19169334.11,1789036.0,1931059.0,17759493.01,,,423067.0,0.17,,,,2.09,10000.0,135000.0,,,0.17,423067.0,,,1000.0,20.88,0.01,,4.39,14.31,14.31,10714623.0,106362461.3,,109.13,16.06,13.56,0.23,41.09,0.2975
2006-12-01,3682516.0,36579234.24,4.74,2.73,1.71,47.71,1.0,27154328.8,1792637.0,2733689.0,17806654.13,6.24,,3601.0,,,,825910.0,0.04,,2600.0,6.24,,,3601.0,,2600.0,23280.0,20.89,0.36,,,14.24,14.24,10797274.0,107251676.5,,109.57,16.01,13.16,0.2331,41.63,0.2925
2006-12-04,3681829.0,36877180.2,4.74,2.68,1.71,47.76,1.0,27374495.1,1791950.0,2733078.0,17948161.92,,,,,,,,0.0,,687.0,,,,,,,612.0,20.94,0.0,,,14.24,14.24,10789768.0,108070260.42,,109.82,16.02,13.16,0.2328,41.58,0.2926
2006-12-05,3760588.0,35989855.69,4.84,2.71,1.74,48.86,1.0,26905244.85,1983817.0,2811335.0,18985671.27,,,191866.0,0.05,,92000.0,,,1258.0,,,,0.05,191866.0,1.45,,15000.0,22.24,0.21,,,16.18,16.18,10273722.0,98322329.41,,101.38,17.99,12.97,0.2194,40.21,0.3068
2006-12-06,3820623.0,36515751.82,4.92,2.71,1.77,49.79,1.0,26987449.73,1978390.0,2823682.0,18908538.8,,,,0.79,,,,0.36,55530.0,55427.0,,,0.79,,,50000.0,43183.0,22.32,0.28,,,18.93,18.93,8471332.0,80965082.64,,88.99,20.05,12.15,0.2167,40.28,0.3656
2006-12-07,4285712.0,39842007.01,5.52,3.1,1.99,56.96,1.0,26134264.22,2402479.0,2811202.0,22334581.78,,,295000.0,0.46,,,,0.01,31000.0,55911.0,,,0.46,295000.0,,185000.0,43481.0,29.12,0.01,,,23.89,23.89,7653906.0,71154332.47,,80.63,26.54,12.37,0.1811,35.12,0.4262
2006-12-08,4071239.0,37459313.5,5.24,2.78,1.89,53.23,1.0,26162906.56,2204934.0,2843497.0,20287512.95,,,232.0,0.01,,50000.0,,3.13,21788.0,197776.0,,,0.01,232.0,0.75,,39493.0,25.76,0.58,,,22.56,22.56,7570329.0,69654306.05,,78.53,24.7,13.11,0.1924,36.49,0.4165
2006-12-11,3745175.0,35174627.32,4.82,2.5,1.74,48.33,1.0,28144416.63,1752435.0,2996642.0,16458843.19,,,27501.0,2.34,,,,6.93,153849.0,480000.0,,,2.34,27501.0,,,703.0,18.72,0.24,,,18.03,18.03,7968286.0,74838022.37,,82.59,18.48,12.04,0.2405,43.61,0.3853
2006-12-12,3192152.0,29838362.59,4.11,2.1,1.48,45.9,1.0,23297940.44,1177438.0,2492448.0,11005999.08,,,,,,,,1.65,,574997.0,,,,,,,504195.0,17.2,2.12,,,17.46,17.46,5565608.0,52024035.69,,81.0,17.51,12.72,0.2653,45.95,0.4734
2006-12-13,3396901.0,31838754.38,4.37,2.24,1.57,48.9,1.0,23621079.53,1352081.0,2520151.0,12672896.52,,,46.0,0.77,,,,0.03,50755.0,2404.0,,,0.77,46.0,,177000.0,23052.0,19.76,0.36,,,19.12,19.12,5718708.0,53600778.88,,83.35,19.16,11.97,0.2367,42.96,0.4804
2006-12-14,3225136.0,30105605.89,4.15,2.14,1.5,46.31,1.0,19181820.38,1220237.0,2054899.0,11390519.41,,,2156.0,,,,,1.98,,134000.0,,,,2156.0,,,465252.0,17.82,6.77,,,17.35,17.35,5811109.0,54244831.02,,84.57,17.4,13.37,0.2547,45.04,0.4587
2006-12-15,3264892.0,30351981.18,4.2,2.17,1.51,46.83,1.0,18925816.04,1279086.0,2035806.0,11890988.8,,,60000.0,,,,,0.03,,1151.0,,,,60000.0,,,19093.0,18.63,0.3,,,18.38,18.38,5678625.0,52791185.47,,82.45,18.43,13.17,0.2493,44.53,0.4692
2006-12-18,3192981.0,29846111.6,4.11,2.13,1.48,45.66,1.0,18766875.54,1235273.0,2007708.0,11546606.7,,,,0.22,,,,0.66,14362.0,43814.0,,,0.22,,,,42460.0,17.91,0.66,,,17.85,17.85,5686709.0,53156016.73,,82.45,17.85,13.46,0.2626,46.16,0.4613
2006-12-19,2738591.0,25459238.01,3.53,1.89,1.27,39.54,1.0,16982555.65,1368210.0,1826774.0,12719527.68,,,151433.0,,,406393.0,,0.25,,18496.0,,,,151433.0,5.87,,587327.0,19.92,8.12,,,19.41,19.41,5680464.0,52808281.69,,82.51,19.44,14.97,0.2415,42.04,0.3885
2006-12-20,2701239.0,25025996.15,3.48,1.88,1.25,38.96,1.0,12835050.72,1365858.0,1385381.0,12654177.23,,,105.0,,,,,0.04,,2456.0,,,,105.0,,,441393.0,19.84,6.39,,,20.03,20.03,5454777.0,50536523.5,,79.13,20.05,15.11,0.2371,41.34,0.396
2006-12-21,2686603.0,24890398.94,3.46,1.88,1.25,38.68,1.0,16450815.81,1364942.0,1775657.0,12645690.82,,,,,,403996.0,,0.03,,916.0,,,,,5.82,,13720.0,19.77,0.21,,,19.86,19.86,5506985.0,51020211.61,,79.77,19.86,15.17,0.2376,41.37,0.391
2006-12-22,2686607.0,24685154.05,3.46,2.0,1.25,38.69,1.0,12603132.16,1364945.0,1371661.0,12541424.03,,,78.0,,,,,0.0,,75.0,,,,78.0,,,403996.0,19.79,5.82,,,19.92,19.92,5486714.0,50413171.82,,79.28,19.98,15.16,0.2375,41.35,0.3921
2006-12-25,1584376.0,14557605.79,2.04,1.22,0.73,31.12,0.0,12603132.16,212715.0,1371661.0,1954473.63,,,,,,,,0.0,,577230.0,,,,,,,,11.42,,8.38,,20.71,20.71,814579.0,7484536.48,575000.0,28.88,28.34,18.89,0.3263,51.72,1.5423
2006-12-26,2682119.0,24643917.29,3.45,2.07,1.24,38.57,1.0,12603132.16,1360458.0,1371661.0,12500196.46,,575000.0,573345.0,,8.35,,,0.03,,602.0,,575000.0,,573345.0,,,,19.68,,,,19.99,19.99,5446898.0,50047333.39,,78.45,20.05,15.09,0.2383,41.48,0.394
2006-12-27,2558289.0,23701616.43,3.29,1.98,1.19,36.75,1.0,16346644.24,1245312.0,1764413.0,11537362.42,,,58.0,,,401436.0,,1.66,,115204.0,,,,58.0,5.77,,8684.0,17.99,0.13,,,18.5,18.5,5484291.0,50809959.96,,79.11,18.53,15.84,0.2531,43.42,0.3802
