,ALOPM FP Equity_DX_SI_QTY,ALOPM FP Equity_DX_SHORT_INTEREST_VALUE,ALOPM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALOPM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALOPM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALOPM FP Equity_DX_SI_MV,ALOPM FP Equity_DX_DSS,ALOPM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALOPM FP Equity_DX_SUPPLY_SI_QTY,ALOPM FP Equity_DX_BROKER_SI_QTY,ALOPM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALOPM FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALOPM FP Equity_DX_BROKER_SI_MV_INC_x,ALOPM FP Equity_DX_BROKER_SI_QTY_ADD,ALOPM FP Equity_DX_SUPPLY_SI_MV_DEC,ALOPM FP Equity_DX_BROKER_SI_QTY_INC,ALOPM FP Equity_DX_SUPPLY_SI_QTY_DEC,ALOPM FP Equity_DX_BROKER_SI_MV_INC_y,ALOPM FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALOPM FP Equity_DX_BROKER_SI_MV_ADD,ALOPM FP Equity_DX_SUPPLY_SI_QTY_ADD,ALOPM FP Equity_DX_BROKER_SI_QTY_DEC,ALOPM FP Equity_DX_SUPPLY_SI_MV,ALOPM FP Equity_DX_BROKER_SI_MV_DEC,ALOPM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALOPM FP Equity_DX_UTILIZATION_QUANTITY,ALOPM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALOPM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALOPM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALOPM FP Equity_DX_ACTIVE_UTILIZATION_MV,ALOPM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALOPM FP Equity_DX_BROKER_SI_CON_RATIO,ALOPM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALOPM FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-10-11,13326.0,17990.1,0.16,1.0,0.07,0.02,0.0,16775.1,12426.0,12426.0,16775.1,,,900.0,,,,,,0.0,900.0,,0.02,,100.0,90.65,0.0,0.0,0.0,100.0,13.25,0.7702,86.75,0.9722
2024-10-14,13326.0,17057.28,0.16,0.96,0.07,0.02,0.0,15905.28,12426.0,12426.0,15905.28,,,,,,,,,,,,0.02,,100.0,90.65,0.0,0.0,0.0,100.0,14.14,0.7572,85.86,0.9722
2024-10-15,13326.0,16657.5,0.16,0.96,0.07,0.02,0.0,15532.5,12426.0,12426.0,15532.5,,,,,,,,,,,,0.02,,100.0,90.65,0.0,0.0,0.0,100.0,14.11,0.7576,85.89,0.9722
2024-10-16,11526.0,14810.91,0.14,0.86,0.06,0.01,0.0,14810.91,11526.0,11526.0,14810.91,,,,0.0,,900.0,,,,,900.0,0.01,0.0,100.0,90.0,0.0,0.0,0.0,100.0,7.56,1.0,100.0,0.9
2024-10-17,11526.0,14695.65,0.14,0.86,0.06,0.01,0.0,14695.65,11526.0,11526.0,14695.65,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-10-18,11526.0,13831.2,0.14,0.91,0.06,0.01,0.0,13831.2,11526.0,11526.0,13831.2,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-10-21,11526.0,14753.28,0.14,0.91,0.06,0.01,0.0,14753.28,11526.0,11526.0,14753.28,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-10-22,11526.0,14522.76,0.14,0.91,0.06,0.01,0.0,14522.76,11526.0,11526.0,14522.76,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-10-23,11526.0,14695.65,0.14,0.91,0.06,0.01,0.0,14695.65,11526.0,11526.0,14695.65,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-10-24,11526.0,14753.28,0.14,0.98,0.06,0.01,0.0,14753.28,11526.0,11526.0,14753.28,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-10-25,11526.0,14465.13,0.14,0.95,0.06,0.01,0.0,14465.13,11526.0,11526.0,14465.13,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-10-28,11526.0,13543.05,0.14,0.97,0.06,0.01,0.0,13543.05,11526.0,11526.0,13543.05,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-10-29,11526.0,13888.83,0.14,0.95,0.06,0.01,0.0,13888.83,11526.0,11526.0,13888.83,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-10-30,11526.0,14176.98,0.14,0.96,0.06,0.01,0.0,14176.98,11526.0,11526.0,14176.98,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-10-31,11526.0,13946.46,0.14,0.96,0.06,0.01,0.0,13946.46,11526.0,11526.0,13946.46,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-11-01,11526.0,13254.9,0.14,0.95,0.06,0.01,0.0,13254.9,11526.0,11526.0,13254.9,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-11-04,11526.0,13024.38,0.14,0.99,0.06,0.01,0.0,13024.38,11526.0,11526.0,13024.38,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-11-05,11526.0,12448.08,0.14,0.99,0.06,0.01,0.0,12448.08,11526.0,11526.0,12448.08,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-11-06,11526.0,12563.34,0.14,0.96,0.06,0.01,0.0,12563.34,11526.0,11526.0,12563.34,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-11-07,11526.0,12563.34,0.14,1.0,0.06,0.01,0.0,12563.34,11526.0,11526.0,12563.34,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-11-08,11526.0,12217.56,0.14,1.0,0.06,0.01,0.0,12217.56,11526.0,11526.0,12217.56,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-11-11,11526.0,12448.08,0.14,1.0,0.06,0.01,0.0,12448.08,11526.0,11526.0,12448.08,,,,,,,,,,,,0.01,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.9
2024-11-12,11426.0,12340.08,0.14,1.01,0.06,0.01,0.0,12340.08,11526.0,11426.0,12448.08,,,,,,,,,,,100.0,0.01,0.0,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.8922
2024-11-13,11426.0,12454.34,0.14,1.05,0.06,0.01,0.0,12454.34,11426.0,11426.0,12454.34,,,,0.0,,100.0,,,,,,0.01,,100.0,89.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.8922
2024-11-14,11426.0,12225.82,0.14,1.06,0.06,0.01,0.0,12225.82,11426.0,11426.0,12225.82,,,,,,,,,,,,0.01,,100.0,89.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.8922
2024-11-15,11426.0,12340.08,0.14,1.07,0.06,0.01,0.0,12340.08,11426.0,11426.0,12340.08,,,,,,,,,,,,0.01,,100.0,89.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.8922
2024-11-18,11426.0,11768.78,0.14,1.14,0.06,0.01,0.0,11768.78,11426.0,11426.0,11768.78,,,,,,,,,,,,0.01,,100.0,89.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.8922
2024-11-19,11426.0,12225.82,0.14,1.22,0.06,0.01,0.0,12225.82,11426.0,11426.0,12225.82,,,,,,,,,,,,0.01,,100.0,89.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.8922
2024-11-20,11426.0,12054.43,0.14,1.29,0.06,0.01,0.0,12054.43,11426.0,11426.0,12054.43,,,,,,,,,,,,0.01,,100.0,89.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.8922
2024-11-21,11426.0,11597.39,0.14,1.53,0.06,0.01,0.0,11597.39,11426.0,11426.0,11597.39,,,,,,,,,,,,0.01,,100.0,89.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.8922
2024-11-22,11426.0,11883.04,0.14,1.84,0.06,0.01,0.0,11883.04,11426.0,11426.0,11883.04,,,,,,,,,,,,0.01,,100.0,89.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.8922
2024-11-25,11426.0,11597.39,0.14,2.13,0.06,0.01,0.0,11597.39,11426.0,11426.0,11597.39,,,,,,,,,,,,0.01,,100.0,89.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.8922
2024-11-26,11426.0,12282.95,0.14,2.22,0.06,0.01,0.0,12282.95,11426.0,11426.0,12282.95,,,,,,,,,,,,0.01,,100.0,89.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.8922
2024-11-27,34.0,34.68,0.0,0.01,0.0,0.0,0.0,34.68,11426.0,34.0,11654.52,,,,,,,,,,,11392.0,0.01,0.01,100.0,89.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-11-28,34.0,36.21,0.0,0.01,0.0,0.0,0.0,36.21,34.0,34.0,36.21,,,,0.01,,11392.0,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-11-29,34.0,36.04,0.0,0.01,0.0,0.0,0.0,36.04,34.0,34.0,36.04,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-02,34.0,34.85,0.0,0.01,0.0,0.0,0.0,34.85,34.0,34.0,34.85,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-03,34.0,36.21,0.0,0.01,0.0,0.0,0.0,36.21,34.0,34.0,36.21,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-04,34.0,36.04,0.0,0.01,0.0,0.0,0.0,36.04,34.0,34.0,36.04,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-05,34.0,36.21,0.0,0.01,0.0,0.0,0.0,36.21,34.0,34.0,36.21,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-06,34.0,35.87,0.0,0.01,0.0,0.0,0.0,35.87,34.0,34.0,35.87,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-09,34.0,35.02,0.0,0.01,0.0,0.0,0.0,35.02,34.0,34.0,35.02,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-10,34.0,34.51,0.0,0.01,0.0,0.0,0.0,34.51,34.0,34.0,34.51,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-11,34.0,34.0,0.0,0.01,0.0,0.0,0.0,34.0,34.0,34.0,34.0,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-12,34.0,35.02,0.0,0.01,0.0,0.0,0.0,35.02,34.0,34.0,35.02,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-13,34.0,34.0,0.0,0.01,0.0,0.0,0.0,34.0,34.0,34.0,34.0,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-16,34.0,33.32,0.0,0.01,0.0,0.0,0.0,33.32,34.0,34.0,33.32,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-17,34.0,33.32,0.0,0.01,0.0,0.0,0.0,33.32,34.0,34.0,33.32,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-18,34.0,33.52,0.0,0.01,0.0,0.0,0.0,33.52,34.0,34.0,33.52,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-19,34.0,33.05,0.0,0.01,0.0,0.0,0.0,33.05,34.0,34.0,33.05,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-20,34.0,30.26,0.0,0.01,0.0,0.0,0.0,30.26,34.0,34.0,30.26,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-23,34.0,26.52,0.0,0.0,0.0,0.0,0.0,26.52,34.0,34.0,26.52,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-24,34.0,25.84,0.0,0.0,0.0,0.0,0.0,25.84,34.0,34.0,25.84,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-25,34.0,25.84,0.0,0.0,0.0,0.0,0.0,25.84,34.0,34.0,25.84,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-26,34.0,25.84,0.0,0.0,0.0,0.0,0.0,25.84,34.0,34.0,25.84,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-27,34.0,26.18,0.0,0.0,0.0,0.0,0.0,26.18,34.0,34.0,26.18,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-30,34.0,25.5,0.0,0.0,0.0,0.0,0.0,25.5,34.0,34.0,25.5,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2024-12-31,34.0,24.28,0.0,0.0,0.0,0.0,0.0,24.28,34.0,34.0,24.28,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-01,34.0,24.28,0.0,0.0,0.0,0.0,0.0,24.28,34.0,34.0,24.28,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-02,34.0,26.04,0.0,0.0,0.0,0.0,0.0,26.04,34.0,34.0,26.04,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-03,34.0,26.45,0.0,0.0,0.0,0.0,0.0,26.45,34.0,34.0,26.45,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-06,34.0,26.18,0.0,0.0,0.0,0.0,0.0,26.18,34.0,34.0,26.18,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-07,34.0,23.8,0.0,0.0,0.0,0.0,0.0,23.8,34.0,34.0,23.8,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-08,34.0,23.46,0.0,0.0,0.0,0.0,0.0,23.46,34.0,34.0,23.46,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-09,34.0,22.44,0.0,0.0,0.0,0.0,0.0,22.44,34.0,34.0,22.44,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-10,34.0,23.12,0.0,0.0,0.0,0.0,0.0,23.12,34.0,34.0,23.12,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-13,34.0,23.12,0.0,0.0,0.0,0.0,0.0,23.12,34.0,34.0,23.12,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-14,34.0,22.44,0.0,0.0,0.0,0.0,0.0,22.44,34.0,34.0,22.44,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-15,34.0,22.64,0.0,0.0,0.0,0.0,0.0,22.64,34.0,34.0,22.64,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-16,34.0,21.42,0.0,0.0,0.0,0.0,0.0,21.42,34.0,34.0,21.42,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-17,34.0,21.62,0.0,0.0,0.0,0.0,0.0,21.62,34.0,34.0,21.62,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-20,34.0,21.08,0.0,0.0,0.0,0.0,0.0,21.08,34.0,34.0,21.08,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-21,34.0,21.15,0.0,0.0,0.0,0.0,0.0,21.15,34.0,34.0,21.15,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-22,34.0,21.08,0.0,0.0,0.0,0.0,0.0,21.08,34.0,34.0,21.08,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-23,34.0,21.22,0.0,0.0,0.0,0.0,0.0,21.22,34.0,34.0,21.22,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-24,34.0,21.22,0.0,0.0,0.0,0.0,0.0,21.22,34.0,34.0,21.22,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-27,34.0,20.74,0.0,0.0,0.0,0.0,0.0,20.74,34.0,34.0,20.74,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-28,34.0,20.81,0.0,0.0,0.0,0.0,0.0,20.81,34.0,34.0,20.81,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-29,34.0,21.56,0.0,0.0,0.0,0.0,0.0,21.56,34.0,34.0,21.56,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-30,34.0,20.06,0.0,0.0,0.0,0.0,0.0,20.06,34.0,34.0,20.06,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-01-31,34.0,19.72,0.0,0.0,0.0,0.0,0.0,19.72,34.0,34.0,19.72,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-03,34.0,19.72,0.0,0.0,0.0,0.0,0.0,19.72,34.0,34.0,19.72,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-04,34.0,19.11,0.0,0.0,0.0,0.0,0.0,19.11,34.0,34.0,19.11,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-05,34.0,20.4,0.0,0.0,0.0,0.0,0.0,20.4,34.0,34.0,20.4,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-06,34.0,20.06,0.0,0.0,0.0,0.0,0.0,20.06,34.0,34.0,20.06,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-07,34.0,19.65,0.0,0.0,0.0,0.0,0.0,19.65,34.0,34.0,19.65,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-10,34.0,20.4,0.0,0.0,0.0,0.0,0.0,20.4,34.0,34.0,20.4,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-11,34.0,19.52,0.0,0.0,0.0,0.0,0.0,19.52,34.0,34.0,19.52,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-12,34.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,34.0,34.0,17.0,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-13,34.0,16.66,0.0,0.0,0.0,0.0,0.0,16.66,34.0,34.0,16.66,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-14,34.0,14.28,0.0,0.0,0.0,0.0,0.0,14.28,34.0,34.0,14.28,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-17,34.0,15.3,0.0,0.0,0.0,0.0,0.0,15.3,34.0,34.0,15.3,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-18,34.0,14.96,0.0,0.0,0.0,0.0,0.0,14.96,34.0,34.0,14.96,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-19,34.0,16.15,0.0,0.0,0.0,0.0,0.0,16.15,34.0,34.0,16.15,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-20,34.0,16.66,0.0,0.0,0.0,0.0,0.0,16.66,34.0,34.0,16.66,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-21,34.0,14.11,0.0,0.0,0.0,0.0,0.0,14.11,34.0,34.0,14.11,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-24,34.0,13.57,0.0,0.0,0.0,0.0,0.0,13.57,34.0,34.0,13.57,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-25,34.0,12.27,0.0,0.0,0.0,0.0,0.0,12.27,34.0,34.0,12.27,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-26,34.0,12.31,0.0,0.0,0.0,0.0,0.0,12.31,34.0,34.0,12.31,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0027
2025-02-27,8734.0,3353.86,0.11,0.51,0.05,0.0,0.0,3353.86,8734.0,8734.0,3353.86,8700.0,,8700.0,,,,,8700.0,0.0,,,0.0,,100.0,40.61,0.0,0.0,0.0,100.0,0.37,0.9926,99.63,0.4061
2025-02-28,8734.0,3668.28,0.11,0.51,0.05,0.0,0.0,3668.28,8734.0,8734.0,3668.28,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.42,0.9917,99.58,0.682
2025-03-03,8734.0,3624.61,0.11,0.5,0.05,0.0,0.0,3624.61,8734.0,8734.0,3624.61,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.38,0.9923,99.62,0.682
2025-03-04,8734.0,3493.6,0.11,0.49,0.05,0.0,0.0,3493.6,8734.0,8734.0,3493.6,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.37,0.9926,99.63,0.682
2025-03-05,8734.0,3362.59,0.11,0.49,0.05,0.0,0.0,3362.59,8734.0,8734.0,3362.59,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.37,0.9925,99.63,0.682
2025-03-06,8734.0,3301.45,0.11,0.49,0.05,0.0,0.0,3301.45,8734.0,8734.0,3301.45,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.38,0.9925,99.62,0.682
2025-03-07,8734.0,3406.26,0.11,0.49,0.05,0.0,0.0,3406.26,8734.0,8734.0,3406.26,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.4,0.992,99.6,0.682
2025-03-10,8734.0,3056.9,0.11,0.49,0.05,0.0,0.0,3056.9,8734.0,8734.0,3056.9,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.35,0.993,99.65,0.682
2025-03-11,8734.0,3187.91,0.11,0.49,0.05,0.0,0.0,3187.91,8734.0,8734.0,3187.91,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.41,0.9919,99.59,0.682
2025-03-12,8734.0,3056.9,0.11,0.49,0.05,0.0,0.0,3056.9,8734.0,8734.0,3056.9,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.37,0.9927,99.63,0.682
2025-03-13,8734.0,2987.03,0.11,0.49,0.05,0.0,0.0,2987.03,8734.0,8734.0,2987.03,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.38,0.9924,99.62,0.682
2025-03-14,8734.0,3013.23,0.11,0.48,0.05,0.0,0.0,3013.23,8734.0,8734.0,3013.23,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.38,0.9924,99.62,0.682
2025-03-17,8734.0,3013.23,0.11,0.47,0.05,0.0,0.0,3013.23,8734.0,8734.0,3013.23,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.38,0.9924,99.62,0.682
2025-03-18,8734.0,2969.56,0.11,0.47,0.05,0.0,0.0,2969.56,8734.0,8734.0,2969.56,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.38,0.9925,99.62,0.682
2025-03-19,8734.0,3056.9,0.11,0.47,0.05,0.0,0.0,3056.9,8734.0,8734.0,3056.9,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.4,0.992,99.6,0.682
2025-03-20,8734.0,3144.24,0.11,0.47,0.05,0.0,0.0,3144.24,8734.0,8734.0,3144.24,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.4,0.992,99.6,0.682
2025-03-21,8734.0,3126.77,0.11,0.47,0.05,0.0,0.0,3126.77,8734.0,8734.0,3126.77,,,,,,,,,,,,0.0,,100.0,68.2,0.0,0.0,0.0,100.0,0.39,0.9923,99.61,0.682
2025-03-24,8734.0,3161.71,0.11,0.48,0.05,0.0,0.0,3149.4,8734.0,8700.0,3161.71,,,,,,,,,,,34.0,0.0,0.0,100.0,68.2,0.0,0.0,0.0,100.0,0.39,0.9923,99.61,0.682
2025-03-25,8700.0,3697.5,0.11,0.46,0.05,0.0,0.0,3697.5,8700.0,8700.0,3697.5,,,,0.0,,34.0,,,,,,0.0,,100.0,67.93,0.0,0.0,0.0,100.0,,1.0,100.0,0.6793
