,BON FP Equity_DX_SI_QTY,BON FP Equity_DX_SHORT_INTEREST_VALUE,BON FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BON FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BON FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BON FP Equity_DX_SI_MV,BON FP Equity_DX_DSS,BON FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BON FP Equity_DX_SUPPLY_SI_QTY,BON FP Equity_DX_BROKER_SI_QTY,BON FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BON FP Equity_DX_BROKER_SI_MV_NEW_x,BON FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BON FP Equity_DX_SUPPLY_SI_QTY_INC_x,BON FP Equity_DX_BROKER_SI_MV_INC_x,BON FP Equity_DX_SUPPLY_SI_MV_NEW,BON FP Equity_DX_BROKER_SI_QTY_ADD,BON FP Equity_DX_BROKER_SI_QTY_NEW,BON FP Equity_DX_SUPPLY_SI_MV_DEC,BON FP Equity_DX_BROKER_SI_QTY_INC,BON FP Equity_DX_SUPPLY_SI_QTY_DEC,BON FP Equity_DX_BROKER_SI_MV_NEW_y,BON FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BON FP Equity_DX_BROKER_SI_MV_INC_y,BON FP Equity_DX_SUPPLY_SI_QTY_INC_y,BON FP Equity_DX_BROKER_SI_MV_ADD,BON FP Equity_DX_SUPPLY_SI_QTY_ADD,BON FP Equity_DX_BROKER_SI_QTY_DEC,BON FP Equity_DX_SUPPLY_SI_MV,BON FP Equity_DX_BROKER_SI_MV_DEC,BON FP Equity_DX_SUPPLY_SI_MV_RMV,BON FP Equity_DX_BROKER_SI_MV_RMV,BON FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BON FP Equity_DX_UTILIZATION_QUANTITY,BON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BON FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BON FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BON FP Equity_DX_ACTIVE_UTILIZATION_MV,BON FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BON FP Equity_DX_BROKER_SI_CON_RATIO,BON FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BON FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-03-22,409890.0,5058042.6,2.47,21.59,1.26,5.17,1.0,3577464.72,299795.0,289908.0,3699470.3,,,15352.0,0.2,,,,0.07,16032.0,5882.0,,,0.2,15352.0,,3562.0,,3.7,,,,12.95,12.95,2014576.0,24859867.84,,24.89,12.93,30.93,0.2505,36.32,0.1771
2023-03-23,422046.0,5267134.08,2.54,21.82,1.29,5.32,1.0,3696351.36,304117.0,296182.0,3795380.16,,,6499.0,0.1,,,,0.02,8322.0,2177.0,,,0.1,6499.0,,,2048.0,3.76,0.03,,,13.13,13.13,2011311.0,25101161.28,,24.82,13.17,32.66,0.2522,35.18,0.1823
2023-03-24,410041.0,4977897.74,2.47,21.03,1.26,5.23,1.0,3510608.78,289064.0,289177.0,3509236.96,,,,0.01,,,,0.19,1000.0,15053.0,,,0.01,,,,8005.0,3.59,0.08,,,12.48,12.48,2026418.0,24600714.52,,25.28,12.45,31.59,0.2569,36.64,0.1771
2023-03-27,417218.0,5039993.44,2.51,21.23,1.28,5.24,1.0,3494804.4,291241.0,289305.0,3518191.28,,,5031.0,0.0,,,,0.06,128.0,4903.0,,,0.0,5031.0,,2049.0,,3.54,,,,12.58,12.58,2024210.0,24452456.8,,24.54,12.59,31.72,0.2564,36.6,0.1802
2023-03-28,428178.0,5086754.64,2.58,21.69,1.31,5.27,1.0,3637786.68,293697.0,306211.0,3489120.36,,,9655.0,0.04,,14366.0,,0.09,3573.0,7199.0,,,0.04,9655.0,0.17,,1033.0,3.53,0.07,,,12.68,12.68,2021754.0,24018437.52,,24.33,12.66,30.06,0.2334,34.63,0.1849
2023-03-29,431139.0,5173668.0,2.59,22.24,1.32,5.27,1.0,3704196.0,294253.0,308683.0,3531036.0,,,4324.0,0.0,,489.0,,0.04,1983.0,3768.0,,,0.0,4324.0,0.01,,,3.51,,,,12.71,12.71,2021687.0,24260244.0,,24.03,12.74,29.82,0.2324,34.68,0.1862
2023-03-30,433875.0,5223855.0,2.61,22.56,1.33,5.33,1.0,3749484.76,296989.0,311419.0,3575747.56,,,3882.0,0.04,,,,0.01,2736.0,1146.0,,,0.04,3882.0,,,,3.56,,,,12.8,12.8,2022833.0,24354909.32,,24.24,12.82,30.39,0.2334,34.37,0.187
2023-03-31,428140.0,5146242.8,2.58,22.23,1.31,5.29,1.0,3730190.64,297214.0,310332.0,3572512.28,,,1761.0,0.01,,,,0.05,130.0,4860.0,,,0.01,1761.0,,3324.0,1217.0,3.59,0.0,,,12.81,12.81,2022683.0,24312649.66,,24.39,12.82,30.38,0.2357,34.74,0.1846
2023-04-03,429435.0,5110276.5,2.58,21.93,1.32,5.28,1.0,3708361.3,291247.0,311627.0,3465839.3,,,,0.01,,,,0.03,1434.0,2221.0,,,0.01,,,,139.0,3.49,0.01,0.05,,13.48,13.48,1868604.0,22236387.6,3746.0,22.42,13.48,30.19,0.2359,34.96,0.1988
2023-04-04,405573.0,4785761.4,2.44,20.45,1.24,4.94,1.0,3417433.4,286500.0,289613.0,3380700.0,,2601.0,,0.0,0.03,,,0.13,1352.0,10848.0,,2601.0,0.0,,,3500.0,23366.0,3.4,0.28,,,13.26,13.26,1873400.0,22106120.0,,22.24,13.27,31.81,0.2593,37.38,0.1878
2023-04-05,404939.0,4656798.5,2.44,19.81,1.24,4.93,1.0,3366326.0,286611.0,292724.0,3296026.5,,,5001.0,0.04,,,,0.06,3111.0,4890.0,,,0.04,5001.0,,,,3.39,,,,13.27,13.27,1872620.0,21535130.0,,22.09,13.29,30.86,0.2554,37.51,0.1875
2023-04-06,403079.0,4635408.5,2.43,19.45,1.24,4.79,1.0,3367614.0,284240.0,292836.0,3268760.0,,,2500.0,0.02,,,,0.06,2000.0,4871.0,,,0.02,2500.0,,,1888.0,3.27,0.05,,,13.18,13.18,1871986.0,21527839.0,,21.53,13.18,30.41,0.2562,37.89,0.1869
2023-04-07,403079.0,4635408.5,2.43,19.3,1.24,4.79,1.0,3367614.0,284240.0,292836.0,3268760.0,,,,,,,,,,,,,,,,,,3.27,,,,13.18,13.18,1871986.0,21527839.0,,21.54,13.19,30.46,0.2563,37.87,0.1869
2023-04-10,403079.0,4635408.5,2.43,19.3,1.24,4.8,1.0,3367614.0,284240.0,292836.0,3268760.0,,,,,,,,,,,,,,,,,,3.28,,,,13.19,13.19,1871497.0,21522215.5,,21.56,13.2,30.46,0.2568,37.95,0.187
2023-04-11,397822.0,4590865.88,2.39,19.05,1.22,4.71,1.0,3318661.66,283983.0,287579.0,3277163.82,,,,,,,,0.0,,257.0,,,,,,,5257.0,3.26,0.08,,,13.15,13.15,1875990.0,21648924.6,,21.55,13.15,30.84,0.264,38.49,0.1842
2023-04-12,415681.0,4805272.36,2.5,19.71,1.27,4.88,1.0,3524632.44,295303.0,304899.0,3413702.68,,,12283.0,0.18,,3319.0,,0.01,14964.0,963.0,,,0.18,12283.0,0.04,,963.0,3.4,0.01,,,13.67,13.67,1864754.0,21556556.24,,21.49,13.65,29.36,0.2388,35.89,0.1924
2023-04-13,427639.0,4934954.06,2.57,19.81,1.31,5.03,1.0,3540402.76,297198.0,306794.0,3429664.92,,,10734.0,0.05,,,,0.1,4670.0,8839.0,,,0.05,10734.0,,,2775.0,3.43,0.03,,,13.76,13.76,1862991.0,21498916.14,,21.5,13.74,31.41,0.2421,34.8,0.198
2023-04-14,421434.0,4854919.68,2.54,19.84,1.29,4.97,1.0,3462785.28,290993.0,300589.0,3352239.36,,,,,,,,0.07,,6205.0,,,,,,,6205.0,3.36,0.07,,,13.45,13.45,1872321.0,21569137.92,,21.64,13.45,30.2,0.2404,35.54,0.1948
2023-04-17,411369.0,4771880.4,2.48,19.26,1.26,4.86,1.0,3384880.0,282204.0,291800.0,3273566.4,,,,,,,,0.1,,8789.0,,,,,,,8789.0,3.26,0.1,,,13.04,13.04,1882701.0,21839331.6,,21.75,13.04,29.93,0.2466,36.56,0.19
2023-04-18,403043.0,4723663.96,2.43,18.6,1.24,4.76,1.0,3334937.72,280955.0,284551.0,3292792.6,,,,,,,,0.02,,1249.0,,,,,,,7249.0,3.25,0.09,,,12.98,12.98,1883961.0,22080022.92,,21.86,12.96,29.96,0.2525,37.32,0.1862
2023-04-19,395843.0,4599695.66,2.38,20.21,1.21,4.73,1.0,3229790.62,274355.0,277951.0,3188005.1,,,,,,,,0.07,,6600.0,,,,,,,6600.0,3.21,0.06,,,12.66,12.66,1893205.0,21999042.1,,22.18,12.66,30.33,0.2598,38.3,0.1826
2023-04-20,387911.0,4492009.38,2.33,20.9,1.19,4.59,1.0,3188390.88,271740.0,275336.0,3146749.2,,,7868.0,,,,,0.12,,10483.0,,,,7868.0,,,2615.0,3.15,0.04,,,12.54,12.54,1895675.0,21951916.5,,22.02,12.53,28.97,0.2596,39.18,0.179
2023-04-21,389011.0,4496967.16,2.34,21.5,1.19,4.59,1.0,3180734.0,271554.0,275150.0,3139164.24,,,6582.0,,,,,0.08,,6768.0,,,,6582.0,,,186.0,3.14,0.01,,,12.54,12.54,1894322.0,21898362.32,,21.93,12.52,29.28,0.2601,39.01,0.1796
2023-04-24,384042.0,4393440.48,2.31,21.51,1.18,4.51,1.0,3089738.08,266486.0,270082.0,3048599.84,,,99.0,,,,,0.06,,5167.0,,,,99.0,,,5068.0,3.07,0.06,,,12.32,12.32,1896256.0,21693168.64,,21.86,12.31,28.24,0.2589,39.53,0.1776
2023-04-25,382229.0,4288609.38,2.3,21.81,1.17,4.47,1.0,3048204.72,267684.0,271676.0,3003414.48,,,7390.0,0.02,,,,0.09,1594.0,7472.0,,,0.02,7390.0,,1280.0,,3.07,,,,12.38,12.38,1894380.0,21254943.6,,21.67,12.39,27.98,0.2603,39.93,0.1768
2023-04-26,382320.0,4312569.6,2.3,22.24,1.17,4.38,1.0,3065531.76,268171.0,271767.0,3024968.88,,,4167.0,0.0,,,,0.04,487.0,3860.0,,,0.0,4167.0,,180.0,396.0,3.0,0.01,,,12.4,12.4,1893804.0,21362109.12,,21.23,12.39,28.03,0.2578,39.5,0.1768
2023-04-27,392335.0,4456925.6,2.36,22.71,1.2,4.53,1.0,3081831.68,278186.0,271288.0,3160192.96,,,9746.0,,,,,0.0,,479.0,,,,9746.0,,748.0,479.0,3.14,0.0,,,12.86,12.86,1884779.0,21411089.44,,21.29,12.87,27.02,0.2432,38.4,0.1814
2023-04-28,382113.0,4371372.72,2.3,22.65,1.17,4.44,1.0,2986595.04,266134.0,261066.0,3044572.96,,,,,,1830.0,,0.13,,12052.0,,,,,0.02,,12052.0,3.03,0.13,,,12.31,12.31,1895347.0,21682769.68,,21.55,12.33,26.63,0.233,37.06,0.1768
2023-05-01,390543.0,4467811.92,2.35,23.27,1.2,4.57,1.0,3083034.24,266134.0,269496.0,3044572.96,,,,0.11,,,,,8430.0,,,,0.11,,,,,3.05,,,,12.31,12.31,1895347.0,21682769.68,,21.72,12.32,25.93,0.2412,38.82,0.1807
2023-05-02,387618.0,4558387.68,2.33,23.1,1.19,4.54,1.0,3175611.6,258009.0,270035.0,3034185.84,,,,0.1,,,,0.09,8664.0,8125.0,,,0.1,,,,8125.0,2.95,0.1,,,11.93,11.93,1905468.0,22408303.68,,21.87,11.9,22.44,0.2291,38.93,0.1792
2023-05-03,382706.0,4378156.64,2.3,23.01,1.17,4.57,1.0,3132775.36,253154.0,273844.0,2896081.76,,,203.0,0.06,,,,0.1,3809.0,8924.0,,,0.06,203.0,,3866.0,,2.96,,,,11.65,11.65,1920086.0,21965783.84,,22.47,11.64,24.12,0.2404,39.69,0.1761
2023-05-04,360148.0,4177716.8,2.17,21.46,1.1,4.23,1.0,2936203.6,241096.0,253121.0,2796713.6,,,,,,,,0.14,,12058.0,,,,,,,20723.0,2.77,0.28,,,11.12,11.12,1927977.0,22364533.2,,22.12,11.12,24.04,0.2612,42.73,0.166
2023-05-05,363962.0,4200121.48,2.19,21.96,1.12,4.31,1.0,2961775.62,244628.0,256653.0,2823007.12,,,4059.0,0.05,,282.0,,0.01,3250.0,664.0,,,0.05,4059.0,0.0,137.0,,2.83,,,,11.23,11.23,1934638.0,22325722.52,,22.4,11.22,24.87,0.2601,42.19,0.167
2023-05-08,361623.0,4122502.2,2.18,21.97,1.11,4.27,1.0,2899179.6,242289.0,254314.0,2762094.6,,,3914.0,,,,,0.07,,6253.0,,,,3914.0,,,2339.0,2.8,0.03,,,11.12,11.12,1936804.0,22079565.6,,22.32,11.13,24.43,0.261,42.56,0.166
2023-05-09,364818.0,4115147.04,2.2,23.23,1.12,4.27,1.0,2902840.32,245319.0,257344.0,2767198.32,,,3641.0,0.03,,,,0.01,3030.0,1065.0,,,0.03,3641.0,,454.0,,2.8,,,,11.27,11.27,1931077.0,21782548.56,,22.02,11.28,25.12,0.2608,42.18,0.1676
2023-05-10,368772.0,4159748.16,2.22,23.09,1.13,4.25,1.0,2901847.68,245231.0,257256.0,2766205.68,,,,,,,,0.05,,4130.0,,,,,,4042.0,88.0,2.76,0.01,,,11.26,11.26,1933165.0,21806101.2,,21.79,11.26,26.02,0.2597,41.53,0.1693
2023-05-11,375270.0,4233045.6,2.26,24.11,1.15,4.34,1.0,2892631.92,247855.0,256439.0,2795804.4,,,6410.0,,,,,0.04,,3951.0,,,,6410.0,,165.0,817.0,2.8,0.01,,,11.38,11.38,1930779.0,21779187.12,,21.81,11.39,26.47,0.2555,40.84,0.1722
2023-05-12,378483.0,4246579.26,2.28,23.5,1.16,4.37,1.0,2880981.84,249028.0,256772.0,2794094.16,,,,0.0,,,,0.02,333.0,1707.0,,,0.0,,,2880.0,,2.81,,,,11.45,11.45,1925894.0,21608530.68,,21.74,11.44,27.16,0.2562,40.53,0.174
2023-05-15,378254.0,4213749.56,2.28,23.72,1.16,4.33,1.0,2875512.5,247446.0,258125.0,2756548.44,,,1410.0,0.02,,,,0.04,1410.0,2992.0,,,0.02,1410.0,,,57.0,2.77,0.02,,,11.37,11.37,1928698.0,21485695.72,,21.62,11.37,26.85,0.2544,40.49,0.1738
2023-05-16,377972.0,4195489.2,2.27,23.92,1.16,4.3,1.0,2863622.4,247305.0,257984.0,2745085.5,,,3021.0,0.0,,,,0.04,141.0,3162.0,,,0.0,3021.0,,,282.0,2.76,0.0,,,11.36,11.36,1928747.0,21409091.7,,21.48,11.37,26.92,0.2544,40.43,0.1737
2023-05-17,372105.0,4122923.4,2.24,23.43,1.14,4.23,1.0,2861786.72,247606.0,258284.0,2743474.48,,,6100.0,0.01,,,,0.07,466.0,6167.0,,,0.01,6100.0,,368.0,166.0,2.75,0.0,,,11.37,11.37,1929981.0,21384189.48,,21.43,11.37,25.71,0.2549,41.2,0.1709
2023-05-18,371267.0,4113638.36,2.23,23.84,1.14,4.22,1.0,2852501.68,246768.0,257446.0,2734189.44,,,,,,,,0.01,,838.0,,,,,,,838.0,2.74,0.01,,,11.33,11.33,1931066.0,21396211.28,,21.42,11.34,25.47,0.2552,41.37,0.1705
2023-05-19,370519.0,4097940.14,2.23,24.11,1.14,4.19,1.0,2839079.88,246020.0,256698.0,2720981.2,,,,,,,,0.01,,748.0,,,,,,,748.0,2.72,0.01,,,11.3,11.3,1931982.0,21367720.92,,21.38,11.29,25.3,0.2543,41.34,0.1701
2023-05-22,370820.0,4197682.4,2.23,24.95,1.14,4.19,1.0,2909228.68,246321.0,256999.0,2788353.72,,,3455.0,0.0,,,,0.03,301.0,3154.0,,,0.0,3455.0,,,,2.73,,,,11.34,11.34,1926509.0,21808081.88,,21.35,11.33,25.35,0.2543,41.31,0.1707
2023-05-23,381242.0,4544404.64,2.29,25.92,1.17,4.41,1.0,3068684.8,246762.0,257440.0,2941403.04,,,,0.01,,,,0.14,441.0,13579.0,,,0.01,,,14020.0,,2.81,,,,11.36,11.36,1926068.0,22958730.56,,21.96,11.36,27.57,0.2549,40.09,0.1755
2023-05-24,383102.0,4413335.04,2.31,25.45,1.17,4.65,1.0,2987136.0,248622.0,259300.0,2864125.44,,,975.0,0.06,,,,,1860.0,,,,0.06,975.0,,885.0,,2.95,,,,11.44,11.44,1924208.0,22166876.16,,22.88,11.44,28.14,0.2559,39.84,0.1763
2023-05-25,383621.0,4450003.6,2.31,23.73,1.18,4.51,1.0,3014654.4,249239.0,259884.0,2891172.4,,,4449.0,0.01,,,,0.05,672.0,4093.0,,,0.01,4449.0,,261.0,88.0,2.88,0.07,,,11.47,11.47,1923768.0,22315708.8,,22.19,11.47,27.84,0.2534,39.74,0.1765
2023-05-26,397043.0,4661284.82,2.39,24.98,1.22,4.71,1.0,3137702.84,256621.0,267266.0,3012730.54,,,7382.0,0.02,,6040.0,,,1342.0,,,,0.02,7382.0,0.07,,,2.99,,,,11.78,11.78,1922738.0,22572944.12,,22.35,11.79,27.13,0.2365,38.06,0.1822
2023-05-29,396938.0,4731500.96,2.39,25.28,1.22,4.73,1.0,3199041.92,254871.0,268376.0,3038062.32,,,,0.01,,,,0.02,1110.0,1750.0,,,0.01,,,,,3.0,,,,11.69,11.69,1924448.0,22939420.16,,22.6,11.71,27.08,0.2353,37.92,0.1821
2023-05-30,411065.0,4809460.5,2.47,26.48,1.26,4.98,1.0,3258789.3,268017.0,278529.0,3135798.9,,,8742.0,0.14,,,,0.04,10286.0,3688.0,,,0.14,8742.0,,8092.0,133.0,3.18,0.0,,,12.31,12.31,1908422.0,22328537.4,,22.69,12.3,27.21,0.2299,36.61,0.1889
2023-05-31,402188.0,4633205.76,2.42,26.57,1.23,4.8,1.0,3106955.52,259189.0,269701.0,2985857.28,,,,,,,,0.11,,8828.0,,,,,,,8828.0,3.04,0.12,,,11.9,11.9,1919166.0,22108792.32,,22.47,11.9,27.88,0.2369,37.58,0.1846
2023-06-01,402739.0,4671772.4,2.42,26.1,1.23,4.72,1.0,3173899.2,263100.0,273612.0,3051960.0,,,8849.0,0.0,,3000.0,,0.08,911.0,6785.0,,,0.0,8849.0,0.04,1847.0,,3.02,,,,12.08,12.08,1914819.0,22211900.4,,22.02,12.07,26.88,0.2293,37.27,0.1849
2023-06-02,412850.0,4838602.0,2.48,27.0,1.27,4.9,1.0,3340551.6,273520.0,285030.0,3205654.4,,,10972.0,0.14,,,,0.05,11420.0,4824.0,,,0.14,10972.0,,4272.0,2.0,3.19,0.0,,,12.56,12.56,1903373.0,22307531.56,,22.13,12.6,26.36,0.2243,36.39,0.1897
2023-06-05,419413.0,4907132.1,2.52,27.98,1.29,5.01,1.0,3351219.3,273919.0,286429.0,3204852.3,,,5164.0,0.03,,,,0.05,1399.0,4765.0,,,0.03,5164.0,,,,3.21,,,,12.62,12.62,1896874.0,22193425.8,,22.24,12.61,27.47,0.225,35.71,0.1932
2023-06-06,414181.0,4870768.56,2.49,28.0,1.27,4.95,1.0,3327750.72,271462.0,282972.0,3192393.12,,,,,,,,0.03,,2457.0,,,,,,,3457.0,3.18,0.04,,,12.51,12.51,1899100.0,22333416.0,,22.25,12.51,27.86,0.2312,36.22,0.1908
2023-06-07,417519.0,5010228.0,2.51,28.52,1.28,5.01,1.0,3423720.0,273800.0,285310.0,3285600.0,,,4746.0,0.03,,,,0.03,2338.0,2651.0,,,0.03,4746.0,,243.0,,3.23,,,,12.6,12.6,1899746.0,22796952.0,,22.4,12.6,27.93,0.2286,35.84,0.1921
2023-06-08,410882.0,4848407.6,2.47,28.05,1.26,4.99,1.0,3303174.0,274950.0,279930.0,3244410.0,,,12336.0,0.04,,,,0.12,1845.0,11186.0,,,0.04,12336.0,,,7225.0,3.28,0.08,,,12.68,12.68,1894241.0,22352043.8,,22.66,12.66,28.64,0.2234,34.3,0.1894
2023-06-09,419482.0,4949887.6,2.52,30.17,1.29,5.05,1.0,3404654.0,275190.0,288530.0,3247242.0,,,2860.0,0.09,,,,0.03,8600.0,2620.0,,,0.09,2860.0,,,,3.25,,,,12.69,12.69,1894001.0,22349211.8,,22.37,12.7,27.97,0.23,35.97,0.1934
2023-06-12,416381.0,4929951.04,2.51,30.72,1.28,5.0,1.0,3422115.2,275520.0,289030.0,3262156.8,,,3962.0,0.01,,,,0.04,1330.0,3632.0,,,0.01,3962.0,,,830.0,3.25,0.01,,,12.71,12.71,1891769.0,22398544.96,,22.34,12.71,27.29,0.2293,36.29,0.1921
2023-06-13,427733.0,5107132.02,2.57,31.32,1.31,5.15,1.0,3516138.96,281508.0,294484.0,3361205.52,,,9504.0,0.07,,,,0.04,5988.0,3852.0,,,0.07,9504.0,,336.0,534.0,3.33,0.01,,,12.95,12.95,1891540.0,22584987.6,,22.4,12.95,26.49,0.2171,34.92,0.1968
2023-06-14,431004.0,5146187.76,2.59,31.95,1.32,5.23,1.0,3533404.2,283545.0,295930.0,3385527.3,,,1966.0,0.03,,,,0.02,2037.0,1774.0,,,0.03,1966.0,,1845.0,591.0,3.38,0.0,,,13.04,13.04,1891328.0,22582456.32,,22.58,13.02,26.33,0.2129,34.48,0.1982
2023-06-15,430878.0,5179153.56,2.59,32.11,1.32,5.21,1.0,3563809.8,284115.0,296490.0,3415062.3,,,2484.0,0.0,,,,0.05,570.0,3761.0,,,0.0,2484.0,,1847.0,10.0,3.38,0.01,,,13.06,13.06,1891208.0,22732320.16,,22.56,13.04,26.03,0.211,34.39,0.1981
2023-06-16,430023.0,5100072.78,2.59,32.66,1.32,5.24,1.0,3506231.1,283260.0,295635.0,3359463.6,,,,,,,,0.01,,855.0,,,,,,,855.0,3.39,0.0,,,13.02,13.02,1892063.0,22439867.18,,22.69,12.99,25.92,0.2119,34.63,0.1977
2023-06-19,430880.0,5041296.0,2.59,32.82,1.32,5.22,1.0,3451593.6,284744.0,295008.0,3331504.8,,,,,,,,0.01,,565.0,,,,,,2049.0,627.0,3.38,0.02,,,13.11,13.11,1887786.0,22087096.2,,22.37,13.11,25.76,0.2119,34.8,0.1983
2023-06-20,438369.0,5093847.78,2.64,32.04,1.34,5.22,1.0,3515015.14,284929.0,302497.0,3310874.98,,,2200.0,0.0,,7242.0,,0.03,252.0,2015.0,,,0.0,2200.0,0.09,,5.0,3.33,0.0,,,13.12,13.12,1887601.0,21933923.62,,22.09,13.11,25.4,0.2034,33.87,0.2018
2023-06-21,444460.0,5155736.0,2.67,32.9,1.36,5.23,1.0,3586894.0,287302.0,309215.0,3332703.2,,,1036.0,0.07,,,,0.02,6718.0,1345.0,,,0.07,1036.0,,2682.0,,3.32,,,,13.22,13.22,1885228.0,21868644.8,,21.87,13.2,25.16,0.1995,33.3,0.2046
2023-06-22,440356.0,5178586.56,2.65,32.68,1.35,5.2,1.0,3609567.36,285023.0,306936.0,3351870.48,,,,,,,,0.03,,2279.0,,,,,,,2279.0,3.31,0.02,,,13.12,13.12,1887445.0,22196353.2,,21.94,13.12,25.31,0.2034,33.71,0.2027
2023-06-23,447789.0,5104794.6,2.69,34.55,1.37,5.33,1.0,3544203.0,287982.0,310895.0,3282994.8,,,6924.0,0.07,,,,0.05,4409.0,3965.0,,,0.07,6924.0,,,450.0,3.36,0.01,,,13.26,13.26,1884486.0,21483140.4,,22.11,13.19,26.02,0.2039,33.31,0.2061
2023-06-26,443632.0,4977551.04,2.67,32.58,1.36,5.15,1.0,3430548.66,290990.0,305753.0,3264907.8,,,10129.0,0.0,,985.0,,0.12,1101.0,9584.0,,,0.0,10129.0,0.01,2463.0,7228.0,3.31,0.13,,,13.4,13.4,1880943.0,21104180.46,,21.41,13.4,26.59,0.1963,31.54,0.2043
2023-06-27,445961.0,5101793.84,2.68,32.33,1.37,5.08,1.0,3569348.64,291093.0,312006.0,3330103.92,,,153.0,0.04,,,,0.05,8253.0,3924.0,,,0.04,153.0,,3874.0,2000.0,3.27,0.03,,,13.41,13.41,1879550.0,21502052.0,,21.12,13.39,25.35,0.2009,33.31,0.2055
2023-06-28,435873.0,4942799.82,2.62,32.11,1.34,5.06,1.0,3423750.12,290585.0,301918.0,3295233.9,,,12663.0,0.03,,,,0.14,544.0,13171.0,,,0.03,12663.0,,,10632.0,3.32,0.09,,,13.38,13.38,1881804.0,21339657.36,,21.54,13.37,26.37,0.1999,32.28,0.2006
2023-06-29,440116.0,4938101.52,2.65,31.85,1.35,5.07,1.0,3434643.96,288075.0,306118.0,3232201.5,,,1338.0,0.07,,,,0.08,7200.0,6541.0,,,0.07,1338.0,,2693.0,3000.0,3.27,0.04,,,13.26,13.26,1884357.0,21142485.54,,21.37,13.27,26.21,0.2065,33.68,0.2026
2023-06-30,441903.0,4905123.3,2.66,30.95,1.35,5.02,1.0,3404747.4,288691.0,306734.0,3204470.1,,,1171.0,0.01,,,,0.01,1171.0,555.0,,,0.01,1171.0,,,555.0,3.22,0.02,,,13.31,13.31,1880989.0,20878977.9,,21.05,13.27,25.86,0.203,33.4,0.2037
2023-07-03,442669.0,4913625.9,2.66,30.32,1.36,5.0,1.0,3413250.0,289457.0,307500.0,3212972.7,,,903.0,0.0,,,,0.02,766.0,1521.0,,,0.0,903.0,,1384.0,,3.21,,,,13.61,13.61,1836874.0,20389301.4,,20.4,13.61,26.02,0.2032,33.34,0.2082
2023-07-04,440415.0,4888606.5,2.65,30.6,1.35,4.98,1.0,3399164.1,288472.0,306231.0,3202039.2,,,,,,,,0.01,,985.0,,,,,,,1269.0,3.21,0.01,,,13.57,13.57,1836857.0,20389112.7,,20.41,13.58,26.1,0.2055,33.61,0.2072
2023-07-05,441175.0,4879395.5,2.66,31.71,1.35,4.98,1.0,3395320.46,288948.0,306991.0,3195764.88,,,4127.0,0.01,,,,0.04,760.0,3651.0,,,0.01,4127.0,,,,3.21,,,,15.25,15.25,1606394.0,17766717.64,,17.85,15.25,26.25,0.2057,33.51,0.2328
2023-07-06,441278.0,4792279.08,2.66,34.66,1.35,4.95,1.0,3335040.84,289051.0,307094.0,3139093.86,,,1010.0,0.0,,,,0.01,103.0,1237.0,,,0.0,1010.0,,330.0,,3.19,,,,15.25,15.25,1606291.0,17444320.26,,17.72,15.25,26.26,0.2056,33.49,0.2328
2023-07-07,436766.0,4804426.0,2.63,34.21,1.34,4.81,1.0,3328875.0,290583.0,302625.0,3196413.0,,,5376.0,0.0,,,,0.07,1575.0,6493.0,,,0.0,5376.0,,2649.0,6044.0,3.16,0.11,,,13.64,13.64,1839043.0,20229473.0,,20.01,13.65,26.92,0.21,33.73,0.2051
2023-07-10,437333.0,4836902.98,2.63,35.11,1.34,4.87,1.0,3353303.52,288150.0,303192.0,3186939.0,,,4315.0,0.01,,,,0.07,567.0,6748.0,,,0.01,4315.0,,,,3.17,,,,13.51,13.51,1844925.0,20404870.5,,20.29,13.49,27.04,0.211,33.8,0.205
2023-07-11,437601.0,4848619.08,2.63,35.16,1.34,4.91,1.0,3362336.8,288418.0,303460.0,3195671.44,,,4145.0,0.01,,,,0.04,268.0,3877.0,,,0.01,4145.0,,,,3.19,,,,13.52,13.52,1844784.0,20440206.72,,20.4,13.51,27.1,0.2112,33.79,0.2051
2023-07-12,441732.0,5000406.24,2.66,33.03,1.35,4.96,1.0,3481930.12,292549.0,307591.0,3311654.68,,,6721.0,0.04,,,,0.04,4131.0,3432.0,,,0.04,6721.0,,842.0,,3.24,,,,13.71,13.71,1840995.0,20840063.4,,20.4,13.69,27.76,0.211,33.21,0.207
