,SCR FP Equity_DX_SI_QTY,SCR FP Equity_DX_SHORT_INTEREST_VALUE,SCR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SCR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SCR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SCR FP Equity_DX_SI_MV,SCR FP Equity_DX_DSS,SCR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SCR FP Equity_DX_SUPPLY_SI_QTY,SCR FP Equity_DX_BROKER_SI_QTY,SCR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SCR FP Equity_DX_BROKER_SI_MV_NEW_x,SCR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SCR FP Equity_DX_SUPPLY_SI_QTY_INC_x,SCR FP Equity_DX_BROKER_SI_MV_INC_x,SCR FP Equity_DX_SUPPLY_SI_MV_NEW,SCR FP Equity_DX_BROKER_SI_QTY_ADD,SCR FP Equity_DX_BROKER_SI_QTY_NEW,SCR FP Equity_DX_SUPPLY_SI_MV_DEC,SCR FP Equity_DX_BROKER_SI_QTY_INC,SCR FP Equity_DX_SUPPLY_SI_QTY_DEC,SCR FP Equity_DX_BROKER_SI_MV_NEW_y,SCR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SCR FP Equity_DX_BROKER_SI_MV_INC_y,SCR FP Equity_DX_SUPPLY_SI_QTY_INC_y,SCR FP Equity_DX_BROKER_SI_MV_ADD,SCR FP Equity_DX_SUPPLY_SI_QTY_ADD,SCR FP Equity_DX_BROKER_SI_QTY_DEC,SCR FP Equity_DX_SUPPLY_SI_MV,SCR FP Equity_DX_BROKER_SI_MV_DEC,SCR FP Equity_DX_SUPPLY_SI_MV_RMV,SCR FP Equity_DX_BROKER_SI_MV_RMV,SCR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SCR FP Equity_DX_UTILIZATION_QUANTITY,SCR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SCR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SCR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SCR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SCR FP Equity_DX_ACTIVE_UTILIZATION_MV,SCR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SCR FP Equity_DX_BROKER_SI_CON_RATIO,SCR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SCR FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-04-16,16297678.0,205849181.46,13.76,12.55,13.76,357.47,3.0,127468428.84,9368225.0,10092046.0,118326147.32,,,3954.0,6.3,,,,2.62,259931.0,118719.0,,,6.3,3954.0,,500.0,287400.0,206.35,5.96,,,63.88,63.88,5296866.0,66902507.86,,110.74,65.08,15.91,0.1121,16.15,1.1113
2007-04-17,16424693.0,205469610.5,13.87,13.05,13.87,359.82,3.0,129323326.26,9390011.0,10337762.0,117467151.61,,,20585.0,9.52,,,,3.72,429500.0,164899.0,,,9.52,20585.0,,166100.0,183785.0,205.77,3.38,,,65.97,65.97,4844657.0,60605686.01,,100.42,67.2,15.6,0.1133,15.94,1.1539
2007-04-18,16786746.0,208067797.17,14.18,13.45,14.18,366.01,3.0,131427163.03,9466542.0,10603440.0,117335577.77,,,207653.0,8.38,,,,6.46,370956.0,281956.0,,,8.38,207653.0,,150835.0,105278.0,205.36,2.84,,,65.57,65.57,4971347.0,61618685.32,,102.43,66.72,15.27,0.1123,15.46,1.1627
2007-04-19,15763107.0,196014675.89,13.31,12.68,13.31,342.12,3.0,116740925.14,9815622.0,9388071.0,122057533.77,,,302541.0,0.71,,,,0.26,35800.0,6269.0,,,0.71,302541.0,,52807.0,1251169.0,211.43,27.2,,,68.18,68.18,4581225.0,56967660.85,,93.51,69.34,16.36,0.1165,17.23,1.0949
2007-04-20,16376428.0,204771633.86,13.83,13.39,13.83,355.92,3.0,124492172.68,9613032.0,9956150.0,120201808.9,,,122910.0,12.85,,80000.0,,7.28,586079.0,338500.0,,,12.85,122910.0,1.73,13000.0,98000.0,208.25,2.5,,,88.15,66.71,1292619.0,16162969.4,,28.04,88.13,15.7,0.1119,16.62,1.1365
2007-04-23,15722376.0,195508184.76,13.28,13.09,13.28,342.65,3.0,121462045.15,9207027.0,9767734.0,114489637.94,,,102735.0,0.99,,,,10.39,33718.0,508740.0,,,0.99,102735.0,,,222134.0,200.23,4.77,,,84.54,63.27,1684264.0,20943869.89,,36.66,84.53,16.01,0.1127,16.35,1.0805
2007-04-24,13985055.0,172858870.07,11.81,12.29,11.81,303.09,3.0,113332578.23,8068328.0,9169112.0,99726605.39,,,81301.0,0.3,,,,32.13,15000.0,1450000.0,,,0.3,81301.0,,230000.0,613621.0,173.79,13.63,,,71.86,55.3,3159982.0,39058188.76,,68.07,71.86,13.77,0.1141,18.61,0.9586
2007-04-25,13331774.0,163480598.46,11.26,12.11,11.26,288.38,3.0,107232288.54,7821411.0,8744748.0,95909887.99,,,9912.0,1.66,,,,6.0,78000.0,272829.0,,,1.66,9912.0,,16000.0,502365.0,168.04,10.97,,,69.56,53.66,3423231.0,41977298.18,,73.55,69.56,15.18,0.12,19.66,0.9146
2007-04-26,12141843.0,149727119.5,10.25,11.19,10.25,261.66,3.0,100313497.62,6891490.0,8134737.0,84982399.03,,,,,,,,20.81,,959921.0,,,,,,30000.0,610010.0,147.64,13.84,,,60.73,44.84,4456972.0,54961143.81,,95.49,60.72,15.97,0.1241,19.48,0.79
2007-04-27,12612583.0,155749677.94,10.65,11.7,10.65,269.88,3.0,104065353.4,7364087.0,8427195.0,90937294.81,,,94052.0,4.51,,80034.0,,0.42,212423.0,14838.0,,,4.51,94052.0,2.45,393382.0,,155.3,,,,62.6,46.98,4400026.0,54334836.28,,94.1,62.27,16.6,0.1204,18.86,0.8047
2007-04-30,13862835.0,171427933.41,10.18,13.09,10.18,296.61,3.0,119164792.18,7140740.0,9636480.0,88302450.49,,,68322.0,27.64,,,,6.69,1284286.0,324111.0,,,27.64,68322.0,,32442.0,75000.0,150.37,1.51,,,86.56,59.1,1109044.0,13714447.37,,23.79,86.34,14.39,0.1404,26.95,1.1473
2007-05-01,13851701.0,171290250.27,10.17,13.06,10.17,297.01,3.0,119255162.97,7297299.0,9643788.0,90238460.39,,175000.0,,0.19,3.76,,,0.21,7307.0,20704.0,,175000.0,0.19,,,2263.0,,154.14,,,,86.81,59.62,1108670.0,13709822.48,,23.84,86.6,14.38,0.1406,26.96,1.1318
2007-05-02,13164242.0,161880536.06,9.66,12.41,9.66,282.27,3.0,111319253.27,7240247.0,9052562.0,89033236.06,,,45065.0,5.39,,30000.0,,2.2,238774.0,102117.0,,,5.39,45065.0,0.68,,860000.0,152.48,18.35,,,88.21,58.73,967472.0,11896992.32,,20.78,88.01,14.22,0.1251,23.74,1.0678
2007-05-03,12637615.0,154823114.49,10.25,11.95,9.28,268.45,3.0,102499405.47,7277439.0,8366632.0,89155728.47,,,102876.0,6.72,,,,3.48,314071.0,157172.0,,,6.72,102876.0,,91488.0,1000000.0,150.6,21.32,,,94.2,60.07,448134.0,5490078.75,,9.61,94.0,13.44,0.1068,17.98,1.0431
2007-05-04,12166097.0,150026207.67,9.87,11.4,8.93,258.09,3.0,103186354.51,5768313.0,8367706.0,71131943.47,,,1392.0,0.0,,,,32.68,1074.0,1517690.0,,,0.0,1392.0,,7172.0,,117.94,,,,92.79,52.97,448135.0,5526176.11,,9.61,92.47,14.04,0.1119,18.77,1.1171
2007-05-07,11362506.0,140116726.41,9.22,10.77,8.34,241.12,2.0,93299353.57,5777741.0,7565938.0,71248204.84,,,3513.0,0.04,,,,3.52,854.0,169085.0,,,0.04,3513.0,,175000.0,802622.0,118.6,17.44,,,92.8,53.32,448134.0,5526163.78,,9.61,92.5,14.91,0.1165,20.22,1.0487
2007-05-08,11075079.0,136317521.66,8.98,10.75,8.13,234.97,2.0,89479376.88,5520828.0,7269727.0,67953067.47,,,744.0,0.0,,,,6.45,364.0,302005.0,,,0.0,744.0,,44347.0,296575.0,113.2,6.47,,,92.48,52.3,449065.0,5527312.98,,9.66,92.13,15.4,0.1155,20.78,1.0492
2007-05-09,11544909.0,140772379.16,9.36,11.72,8.47,246.57,2.0,87569950.27,6462278.0,7181715.0,78797524.42,,1146630.0,41548.0,1.51,24.35,1250000.0,,5.22,72580.0,246728.0,,1146630.0,1.51,41548.0,26.5,,1410592.0,132.82,28.51,,,92.63,54.85,513973.0,6267108.91,,11.02,92.34,14.52,0.1088,19.49,0.9799
2007-05-10,11763570.0,141408821.49,9.54,12.14,8.63,247.15,2.0,89934297.25,6362737.0,7481488.0,76485891.67,,,22033.0,6.22,,,,3.39,299772.0,158434.0,,,6.22,22033.0,,36860.0,,129.68,,,,91.74,54.72,572894.0,6886707.47,,12.19,91.41,15.75,0.1113,19.16,1.0116
2007-05-11,11904531.0,139474365.66,9.65,11.2,8.74,244.67,3.0,88529044.93,6518982.0,7556204.0,76376875.26,,,68245.0,5.06,,,,0.95,248000.0,40000.0,,,5.06,68245.0,,128000.0,173284.0,129.64,5.39,,,91.38,55.83,614707.0,7201952.68,,13.38,90.65,13.73,0.1086,19.93,1.0196
2007-05-14,12040135.0,140301357.5,9.76,10.84,8.84,244.47,3.0,89402716.54,6678235.0,7672205.0,77820176.95,,,120118.0,1.95,,,,0.27,131500.0,6785.0,,,1.95,120118.0,,45920.0,15499.0,130.92,0.51,,,86.02,57.01,1085118.0,12644669.55,,22.08,85.57,13.99,0.1094,20.02,1.0279
2007-05-15,13145657.0,155754496.19,10.66,11.68,9.65,267.68,3.0,95751395.96,7449558.0,8081404.0,88265056.14,,,598131.0,7.13,,75000.0,,0.06,341300.0,4629.0,,,7.13,598131.0,1.55,177821.0,7101.0,147.29,0.08,,,91.25,61.77,714438.0,8464919.69,,14.58,90.99,13.08,0.1016,19.47,1.0899
2007-05-16,13759908.0,161053815.97,11.16,11.93,10.1,288.11,3.0,101944996.56,7563717.0,8709845.0,88530060.36,,,64137.0,14.42,,,,0.0,634866.0,14190.0,,,14.42,64137.0,,64212.0,6425.0,155.92,0.0,,,91.8,63.26,675551.0,7907034.44,,13.98,91.77,13.16,0.0982,17.98,1.1507
2007-05-17,14566099.0,169652147.15,11.81,12.22,10.69,301.48,3.0,107897368.36,7908834.0,9263919.0,92114619.67,,,317563.0,10.14,,,,0.13,554720.0,446.0,,,10.14,317563.0,,28000.0,646.0,161.33,0.19,,,94.51,65.56,459640.0,5353452.07,,9.36,94.52,12.62,0.104,20.52,1.2075
2007-05-18,14656812.0,170877287.56,11.89,12.54,10.76,303.4,3.0,109047794.28,7910011.0,9353455.0,92219319.2,,,,1.85,,,,0.4,93000.0,18823.0,,,1.85,,,20000.0,3464.0,160.85,0.08,,,94.4,70.03,469273.0,5471046.32,,9.51,94.42,12.99,0.1043,20.36,1.2975
2007-05-21,14763636.0,172037786.33,11.97,13.05,10.84,305.7,3.0,110099102.16,7972000.0,9448291.0,92896169.52,,,60851.0,2.53,,,,,128000.0,,,,2.53,60851.0,,1138.0,33165.0,162.29,0.67,,,93.93,68.78,515436.0,6006275.72,,10.46,93.94,12.91,0.1033,20.18,1.2738
2007-05-22,15174674.0,177613044.64,12.31,14.36,11.14,314.57,3.0,113334468.51,8266404.0,9682924.0,96754710.03,,32000.0,60385.0,4.8,0.65,,,0.07,236000.0,6072.0,,32000.0,4.8,60385.0,,208091.0,1366.0,168.55,0.01,,,91.93,71.14,725551.0,8492262.97,,14.79,91.93,13.52,0.1023,19.7,1.3059
2007-05-23,16263745.0,193727703.78,13.19,15.43,11.94,339.07,3.0,127202754.21,8359528.0,10678871.0,99575599.84,,,97696.0,20.58,,,,0.0,995947.0,4572.0,,,20.58,97696.0,,,,172.14,,,,92.56,71.67,671906.0,8003495.29,,13.74,92.61,13.24,0.1007,18.57,1.3944
2007-05-24,15637538.0,187078030.28,12.68,14.62,11.48,328.03,3.0,119500860.48,8454950.0,9988876.0,101149899.18,,,159143.0,3.11,,,,1.14,115880.0,63721.0,,,3.11,159143.0,,,805875.0,175.57,16.61,,,92.98,67.58,638070.0,7633482.89,,13.21,93.0,13.8,0.0943,16.53,1.2499
2007-05-25,15278039.0,184148042.86,12.39,14.37,11.21,316.86,3.0,114095247.09,8683394.0,9466034.0,104661992.97,,,203344.0,0.8,,,,,53153.0,,,,0.8,203344.0,,25100.0,575996.0,177.91,12.23,,,94.76,68.99,480600.0,5792729.64,,9.86,94.75,14.43,0.0955,16.77,1.2138
2007-05-28,16319707.0,197874827.23,13.24,15.13,11.98,338.2,3.0,128329270.27,8622517.0,10583944.0,104547162.62,,,,24.72,,,,1.35,1162844.0,60877.0,,,24.72,,,,44933.0,175.22,0.57,,,94.72,69.06,480600.0,5827227.29,,9.76,94.72,13.14,0.0961,18.31,1.3071
2007-05-29,16380307.0,197825739.89,13.28,15.51,12.02,338.16,3.0,130248248.2,8467352.0,10784776.0,102260609.3,,,60364.0,15.87,,,,5.17,789553.0,247641.0,,,15.87,60364.0,,32112.0,588721.0,172.18,12.41,,,91.65,65.55,771881.0,9322043.23,,15.77,91.61,12.8,0.0995,17.89,1.2681
2007-05-30,16874866.0,201880685.73,13.69,16.0,12.39,347.08,3.0,137560952.62,8257199.0,11498488.0,98784132.35,,,27947.0,14.41,,,,4.98,713712.0,244700.0,,,14.41,27947.0,,6600.0,,166.99,,,,91.67,64.07,750527.0,8978850.88,,15.27,91.62,16.35,0.1031,17.35,1.3094
2007-05-31,17528152.0,212841647.19,14.22,16.73,12.87,360.78,3.0,147840774.96,8479840.0,12175134.0,102969389.67,,,267263.0,14.62,,,,1.53,690000.0,74773.0,,,14.62,267263.0,,30151.0,13354.0,171.32,0.26,,,93.9,65.0,550814.0,6688449.48,,11.15,93.89,15.64,0.1022,16.61,1.3436
2007-06-01,17558140.0,213730924.26,16.72,16.61,12.89,363.25,3.0,148529586.51,8477155.0,12201806.0,103190325.01,,,107495.0,3.12,,3000.0,,1.92,150000.0,110180.0,,,3.12,107495.0,0.06,,126328.0,172.79,2.11,,,95.22,64.87,425490.0,5179385.23,,8.73,95.19,15.54,0.1018,16.52,1.3436
2007-06-04,18064228.0,220323628.12,17.21,16.88,13.26,373.71,3.0,152762515.95,8635123.0,12524925.0,105319841.44,,,275457.0,6.63,,,,2.36,333119.0,117489.0,,,6.63,275457.0,,,10000.0,176.24,0.19,,,95.82,64.69,376361.0,4590355.09,,7.71,95.81,15.24,0.101,16.3,1.3532
2007-06-05,18369402.0,222507415.21,17.5,16.89,13.48,380.39,3.0,155372840.94,8664264.0,12827016.0,104949686.84,,,28083.0,6.43,,,,,304000.0,,,,6.43,28083.0,,1058.0,1909.0,176.7,0.03,,,96.48,65.22,316068.0,3828511.88,,6.4,96.5,14.95,0.1001,15.95,1.3827
2007-06-06,18981060.0,227077916.28,18.08,17.19,13.93,395.08,3.0,162509583.82,8503276.0,13583902.0,101728048.68,,,105817.0,17.19,,,,6.51,820886.0,316805.0,,,17.19,105817.0,,50000.0,64000.0,172.61,0.0,,,96.42,64.79,316068.0,3781246.3,,6.38,96.44,15.3,0.1041,17.14,1.4462
2007-06-07,20127800.0,238148054.72,19.17,17.97,14.77,414.27,3.0,173177323.51,8622314.0,14636603.0,102017473.66,,,47294.0,20.65,,,,0.5,1078769.0,3256.0,,,20.65,47294.0,,75000.0,26068.0,173.22,0.74,,,95.08,65.0,445916.0,5275987.84,,8.81,95.16,14.5,0.1069,18.72,1.5172
2007-06-08,19966976.0,233020434.66,19.02,18.04,14.66,406.3,3.0,171397046.4,8446483.0,14686612.0,98572920.61,,,35007.0,7.66,,,,4.53,415009.0,210839.0,,,7.66,35007.0,,,365000.0,167.97,9.01,,,93.74,63.75,564325.0,6585837.37,,11.12,93.79,14.46,0.1126,20.09,1.507
2007-06-11,20571310.0,241180650.91,19.59,18.09,15.1,413.32,4.0,179911500.47,8220862.0,15345407.0,96382430.1,,,30000.0,15.12,,,,5.58,925550.0,255621.0,,,15.12,30000.0,,,266755.0,161.95,5.7,,,94.22,62.36,504262.0,5912031.73,,9.95,94.21,14.86,0.1148,19.15,1.5605
2007-06-12,20557120.0,238431989.63,19.58,18.05,15.09,412.95,4.0,177270742.78,8268160.0,15283922.0,95898347.6,,,7298.0,2.03,,,,,95514.0,,,,2.03,7298.0,,40000.0,157000.0,163.43,3.56,,,94.25,62.49,504867.0,5855705.63,,9.97,94.25,14.7,0.1136,18.57,1.5537
2007-06-13,20982108.0,247628510.91,19.99,18.48,15.4,419.68,4.0,185006802.41,8526735.0,15676033.0,100631580.54,,,121200.0,7.2,,,,2.17,392112.0,88825.0,,,7.2,121200.0,,249300.0,,167.24,,0.46,,95.46,65.48,405649.0,4787424.5,23100.0,8.07,95.4,15.46,0.114,18.22,1.6114
2007-06-14,21339606.0,253251780.38,20.33,18.48,15.66,429.05,4.0,188121732.08,8787675.0,15851591.0,104289382.81,,,291016.0,5.14,,,,0.89,214000.0,50000.0,,,5.14,291016.0,,19924.0,38442.0,174.14,0.17,,,99.21,66.8,69542.0,825302.74,,1.37,99.22,15.1,0.1127,17.96,1.622
2007-06-15,21538996.0,256906476.21,20.52,18.8,15.81,434.78,4.0,190801382.52,8841900.0,15996756.0,105461803.89,,,54225.0,4.47,,,,,191713.0,,,,4.47,54225.0,,,46548.0,175.77,0.86,,,99.22,66.78,69542.0,829462.53,,1.37,99.23,15.13,0.113,17.71,1.6269
2007-06-18,21874200.0,258026036.88,20.84,18.65,16.06,442.35,4.0,192273820.87,8811816.0,16300045.0,103943365.25,,,6916.0,6.99,,,,1.41,311841.0,62000.0,,,6.99,6916.0,,25000.0,8552.0,175.35,0.02,,,97.38,71.72,237436.0,2800773.06,,4.81,97.33,16.56,0.1142,17.4,1.7802
2007-06-19,21924678.0,263211608.36,20.88,18.53,16.09,443.73,4.0,197448941.92,8395505.0,16446860.0,100790277.24,,,134934.0,3.93,,,,12.55,205000.0,630114.0,,,3.93,134934.0,,78869.0,58185.0,167.26,0.9,,,96.75,64.76,281830.0,3383444.34,,5.22,96.97,16.3,0.1148,17.4,1.6913
2007-06-20,22136470.0,270918360.8,21.09,18.22,16.25,452.97,4.0,203068777.71,8380060.0,16592548.0,102559808.25,,,34651.0,4.07,,,,0.48,145688.0,50096.0,,,4.07,34651.0,,,,169.64,,,,96.75,64.04,281831.0,3449203.62,,5.25,97.0,15.94,0.1132,17.03,1.6916
2007-06-21,22809784.0,282296898.07,21.73,18.1,16.74,472.13,4.0,208615596.11,9058196.0,16856284.0,112105429.54,,,30279.0,8.11,,,,,305283.0,,,,8.11,30279.0,,647858.0,41548.0,186.38,0.39,,,97.14,69.03,266830.0,3302323.31,,5.17,97.3,16.3,0.1131,17.07,1.7383
2007-06-22,23276438.0,282224499.97,22.17,19.17,17.08,481.81,4.0,209886105.51,9031398.0,17310336.0,109504804.15,,,41175.0,11.59,,,,2.48,543946.0,106238.0,,,11.59,41175.0,,38265.0,89893.0,185.3,1.02,,,96.21,68.42,355458.0,4309892.96,,7.51,96.11,15.88,0.1112,16.62,1.7634
2007-06-25,23241996.0,280694681.44,22.14,19.66,17.06,481.0,4.0,209781014.17,8947468.0,17370224.0,108058992.86,,,68483.0,4.21,,,,3.86,174000.0,172432.0,,,4.21,68483.0,,20018.0,114112.0,181.83,0.72,,,95.3,67.42,440994.0,5325905.33,,8.9,95.33,15.88,0.1131,17.45,1.7512
2007-06-26,24425184.0,288409415.96,23.85,20.85,17.93,499.22,4.0,218822681.6,9054946.0,18531934.0,106919632.11,,,137796.0,20.45,,,,1.63,1171410.0,71016.0,,,20.45,137796.0,,40698.0,9700.0,182.32,0.22,,,98.68,67.98,120669.0,1424843.96,,2.64,98.57,15.24,0.1127,16.69,1.8337
2007-06-27,24359344.0,291129031.17,23.78,21.07,17.88,494.54,4.0,221117545.45,8856211.0,18501344.0,105844399.1,,,76363.0,0.0,,,,6.93,18000.0,318078.0,,,0.0,76363.0,,42980.0,48590.0,176.33,1.18,,,98.04,64.61,177129.0,2116945.11,,3.33,98.14,15.36,0.1134,16.78,1.7771
2007-06-28,24390520.0,294711356.64,23.81,21.61,17.9,496.44,4.0,223640382.62,8872096.0,18508636.0,107201791.86,,,60885.0,1.31,,,,0.82,27290.0,45000.0,,,1.31,60885.0,,,20000.0,178.42,0.2,,,97.92,65.31,188095.0,2272757.31,,3.59,98.03,15.31,0.1128,16.41,1.7955
2007-06-29,24364644.0,293524244.62,23.79,21.33,17.88,497.46,4.0,222511687.06,8974769.0,18470086.0,108120286.56,,,113499.0,2.87,,,,0.63,127450.0,35826.0,,,2.87,113499.0,,25000.0,166000.0,180.8,2.81,,,98.71,66.46,117402.0,1414358.17,,2.37,98.71,15.29,0.1134,16.48,1.8042
2007-07-02,24479966.0,287006230.23,23.9,21.35,17.97,497.04,4.0,217824079.59,8978946.0,18579130.0,105270303.19,,,6277.0,3.1,,,,0.04,153045.0,2100.0,,,3.1,6277.0,,,44000.0,179.42,1.39,,,98.71,66.23,117402.0,1376435.96,,2.3,98.74,15.3,0.1125,16.57,1.8056
2007-07-03,24995964.0,297690923.43,24.4,21.33,18.35,505.24,4.0,228444694.57,8718451.0,19181624.0,103832911.95,,,2000.0,11.62,,,,5.91,624800.0,292495.0,,,11.62,2000.0,,30000.0,22306.0,173.28,0.57,,,98.67,64.65,117402.0,1398206.12,,2.28,98.7,14.98,0.1146,16.37,1.8535
2007-07-04,24952116.0,300153833.23,24.36,21.08,18.31,504.98,4.0,229741189.28,9060564.0,19098636.0,108991278.17,,,101686.0,0.38,,,,0.28,8000.0,15548.0,,,0.38,101686.0,,255975.0,90987.0,181.17,1.48,,,98.98,65.57,93541.0,1125222.8,,1.89,98.97,15.01,0.1143,16.22,1.8056
2007-07-05,25121740.0,293779116.87,24.53,21.51,18.44,511.23,4.0,222148754.13,9544364.0,18996460.0,111613878.14,,,153825.0,3.58,,,,0.69,119822.0,34933.0,,,3.58,153825.0,,364908.0,222000.0,191.04,3.08,,,99.38,68.61,59300.0,693467.16,,1.16,99.4,14.83,0.1127,16.1,1.8059
2007-07-06,24990968.0,295837562.36,24.74,21.71,18.34,504.33,4.0,224312753.12,9213564.0,18948888.0,109068136.71,,,40000.0,0.09,,,,7.87,137429.0,370800.0,,,0.09,40000.0,,,185000.0,181.82,4.03,,,98.14,65.73,174380.0,2064271.95,,3.42,98.15,14.67,0.1122,16.42,1.7829
2007-07-09,24810814.0,299047727.25,24.57,22.75,18.21,503.46,4.0,226544471.85,9177145.0,18795504.0,110613233.2,,,39799.0,0.59,,,,8.43,13773.0,429519.0,,,0.59,39799.0,,353300.0,167158.0,183.3,4.69,,,95.43,64.87,439080.0,5292284.09,,8.69,95.47,14.69,0.1124,16.07,1.7538
2007-07-10,24925266.0,299830849.38,24.17,21.62,18.29,507.57,4.0,226081668.01,9599894.0,18794416.0,115478983.13,,,150620.0,3.78,,,,3.79,148913.0,188335.0,,,3.78,150620.0,,460465.0,150000.0,192.49,3.01,,,96.02,40.64,397426.0,4780714.28,,7.89,96.06,15.26,0.112,16.1,1.0552
2007-07-11,25186664.0,303577892.54,24.42,21.37,18.49,517.91,4.0,225979325.14,9919842.0,18748616.0,119565049.53,,,353231.0,10.43,,,,1.37,395964.0,90002.0,,,10.43,353231.0,,56719.0,441764.0,200.35,8.77,,,95.71,41.44,444529.0,5357961.54,,8.76,95.81,15.14,0.1075,16.11,1.0521
2007-07-12,25311020.0,304016950.33,24.54,21.39,18.58,520.3,4.0,226456139.02,10013877.0,18853672.0,120279164.83,,,96580.0,2.52,,,,0.2,111057.0,9717.0,,,2.52,96580.0,,7172.0,6000.0,202.14,0.11,,,94.26,41.4,610226.0,7329576.11,,12.14,94.33,15.43,0.1076,15.97,1.0464
2007-07-13,25023724.0,307451646.6,24.26,21.42,18.37,516.89,4.0,229182518.86,9960216.0,18653340.0,122375263.16,,100000.0,82397.0,2.52,1.91,,,5.25,137500.0,268312.0,,100000.0,2.52,82397.0,,32254.0,337835.0,201.95,6.23,,,93.91,65.43,646365.0,7941503.17,,13.16,93.88,14.81,0.1068,15.76,1.6439
2007-07-16,25013638.0,304035997.58,24.25,21.23,18.36,516.58,4.0,228454890.01,10058038.0,18795432.0,122253532.94,,,60716.0,5.9,,,,4.9,192092.0,239794.0,,,5.9,60716.0,,276900.0,50000.0,206.08,0.77,,,93.37,65.23,714405.0,8683456.47,,14.57,93.4,14.67,0.1068,16.33,1.6223
2007-07-17,25155652.0,300044157.68,24.39,21.68,18.46,516.28,4.0,225534180.81,10083732.0,18908748.0,120273760.91,,,15000.0,2.16,,,,0.48,113318.0,9306.0,,,2.16,15000.0,,20000.0,,204.12,,,,92.52,64.0,815167.0,9722908.23,,16.5,92.52,14.86,0.1064,16.15,1.5967
2007-07-18,25033752.0,299937893.83,24.27,21.42,18.37,511.12,4.0,225118163.8,10181520.0,18789064.0,121988252.69,,,158986.0,0.26,,,,1.52,19228.0,61199.0,,,0.26,158986.0,,,138915.0,203.8,2.98,,,93.36,63.68,724283.0,8677880.87,,14.32,93.44,15.06,0.1074,16.28,1.5657
2007-07-19,24762188.0,296536073.31,24.01,21.27,18.18,504.25,4.0,221839704.13,9879706.0,18524682.0,118313019.13,,,194694.0,7.03,,,,11.33,363000.0,573458.0,,,7.03,194694.0,,76950.0,627381.0,198.3,13.03,,,90.5,61.69,1037089.0,12419512.35,,20.78,90.52,14.79,0.1094,17.73,1.5462
2007-07-20,23091758.0,276255819.74,22.39,19.84,16.95,469.94,4.0,200722605.18,9925894.0,16778064.0,118747389.59,,,83188.0,2.6,,,,0.75,132693.0,37000.0,,,2.6,83188.0,,,1879310.0,199.01,38.28,,,90.99,61.95,982959.0,11759526.68,,19.67,91.01,13.93,0.107,18.62,1.4411
2007-07-23,22816872.0,272284831.85,22.12,20.13,16.75,464.1,4.0,195783451.08,10011847.0,16406224.0,119476240.08,,30541.0,198032.0,,0.61,,,2.86,,142621.0,,30541.0,,198032.0,,,371840.0,200.7,7.73,,,90.77,61.73,1018127.0,12149804.71,,20.32,90.81,13.94,0.1079,18.98,1.4069
2007-07-24,22599088.0,264008311.35,21.91,20.04,16.59,457.5,4.0,187852578.12,9988124.0,16080164.0,116683812.67,,,131164.0,0.59,,,,3.52,54385.0,173887.0,,,0.59,131164.0,,19000.0,380445.0,198.7,8.34,,,89.1,61.14,1221431.0,14269068.55,,24.35,89.08,14.16,0.1103,19.4,1.3834
2007-07-25,22162996.0,255732037.27,21.49,19.54,16.27,445.36,4.0,180690623.03,9541317.0,15659538.0,110094340.8,,,55260.0,,,,,10.98,,506673.0,,,,55260.0,,4606.0,420626.0,186.89,9.38,,,89.08,58.77,1169375.0,13493060.73,,23.01,89.04,14.6,0.1076,17.74,1.365
2007-07-26,21752804.0,247876108.54,21.09,19.49,15.97,432.49,4.0,173539065.44,9496438.0,15229226.0,108213180.08,,,12131.0,2.1,,,,1.75,134688.0,66897.0,,,2.1,12131.0,,9887.0,565000.0,183.33,12.46,,,92.84,58.44,731998.0,8341215.03,,14.12,92.85,15.0,0.1038,15.15,1.3386
2007-07-27,21443666.0,244353439.72,20.79,19.16,15.74,425.78,4.0,170697301.44,9079682.0,14979842.0,103464189.76,,,,2.15,,,,8.87,120000.0,448756.0,,,2.15,,,32000.0,369383.0,174.62,6.7,,,89.11,55.46,1109230.0,12639824.08,,21.27,89.14,15.14,0.1025,15.18,1.3098
2007-07-30,21008752.0,231857456.68,20.37,18.87,15.42,415.69,4.0,161698928.24,8893251.0,14651643.0,98147979.4,,,97314.0,0.69,,,,5.93,44800.0,303744.0,,,0.69,97314.0,,20000.0,373000.0,169.08,7.09,,,90.21,55.05,965254.0,10652766.88,,18.13,90.32,15.51,0.1031,15.69,1.3005
