,GLO FP Equity_DX_SI_QTY,GLO FP Equity_DX_SHORT_INTEREST_VALUE,GLO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GLO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GLO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GLO FP Equity_DX_SI_MV,GLO FP Equity_DX_DSS,GLO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GLO FP Equity_DX_SUPPLY_SI_QTY,GLO FP Equity_DX_BROKER_SI_QTY,GLO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GLO FP Equity_DX_BROKER_SI_MV_NEW_x,GLO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GLO FP Equity_DX_SUPPLY_SI_QTY_INC_x,GLO FP Equity_DX_BROKER_SI_MV_INC_x,GLO FP Equity_DX_SUPPLY_SI_MV_NEW,GLO FP Equity_DX_BROKER_SI_QTY_ADD,GLO FP Equity_DX_BROKER_SI_QTY_NEW,GLO FP Equity_DX_SUPPLY_SI_MV_DEC,GLO FP Equity_DX_BROKER_SI_QTY_INC,GLO FP Equity_DX_SUPPLY_SI_QTY_DEC,GLO FP Equity_DX_BROKER_SI_MV_NEW_y,GLO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GLO FP Equity_DX_BROKER_SI_MV_INC_y,GLO FP Equity_DX_SUPPLY_SI_QTY_INC_y,GLO FP Equity_DX_BROKER_SI_MV_ADD,GLO FP Equity_DX_SUPPLY_SI_QTY_ADD,GLO FP Equity_DX_BROKER_SI_QTY_DEC,GLO FP Equity_DX_SUPPLY_SI_MV,GLO FP Equity_DX_BROKER_SI_MV_DEC,GLO FP Equity_DX_SUPPLY_SI_MV_RMV,GLO FP Equity_DX_BROKER_SI_MV_RMV,GLO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GLO FP Equity_DX_UTILIZATION_QUANTITY,GLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GLO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GLO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GLO FP Equity_DX_ACTIVE_UTILIZATION_MV,GLO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GLO FP Equity_DX_BROKER_SI_CON_RATIO,GLO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GLO FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-10-11,46356.0,765801.12,0.62,4.22,0.15,0.77,0.0,508716.88,28565.0,30794.0,471893.8,,,1000.0,0.02,,,,0.05,1000.0,3151.0,,,0.02,1000.0,,2884.0,267.0,0.47,0.0,,,26.56,2.23,79000.0,1305080.0,,1.29,26.53,21.96,0.2007,27.37,0.0361
2023-10-12,45937.0,747854.36,0.62,4.05,0.15,0.77,0.0,495319.0,28196.0,30425.0,459030.88,,,,,,,,0.01,,369.0,,,,,,,369.0,0.47,0.01,,,26.3,2.2,79000.0,1286120.0,,1.31,26.42,22.27,0.2039,27.5,0.0358
2023-10-13,45937.0,733154.52,0.62,4.23,0.15,0.76,0.0,485583.0,28196.0,30425.0,450008.16,,,,,,,,,,,,,,,,,,0.46,,,,26.3,2.2,79000.0,1260840.0,,1.29,26.35,22.19,0.2037,27.56,0.0358
2023-10-16,49737.0,789823.56,0.67,4.77,0.17,0.8,0.0,543493.0,28196.0,34225.0,447752.48,,,,0.06,,,,,3800.0,,,,0.06,,,,,0.45,,,,2.2,2.2,1251109.0,19867610.92,,19.9,2.2,20.45,0.2184,33.15,0.0389
2023-10-17,49737.0,790818.3,0.67,4.86,0.17,0.8,0.0,544177.5,28196.0,34225.0,448316.4,,,,,,,,,,,,,,,,,,0.45,,,,2.19,2.19,1261636.0,20060012.4,,20.02,2.18,20.48,0.2184,33.11,0.0386
2023-10-18,45698.0,708319.0,0.61,4.58,0.15,0.73,0.0,530487.5,24157.0,34225.0,374433.5,,,,,,,,0.06,,4039.0,,,,,,,,0.38,,,,1.87,1.87,1265690.0,19618195.0,,20.04,1.88,22.33,0.2313,35.92,0.0354
2023-10-19,38623.0,600973.88,0.52,3.89,0.13,0.61,0.0,436489.12,22023.0,28052.0,342677.88,,,,,,1652.0,,0.06,,3786.0,,,,,0.03,1652.0,7825.0,0.34,0.12,,,1.71,1.71,1266815.0,19711641.4,,19.62,1.7,26.2,0.2998,42.46,0.03
2023-10-20,43623.0,672666.66,0.59,4.22,0.15,0.69,0.0,463401.84,25023.0,30052.0,385854.66,,,4000.0,0.05,,,,0.02,3000.0,1000.0,,,0.05,4000.0,,,1000.0,0.39,0.02,,,100.0,1.94,0.0,0.0,,0.0,100.0,23.26,0.3789,53.46,0.0337
2023-10-23,40971.0,639147.6,0.55,3.94,0.14,0.64,0.0,443040.0,22371.0,28400.0,348987.6,,,,,,,,0.04,,2652.0,,,,,,,1652.0,0.34,0.03,,,100.0,1.73,0.0,0.0,,0.0,100.0,24.72,0.4026,54.7,0.0317
2023-10-24,42150.0,672714.0,0.57,3.99,0.14,0.67,0.0,472080.84,23550.0,29579.0,375858.0,,,,,,1179.0,,,,,,,,,0.02,1179.0,,0.37,,,,100.0,1.82,0.0,0.0,,0.0,100.0,24.22,0.3785,52.79,0.0326
2023-10-25,58666.0,899936.44,0.79,5.56,0.2,0.95,0.0,673656.1,37886.0,43915.0,581171.24,,,2180.0,0.04,,12156.0,,,2180.0,,,,0.04,2180.0,0.2,12156.0,,0.6,,,,100.0,2.93,0.0,0.0,,0.0,100.0,17.35,0.2772,45.23,0.0454
2023-10-26,56330.0,869735.2,0.76,5.38,0.19,0.87,0.0,626200.08,34528.0,40557.0,533112.32,,,,0.01,,,,0.09,1022.0,5432.0,,,0.01,,,2074.0,4380.0,0.53,0.07,,,100.0,2.67,0.0,0.0,,0.0,100.0,18.06,0.3011,47.32,0.0436
2023-10-27,61691.0,951275.22,0.83,5.95,0.21,0.96,0.0,708055.56,39889.0,45918.0,615088.38,,,5735.0,0.09,,,,0.01,5361.0,374.0,,,0.09,5735.0,,,,0.61,,,,100.0,3.09,0.0,0.0,,0.0,100.0,16.46,0.2625,43.19,0.0477
2023-10-30,56800.0,895168.0,0.76,5.34,0.19,0.88,0.0,646585.52,34998.0,41027.0,551568.48,,,,,,,,0.08,,4891.0,,,,,,,4891.0,0.54,0.08,,,100.0,2.72,0.0,0.0,,0.0,100.0,17.87,0.298,47.12,0.0442
2023-10-31,56624.0,913911.36,0.76,5.29,0.19,0.9,0.0,659335.14,34822.0,40851.0,562027.08,,,,,,,,0.0,,176.0,,,,,,,176.0,0.55,0.0,,,100.0,2.71,0.0,0.0,,0.0,100.0,18.02,0.299,47.13,0.044
2023-11-01,56892.0,915961.2,0.76,5.45,0.19,0.93,0.0,662015.9,35090.0,41119.0,564949.0,,,,0.0,,,,0.03,268.0,1720.0,,,0.0,,,1988.0,,0.57,,,,100.0,2.72,0.0,0.0,,0.0,100.0,17.94,0.297,46.97,0.044
2023-11-02,58416.0,981388.8,0.79,5.63,0.19,0.95,0.0,716402.4,36614.0,42643.0,615115.2,,,3391.0,0.02,,,,0.03,1524.0,1988.0,,,0.02,3391.0,,121.0,,0.59,,,,100.0,2.83,0.0,0.0,,0.0,100.0,17.37,0.2858,46.01,0.0451
2023-11-03,58434.0,1007402.16,0.79,5.66,0.19,0.98,0.0,735475.64,36632.0,42661.0,631535.68,,,,0.0,,,,0.03,18.0,1981.0,,,0.0,,,1999.0,,0.61,,,,100.0,2.83,0.0,0.0,,0.0,100.0,17.4,0.2871,46.14,0.0451
2023-11-06,53877.0,894358.2,0.72,5.2,0.18,0.94,0.0,669046.4,34275.0,40304.0,568965.0,,,,,,,,0.04,,2357.0,,,,,,,2357.0,0.59,0.03,,,100.0,2.65,0.0,0.0,,0.0,100.0,19.0,0.2598,41.43,0.0417
2023-11-07,49212.0,804124.08,0.66,4.67,0.16,0.83,0.0,599040.74,30632.0,36661.0,500526.88,,,,,,,,0.12,,6879.0,,,,,,3236.0,3643.0,0.51,0.06,,,100.0,2.38,0.0,0.0,,0.0,100.0,20.71,0.2876,45.2,0.0382
2023-11-08,53307.0,890226.9,0.72,4.8,0.18,0.88,0.0,680625.2,31727.0,40756.0,529840.9,,,,0.09,,,,0.03,6000.0,1905.0,,,0.09,,,3000.0,1905.0,0.52,0.03,,,100.0,2.46,0.0,0.0,,0.0,100.0,24.98,0.3172,47.42,0.0413
2023-11-09,47307.0,808003.56,0.64,4.12,0.16,0.8,0.0,624376.48,27527.0,36556.0,470161.16,,,,,,,,0.07,,4200.0,,,,,,,4200.0,0.46,0.06,,,100.0,2.14,0.0,0.0,,0.0,100.0,28.08,0.3244,45.81,0.0367
2023-11-10,47307.0,785296.2,0.64,4.05,0.16,0.82,0.0,606829.6,27527.0,36556.0,456948.2,,,,,,,,,,,,,,,,,,0.47,,,,100.0,2.13,0.0,0.0,,0.0,100.0,28.1,0.3243,45.76,0.0367
2023-11-13,53500.0,900940.0,0.72,4.64,0.18,0.91,0.0,682963.04,37121.0,40556.0,625117.64,,,9594.0,0.07,,,,,4000.0,,,,0.07,9594.0,,,,0.62,,,,100.0,2.88,0.0,0.0,,0.0,100.0,35.58,0.3277,41.75,0.0415
2023-11-14,53307.0,924343.38,0.72,4.82,0.18,0.9,0.0,737921.04,30527.0,42556.0,529338.18,,,,0.04,,,,0.11,2000.0,6594.0,,,0.04,,,,,0.51,,,,100.0,2.37,0.0,0.0,,0.0,100.0,30.41,0.3376,46.65,0.0414
2023-11-15,53307.0,955261.44,0.72,4.75,0.18,0.94,0.0,762603.52,30527.0,42556.0,547043.84,,,,,,,,,,,,,,,,,,0.53,,,,100.0,2.37,0.0,0.0,,0.0,100.0,30.73,0.3363,46.26,0.0414
2023-11-16,50447.0,901992.36,0.68,4.39,0.17,0.92,0.0,721922.88,28347.0,40376.0,506844.36,,,,,,,,0.04,,2180.0,,,,,,,2180.0,0.51,0.03,,,100.0,2.2,0.0,0.0,,0.0,100.0,32.44,0.3014,40.3,0.0391
2023-11-17,47447.0,863535.4,0.64,3.95,0.16,0.86,0.0,707543.2,26847.0,38876.0,488615.4,,,,,,,,0.03,,1500.0,,,,,,,1500.0,0.48,0.02,,,100.0,2.08,0.0,0.0,,0.0,100.0,34.25,0.3345,42.78,0.0368
2023-11-20,50828.0,939301.44,0.68,4.2,0.17,0.94,0.0,780909.36,30228.0,42257.0,558613.44,,,953.0,0.0,,3137.0,,,244.0,,,,0.0,953.0,0.06,2428.0,,0.55,,,,100.0,2.35,0.0,0.0,,0.0,100.0,32.1,0.297,40.01,0.0395
2023-11-21,50828.0,914904.0,0.68,4.2,0.17,0.95,0.0,760626.0,30228.0,42257.0,544104.0,,,,,,,,,,,,,,,,,,0.56,,,,100.0,2.35,0.0,0.0,,0.0,100.0,32.22,0.2969,39.89,0.0396
2023-11-22,50828.0,938284.88,0.68,4.19,0.17,0.93,0.0,780064.22,30228.0,42257.0,558008.88,,,,,,,,,,,,,,,,,,0.55,,,,100.0,2.35,0.0,0.0,,0.0,100.0,32.12,0.296,39.83,0.0396
2023-11-23,48828.0,898435.2,0.66,4.12,0.16,0.91,0.0,740728.8,30228.0,40257.0,556195.2,,,,,,,,,,,,,,,,,2000.0,0.56,0.03,,,100.0,2.35,0.0,0.0,,0.0,100.0,29.29,0.2966,41.72,0.038
2023-11-24,46828.0,860698.64,0.63,3.98,0.16,0.87,0.0,703163.66,28228.0,38257.0,518830.64,,,,,,,,0.04,,2000.0,,,,,,,2000.0,0.52,0.04,,,100.0,2.19,0.0,0.0,,0.0,100.0,30.47,0.2869,39.24,0.0364
2023-11-27,46584.0,844102.08,0.63,3.97,0.16,0.87,0.0,688795.56,28228.0,38013.0,511491.36,,,,,,,,,,,,,,,,,244.0,0.52,0.0,,,100.0,2.19,0.0,0.0,,0.0,100.0,30.68,0.2892,39.4,0.0362
2023-11-28,37584.0,685532.16,0.51,3.2,0.13,0.68,0.0,529197.12,27984.0,29013.0,510428.16,,,,,,,,0.0,,244.0,,,,,,,9000.0,0.5,0.18,,,100.0,2.17,0.0,0.0,,0.0,100.0,22.57,0.3049,46.6,0.0292
2023-11-29,30584.0,570085.76,0.41,2.58,0.1,0.56,0.0,410322.32,19984.0,22013.0,372501.76,,,,,,,,0.14,,8000.0,,,,,,,7000.0,0.36,0.13,,,100.0,1.55,0.0,0.0,,0.0,100.0,27.8,0.2508,34.35,0.0238
2023-11-30,31584.0,604517.76,0.42,2.63,0.11,0.6,0.0,440468.82,20984.0,23013.0,401633.76,,,,,,1000.0,,,,,,,,,0.02,1000.0,,0.39,,,,100.0,1.63,0.0,0.0,,0.0,100.0,27.04,0.2364,33.18,0.0245
2023-12-01,29084.0,546197.52,0.39,2.41,0.1,0.56,0.0,385234.14,20984.0,20513.0,394079.52,,,,,,,,,,,,,,,,,2500.0,0.4,0.05,,,100.0,1.63,0.0,0.0,,0.0,100.0,29.48,0.2523,36.37,0.0226
2023-12-04,23893.0,444409.8,0.32,2.0,0.08,0.45,0.0,284989.2,19387.0,15322.0,360598.2,,,,,,609.0,,0.04,,2206.0,,,,,0.01,609.0,5800.0,0.36,0.11,,,1.5,1.5,1272120.0,23661432.0,,23.83,1.5,20.0,0.2177,35.71,0.0185
2023-12-05,26275.0,490291.5,0.35,2.25,0.09,0.49,0.0,330356.64,19084.0,17704.0,356107.44,,,,0.05,,,,0.01,2391.0,303.0,,,0.05,,,,9.0,0.36,0.0,,,100.0,1.48,0.0,0.0,,0.0,100.0,18.06,0.1944,32.28,0.0203
2023-12-06,26275.0,492393.5,0.35,2.25,0.09,0.5,0.0,331772.96,19084.0,17704.0,357634.16,,,,,,,,,,,,,,,,,,0.36,,,,100.0,1.47,0.0,0.0,,0.0,100.0,18.04,0.1946,32.32,0.0203
2023-12-07,23892.0,451558.8,0.32,2.06,0.08,0.45,0.0,289566.9,16701.0,15321.0,315648.9,,,,,,,,0.04,,2383.0,,,,,,,2383.0,0.31,0.05,,,100.0,1.29,0.0,0.0,,0.0,100.0,19.92,0.2188,35.55,0.0184
2023-12-08,23892.0,452514.48,0.32,2.07,0.08,0.46,0.0,290179.74,12564.0,15321.0,237962.16,,,,,,,,0.08,,4137.0,,,,,,,,0.24,,,,100.0,0.97,0.0,0.0,,0.0,100.0,19.92,0.219,35.6,0.0185
2023-12-11,20938.0,391959.36,0.28,1.87,0.07,0.4,0.0,188454.24,12564.0,10067.0,235198.08,,,,0.0,,,,,183.0,,,,0.0,,,,5437.0,0.24,0.1,,,100.0,0.97,0.0,0.0,,0.0,100.0,22.67,0.2639,40.5,0.0162
2023-12-12,18638.0,346666.8,0.25,1.69,0.06,0.35,0.0,187246.2,10264.0,10067.0,190910.4,,,,,,,,0.04,,2300.0,,,,,,,,0.19,,,,100.0,0.79,0.0,0.0,,0.0,100.0,25.53,0.3171,45.37,0.0144
2023-12-13,18638.0,346666.8,0.25,1.7,0.06,0.35,0.0,187246.2,10264.0,10067.0,190910.4,,,,,,,,,,,,,,,,,,0.19,,,,100.0,0.79,0.0,0.0,,0.0,100.0,25.61,0.3169,45.32,0.0144
2023-12-14,19938.0,380417.04,0.27,1.8,0.07,0.37,0.0,216882.36,11564.0,11367.0,220641.12,,,,,,1300.0,,,,,,,,,0.02,1300.0,,0.21,,,,100.0,0.89,0.0,0.0,,0.0,100.0,24.15,0.2814,42.31,0.0154
2023-12-15,21297.0,415291.5,0.29,1.85,0.07,0.41,0.0,222807.0,11564.0,11426.0,225498.0,,,,0.0,,,,,59.0,,,,0.0,,,,,0.22,,,,100.0,0.89,0.0,0.0,,0.0,100.0,22.14,0.2589,39.9,0.0164
2023-12-18,18697.0,359356.34,0.25,1.59,0.06,0.37,0.0,194621.72,10264.0,10126.0,197274.08,,,,,,,,0.03,,1300.0,,,,,,,1300.0,0.2,0.03,,,100.0,0.79,0.0,0.0,,0.0,100.0,25.38,0.3159,45.28,0.0144
2023-12-19,21090.0,411255.0,0.28,1.81,0.07,0.41,0.0,197457.0,12657.0,10126.0,246811.5,,,,,,,,,,,,,,,,2393.0,,0.24,,,,0.98,0.98,1282232.0,25003524.0,,24.67,0.97,22.57,0.2608,40.05,0.0163
2023-12-20,15278.0,297921.0,0.21,1.38,0.05,0.3,0.0,130786.5,10295.0,6707.0,200752.5,,,,,,31.0,,0.05,,2362.0,,,,,0.0,,3450.0,0.2,0.07,,,0.8,0.8,1284570.0,25049115.0,,25.09,0.8,31.21,0.4264,55.95,0.0118
2023-12-21,15278.0,298532.12,0.21,1.43,0.05,0.3,0.0,131054.78,10295.0,6707.0,201164.3,,,,,,,,,,,,,,,,,,0.2,,,,0.8,0.8,1284383.0,25096843.82,,25.02,0.79,31.37,0.4258,55.82,0.0118
2023-12-22,13402.0,262143.12,0.18,1.25,0.04,0.26,0.0,94494.36,8602.0,4831.0,168255.12,,,,,,,,0.03,,1693.0,,,,,,,1876.0,0.17,0.04,,,0.66,0.66,1286075.0,25155627.0,,25.12,0.66,35.85,0.5369,63.91,0.0104
2023-12-25,13402.0,262143.12,0.18,1.28,0.04,0.26,0.0,94494.36,8602.0,4831.0,168255.12,,,,,,,,,,,,,,,,,,0.17,,,,0.66,0.66,1286130.0,25156702.8,,25.12,0.67,35.8,0.5372,63.95,0.0104
2023-12-26,13402.0,262143.12,0.18,1.28,0.04,0.26,0.0,94494.36,8602.0,4831.0,168255.12,,,,,,,,,,,,,,,,,,0.17,,,,0.66,0.66,1287803.0,25189426.68,,25.15,0.66,35.83,0.537,63.93,0.0103
2023-12-27,13402.0,264019.4,0.18,1.28,0.04,0.26,0.0,95170.7,8602.0,4831.0,169459.4,,,,,,,,,,,,,,,,,,0.17,,,,0.66,0.66,1287694.0,25367571.8,,25.16,0.66,35.97,0.5363,63.79,0.0103
2023-12-28,13402.0,262679.2,0.18,1.25,0.04,0.26,0.0,94687.6,8602.0,4831.0,168599.2,,,,,,,,,,,,,,,,,,0.17,,,,0.66,0.66,1290158.0,25287096.8,,25.42,0.66,35.72,0.5376,64.03,0.0103
2023-12-29,13402.0,262947.24,0.18,1.28,0.04,0.26,0.0,94784.22,8602.0,4831.0,168771.24,,,,,,,,,,,,,,,,,,0.17,,,,0.66,0.66,1291841.0,25345920.42,,25.39,0.66,35.68,0.5379,64.08,0.0103
2024-01-01,13402.0,262947.24,0.18,1.34,0.04,0.26,0.0,94784.22,8602.0,4831.0,168771.24,,,,,,,,,,,,,,,,,,0.17,,,,0.66,0.66,1291841.0,25345920.42,,25.38,0.66,35.81,0.5372,63.95,0.0103
2024-01-02,13402.0,271390.5,0.18,1.34,0.04,0.26,0.0,97827.75,8602.0,4831.0,174190.5,,,,,,,,,,,,,,,,,,0.17,,,,0.66,0.66,1290018.0,26122864.5,,25.6,0.66,35.59,0.5384,64.17,0.0103
2024-01-03,13402.0,266699.8,0.18,1.38,0.04,0.27,0.0,96136.9,8602.0,4831.0,171179.8,,,,,,,,,,,,,,,,,,0.17,,,,0.68,0.68,1262515.0,25124048.5,,25.49,0.68,35.76,0.5374,64.0,0.0105
2024-01-04,13402.0,269380.2,0.18,1.36,0.04,0.27,0.0,97103.1,8602.0,4831.0,172900.2,,,,,,,,,,,,,,,,,,0.17,,,,0.68,0.68,1263150.0,25389315.0,,25.15,0.67,35.89,0.5367,63.86,0.0105
2024-01-05,16417.0,327026.64,0.22,1.68,0.05,0.33,0.0,156292.32,11617.0,7846.0,231410.64,,,953.0,,,3015.0,,,,,,,,953.0,0.06,2062.0,,0.23,,,,0.92,0.92,1257489.0,25049180.88,,25.23,0.92,29.3,0.3928,52.35,0.0129
2024-01-08,16417.0,334906.8,0.22,1.69,0.05,0.33,0.0,160058.4,11617.0,7846.0,236986.8,,,,,,,,,,,,,,,,,,0.23,,,,0.91,0.91,1259182.0,25687312.8,,25.24,0.91,29.23,0.3924,52.31,0.0129
2024-01-09,16417.0,334906.8,0.22,1.64,0.05,0.33,0.0,160058.4,11617.0,7846.0,236986.8,,,,,,,,,,,,,,,,,,0.24,,,,0.91,0.91,1259176.0,25687190.4,,25.72,0.92,29.32,0.3943,52.55,0.0129
2024-01-10,16417.0,329160.85,0.22,1.61,0.05,0.33,0.0,157312.3,11617.0,7846.0,232920.85,,,,,,,,,,,,,,,,,,0.24,,,,0.91,0.91,1258913.0,25241205.65,,25.54,0.91,29.48,0.3934,52.37,0.0129
2024-01-11,16417.0,323414.9,0.22,1.6,0.05,0.33,0.0,154566.2,11617.0,7846.0,228854.9,,,,,,,,,,,,,,,,,,0.23,,,,0.91,0.91,1259176.0,24805767.2,,25.17,0.92,29.32,0.3926,52.31,0.0129
2024-01-12,16645.0,331568.4,0.22,1.62,0.06,0.33,0.0,160834.08,11847.0,8074.0,235992.24,,,2.0,,,228.0,,,,,,,,2.0,0.0,228.0,,0.23,,,,0.93,0.93,1258992.0,25079120.64,,24.92,0.93,28.79,0.3802,51.38,0.0131
2024-01-15,16645.0,323911.7,0.22,1.59,0.06,0.33,0.0,157120.04,11891.0,8074.0,231398.86,,,,,,,,,,,,,,,,44.0,,0.24,,,,0.94,0.94,1258948.0,24499128.08,,24.96,0.94,28.83,0.3814,51.54,0.0131
2024-01-16,17653.0,343174.32,0.24,1.7,0.06,0.35,0.0,176554.08,12853.0,9082.0,249862.32,,,,0.0,,962.0,,,46.0,,,,0.0,,0.02,962.0,,0.25,,,,1.01,1.01,1257030.0,24436663.2,,24.52,1.02,26.92,0.3419,48.4,0.0139
2024-01-17,16419.0,315244.8,0.22,1.63,0.05,0.32,0.0,150681.6,11619.0,7848.0,223084.8,,,,,,,,0.02,,1234.0,,,,,,,1234.0,0.23,0.02,,,0.91,0.91,1258303.0,24159417.6,,24.4,0.92,29.1,0.3896,51.93,0.0129
2024-01-18,17421.0,329605.32,0.23,1.65,0.06,0.34,0.0,167442.0,12621.0,8850.0,238789.32,,,,,,1002.0,,,,,,,,,0.02,1002.0,,0.24,,,,0.99,0.99,1259573.0,23831121.16,,24.08,0.99,27.38,0.348,48.76,0.0137
2024-01-19,16819.0,318215.48,0.23,1.59,0.06,0.32,0.0,156052.16,12019.0,8248.0,227399.48,,,,,,,,0.01,,602.0,,,,,,,602.0,0.23,0.01,,,0.95,0.95,1258252.0,23806127.84,,23.79,0.94,28.32,0.3697,50.38,0.0132
2024-01-22,16863.0,323432.34,0.23,1.6,0.06,0.32,0.0,159040.56,12063.0,8292.0,231368.34,,,,0.0,,,,,44.0,,,,0.0,,,44.0,,0.23,,,,0.95,0.95,1257915.0,24126809.7,,23.87,0.95,28.19,0.3683,50.33,0.0133
2024-01-23,22223.0,426681.6,0.3,2.07,0.07,0.43,0.0,164198.4,17423.0,8552.0,334521.6,,,1732.0,,,293.0,,0.0,,33.0,,,,1732.0,0.01,3661.0,33.0,0.34,0.0,,,1.37,1.37,1252819.0,24054124.8,,24.04,1.37,22.83,0.2661,38.37,0.0175
2024-01-24,17156.0,337286.96,0.23,1.6,0.06,0.33,0.0,168781.1,12356.0,8585.0,242918.96,,,,,,33.0,,0.1,,5067.0,,,,,0.0,,,0.24,,,,0.97,0.97,1258536.0,24742817.76,,24.24,0.97,27.84,0.357,49.46,0.0135
2024-01-25,19558.0,384901.44,0.26,1.76,0.07,0.39,0.0,216224.16,14758.0,10987.0,290437.44,,,,,,2402.0,,,,,,,,,0.05,2402.0,,0.29,,,,1.16,1.16,1256317.0,24724318.56,,24.75,1.16,24.41,0.2921,43.79,0.0154
2024-01-26,17156.0,345693.4,0.23,1.53,0.06,0.34,0.0,172987.75,12356.0,8585.0,248973.4,,,,,,,,0.05,,2402.0,,,,,,,2402.0,0.24,0.05,,,0.97,0.97,1258014.0,25348982.1,,24.86,0.97,27.92,0.359,49.74,0.0135
2024-01-29,17156.0,347409.0,0.23,1.51,0.06,0.35,0.0,173846.25,12356.0,8585.0,250209.0,,,,,,,,,,,,,,,,,,0.25,,,,0.97,0.97,1256372.0,25441533.0,,25.37,0.97,27.97,0.3614,50.08,0.0135
2024-01-30,25941.0,517782.36,0.35,2.24,0.09,0.52,0.0,345826.96,21097.0,17326.0,421096.12,,,9141.0,,,9141.0,,0.01,,400.0,,,,9141.0,0.19,,400.0,0.43,0.01,,,1.66,1.66,1247906.0,24908203.76,,25.15,1.67,32.99,0.2817,35.34,0.0204
2024-01-31,19725.0,393316.5,0.27,1.82,0.07,0.39,0.0,162291.66,11911.0,8139.0,237505.34,,,,,,,,0.19,,9186.0,,,,,,,9187.0,0.24,0.19,,,0.94,0.94,1257320.0,25070960.8,,25.11,0.94,30.62,0.3417,43.44,0.0155
2024-02-01,13696.0,268715.52,0.18,1.29,0.05,0.27,0.0,100552.5,8896.0,5125.0,174539.52,,,,0.0,,,,0.06,1.0,3015.0,,,0.0,,,,3015.0,0.18,0.06,,,0.7,0.7,1260248.0,24726065.76,,25.03,0.7,35.07,0.5148,62.56,0.0108
2024-02-02,13695.0,260478.9,0.18,1.3,0.05,0.27,0.0,97458.48,8895.0,5124.0,169182.9,,,,,,,,0.0,,1.0,,,,,,,1.0,0.17,0.0,,,0.7,0.7,1260354.0,23971933.08,,24.58,0.71,34.99,0.5147,62.6,0.0108
2024-02-05,13695.0,271161.0,0.18,0.15,0.05,0.26,0.0,101455.2,8895.0,5124.0,176121.0,,,,,,,,,,,,,,,,,,0.17,,,,0.7,0.7,1257378.0,24896084.4,,24.18,0.7,34.88,0.5144,62.63,0.0108
2024-02-06,13695.0,276639.0,0.18,0.15,0.05,0.27,0.0,103504.8,8895.0,5124.0,179679.0,,,,,,,,,,,,,,,,,,0.18,,,,0.69,0.69,1281224.0,25880724.8,,25.45,0.69,35.07,0.5135,62.45,0.0106
2024-02-07,13695.0,283486.5,0.18,0.15,0.05,0.28,0.0,106066.8,8895.0,5124.0,184126.5,,,,,,,,0.0,,9.0,,,,,,9.0,,0.18,,,,0.69,0.69,1280654.0,26509537.8,,25.98,0.69,35.07,0.5136,62.45,0.0106
2024-02-08,15998.0,337557.8,0.22,0.17,0.05,0.33,0.0,156709.7,11198.0,7427.0,236277.8,,,953.0,,,2303.0,,,,,,,,953.0,0.05,1350.0,,0.23,,,,0.87,0.87,1277898.0,26963647.8,,26.54,0.86,30.02,0.3973,53.49,0.0124
2024-02-09,15998.0,337557.8,0.22,0.17,0.05,0.34,0.0,156709.7,11198.0,7427.0,236277.8,,,,,,,,,,,,,,,,,,0.24,,,,0.87,0.87,1276888.0,26942336.8,,26.92,0.87,30.1,0.3988,53.65,0.0124
2024-02-12,20180.0,429834.0,0.27,0.22,0.07,0.43,0.0,247271.7,15380.0,11609.0,327594.0,,,312.0,0.09,,,,,4182.0,,,,0.09,312.0,,3870.0,,0.32,,,,1.19,1.19,1277168.0,27203678.4,,27.02,1.19,32.11,0.3401,42.47,0.0156
2024-02-13,22366.0,473040.9,0.3,0.24,0.07,0.48,0.0,291764.25,17566.0,13795.0,371520.9,,,710.0,0.05,,,,,2186.0,,,,0.05,710.0,,1476.0,,0.38,,,,1.35,1.35,1280758.0,27088031.7,,27.3,1.36,38.38,0.3432,38.74,0.0172
2024-02-14,21923.0,473536.8,0.29,0.24,0.07,0.46,0.0,288403.2,17123.0,13352.0,369856.8,,,,,,,,0.01,,443.0,,,,,,,443.0,0.36,0.01,,,1.31,1.31,1289577.0,27854863.2,,27.38,1.3,37.51,0.3413,39.04,0.0168
2024-02-15,21571.0,474562.0,0.29,0.23,0.07,0.47,0.0,286000.0,16771.0,13000.0,368962.0,,,,,,,,0.05,,2181.0,,,,,,1829.0,352.0,0.36,0.0,,,1.28,1.28,1293918.0,28466196.0,,27.97,1.27,36.65,0.3404,39.54,0.0165
