,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_y,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity
2010-09-21,32615518.0,1265240471.48,3.04,9.23,2.49,1643.68,1.0,579495216.79,19758696.0,14938296.0,766491025.62,,,85000.0,52.34,,,,42.75,992891.0,855749.0,,,52.34,85000.0,,12000.0,580000.0,997.78,27.07,,,7.72,7.72,236130400.0,9160110185.17,,11906.72,7.73,17.17,0.1194,21.31,0.1275
2010-09-22,32523036.0,1242970927.25,3.03,9.2,2.48,1630.31,1.0,567528745.11,19739800.0,14849710.0,754419037.32,,,150330.0,7.22,,6000.0,,31.99,167414.0,636125.0,,,7.22,150330.0,0.32,466900.0,262000.0,990.39,13.31,,,7.62,7.62,239427456.0,9150479278.57,,11993.41,7.63,17.68,0.1209,21.26,0.1255
2010-09-23,33146764.0,1268204952.25,3.09,9.38,2.53,1658.92,1.0,572784844.71,20281288.0,14970738.0,775968051.65,,,186134.0,12.11,,54984.0,,1.85,294000.0,30842.0,,,12.11,186134.0,2.9,386195.0,227956.0,1018.54,13.88,,,7.78,7.78,240240896.0,9191687431.12,,12020.41,7.81,16.76,0.1173,21.07,0.1272
2010-09-24,33145080.0,1285275840.75,3.09,9.47,2.53,1655.04,1.0,580815584.27,20483096.0,14978247.0,794278620.92,,,251764.0,43.97,,211000.0,,5.73,889081.0,115187.0,,,43.97,251764.0,10.41,65231.0,1092572.0,1024.54,54.56,,,7.85,7.85,240451392.0,9324049452.06,,12010.41,7.86,15.65,0.1199,21.15,0.127
2010-09-27,32227018.0,1234372737.94,3.0,9.28,2.46,1624.68,1.0,549644113.59,19733164.0,14350115.0,755827910.45,,,693.0,11.63,,,,37.57,164416.0,755699.0,,,11.63,693.0,,5076.0,792548.0,994.49,35.27,,,7.56,7.56,241180464.0,9237795122.23,,12164.88,7.56,15.49,0.1236,21.48,0.1235
2010-09-28,32140100.0,1226981936.86,3.0,9.28,2.45,1601.78,1.0,545403341.35,19709828.0,14286533.0,752443300.88,,,,,,30766.0,,1.22,,24140.0,,,,,1.6,803.0,94348.0,981.56,5.47,,,7.55,7.55,241200352.0,9208075739.26,,12016.95,7.55,15.52,0.1244,21.62,0.1232
2010-09-29,31996172.0,1212175163.43,2.98,9.23,2.44,1590.04,1.0,540404680.13,19507192.0,14264342.0,739030083.05,,,,2.14,,70788.0,,12.39,39255.0,249479.0,,,2.14,,3.7,46843.0,132234.0,968.82,7.79,,,7.38,7.38,244994304.0,9281610640.48,,12175.86,7.37,15.61,0.1246,21.71,0.121
2010-09-30,33134000.0,1240309252.73,3.09,9.62,2.53,1633.5,1.0,578226229.24,20237448.0,15446912.0,757550975.01,,,130073.0,26.57,,775000.0,,2.56,511722.0,51347.0,,,26.57,130073.0,38.23,651531.0,104152.0,994.27,5.71,,,7.66,7.66,243804320.0,9126358240.84,,12002.35,7.65,15.04,0.1161,20.81,0.1255
2010-10-01,32899656.0,1216796376.1,3.07,9.52,2.51,1614.73,1.0,561985242.57,20280100.0,15194918.0,750061100.55,,,17460.0,1.01,,,,0.93,33963.0,17460.0,,,1.01,17460.0,,42652.0,285957.0,988.15,8.71,,,7.71,7.71,242881440.0,8982989245.08,,11823.34,7.71,15.14,0.1164,20.94,0.125
2010-10-04,32978270.0,1212631709.51,3.07,9.62,2.52,1607.49,1.0,556426201.63,20412676.0,15132355.0,750586922.65,,,107108.0,,,,,4.44,,89923.0,,,,107108.0,,115391.0,62563.0,984.75,4.59,,,7.75,7.75,242920096.0,8932324566.65,,11726.39,7.75,15.18,0.1163,20.89,0.1252
2010-10-05,33397036.0,1260514857.82,3.11,9.75,2.55,1623.75,1.0,589988368.76,20825798.0,15631599.0,786034659.03,,,12931.0,20.54,,52054.0,,4.73,529000.0,84810.0,,,20.54,12931.0,2.59,485000.0,81810.0,1008.1,5.15,,,7.92,7.92,242185664.0,9140889862.89,,11677.86,7.95,14.75,0.1141,21.05,0.127
2010-10-06,33316102.0,1256311891.43,3.11,9.79,2.54,1636.97,1.0,587231473.58,21241138.0,15572776.0,800978885.73,,,125030.0,,,,,17.73,,385693.0,,,,125030.0,,676003.0,58823.0,1040.54,0.0,,,8.1,8.1,241061344.0,9090146051.07,,11835.0,8.08,14.54,0.1131,20.72,0.127
2010-10-07,32429412.0,1218156700.41,3.02,9.54,2.47,1596.52,1.0,569979281.16,20959700.0,15173822.0,787316125.05,,,9983.0,10.37,,,,24.21,214100.0,491421.0,,,10.37,9983.0,,323469.0,613054.0,1029.8,30.41,6.06,,7.97,7.97,242172080.0,9096789726.04,123469.0,11895.55,7.97,14.88,0.1165,21.41,0.1232
2010-10-08,32213600.0,1207952942.53,3.0,9.48,2.46,1591.36,1.0,555180551.13,21135228.0,14805514.0,792533614.8,,,56630.0,33.85,,181078.0,,1.36,688450.0,27543.0,,,33.85,56630.0,8.88,146441.0,1237836.0,1038.45,55.16,,,8.03,8.03,242230336.0,9083208556.09,,11876.29,8.04,14.04,0.1107,21.59,0.1223
2010-10-11,31949360.0,1209667594.69,2.98,9.39,2.44,1580.41,1.0,562911292.91,20577376.0,14867436.0,779101206.75,,,10612.0,18.4,,,,27.98,374077.0,569820.0,,,18.4,10612.0,,1357.0,312155.0,1012.5,15.33,,,7.82,7.82,242714736.0,9189672371.96,,11929.39,7.82,14.12,0.1099,21.74,0.1213
2010-10-12,31162282.0,1166263010.66,2.9,9.21,2.38,1542.62,1.0,520499010.34,20550120.0,13907615.0,769097873.53,,,54743.0,4.17,,,,7.46,44000.0,153740.0,,,4.17,54743.0,,71740.0,1003821.0,1009.33,48.03,,,7.85,7.85,241126336.0,9024266148.8,,11861.88,7.84,14.72,0.1108,22.06,0.1191
2010-10-13,30723516.0,1176549664.83,2.86,9.21,2.34,1517.13,1.0,531031289.37,20145728.0,13866944.0,771475814.36,,,35.0,7.63,,60817.0,,20.81,152512.0,414179.0,,,7.63,35.0,3.09,9751.0,254000.0,989.65,13.91,,,7.66,7.66,242701280.0,9294187216.03,,11908.16,7.67,14.66,0.1115,22.09,0.1169
2010-10-14,30456078.0,1160826542.37,2.84,9.16,2.32,1516.32,1.0,519823357.75,19653412.0,13638369.0,749085364.76,,,260.0,3.59,,,,23.01,3174.0,494274.0,,,3.59,260.0,,1700.0,231749.0,973.72,12.28,,,7.46,7.46,243760192.0,9290864728.12,,12130.95,7.43,14.61,0.1121,22.07,0.1156
2010-10-15,29728852.0,1149160762.8,2.77,8.81,2.27,1497.82,1.0,502663100.65,19507360.0,13003922.0,754051744.01,,4300.0,92142.0,4.3,0.22,,,17.61,99827.0,412986.0,,4300.0,4.3,92142.0,,170492.0,734274.0,978.46,35.79,,,7.42,7.42,243565136.0,9414944696.76,,12202.23,7.42,15.05,0.1176,22.96,0.113
2010-10-18,28384926.0,1095472475.15,2.65,8.3,2.17,1441.55,1.0,482176371.13,18703006.0,12493733.0,721813693.5,,,31599.0,,,201500.0,,42.13,,842618.0,,,,31599.0,10.22,6664.0,711689.0,943.48,35.69,,,7.07,7.07,245688656.0,9481975049.21,,12410.24,7.07,15.84,0.1274,23.89,0.1074
2010-10-19,27917084.0,1066939869.5,2.6,8.16,2.13,1415.37,1.0,465637536.25,18419412.0,12183669.0,703956223.92,,,67568.0,5.37,,2390.0,,20.14,96459.0,395120.0,,,5.37,67568.0,0.13,43959.0,408913.0,925.84,20.56,,,6.97,6.97,245778112.0,9393189730.84,,12409.91,6.94,16.12,0.129,24.18,0.1057
2010-10-20,27175428.0,1038595134.22,2.53,7.97,2.07,1364.14,1.0,437313782.74,18387912.0,11442562.0,702752351.56,,,15410.0,,,,,2.95,,54742.0,,,,15410.0,,7830.0,741107.0,916.03,38.7,,,6.96,6.96,245739264.0,9391705031.36,,12214.67,6.98,16.56,0.133,25.06,0.1029
2010-10-21,27287128.0,1045163002.66,2.54,8.21,2.08,1372.2,1.0,442283812.77,18435024.0,11547151.0,706106008.59,,,42231.0,7.39,,334616.0,,0.09,136218.0,2426.0,,,7.39,42231.0,16.72,7308.0,366245.0,920.83,19.33,,,6.98,6.98,245852512.0,9416745861.06,,12289.23,6.97,16.44,0.1317,24.91,0.1032
2010-10-22,26985152.0,1027499590.98,2.52,8.16,2.06,1355.5,1.0,442199863.74,18346660.0,11613465.0,698576226.13,,,57708.0,23.22,,,,7.27,463770.0,146238.0,,,23.22,57708.0,,166.0,397456.0,914.39,19.81,,,6.93,6.93,246438144.0,9383496974.95,,12307.28,6.92,18.21,0.1394,25.12,0.1019
2010-10-25,27629740.0,1055323263.03,2.58,8.41,2.11,1383.99,1.0,439495055.46,19013342.0,11506554.0,726218274.97,,,1072282.0,0.0,,,,20.14,2022.0,405600.0,,,0.0,1072282.0,,,108933.0,946.1,6.26,,,7.17,7.17,246135184.0,9401180956.69,,12236.47,7.18,18.24,0.1327,24.42,0.1042
2010-10-26,27517020.0,1047118997.45,2.56,8.51,2.1,1387.39,1.0,427959319.96,19060922.0,11246253.0,725334848.58,,,234439.0,13.59,,,,9.13,272815.0,186859.0,,,13.59,234439.0,,,533116.0,955.65,25.55,,,7.2,7.2,245851504.0,9355510894.36,,12285.48,7.22,16.41,0.1296,24.92,0.1039
2010-10-27,26938508.0,1021906618.0,2.51,8.4,2.05,1355.48,1.0,415108978.08,18866584.0,10942699.0,715699883.92,,,,2.95,,,,17.53,56469.0,349547.0,,,2.95,,,155210.0,360023.0,944.56,18.84,,,7.11,7.11,246300192.0,9343345823.69,,12263.32,7.15,16.75,0.1332,25.59,0.1016
2010-10-28,26596064.0,1012378942.7,2.48,8.35,2.03,1332.94,1.0,415251788.6,18414014.0,10909021.0,700929281.27,,,3072.0,,,6505.0,,9.78,,195372.0,,,,3072.0,0.33,729.0,40183.0,918.54,2.3,12.93,,6.99,6.99,245138064.0,9331178254.31,261000.0,12123.34,7.04,16.82,0.1343,25.74,0.1009
2010-10-29,26404148.0,1014780610.69,2.46,8.44,2.01,1322.03,1.0,402997006.99,18410016.0,10485806.0,707545165.98,,261000.0,144528.0,,13.1,,,19.96,,409526.0,,261000.0,,144528.0,,,423215.0,923.75,28.53,,,6.96,6.96,246213088.0,9462614275.6,,12266.45,7.0,17.15,0.1399,26.33,0.0998
2010-11-01,25532712.0,986373440.42,2.38,9.26,1.95,1284.83,1.0,397506219.69,17942388.0,10289624.0,693145913.41,,,342084.0,,,,,41.7,,809719.0,,,,342084.0,,7.0,196182.0,902.68,6.98,,,6.77,6.77,247055744.0,9544196644.13,,12417.13,6.78,17.79,0.1348,24.29,0.0964
2010-11-02,25480016.0,986094053.5,2.37,9.33,1.94,1283.09,1.0,397120646.96,17887798.0,10261334.0,692270022.04,,,304.0,,,,,2.68,,55493.0,,,,304.0,,599.0,28290.0,899.55,0.36,,,6.73,6.73,248040048.0,9599319575.09,,12461.66,6.73,17.87,0.1349,24.25,0.0958
2010-11-03,25739028.0,985472760.27,2.4,9.48,1.96,1294.1,1.0,385020905.57,17683764.0,10056152.0,677060055.3,,,32441.0,,,,,19.31,,383253.0,,,,32441.0,,146777.0,205182.0,888.27,10.09,,,6.62,6.62,249611216.0,9556889794.94,,12524.68,6.62,17.64,0.132,23.93,0.0963
2010-11-04,26041108.0,1012994335.29,2.43,9.71,1.99,1307.89,1.0,413086142.42,17422764.0,10619231.0,677742330.97,,,5351.0,38.24,,,,0.33,752809.0,5351.0,,,38.24,5351.0,,,189730.0,875.83,10.0,13.05,,6.57,6.57,247754976.0,9637623223.55,261000.0,12399.16,6.6,17.19,0.1285,23.63,0.0982
2010-11-05,26558328.0,1037385686.75,2.48,9.9,2.03,1353.18,1.0,423829355.49,17854984.0,10850544.0,697427369.63,,261000.0,82527.0,4.42,13.31,146313.0,,0.2,85000.0,5638.0,,261000.0,4.42,82527.0,7.35,94331.0,,910.35,,,,6.69,6.69,248881792.0,9721485807.16,,12700.11,6.69,17.04,0.1258,23.26,0.0996
2010-11-08,26201328.0,1024043057.06,2.44,9.79,2.0,1338.26,1.0,413623795.36,17765484.0,10583044.0,694339635.97,,,145291.0,,,,,14.5,,284433.0,,,,145291.0,,49643.0,267500.0,907.16,12.74,,,6.67,6.67,248739760.0,9721653201.83,,12709.34,6.66,17.21,0.127,23.38,0.0983
2010-11-09,26821878.0,1051583244.4,2.5,10.08,2.05,1370.96,1.0,438224551.78,17791640.0,11177437.0,697542152.5,,,253130.0,6.5,,500000.0,,11.58,126093.0,226973.0,,,6.5,253130.0,25.51,,31700.0,909.39,1.62,,,6.69,6.69,248198624.0,9730918703.02,,12697.96,6.68,16.8,0.1223,22.83,0.1008
2010-11-10,26847612.0,1037787207.03,2.5,10.19,2.05,1376.14,1.0,432162825.0,17814736.0,11180076.0,688623819.41,,,45239.0,0.16,,,,3.23,2639.0,63439.0,,,0.16,45239.0,,41296.0,,913.27,,,,6.69,6.69,248654496.0,9611672536.09,,12712.24,6.7,16.79,0.1227,22.98,0.1008
2010-11-11,26887652.0,1029656174.4,2.51,10.14,2.05,1355.63,1.0,427553946.71,17870036.0,11164816.0,684328735.89,,,9000.0,,,,,,,,,,,9000.0,,46300.0,15260.0,899.35,3.78,,,6.72,6.72,248031856.0,9498320343.45,,12500.43,6.71,16.75,0.1214,22.68,0.1011
2010-11-12,23725460.0,899111759.15,2.21,9.16,1.81,1182.22,1.0,302913234.86,17879488.0,7993173.0,677569914.7,,,22119.0,9.5,,,,35.95,191000.0,712694.0,,,9.5,22119.0,,700025.0,3362643.0,889.07,170.27,,,6.68,6.68,249664016.0,9461390953.98,,12437.25,6.67,11.54,0.1219,25.48,0.0887
2010-11-15,23830820.0,905112243.95,2.22,9.25,1.82,1182.26,1.0,303586647.47,17984848.0,7993173.0,683077885.29,,1144.0,443598.0,,0.06,,,31.02,,616482.0,,1144.0,,443598.0,,277100.0,,891.48,,,,6.74,6.74,248682576.0,9445148945.55,,12346.81,6.73,11.58,0.1225,25.63,0.0894
2010-11-16,23494368.0,875688890.28,2.19,9.16,1.79,1158.79,1.0,291322937.13,17939252.0,7816073.0,668636997.45,,,120756.0,0.61,,,,9.55,12100.0,191734.0,,,0.61,120756.0,,25382.0,189200.0,883.17,9.83,,,6.76,6.76,247468112.0,9223703160.59,,12232.46,6.73,11.84,0.1238,25.82,0.0885
2010-11-17,23518366.0,891623874.64,2.19,9.18,1.79,1153.12,1.0,297273078.07,17938148.0,7841173.0,680067697.88,,,,1.16,,,,0.18,25100.0,1102.0,,,1.16,,,,,879.34,,,,6.72,6.72,248830496.0,9433615029.69,,12190.5,6.73,11.62,0.125,26.18,0.0882
2010-11-18,23139836.0,891805721.53,2.16,9.2,1.77,1152.46,1.0,294545746.55,18171848.0,7642629.0,700340227.87,,,16240.0,34.67,,,,20.61,673756.0,423947.0,,,34.67,16240.0,,641407.0,872300.0,904.55,41.62,,,6.8,6.8,249170240.0,9602982737.97,,12367.9,6.82,11.73,0.1239,26.68,0.0866
2010-11-19,24032674.0,920325477.71,2.24,9.62,1.83,1207.16,1.0,300486342.73,18304884.0,7846670.0,700981135.59,,,670792.0,21.86,,,,27.43,408116.0,566914.0,,,21.86,670792.0,,29158.0,204075.0,917.51,9.69,,,6.95,6.95,245137840.0,9387494695.93,,12287.87,6.95,11.39,0.1161,25.42,0.0912
2010-11-22,23371908.0,883207317.32,2.18,9.33,1.78,1170.58,1.0,288608701.76,17853472.0,7637319.0,674669655.13,,,48586.0,,,,,25.08,,501649.0,,,,48586.0,,1649.0,209351.0,892.78,10.8,,,6.75,6.75,246519696.0,9315799093.98,,12293.12,6.77,11.77,0.1185,26.3,0.0884
2010-11-23,24143814.0,891943828.34,2.25,9.62,1.84,1186.65,1.0,308436396.81,17913704.0,8348991.0,661785156.46,,,48170.0,42.62,,,,1.69,885218.0,32164.0,,,42.62,48170.0,,44227.0,173546.0,877.62,9.79,,,6.63,6.63,252238560.0,9318437710.88,,12438.92,6.59,11.61,0.1149,25.06,0.0894
2010-11-24,25298888.0,939653512.03,2.36,10.12,1.93,1227.46,1.0,346655051.15,18418416.0,9333214.0,684098418.89,,,715850.0,1.29,,955323.0,,10.62,28900.0,211139.0,,,1.29,715850.0,46.01,,,892.2,,,,6.81,6.81,251928848.0,9357163319.0,,12209.86,6.81,10.86,0.1068,24.19,0.0936
2010-11-25,24053172.0,894029796.66,2.24,9.78,1.83,1169.73,1.0,339754354.06,17347692.0,9140825.0,644794522.37,,,216956.0,,,,,62.33,,1287680.0,,,,216956.0,,,192389.0,841.9,9.47,,,6.43,6.43,252464176.0,9383814156.91,,12253.09,6.43,11.43,0.0971,20.85,0.0891
2010-11-26,22530780.0,835545986.24,2.1,9.4,1.72,1095.0,1.0,309713380.02,16614599.0,8351526.0,616146511.9,,,48522.0,1.5,,,,38.1,30000.0,781614.0,,,1.5,48522.0,,,819299.0,805.84,39.62,,,6.15,6.15,253399392.0,9397226589.67,,12325.38,6.14,12.35,0.1034,22.19,0.0834
2010-11-29,24239724.0,872002190.62,2.26,10.31,1.85,1174.82,1.0,333696662.23,17364752.0,9276026.0,624681278.7,,,399930.0,44.89,,,,2.62,924500.0,53435.0,,,44.89,399930.0,,403659.0,,839.91,,,,6.34,6.34,256527600.0,9228348852.25,,12353.28,6.37,12.69,0.1024,20.8,0.0885
2010-11-30,24165546.0,862115476.55,2.25,9.91,1.84,1137.41,1.0,357836195.32,17588104.0,10030335.0,627462613.99,,,639896.0,34.65,,1500.0,,29.62,802400.0,607195.0,,,34.65,639896.0,0.07,190651.0,49591.0,825.36,2.55,,,6.44,6.44,255630272.0,9119711748.53,,12039.34,6.42,14.76,0.1072,20.6,0.0884
2010-12-01,26235376.0,960471615.12,2.45,10.43,2.0,1232.29,1.0,446094725.2,17503150.0,12185121.0,640786651.97,,,51452.0,102.66,,912.0,,8.25,2232777.0,175407.0,,,102.66,51452.0,0.04,39000.0,78903.0,822.3,3.81,,,6.59,6.59,248063840.0,9081565175.87,,11617.28,6.61,19.31,0.1198,21.29,0.0988
2010-12-02,27569652.0,1012697653.99,2.57,10.53,2.1,1316.52,1.0,466019295.99,19335652.0,12686896.0,710243619.28,,,487140.0,30.39,,,,1.43,509887.0,30000.0,,,30.39,487140.0,,1375361.0,8112.0,921.78,0.27,,,7.41,7.41,241611104.0,8874939669.13,,11498.32,7.42,18.24,0.1174,22.24,0.1057
2010-12-03,27562456.0,1011588930.01,2.57,10.18,2.1,1320.96,1.0,465616676.03,19270404.0,12686516.0,707256543.58,,,68354.0,,,,,6.39,,135100.0,,,,68354.0,,1500.0,380.0,920.86,0.0,,,7.38,7.38,241892320.0,8877858822.42,,11533.01,7.39,18.14,0.117,22.22,0.1055
2010-12-06,27565668.0,1009912260.79,2.57,10.04,2.1,1324.91,1.0,462882442.94,19325704.0,12634428.0,708028023.04,,,69398.0,0.31,,,,1.08,6600.0,22498.0,,,0.31,69398.0,,8400.0,58688.0,927.62,2.75,,,7.36,7.36,243132064.0,8907531369.25,,11678.96,7.36,18.15,0.1168,22.12,0.105
2010-12-07,27530068.0,1023683877.92,2.57,9.97,2.1,1324.78,1.0,469626480.26,19294804.0,12629728.0,717462077.55,,,491.0,,,,,1.6,,33491.0,,,,491.0,,2100.0,4700.0,927.67,0.23,,,7.36,7.36,242687088.0,9024128068.44,,11667.87,7.37,18.22,0.117,22.13,0.1051
2010-12-08,27379720.0,1030570453.67,2.55,9.87,2.09,1336.64,1.0,478341796.52,19040956.0,12708364.0,716700048.92,,,105615.0,14.53,,,,16.42,290000.0,359464.0,,,14.53,105615.0,,,211364.0,929.18,9.1,,,7.27,7.27,242715840.0,9135804651.87,,11852.93,7.27,17.91,0.1157,22.24,0.1046
2010-12-09,27160260.0,1026366369.93,2.53,9.85,2.07,1337.63,1.0,460339956.1,19348096.0,12181764.0,731150403.44,,,333018.0,,,,,2.38,,49048.0,,,,333018.0,,23170.0,526600.0,952.05,22.71,,,7.39,7.39,242530448.0,9165048328.39,,11924.61,7.39,18.09,0.1106,20.61,0.1037
2010-12-10,27284948.0,1030451315.98,2.54,9.86,2.08,1348.11,1.0,459852342.86,19478286.0,12176264.0,735622638.6,,,5769.0,,,,,0.46,,10069.0,,,,5769.0,,134490.0,5500.0,960.97,0.26,,,7.4,7.4,243589936.0,9199488674.52,,12003.81,7.41,18.32,0.1107,20.52,0.1037
2010-12-13,26439814.0,992256199.26,2.46,9.72,2.02,1302.17,1.0,434675897.38,19226972.0,11582442.0,721566428.57,,,37655.0,,,,,14.32,,288968.0,,,,37655.0,,,593822.0,944.37,29.31,,,7.34,7.34,242804512.0,9112177651.46,,11904.3,7.35,18.71,0.1156,21.12,0.1009
2010-12-14,26798058.0,1018631127.26,2.5,9.76,2.04,1320.47,1.0,439432138.3,19607116.0,11560542.0,745293508.71,,,189918.0,,,,,12.01,,243600.0,,,,189918.0,,433826.0,21900.0,965.39,1.09,,,7.48,7.48,242483968.0,9217149901.94,,11931.31,7.49,18.67,0.1144,20.88,0.1022
2010-12-15,26681106.0,1012142127.43,2.49,9.71,2.04,1326.3,1.0,428793991.16,19497256.0,11303450.0,739624293.19,,,6579.0,,,108.0,,13.89,,292806.0,,,,6579.0,0.01,176367.0,257200.0,969.43,11.81,,,7.43,7.43,242902624.0,9214459798.37,,12106.03,7.41,18.65,0.1152,21.05,0.1017
2010-12-16,26840432.0,1011299544.72,2.5,9.71,2.05,1331.44,1.0,435923222.82,19190396.0,11569636.0,723059850.07,,,226039.0,13.18,,,,27.2,268694.0,540900.0,,,13.18,226039.0,,8000.0,2508.0,949.9,0.13,,,7.27,7.27,244922256.0,9228233211.2,,12133.46,7.26,18.48,0.1138,20.87,0.1016
2010-12-17,27851848.0,1037888831.22,2.6,10.05,2.12,1370.67,1.0,430360463.26,20222684.0,11548765.0,753590851.88,,,898204.0,,,,,1.2,,18372.0,,,,898204.0,,152455.0,20871.0,993.39,1.53,,,7.63,7.63,244703968.0,9118803008.74,,12002.8,7.64,18.57,0.1139,20.87,0.1051
2010-12-20,27516048.0,1030433226.36,2.56,9.71,2.1,1344.26,1.0,431534953.29,19912208.0,11523441.0,745681237.85,,,,,,,,12.97,,265474.0,,,,,,,25324.0,971.66,3.8,2.21,,7.48,7.48,246133968.0,9217334508.35,45000.0,12005.38,7.49,18.81,0.1158,21.06,0.1034
2010-12-21,26886570.0,1013552749.54,2.51,9.36,2.05,1318.93,1.0,409624958.78,19646680.0,10866144.0,740627998.78,,,305069.0,,,,,32.43,,665165.0,,,,305069.0,,94568.0,657297.0,964.06,32.04,,,7.39,7.39,246251488.0,9283031369.94,,12071.87,7.4,19.33,0.1195,21.58,0.1011
2010-12-22,25961324.0,984240839.5,2.42,8.96,1.98,1277.5,1.0,379531284.76,19556692.0,10010898.0,741429634.02,,,207992.0,10.37,,30800.0,,14.51,200957.0,297982.0,,,10.37,207992.0,1.52,,1087003.0,965.01,54.08,,,7.39,7.39,245040320.0,9289922589.04,,12072.71,7.4,20.12,0.1278,22.15,0.0981
2010-12-23,25564620.0,968026282.79,2.38,8.92,1.95,1261.76,1.0,379071246.84,19159988.0,10010898.0,725509393.91,,,42622.0,,,,,21.54,,439325.0,,,,42622.0,,,,948.26,,,,7.29,7.29,243599712.0,9224112218.17,,12047.92,7.3,20.16,0.1282,22.19,0.0973
2010-12-24,25635314.0,963045925.89,2.39,9.04,1.96,1262.96,1.0,374755706.1,19265960.0,9975620.0,723767389.25,,114500.0,90.0,,5.66,,,1.93,,39000.0,,114500.0,,90.0,,30381.0,35278.0,951.25,1.76,,,7.34,7.34,243180704.0,9135608256.73,,11989.24,7.35,20.15,0.1284,22.16,0.0977
2010-12-27,25648680.0,957851230.31,2.39,9.36,1.96,1255.76,1.0,372540025.07,19279324.0,9975620.0,719987313.7,,,1569.0,,,,,,,,,,,1569.0,,19967.0,,945.82,,0.4,,7.32,7.32,243948352.0,9110263338.94,8170.0,11936.38,7.34,20.17,0.1285,22.18,0.0974
2010-12-28,24845004.0,926696189.97,2.32,9.21,1.9,1215.28,1.0,267266560.68,19212132.0,7165497.0,716595156.34,,,,,,,,3.43,,67194.0,,,,,,,2810123.0,940.34,135.76,,,7.41,7.41,239970224.0,8950672428.42,,11714.69,7.43,19.93,0.1239,20.84,0.0959
2010-12-29,23419136.0,881584074.2,2.18,8.88,1.79,1144.71,1.0,269536657.69,17791564.0,7160197.0,669741167.12,,,,,,,,71.73,,1470768.0,,,,,,50200.0,5300.0,870.29,0.26,,,6.79,6.79,244316864.0,9197002671.73,,11909.16,6.81,16.72,0.1228,22.18,0.0893
2010-12-30,23243960.0,866088574.21,2.17,8.89,1.77,1136.82,1.0,222774804.09,18797788.0,5978798.0,700420642.92,,,6224.0,,,,,,,,,,,6224.0,,1000000.0,1181399.0,919.63,57.3,,,7.16,7.16,243812688.0,9084656113.82,,11905.61,7.17,16.3,0.1222,22.14,0.0885
2010-12-31,23241124.0,851742690.4,2.17,9.0,1.77,1129.4,1.0,219007600.64,18797788.0,5975963.0,688902934.5,,,2100.0,0.14,,,,0.13,3100.0,2100.0,,,0.14,2100.0,,,5935.0,912.65,0.29,,,7.15,7.15,244257536.0,8951570968.09,,11812.33,7.17,16.24,0.1228,22.38,0.0884
2011-01-03,23159568.0,876070034.04,2.16,9.17,1.77,1120.51,1.0,301174172.79,18804068.0,7961765.0,711312080.3,,,7000.0,94.01,,,,0.03,1985802.0,720.0,,,94.01,7000.0,,,,911.47,,,,7.11,7.11,245536400.0,9288043814.43,,11887.06,7.12,15.86,0.1227,22.52,0.0876
2011-01-04,23162868.0,881516963.8,2.16,9.15,1.77,1146.81,1.0,303269937.39,18800368.0,7968765.0,715491851.77,,,501.0,0.37,,,,56.8,7000.0,1206700.0,,,0.37,501.0,,1202500.0,,931.3,,,,7.11,7.11,245601888.0,9346952657.74,,12173.01,7.11,15.91,0.1219,22.26,0.0876
2011-01-05,23155264.0,883887751.66,2.16,9.14,1.77,1153.35,1.0,304215960.98,18791964.0,7969565.0,717330919.19,,,,0.36,,,,0.0,5000.0,8404.0,,,0.36,,,,4200.0,936.67,0.2,,,7.06,7.06,247275248.0,9439044313.93,,12350.11,7.05,15.9,0.1218,22.2,0.087
2011-01-06,23051064.0,887678274.33,2.15,9.05,1.76,1153.12,1.0,302503903.83,18801964.0,7855365.0,724048788.27,,,52155.0,,,,,6.35,,126400.0,,,,52155.0,,84245.0,114200.0,941.71,5.73,,,7.08,7.08,246693200.0,9499960351.77,,12371.29,7.07,15.96,0.1227,22.38,0.0868
2011-01-07,22631564.0,862336955.3,2.11,8.7,1.73,1139.06,1.0,282354493.91,18382464.0,7410240.0,700432282.84,,114500.0,22931.0,,5.68,,,28.51,,566594.0,,114500.0,,22931.0,,9662.0,445125.0,926.28,22.42,,,6.92,6.92,247439232.0,9428247819.98,,12453.99,6.92,16.27,0.1277,22.99,0.0851
2011-01-10,22961708.0,860056135.3,2.14,8.74,1.75,1136.0,1.0,284174595.86,18535980.0,7586870.0,694285604.66,,,,8.61,,,,0.39,206630.0,7662.0,,,8.61,,,275678.0,30000.0,916.8,2.0,5.68,,6.99,6.99,246709776.0,9240787161.23,114500.0,12237.53,6.97,16.13,0.1228,22.22,0.0866
