,ITP FP Equity_DX_SI_QTY,ITP FP Equity_DX_SHORT_INTEREST_VALUE,ITP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ITP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ITP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ITP FP Equity_DX_SI_MV,ITP FP Equity_DX_DSS,ITP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ITP FP Equity_DX_SUPPLY_SI_QTY,ITP FP Equity_DX_BROKER_SI_QTY,ITP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ITP FP Equity_DX_BROKER_SI_MV_NEW_x,ITP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ITP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ITP FP Equity_DX_BROKER_SI_MV_INC_x,ITP FP Equity_DX_SUPPLY_SI_MV_NEW,ITP FP Equity_DX_BROKER_SI_QTY_ADD,ITP FP Equity_DX_BROKER_SI_QTY_NEW,ITP FP Equity_DX_SUPPLY_SI_MV_DEC,ITP FP Equity_DX_BROKER_SI_QTY_INC,ITP FP Equity_DX_SUPPLY_SI_QTY_DEC,ITP FP Equity_DX_BROKER_SI_MV_NEW_y,ITP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ITP FP Equity_DX_BROKER_SI_MV_INC_y,ITP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ITP FP Equity_DX_BROKER_SI_MV_ADD,ITP FP Equity_DX_SUPPLY_SI_QTY_ADD,ITP FP Equity_DX_BROKER_SI_QTY_DEC,ITP FP Equity_DX_SUPPLY_SI_MV,ITP FP Equity_DX_BROKER_SI_MV_DEC,ITP FP Equity_DX_SUPPLY_SI_MV_RMV,ITP FP Equity_DX_BROKER_SI_MV_RMV,ITP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ITP FP Equity_DX_UTILIZATION_QUANTITY,ITP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ITP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ITP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ITP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ITP FP Equity_DX_ACTIVE_UTILIZATION_MV,ITP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ITP FP Equity_DX_BROKER_SI_CON_RATIO,ITP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ITP FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-27,502.0,13984.79,0.02,0.07,0.0,0.02,0.0,13984.79,501.0,502.0,13956.93,,,,,,,,0.0,,3.0,,,,,,,,0.02,,,,0.39,0.39,127541.0,3553054.81,,4.39,0.39,,1.0,100.0,0.0039
2006-09-28,502.0,13968.62,0.02,0.07,0.0,0.02,0.0,13968.62,502.0,502.0,13968.62,,,0.0,,,,,,,,,,,0.0,,,,0.02,,,,0.39,0.39,127540.0,3548919.41,,4.37,0.4,,1.0,100.0,0.0039
2006-09-29,502.0,14025.2,0.02,0.07,0.0,0.02,0.0,14025.2,503.0,502.0,14053.14,,,1.0,,,,,,,,,,,1.0,,,,0.02,,,,0.39,0.39,127539.0,3563267.88,,4.37,0.4,,1.0,100.0,0.0039
2006-10-02,502.0,13883.74,0.02,0.07,0.0,0.02,0.0,13883.74,499.0,502.0,13800.77,,,,,,,,0.0,,4.0,,,,,,,,0.02,,,,0.39,0.39,127543.0,3527437.77,,4.37,0.39,,1.0,100.0,0.0039
2006-10-03,502.0,13916.07,0.02,0.07,0.0,0.02,0.0,13916.07,502.0,502.0,13916.07,,,3.0,,,,,,,,,,,3.0,,,,0.02,,,,0.39,0.39,127540.0,3535569.89,,4.38,0.39,,1.0,100.0,0.0039
2006-10-04,502.0,13843.32,0.02,0.07,0.0,0.02,0.0,13843.32,502.0,502.0,13843.32,,,0.0,,,,,,,,,,,0.0,,,,0.02,,,,0.48,0.48,103984.0,2867497.75,,3.58,0.48,,1.0,100.0,0.0048
2006-10-05,1139.0,32619.97,0.04,0.15,0.01,0.04,0.0,14376.84,1140.0,502.0,32648.61,,,638.0,,,,,,,,,,,638.0,,,,0.04,,,,1.09,1.09,103346.0,2959739.77,,3.58,1.08,44.06,0.5071,55.94,0.0109
2006-10-06,1136.0,32204.78,0.04,0.13,0.01,0.04,0.0,32204.78,2009.0,1136.0,56953.7,,,869.0,,,634.0,,,,,,,,869.0,0.02,,,0.07,,,,1.92,1.92,102477.0,2905149.05,,3.55,1.97,44.19,0.5068,55.81,0.0109
2006-10-09,2005.0,58373.91,0.07,0.22,0.02,0.07,0.0,58373.91,2005.0,2005.0,58373.91,,,,0.03,,,,0.0,869.0,4.0,,,0.03,,,,,0.07,,,,1.92,1.92,102481.0,2983649.25,,3.56,1.94,25.04,0.6246,74.96,0.0192
2006-10-10,2005.0,58519.2,0.07,0.19,0.02,0.07,0.0,58519.2,2007.0,2005.0,58577.57,,,2.0,,,,,,,,,,,2.0,,,,0.07,,,,1.92,1.92,102479.0,2991016.99,,3.56,2.0,25.04,0.6246,74.96,0.0192
2006-10-11,2005.0,58438.48,0.07,0.17,0.02,0.07,0.0,58438.48,2005.0,2005.0,58438.48,,,,,,,,0.0,,2.0,,,,,,,,0.07,,,,1.92,1.92,102481.0,2986949.75,,3.72,1.92,25.04,0.6246,74.96,0.0192
2006-10-12,2005.0,58906.64,0.07,0.17,0.02,0.07,0.0,58906.64,2003.0,2005.0,58847.88,,,,,,,,0.0,,2.0,,,,,,,,0.07,,,,1.78,1.78,110483.0,3245976.06,,4.01,1.78,25.04,0.6246,74.96,0.0178
2006-10-13,2005.0,57469.89,0.07,0.19,0.02,0.07,0.0,57469.89,2007.0,2005.0,57527.22,,,3.0,,,,,,,,,,,3.0,,,,0.07,,,,1.78,1.78,110479.0,3166691.26,,4.0,1.8,25.04,0.6246,74.96,0.0178
2006-10-16,2005.0,59245.65,0.07,0.18,0.02,0.07,0.0,59245.65,2004.0,2005.0,59216.1,,,,,,,,0.0,,2.0,,,,,,,,0.07,,,,1.78,1.78,110482.0,3264627.11,,4.02,1.74,25.04,0.6246,74.96,0.0178
2006-10-17,2005.0,58599.92,0.07,0.18,0.02,0.07,0.0,58599.92,2005.0,2005.0,58599.92,,,0.0,,,,,,,,,,,0.0,,,,0.07,,,,1.78,1.78,110481.0,3229016.11,,4.03,1.79,25.04,0.6246,74.96,0.0178
2006-10-18,2005.0,58277.05,0.07,0.18,0.02,0.07,0.0,58277.05,1989.0,2005.0,57812.0,,,,,,,,0.0,,15.0,,,,,,,,0.07,,,,1.77,1.77,110469.0,3210876.6,,4.01,1.78,24.84,0.6266,75.16,0.0178
2006-10-19,2005.0,58260.91,0.07,0.18,0.02,0.07,0.0,58260.91,2001.0,2005.0,58144.68,,,12.0,,,,,,,,,,,12.0,,,,0.07,,,,1.78,1.78,110485.0,3210452.09,,4.0,1.77,25.04,0.6246,74.96,0.0178
2006-10-20,2639.0,76896.04,0.09,0.24,0.02,0.1,0.0,58422.34,2005.0,2005.0,58422.34,,,4.0,,,,,,,,,,,4.0,,,,0.07,,,,1.78,1.78,110481.0,3219231.22,,4.02,1.77,19.02,0.6919,80.98,0.0235
2006-10-23,2639.0,76704.81,0.09,0.24,0.02,0.1,0.0,58277.05,2007.0,2005.0,58335.18,,,2.0,,,,,,,,,,,2.0,,,,0.07,,,,1.78,1.78,110479.0,3211167.26,,4.01,1.78,19.02,0.6919,80.98,0.0235
2006-10-24,2005.0,58115.62,0.07,0.18,0.02,0.07,0.0,58115.62,2005.0,2005.0,58115.62,,,,,,,,0.0,,3.0,,,,,,,,0.07,,,,1.78,1.78,110481.0,3202330.03,,4.01,1.77,25.04,0.6246,74.96,0.0178
2006-10-25,1503.0,43915.92,0.05,0.13,0.01,0.05,0.0,43915.92,1503.0,1503.0,43915.92,,,,,,,,0.02,,502.0,,,,,,,502.0,0.05,0.02,,,1.34,1.34,110983.0,3242794.44,,4.01,1.33,,1.0,100.0,0.0134
2006-10-26,1503.0,43383.45,0.05,0.13,0.01,0.05,0.0,43383.45,1503.0,1503.0,43383.45,,,,,,,,0.0,,0.0,,,,,,,,0.05,,,,1.34,1.34,110983.0,3203477.01,,4.02,1.34,,1.0,100.0,0.0134
2006-10-27,1503.0,43564.98,0.05,0.15,0.01,0.05,0.0,43564.98,1503.0,1503.0,43564.98,,,0.0,,,,,,,,,,,0.0,,,,0.05,,,,1.34,1.34,110983.0,3216880.67,,3.99,1.33,,1.0,100.0,0.0134
2006-10-30,1503.0,43782.8,0.05,0.14,0.01,0.05,0.0,43782.8,1503.0,1503.0,43782.8,,,0.0,,,,,,,,,,,0.0,,,,0.05,,,,1.34,1.34,110983.0,3232965.08,,4.0,1.34,,1.0,100.0,0.0134
2006-10-31,1503.0,43564.98,0.05,0.14,0.01,0.05,0.0,43564.98,1503.0,1503.0,43564.98,,,,,,,,0.0,,0.0,,,,,,,,0.05,,,,1.34,1.34,110983.0,3216880.67,,4.01,1.34,,1.0,100.0,0.0134
2006-11-01,1503.0,43685.99,0.05,0.14,0.01,0.05,0.0,43685.99,1503.0,1503.0,43685.99,,,,,,,,,,,,,,,,,,0.05,,,,1.34,1.34,110983.0,3225816.45,,4.03,1.33,,1.0,100.0,0.0134
2006-11-02,1503.0,43504.47,0.05,0.16,0.01,0.05,0.0,43504.47,1503.0,1503.0,43504.47,,,0.0,,,,,,,,,,,0.0,,,,0.05,,,,1.34,1.34,110983.0,3212412.78,,4.0,1.34,,1.0,100.0,0.0134
2006-11-03,1503.0,43383.45,0.05,0.16,0.01,0.05,0.0,43383.45,1503.0,1503.0,43383.45,,,,,,,,,,,,,,,,,,0.05,,,,1.34,1.34,110983.0,3203477.01,,3.99,1.33,,1.0,100.0,0.0134
2006-11-06,1503.0,43080.92,0.05,0.15,0.01,0.05,0.0,43080.92,1503.0,1503.0,43080.92,,,,,,,,0.0,,0.0,,,,,,,,0.05,,,,1.34,1.34,110983.0,3181137.56,,3.97,1.34,,1.0,100.0,0.0134
2006-11-07,1503.0,43080.92,0.05,0.15,0.01,0.05,0.0,43080.92,1503.0,1503.0,43080.92,,,,,,,,,,,,,,,,,,0.05,,,,1.34,1.34,110983.0,3181137.56,,3.97,1.33,,1.0,100.0,0.0134
2006-11-08,1503.0,43177.73,0.05,0.15,0.01,0.05,0.0,43177.73,1503.0,1503.0,43177.73,,,,,,,,0.0,,0.0,,,,,,,,0.05,,,,1.34,1.34,110983.0,3188286.18,,3.96,1.33,,1.0,100.0,0.0134
2006-11-09,1503.0,43201.93,0.05,0.15,0.01,0.05,0.0,43201.93,1503.0,1503.0,43201.93,,,0.0,,,,,,,,,,,0.0,,,,0.05,,,,1.34,1.34,110983.0,3190073.34,,3.95,1.34,,1.0,100.0,0.0134
2006-11-10,1503.0,43020.41,0.05,0.15,0.01,0.05,0.0,43020.41,1503.0,1503.0,43020.41,,,,,,,,,,,,,,,,,,0.05,,,,1.34,1.34,110983.0,3176669.67,,3.97,1.33,,1.0,100.0,0.0134
2006-11-13,1503.0,43383.45,0.05,0.15,0.01,0.05,0.0,43383.45,1503.0,1503.0,43383.45,,,,,,,,,,,,,,,,,,0.05,,,,1.34,1.34,110983.0,3203477.01,,3.95,1.33,,1.0,100.0,0.0134
2006-11-14,1503.0,43298.74,0.05,0.14,0.01,0.05,0.0,43298.74,1503.0,1503.0,43298.74,,,0.0,,,,,,,,,,,0.0,,,,0.05,,,,1.34,1.34,110983.0,3197221.96,,3.97,1.34,,1.0,100.0,0.0134
2006-11-15,1503.0,43080.92,0.05,0.14,0.01,0.05,0.0,43080.92,1503.0,1503.0,43080.92,,,,,,,,0.0,,0.0,,,,,,,,0.05,,,,1.34,1.34,110983.0,3181137.56,,3.95,1.34,,1.0,100.0,0.0134
2006-11-16,1874.0,52507.92,0.07,0.18,0.02,0.07,0.0,42112.81,1874.0,1503.0,52507.92,,,371.0,,,,,,,,,,,371.0,,,,0.07,,,,1.67,1.67,110612.0,3099256.21,,3.93,1.67,,1.0,100.0,0.0167
2006-11-17,1870.0,52576.52,0.07,0.18,0.02,0.07,0.0,42258.03,1870.0,1503.0,52576.52,,,,,,,,0.0,,4.0,,,,,,,,0.07,,,,1.66,1.66,110616.0,3110055.76,,3.87,1.65,,1.0,100.0,0.0166
2006-11-20,1871.0,52393.73,0.07,0.18,0.02,0.07,0.0,42088.61,1871.0,1503.0,52393.73,,,1.0,,,,,,,,,,,1.0,,,,0.07,,,,1.66,1.66,110615.0,3097559.04,,3.88,1.66,,1.0,100.0,0.0166
2006-11-21,1870.0,51492.47,0.07,0.21,0.02,0.07,0.0,41386.73,1870.0,1503.0,51492.47,,,,,,,,0.0,,1.0,,,,,,,,0.07,,,,1.66,1.66,110616.0,3045930.9,,3.78,1.69,,1.0,100.0,0.0166
2006-11-22,1862.0,50747.46,0.07,0.23,0.02,0.06,0.0,40963.18,1836.0,1503.0,50038.85,,,,,,,,0.0,,34.0,,,,,,,,0.06,,,,1.45,1.45,124805.0,3401470.03,,4.27,1.48,,1.0,100.0,0.0147
2006-11-23,1867.0,50237.35,0.07,0.25,0.02,0.06,0.0,40442.82,1852.0,1503.0,49833.73,,,16.0,,,,,,,,,,,16.0,,,,0.06,,,,1.46,1.46,124814.0,3358502.98,,4.24,1.47,,1.0,100.0,0.0147
2006-11-24,1860.0,49345.14,0.07,0.22,0.02,0.06,0.0,39874.05,1830.0,1503.0,48549.25,,,,,,,,0.0,,22.0,,,,,,,,0.06,,,,1.44,1.44,124802.0,3310952.54,,4.19,1.47,,1.0,100.0,0.0147
2006-11-27,1870.0,49384.59,0.07,0.22,0.02,0.06,0.0,39692.53,1870.0,1503.0,49384.59,,,40.0,,,,,,,,,,,40.0,,,,0.06,,,,1.48,1.48,124832.0,3296672.18,,4.13,1.47,,1.0,100.0,0.0148
2006-11-28,1867.0,47381.25,0.07,0.23,0.02,0.06,0.0,38143.56,1857.0,1503.0,47127.47,,,,,,,,0.0,,13.0,,,,,,,,0.06,,,,1.47,1.47,124822.0,3167767.78,,4.11,1.47,,1.0,100.0,0.0147
2006-11-29,1872.0,48985.24,0.07,0.22,0.02,0.06,0.0,39329.49,1872.0,1503.0,48985.24,,,15.0,,,,,,,,,,,15.0,,,,0.06,,,,1.45,1.45,127314.0,3331466.99,,4.08,1.43,,1.0,100.0,0.0145
2006-11-30,1879.0,49395.34,0.07,0.21,0.02,0.06,0.0,39511.01,1920.0,1503.0,50473.15,,,48.0,,,,,,,,,,,48.0,,,,0.06,,,,1.49,1.49,127364.0,3348157.4,,4.17,1.44,,1.0,100.0,0.0145
2006-12-01,1503.0,38845.44,0.05,0.17,0.01,0.05,0.0,38845.44,1503.0,1503.0,38845.44,,,,,,,,0.01,,417.0,,,,,,,,0.05,,,,1.16,1.16,127683.0,3300001.23,,4.17,1.16,,1.0,100.0,0.0116
2006-12-04,1503.0,38688.12,0.05,0.16,0.01,0.05,0.0,38688.12,1503.0,1503.0,38688.12,,,,,,,,,,,,,,,,,,0.05,,,,1.16,1.16,127683.0,3286636.74,,4.13,1.17,,1.0,100.0,0.0116
2006-12-05,1503.0,38639.71,0.05,0.16,0.01,0.05,0.0,38639.71,1503.0,1503.0,38639.71,,,,,,,,0.0,,0.0,,,,,,,,0.05,,,,1.16,1.16,127683.0,3282524.59,,4.09,1.16,,1.0,100.0,0.0116
2006-12-06,11628.0,296783.86,0.41,1.22,0.11,0.37,0.0,295150.37,1565.0,11564.0,39943.82,,,62.0,,,10061.0,,,,,,,,62.0,0.32,,,0.05,,,,1.18,1.18,131108.0,3346296.7,,4.19,1.18,12.98,0.765,86.49,0.0876
2006-12-07,11628.0,312699.71,0.41,1.19,0.11,0.37,0.0,310978.63,1557.0,11564.0,41870.78,,,,,,,,0.0,,8.0,,,,,,,,0.05,,,,1.17,1.17,131098.0,3525482.18,,4.23,1.16,12.92,0.7655,86.53,0.0877
2006-12-08,11631.0,311375.69,0.41,1.1,0.11,0.37,0.0,309582.02,1627.0,11564.0,43556.72,,,70.0,,,,,,,,,,,70.0,,,,0.05,,,,1.23,1.23,131186.0,3512005.04,,4.35,1.19,13.5,0.7571,85.96,0.0876
2006-12-11,11630.0,317622.71,0.41,1.08,0.11,0.37,0.0,315820.21,1621.0,11564.0,44270.54,,,,,,,,0.0,,7.0,,,,,,,,0.05,,,,1.22,1.22,131178.0,3582554.78,,4.37,1.18,13.44,0.7577,86.0,0.0876
2006-12-12,11631.0,325984.59,0.41,1.04,0.11,0.38,0.0,324106.77,1649.0,11564.0,46216.88,,,28.0,,,,,,,,,,,28.0,,,,0.05,,,,1.24,1.24,131213.0,3677535.55,,4.44,1.18,13.68,0.7541,85.76,0.0875
2006-12-13,11633.0,327820.24,0.41,0.99,0.11,0.38,0.0,325875.81,1686.0,11564.0,47511.81,,,37.0,,,,,,,,,,,37.0,,,,0.05,,,,1.27,1.27,131260.0,3698932.75,,4.54,1.19,13.98,0.7497,85.45,0.0875
2006-12-14,11633.0,326415.3,0.41,0.97,0.11,0.38,0.0,324479.2,1695.0,11564.0,47560.73,,,9.0,,,,,,,,,,,9.0,,,,0.05,,,,1.27,1.27,131271.0,3683388.83,,4.56,1.19,14.01,0.7494,85.42,0.0875
2006-12-15,11633.0,320327.21,0.41,0.97,0.11,0.38,0.0,318427.22,1688.0,11564.0,46480.9,,,,,,,,0.0,,7.0,,,,,,,,0.05,,,,1.27,1.27,131262.0,3614440.78,,4.53,1.19,14.0,0.7497,85.44,0.0875
2006-12-18,1628.0,44487.93,0.06,0.13,0.02,0.06,0.0,42739.02,1568.0,1564.0,42848.33,,,,,,,,0.0,,120.0,,,,,,,10000.0,0.05,0.32,,,1.17,1.17,131991.0,3606883.77,,4.48,1.18,3.87,0.9256,96.13,0.0122
2006-12-19,2982.0,81824.47,0.11,0.24,0.03,0.1,0.0,70354.78,1921.0,2564.0,52711.2,,,353.0,,,1000.0,,,,,,,,353.0,0.03,,,0.07,,,,1.45,1.45,130756.0,3587874.17,,4.43,1.45,39.0,0.4962,58.61,0.0225
2006-12-20,3235.0,90485.73,0.11,0.26,0.03,0.11,0.0,71717.28,2172.0,2564.0,60752.71,,,251.0,,,,,,,,,,,251.0,,,,0.07,,,,1.67,1.67,128109.0,3583318.78,,4.38,1.66,38.79,0.4966,58.79,0.0248
2006-12-21,3244.0,92200.13,0.11,0.26,0.03,0.11,0.0,72873.35,2196.0,2564.0,62414.15,,,24.0,,,,,,,,,,,24.0,,,,0.08,,,,1.69,1.69,128121.0,3641422.04,,4.45,1.67,38.43,0.4979,59.13,0.0249
2006-12-22,3250.0,92894.01,0.11,0.26,0.03,0.11,0.0,73286.23,2212.0,2564.0,63225.09,,,16.0,,,,,,,,,,,16.0,,,,0.08,,,,1.7,1.7,128127.0,3662224.82,,4.51,1.68,38.07,0.4996,59.51,0.0249
2006-12-25,1061.0,30326.32,0.04,0.08,0.01,0.11,0.0,30326.32,0.0,1061.0,0.0,,,,,,,,0.0,,2212.0,,,,,,,,0.08,,,0.05,0.0,0.0,109160.0,3120095.38,,3.91,1.94,38.03,0.4998,59.55,0.0097
2006-12-26,3251.0,92922.59,0.11,0.25,0.03,0.11,0.0,73286.23,2217.0,2564.0,63368.01,0.05,,2217.0,,,,1503.0,,,,0.05,,,2217.0,,,,0.08,,,,1.7,1.7,128131.0,3662339.15,,4.53,1.68,37.94,0.5002,59.64,0.0249
2006-12-27,3249.0,91688.26,0.11,0.25,0.03,0.11,0.0,72357.25,2214.0,2564.0,62480.09,,,,,,,,0.0,,2.0,,,,,,,,0.08,,,,1.68,1.68,129608.0,3657596.74,,4.57,1.66,37.95,0.5005,59.66,0.0246
2006-12-28,3245.0,92620.46,0.11,0.26,0.03,0.11,0.0,73183.01,2203.0,2564.0,62879.16,,,,,,,,0.0,,12.0,,,,,,,,0.08,,,,1.66,1.66,130681.0,3729964.34,,4.6,1.63,38.23,0.4988,59.34,0.0244
2006-12-29,3247.0,92625.26,0.11,0.26,0.03,0.11,0.0,73141.72,2211.0,2564.0,63071.9,,,9.0,,,,,,,,,,,9.0,,,,0.08,,,,1.66,1.66,130692.0,3728173.78,,4.58,1.66,37.97,0.5001,59.61,0.0244
2007-01-01,1061.0,30266.52,0.04,0.08,0.01,0.11,0.0,30266.52,0.0,1061.0,0.0,,,,,,,,0.0,,2211.0,,,,,,,,0.08,,,0.05,0.0,0.0,128405.0,3662933.87,,4.58,1.66,37.99,0.5,59.6,0.0083
2007-01-02,3246.0,92596.73,0.11,0.26,0.03,0.11,0.0,73141.72,2210.0,2564.0,63043.37,0.05,,2210.0,,,,1503.0,,,,0.05,,,2210.0,,,,0.08,,,,1.66,1.66,131053.0,3738471.81,,4.63,1.64,37.98,0.5,59.6,0.0244
2007-01-03,5249.0,148171.43,0.19,0.46,0.05,0.18,0.0,128834.9,2202.0,4564.0,62159.17,,,,0.07,,,,0.0,2000.0,8.0,,,0.07,,,,,0.08,,,,1.65,1.65,131315.0,3706826.34,,4.64,1.64,33.24,0.5387,65.42,0.0393
2007-01-04,5246.0,148889.27,0.19,0.46,0.05,0.18,0.0,129533.1,2194.0,4564.0,62268.98,,,,,,,,0.0,,9.0,,,,,,,,0.08,,,,1.64,1.64,131308.0,3726716.01,,4.67,1.61,32.77,0.5415,65.88,0.0393
2007-01-05,5246.0,147495.41,0.19,0.47,0.05,0.18,0.0,128320.45,2194.0,4564.0,61686.03,,,1.0,,,,,,,,,,,1.0,,,,0.08,,,,1.64,1.64,131309.0,3691855.72,,4.62,1.64,33.13,0.5395,65.54,0.0393
2007-01-08,5237.0,145893.07,0.19,0.48,0.05,0.18,0.0,127144.54,2176.0,4564.0,60619.31,,,,,,,,0.0,,18.0,,,,,,,,0.08,,,,1.63,1.63,131300.0,3657773.55,,4.6,1.62,32.93,0.5409,65.75,0.0392
2007-01-09,5235.0,143308.38,0.19,0.48,0.05,0.18,0.0,124939.72,2165.0,4564.0,59266.98,,,,,,,,0.0,,11.0,,,,,,,,0.08,,,,1.62,1.62,131284.0,3593905.95,,4.56,1.63,32.73,0.5424,65.96,0.0392
2007-01-10,5229.0,145207.09,0.18,0.52,0.05,0.18,0.0,126740.33,2141.0,4564.0,59454.65,,,,,,,,0.0,,24.0,,,,,,,,0.07,,,,1.6,1.6,131256.0,3644922.93,,4.51,1.62,32.34,0.5447,66.33,0.0392
2007-01-11,5235.0,145373.71,0.19,0.53,0.05,0.18,0.0,126740.33,2161.0,4564.0,60010.04,,,20.0,,,,,,,,,,,20.0,,,,0.08,,,,1.62,1.62,131278.0,3645533.86,,4.57,1.62,32.66,0.5427,66.02,0.0392
2007-01-12,5231.0,144041.23,0.18,0.54,0.05,0.18,0.0,125674.66,2157.0,4564.0,59395.32,,,,,,,,0.0,,3.0,,,,,,,,0.08,,,,1.62,1.62,131282.0,3614991.51,,4.56,1.62,32.66,0.5428,66.03,0.0392
2007-01-15,8230.0,224965.34,0.29,0.86,0.08,0.28,0.0,206760.36,2154.0,7564.0,58879.14,,,,0.1,,,,0.0,3000.0,3.0,,,0.1,,,,,0.07,,,,1.61,1.61,131277.0,3588429.46,,4.51,1.62,19.84,0.6694,79.37,0.0617
2007-01-16,8229.0,220631.38,0.29,0.88,0.08,0.28,0.0,202801.77,2147.0,7564.0,57564.17,,,,,,,,0.0,,7.0,,,,,,,,0.07,,,,1.61,1.61,131267.0,3519457.98,,4.48,1.62,19.59,0.6725,79.63,0.0617
2007-01-17,7817.0,207696.91,0.28,0.8,0.07,0.27,0.0,190346.77,2112.0,7164.0,56115.63,,,,,,,,0.0,,35.0,,,,,,,400.0,0.07,0.01,,,1.58,1.58,131234.0,3486874.34,,4.39,1.62,20.36,0.6626,78.81,0.0586
2007-01-18,7412.0,199919.98,0.26,0.79,0.07,0.25,0.0,182441.82,2096.0,6764.0,56534.31,,,,,,,,0.0,,15.0,,,,,,,400.0,0.07,0.01,,,1.57,1.57,131218.0,3539274.21,,4.37,1.62,21.41,0.6498,77.71,0.0556
2007-01-19,7421.0,201835.74,0.26,0.8,0.07,0.26,0.0,183966.71,2122.0,6764.0,57713.98,,,26.0,,,,,,,,,,,26.0,,,,0.07,,,,1.59,1.59,131242.0,3569508.96,,4.43,1.62,21.66,0.647,77.46,0.0556
2007-01-22,7425.0,207265.15,0.26,0.8,0.07,0.26,0.0,188813.67,2136.0,6764.0,59625.37,,,13.0,,,,,,,,,,,13.0,,,,0.07,,,,1.6,1.6,131256.0,3663945.44,,4.46,1.62,21.8,0.645,77.29,0.0557
2007-01-23,7435.0,213111.54,0.26,0.71,0.07,0.26,0.0,193878.47,2175.0,6764.0,62342.65,,,39.0,,,,,,,,,,,39.0,,,,0.08,,,,1.63,1.63,131305.0,3763632.87,,4.55,1.63,22.24,0.6399,76.83,0.0557
2007-01-24,7455.0,212784.45,0.26,0.79,0.07,0.26,0.0,193061.57,2226.0,6764.0,63535.64,,,51.0,,,,,,,,,,,51.0,,,,0.08,,,,1.67,1.67,131345.0,3748916.57,,4.63,1.65,22.7,0.635,76.38,0.0558
2007-01-25,7291.0,209277.54,0.26,0.78,0.07,0.25,0.0,189558.21,2217.0,6604.0,63635.76,,,,,,,,0.0,,9.0,,,,,,,160.0,0.08,0.01,,,1.66,1.66,131338.0,3769866.09,,4.64,1.64,23.16,0.6297,75.89,0.0546
2007-01-26,7294.0,208482.74,0.26,0.81,0.07,0.25,0.0,188760.63,2226.0,6604.0,63625.25,,,9.0,,,,,,,,,,,9.0,,,,0.08,,,,1.67,1.67,131348.0,3754289.93,,4.64,1.65,23.26,0.6287,75.8,0.0546
2007-01-29,7289.0,207752.95,0.26,0.76,0.07,0.25,0.0,188228.91,2217.0,6604.0,63189.5,,,,,,,,0.0,,9.0,,,,,,,,0.08,,,,1.66,1.66,131343.0,3743571.95,,4.63,1.64,23.19,0.6295,75.87,0.0546
2007-01-30,7289.0,208222.45,0.26,0.77,0.07,0.25,0.0,188654.28,2213.0,6604.0,63218.04,,,,,,,,0.0,,4.0,,,,,,,,0.08,,,,1.66,1.66,131337.0,3751860.6,,4.62,1.64,23.14,0.63,75.92,0.0546
2007-01-31,7287.0,209456.08,0.25,0.78,0.07,0.25,0.0,189824.07,2214.0,6604.0,63638.78,,,1.0,,,,,,,,,,,1.0,,,,0.08,,,,1.66,1.66,131344.0,3775325.88,,4.65,1.63,23.18,0.6295,75.88,0.0546
2007-02-01,7294.0,209950.93,0.25,0.79,0.07,0.25,0.0,190089.93,2228.0,6604.0,64130.88,,,14.0,,,,,,,,,,,14.0,,,,0.08,,,,1.67,1.67,131351.0,3780814.94,,4.69,1.63,23.29,0.6284,75.77,0.0546
2007-02-02,7297.0,209332.26,0.25,0.78,0.07,0.25,0.0,189451.86,2233.0,6604.0,64059.06,,,5.0,,,,,,,,,,,5.0,,,,0.08,,,,1.67,1.67,131351.0,3768124.09,,4.7,1.63,23.31,0.6281,75.74,0.0546
2007-02-05,7294.0,210362.02,0.25,0.79,0.07,0.25,0.0,190462.13,2226.0,6604.0,64198.77,,,,,,,,0.0,,7.0,,,,,,,,0.08,,,,1.67,1.67,131346.0,3788073.73,,4.68,1.63,23.25,0.6287,75.8,0.0546
2007-02-06,7293.0,210568.06,0.25,0.78,0.07,0.25,0.0,190674.82,2231.0,6604.0,64414.83,,,5.0,,,,,,,,,,,5.0,,,,0.08,,,,1.67,1.67,131360.0,3792708.07,,4.72,1.62,23.35,0.6277,75.7,0.0546
2007-02-07,7295.0,211154.42,0.25,0.8,0.07,0.25,0.0,191153.37,2234.0,6604.0,64663.33,,,3.0,,,,,,,,,,,3.0,,,,0.08,,,,1.67,1.67,131360.0,3802226.86,,4.7,1.63,23.37,0.6275,75.68,0.0546
