,NK FP Equity_DX_SI_QTY,NK FP Equity_DX_SHORT_INTEREST_VALUE,NK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,NK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,NK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,NK FP Equity_DX_SI_MV,NK FP Equity_DX_DSS,NK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,NK FP Equity_DX_SUPPLY_SI_QTY,NK FP Equity_DX_BROKER_SI_QTY,NK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,NK FP Equity_DX_BROKER_SI_MV_NEW_x,NK FP Equity_DX_SUPPLY_SI_QTY_NEW_x,NK FP Equity_DX_SUPPLY_SI_QTY_INC_x,NK FP Equity_DX_BROKER_SI_MV_INC_x,NK FP Equity_DX_SUPPLY_SI_MV_NEW,NK FP Equity_DX_BROKER_SI_QTY_ADD,NK FP Equity_DX_BROKER_SI_QTY_NEW,NK FP Equity_DX_SUPPLY_SI_MV_DEC,NK FP Equity_DX_BROKER_SI_QTY_INC,NK FP Equity_DX_SUPPLY_SI_QTY_DEC,NK FP Equity_DX_BROKER_SI_MV_NEW_y,NK FP Equity_DX_SUPPLY_SI_QTY_NEW_y,NK FP Equity_DX_BROKER_SI_MV_INC_y,NK FP Equity_DX_SUPPLY_SI_QTY_INC_y,NK FP Equity_DX_BROKER_SI_MV_ADD,NK FP Equity_DX_SUPPLY_SI_QTY_ADD,NK FP Equity_DX_BROKER_SI_QTY_DEC,NK FP Equity_DX_SUPPLY_SI_MV,NK FP Equity_DX_BROKER_SI_MV_DEC,NK FP Equity_DX_SUPPLY_SI_MV_RMV,NK FP Equity_DX_BROKER_SI_MV_RMV,NK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,NK FP Equity_DX_UTILIZATION_QUANTITY,NK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,NK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,NK FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,NK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,NK FP Equity_DX_ACTIVE_UTILIZATION_MV,NK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,NK FP Equity_DX_BROKER_SI_CON_RATIO,NK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,NK FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-08-29,3178186.0,136610536.52,5.06,22.96,5.0,186.76,1.0,77630433.45,2123479.0,1806039.0,91275213.43,,,21766.0,1.01,,,,0.14,17445.0,2503.0,,,1.01,21766.0,,9293.0,1841.0,124.19,0.1,,,39.22,39.22,3291448.0,141478968.57,,181.7,40.6,18.57,0.1547,22.6,0.5869
2006-08-30,3342379.0,145016598.35,5.32,24.27,5.26,196.84,2.0,83216378.36,2169410.0,1917992.0,94124711.36,,2332.0,45949.0,8.84,0.14,,,0.37,152160.0,6427.0,,2332.0,8.84,45949.0,,4078.0,40207.0,127.2,2.33,,,39.36,39.36,3342700.0,145030525.65,,197.05,39.23,17.65,0.1502,21.57,0.6064
2006-08-31,3336965.0,145393625.87,5.31,23.77,5.25,197.96,2.0,83437079.09,2166906.0,1914985.0,94413432.64,,,92.0,0.14,,,,0.0,413.0,265.0,,,0.14,92.0,,,3420.0,127.96,0.19,0.14,,39.33,39.33,3342522.0,145635747.79,2332.0,198.16,39.24,17.75,0.1505,21.59,0.6057
2006-09-01,3314408.0,145261708.85,5.27,23.63,5.22,197.27,2.0,82992603.41,2156081.0,1893626.0,94495309.72,,,17.0,0.15,,,,0.63,1296.0,10841.0,,,0.15,17.0,,,22656.0,127.99,1.36,,,39.32,39.32,3327212.0,145822874.2,,197.36,39.34,17.82,0.1508,21.73,0.6045
2006-09-04,3335764.0,147176414.95,5.31,23.98,5.25,199.3,2.0,82420476.02,2212443.0,1868066.0,97614648.1,,,46043.0,0.09,,,,0.01,440.0,268.0,,,0.09,46043.0,,10587.0,26000.0,131.96,1.41,,,40.39,40.39,3264714.0,144041635.54,,194.07,40.47,17.67,0.1476,21.61,0.609
2006-09-05,3343954.0,147292480.84,5.32,24.06,5.27,201.29,2.0,81894953.05,2229322.0,1859246.0,98195838.81,,,18093.0,,,,,0.04,,1214.0,,,,18093.0,,,8820.0,134.15,0.0,,,40.73,40.73,3244359.0,142905579.99,,192.64,41.05,17.48,0.1464,21.54,0.6109
2006-09-06,3257614.0,143489428.29,5.18,23.79,5.13,196.03,2.0,77871355.16,2236016.0,1767899.0,98490692.11,,2332.0,12810.0,0.66,0.14,,,0.7,10103.0,11556.0,,2332.0,0.66,12810.0,,3107.0,101450.0,134.31,6.1,,,40.55,40.55,3278257.0,144398698.77,,196.88,40.55,18.0,0.1467,22.12,0.5908
2006-09-07,3341864.0,146465032.49,5.32,25.31,5.26,201.37,2.0,80175250.08,2258853.0,1829343.0,98999533.8,,,83.0,5.74,,,,,94781.0,,,,5.74,83.0,,25086.0,33337.0,135.98,2.06,0.14,,40.96,40.96,3256522.0,142724719.06,2332.0,195.44,41.03,17.46,0.1446,21.58,0.6059
2006-09-08,3290330.0,144809808.2,5.23,24.94,5.18,198.06,2.0,77724964.53,2270548.0,1766046.0,99928463.22,,,11831.0,0.21,,,,0.01,4000.0,136.0,,,0.21,11831.0,,,67296.0,136.33,4.08,,,41.17,41.17,3244710.0,142802038.93,,194.46,41.21,17.85,0.1464,21.94,0.5966
2006-09-11,3303984.0,146258959.9,5.26,25.03,5.2,198.67,2.0,78267382.0,2282275.0,1768057.0,101030503.69,,,11802.0,0.64,,,,0.01,10544.0,75.0,,,0.64,11802.0,,,8533.0,136.86,0.57,,,41.39,41.39,3232465.0,143092995.85,,194.43,41.31,17.85,0.1449,21.81,0.5991
2006-09-12,3339288.0,148924011.73,5.31,25.2,5.26,202.55,2.0,80428130.24,2282132.0,1803421.0,101777460.57,,,,2.51,,,,0.0,36035.0,143.0,,,2.51,,,,672.0,138.18,0.0,,,41.39,41.39,3232115.0,144144360.17,,195.39,41.42,17.65,0.1434,21.65,0.6056
2006-09-13,3317991.0,149677868.58,5.28,25.04,5.22,202.53,2.0,82297608.42,2260669.0,1824336.0,101981023.3,,2332.0,35416.0,1.47,0.14,,,3.57,20915.0,59787.0,,2332.0,1.47,35416.0,,575.0,,137.69,,,,41.0,41.0,3253482.0,146767803.53,,199.11,40.88,17.83,0.1397,20.21,0.6017
2006-09-14,3346246.0,149111595.78,5.3,24.12,5.25,204.79,2.0,81788069.85,2277981.0,1835424.0,101508789.87,,,6894.0,0.8,,,,4.04,11089.0,67249.0,,,0.8,6894.0,,80000.0,,139.69,,0.14,,41.3,41.3,3237459.0,144263953.63,2332.0,197.7,41.4,17.46,0.1385,20.02,0.6067
2006-09-15,3322426.0,148903119.99,5.26,23.85,5.21,203.03,2.0,84188225.83,2210976.0,1878464.0,99090611.69,,,15160.0,2.76,,,,5.13,45924.0,82165.0,,,2.76,15160.0,,,2884.0,134.85,0.22,,,40.08,40.08,3305285.0,148134901.71,,202.14,40.02,17.72,0.1391,20.16,0.6023
2006-09-18,3353382.0,150782442.49,5.31,25.83,5.26,204.72,2.0,84365868.81,2244198.0,1876286.0,100908770.87,,,35190.0,0.5,,,,0.12,8315.0,1968.0,,,0.5,35190.0,,,10493.0,136.97,0.6,,,40.59,40.59,3284418.0,147681525.16,,200.89,40.54,17.56,0.1363,19.98,0.6066
2006-09-19,3354384.0,150089352.35,5.32,26.53,5.26,205.58,2.0,83999743.0,2244232.0,1877331.0,100416448.27,,,72.0,0.34,,100.0,,0.0,1207.0,37.0,,,0.34,72.0,0.01,,262.0,137.62,0.0,,,40.5,40.5,3297596.0,147548416.63,,201.67,40.56,17.44,0.1363,19.98,0.6053
2006-09-20,3383121.0,152615947.55,5.36,27.41,5.31,207.16,2.0,85942035.31,2245081.0,1905124.0,101277833.14,,2332.0,4.0,1.6,0.14,,,0.11,28600.0,1487.0,,2332.0,1.6,4.0,,,808.0,137.21,0.07,,,40.48,40.48,3301423.0,148930469.65,,202.35,40.41,17.43,0.1363,19.79,0.61
2006-09-21,3424637.0,156121583.73,5.43,28.12,5.37,210.42,2.0,88857048.48,2242399.0,1949142.0,102225982.85,,,,2.83,,,,0.0,44018.0,350.0,,,2.83,,,,,137.66,,0.14,,40.45,40.45,3300578.0,150466009.85,2332.0,203.13,40.4,17.34,0.1365,19.55,0.6178
2006-09-22,3452757.0,155250768.86,5.47,29.49,5.42,213.25,2.0,87556085.22,2272663.0,1947236.0,102188679.4,,,1277.0,0.16,,,,0.0,1046.0,184.0,,,0.16,1277.0,,29171.0,2952.0,140.78,0.0,,,41.01,41.01,3269283.0,147000990.62,,200.23,41.28,17.28,0.1348,19.43,0.623
2006-09-25,3467058.0,161742999.71,5.49,31.38,5.44,215.15,2.0,90549092.95,2292907.0,1940974.0,106967248.96,,,16672.0,,,,,0.03,,505.0,,,,16672.0,,4078.0,6262.0,141.59,0.35,,,41.38,41.38,3248612.0,151552194.91,,202.11,41.2,17.31,0.1347,19.38,0.6257
2006-09-26,3480061.0,164519374.22,5.51,29.63,5.46,221.46,2.0,92392697.41,2292463.0,1954373.0,108375852.66,,,632.0,2.63,,,,0.0,13399.0,1076.0,,,2.63,632.0,,,,146.2,,,,41.52,41.52,3228238.0,152614478.76,,202.46,41.93,17.31,0.1345,19.36,0.6304
2006-09-27,3539057.0,172889674.76,5.61,29.26,5.55,228.85,2.0,97891840.08,2312858.0,2003849.0,112987518.25,,2332.0,30795.0,3.88,0.16,,,1.47,50000.0,24059.0,,2332.0,3.88,30795.0,,11328.0,525.0,149.91,0.0,,,41.86,41.86,3212800.0,156951398.94,,211.42,41.49,17.36,0.1346,19.11,0.6405
2006-09-28,3496642.0,168381033.54,5.54,27.33,5.49,229.68,2.0,96753981.41,2264865.0,2009217.0,109064728.25,,,519.0,1.95,,,,2.34,5369.0,46180.0,,,1.95,519.0,,,,150.45,,0.16,,41.12,41.12,3243287.0,156180706.27,2332.0,212.15,41.49,17.43,0.1362,19.32,0.6348
2006-09-29,3518318.0,170328097.86,5.58,26.58,5.52,230.57,2.0,97015837.85,2371653.0,2003971.0,114815984.31,,,27116.0,1.67,,,,0.03,32000.0,329.0,,,1.67,27116.0,,80000.0,37246.0,155.98,1.85,,,43.05,43.05,3136791.0,151857690.07,,205.21,43.19,18.09,0.136,19.14,0.6387
2006-10-02,3691819.0,177915194.95,5.85,27.9,5.79,241.59,2.0,103487817.83,2396656.0,2147418.0,115499031.64,,,19871.0,9.32,,,,0.15,143447.0,5251.0,,,9.32,19871.0,,10383.0,,157.76,,,,43.59,43.59,3102083.0,149494788.8,,202.97,43.73,18.09,0.1331,18.22,0.6714
2006-10-03,3732069.0,177938650.25,5.91,27.5,5.85,243.8,2.0,104206518.39,2318949.0,2185618.0,110563511.84,,,4901.0,5.74,,,,5.6,86559.0,82608.0,,,5.74,4901.0,,,48358.0,152.19,3.16,,,42.68,42.68,3114133.0,148476521.39,,203.05,42.84,16.65,0.131,17.99,0.6869
2006-10-04,3739192.0,179512496.8,5.93,26.77,5.87,243.37,2.0,101720221.17,2411571.0,2118802.0,115775582.38,,2332.0,80988.0,1.42,0.15,,,0.74,24000.0,10721.0,,2332.0,1.42,80988.0,,20023.0,90816.0,157.03,6.08,,,44.64,44.64,2991138.0,143599646.84,,195.01,44.6,16.12,0.1303,19.55,0.6921
2006-10-05,3675267.0,177926281.04,5.82,25.97,5.77,240.41,2.0,100659890.66,2387101.0,2079243.0,115563849.75,,,73.0,0.11,,,,1.37,441.0,22210.0,,,0.11,73.0,,,40000.0,156.25,2.57,0.15,,44.26,44.26,3006226.0,145536803.76,2332.0,196.41,44.31,16.4,0.1328,19.91,0.6814
2006-10-06,3765440.0,186020412.27,5.97,26.23,5.91,249.77,2.0,102662919.86,2478090.0,2078111.0,122422697.86,,,100599.0,1.61,,,,0.57,16052.0,9610.0,,,1.61,100599.0,,,17184.0,164.3,0.72,,,46.02,46.02,2906306.0,143577441.23,,191.76,46.14,16.51,0.1308,19.41,0.6993
2006-10-09,3797445.0,187322977.33,6.02,25.52,5.96,253.89,2.0,104097983.72,2508574.0,2110293.0,123744662.67,,,30944.0,2.5,,,,0.0,35336.0,459.0,,,2.5,30944.0,,,3155.0,168.67,0.27,,,46.54,46.54,2881756.0,142153240.89,,190.09,47.02,16.97,0.131,19.33,0.7045
2006-10-10,3654282.0,179992888.46,5.79,23.56,5.73,244.51,2.0,72886125.54,2508473.0,1479761.0,123555680.95,,,8820.0,,,,,0.6,,8922.0,,,,8820.0,,,31404.0,168.8,2.01,,40.23,46.56,46.56,2879475.0,141829509.19,,189.55,47.11,17.59,0.1307,20.11,0.6782
2006-10-11,3764272.0,183339628.65,5.97,24.02,5.9,251.07,2.0,99426312.58,2546945.0,2041390.0,124049471.05,38.92,2332.0,40426.0,0.0,0.16,,579310.0,0.3,519.0,4386.0,38.92,2332.0,0.0,40426.0,,100.0,18199.0,170.81,1.19,,,47.89,47.89,2771522.0,134987539.23,,185.14,47.99,17.02,0.1319,19.47,0.7078
2006-10-12,3800036.0,185360258.73,6.02,24.1,5.96,251.39,2.0,102181459.88,2603112.0,2094803.0,126976037.55,,,76333.0,6.41,,,,1.36,105460.0,17834.0,,,6.41,76333.0,,,52047.0,172.69,3.59,0.16,,48.92,48.92,2717892.0,132574839.9,2332.0,181.59,48.74,18.96,0.1352,19.25,0.7142
2006-10-13,3874591.0,188570634.88,6.14,23.92,6.08,256.97,2.0,107042579.29,2563700.0,2199421.0,124771501.47,,,1174.0,7.77,,,,2.63,114293.0,40586.0,,,7.77,1174.0,,,9676.0,170.56,0.65,,,48.19,48.19,2756354.0,134147687.78,,184.02,48.1,18.57,0.1342,18.9,0.7283
2006-10-16,3873985.0,188825303.23,6.14,23.72,6.08,256.19,2.0,106653662.42,2574195.0,2188132.0,125471097.96,,,12119.0,0.0,,,,0.21,153.0,3059.0,,,0.0,12119.0,,1435.0,11441.0,170.67,1.0,,,46.55,46.55,2955250.0,144044434.19,,197.51,46.36,18.6,0.1333,18.89,0.7006
2006-10-17,3757326.0,181761102.51,5.95,22.44,5.89,248.28,2.0,100762475.99,2562164.0,2082940.0,123944995.31,,,357.0,0.03,,,,0.84,466.0,12388.0,,,0.03,357.0,,,105658.0,169.98,6.98,,,46.37,46.37,2963327.0,143351304.26,,197.87,46.21,19.08,0.1354,19.48,0.68
2006-10-18,3693387.0,178126216.81,5.85,21.83,5.79,243.03,2.0,99394576.27,2528429.0,2060913.0,121942133.94,,,8815.0,,,,,3.17,,47450.0,,,,8815.0,,4900.0,22027.0,166.72,1.71,,,45.98,45.98,2970048.0,143240720.23,,195.49,46.03,19.43,0.137,19.79,0.6717
2006-10-19,3615462.0,176357006.02,5.73,21.22,5.67,237.08,2.0,97299263.25,2516769.0,1994714.0,122764350.92,,,104.0,0.0,,,,0.76,136.0,11764.0,,,0.0,104.0,,,66335.0,165.12,4.83,,,45.17,45.17,3054765.0,149007017.5,,201.93,44.99,20.08,0.1396,20.27,0.6489
2006-10-20,3627547.0,176946494.84,5.75,21.23,5.69,240.43,2.0,98219909.67,2509752.0,2013588.0,122422071.81,,,121.0,2.06,,,,0.43,18874.0,7138.0,,,2.06,121.0,,,,166.82,,,,44.99,44.99,3068980.0,149700404.64,,203.18,45.09,19.87,0.1391,20.23,0.6502
2006-10-23,3588465.0,175829786.15,5.69,21.09,5.63,238.79,2.0,97009892.0,2489866.0,1979850.0,121999965.53,,,,1.98,,,,1.3,27929.0,19887.0,,,1.98,,,,61667.0,165.95,3.87,,,44.85,44.85,3061457.0,150007128.29,,203.06,44.97,20.1,0.1401,20.46,0.6464
2006-10-24,3603006.0,178920838.48,5.71,21.32,5.65,240.63,2.0,99204661.3,2484152.0,1997727.0,123359927.44,,,18.0,1.93,,,,0.36,27383.0,5732.0,,,1.93,18.0,,,9506.0,166.04,0.64,,,44.76,44.76,3065706.0,152239182.52,,204.64,44.79,20.16,0.1405,20.38,0.6492
2006-10-25,3591992.0,178242158.33,5.69,20.69,5.63,241.47,2.0,98119053.15,2491784.0,1977326.0,123647535.48,,2195.0,9471.0,0.22,0.15,,,0.16,1399.0,4033.0,,2195.0,0.22,9471.0,,,21800.0,168.21,0.99,,,45.21,45.21,3019551.0,149836438.23,,204.22,45.17,20.11,0.1406,20.5,0.6517
2006-10-26,3582878.0,178841136.3,5.67,21.75,5.62,240.87,2.0,98351798.29,2489617.0,1970366.0,124270470.06,,,41.0,,,,,0.0,,13.0,,,,41.0,,,6960.0,167.79,0.3,0.15,,45.16,45.16,3022718.0,150880471.46,2195.0,204.98,45.01,20.25,0.1412,20.53,0.65
2006-10-27,3498289.0,174362230.59,5.54,22.03,5.48,236.07,2.0,97977646.8,2409536.0,1965759.0,120096444.76,,,4279.0,,,,,5.72,,84360.0,,,,4279.0,,,4607.0,163.34,0.0,,,44.37,44.37,3021255.0,150585832.39,,204.94,44.35,18.73,0.1384,20.62,0.6442
2006-10-30,3498303.0,173208207.0,5.54,21.76,5.48,236.26,2.0,97302150.72,2409406.0,1965221.0,119294667.5,,,637.0,0.73,,,,0.05,9922.0,767.0,,,0.73,637.0,,,10459.0,163.44,0.7,,,43.96,43.96,3071328.0,152067792.87,,207.89,44.02,18.7,0.1376,20.5,0.6383
2006-10-31,3496304.0,173622148.63,5.54,21.82,5.48,234.88,2.0,97541936.77,2408552.0,1964244.0,119605724.6,,,320.0,,,,,0.09,,1173.0,,,,320.0,,,977.0,162.24,0.15,,,43.93,43.93,3073841.0,152643156.59,,207.81,43.84,18.7,0.1378,20.62,0.6377
2006-11-01,3496925.0,173524734.89,5.54,21.92,5.48,235.85,2.0,97449799.99,2413136.0,1963839.0,119744857.17,,2195.0,4208.0,0.27,0.15,,,0.11,4245.0,1819.0,,2195.0,0.27,4208.0,,,4650.0,163.15,0.26,,,44.08,44.08,3060886.0,151887567.41,,207.15,44.06,18.7,0.1379,20.6,0.6388
2006-11-02,3352566.0,165131765.44,5.31,21.38,5.26,225.6,2.0,97123100.31,2260797.0,1971829.0,111356316.3,,,20.0,0.67,,,,4.1,9644.0,61164.0,,,0.67,20.0,,,1654.0,152.78,0.11,6.02,,42.97,42.97,3000326.0,147782065.82,91195.0,202.3,43.03,17.26,0.1325,19.17,0.6372
2006-11-03,3347819.0,165389083.5,5.3,21.63,5.25,225.12,2.0,97173217.12,2260885.0,1966988.0,111692328.06,,,199.0,0.03,,,,0.01,112.0,111.0,,,0.03,199.0,,,4953.0,152.16,0.48,,,42.91,42.91,3008551.0,148628552.66,,202.75,42.87,17.28,0.1327,19.33,0.6353
2006-11-06,3336346.0,166168281.46,5.28,21.45,5.23,224.49,2.0,98672705.06,2235162.0,1981162.0,111323294.51,,,41.0,1.05,,,,1.73,15186.0,25763.0,,,1.05,41.0,,,1012.0,150.54,0.14,,,42.26,42.26,3053358.0,152073931.05,,206.5,42.16,17.04,0.1318,19.47,0.6309
2006-11-07,3339611.0,166208414.07,5.29,22.22,5.24,225.42,2.0,98658423.54,2237203.0,1982335.0,111342896.7,,,4847.0,0.11,,,,0.14,1172.0,2806.0,,,0.11,4847.0,,,,151.57,,,,42.44,42.44,3033723.0,150984737.01,,205.62,42.43,17.08,0.1317,19.4,0.6336
2006-11-08,3404270.0,168677292.61,5.39,22.71,5.34,230.5,2.0,96974070.76,2326954.0,1957145.0,115297641.13,,91195.0,157.0,,6.23,,,0.1,,1602.0,,91195.0,,157.0,,,25189.0,157.98,1.51,,,42.44,42.44,3155360.0,156344115.49,,213.72,42.5,16.88,0.1357,21.18,0.621
2006-11-09,3338341.0,167369564.43,5.29,22.8,5.23,225.16,2.0,96942802.71,2284490.0,1933614.0,114534164.2,,,6440.0,,,,,3.27,,46708.0,,,,6440.0,,,23532.0,154.11,1.64,0.15,,41.65,41.65,3200695.0,160468606.42,2195.0,217.21,41.5,17.2,0.1395,21.84,0.6086
2006-11-10,3290339.0,166290384.6,5.21,22.83,5.16,224.41,2.0,96027553.63,2264738.0,1900069.0,114457553.78,,,171.0,0.84,,,,1.24,10225.0,19923.0,,,0.84,171.0,,,43769.0,154.58,2.8,,,41.31,41.31,3217541.0,162611247.76,,219.94,41.27,17.45,0.1406,22.14,0.6002
2006-11-13,3281179.0,163902019.97,5.2,22.96,5.14,224.91,2.0,94455812.11,2264509.0,1890925.0,113117144.58,,,205.0,0.13,,,,0.01,641.0,434.0,,,0.13,205.0,,,9786.0,155.42,0.0,,,41.28,41.28,3221204.0,160906138.42,,220.46,41.35,17.38,0.1399,21.86,0.5981
2006-11-14,3245825.0,160945584.94,5.14,22.73,5.09,221.03,2.0,92633244.01,2256946.0,1868155.0,111911607.72,,50986.0,1428.0,,3.47,,,1.92,,26877.0,,50986.0,,1428.0,,17886.0,22770.0,153.61,2.19,3.47,,41.15,41.15,3228322.0,160077691.39,50986.0,218.34,41.3,17.66,0.141,22.18,0.5917
2006-11-15,3336350.0,167269744.55,5.28,24.33,5.23,225.66,2.0,85537315.88,2373047.0,1706121.0,118974018.16,,2195.0,153363.0,1.47,0.15,10000.0,,3.68,23341.0,49458.0,,2195.0,1.47,153363.0,0.67,10000.0,195375.0,160.53,13.32,,,43.28,43.28,3109346.0,155888774.0,,211.43,43.16,17.23,0.1364,21.82,0.6086
2006-11-16,3351843.0,167923563.77,5.31,24.15,5.25,229.12,2.0,87907343.84,2353687.0,1754677.0,117917071.01,,,131.0,4.63,,,,1.81,67000.0,33492.0,,,4.63,131.0,,14001.0,18444.0,160.89,0.73,,,42.93,42.93,3129491.0,156783978.69,,213.68,42.95,17.14,0.1349,21.81,0.6113
2006-11-17,3335212.0,166478764.8,5.28,24.51,5.23,227.35,2.0,86812383.6,2352691.0,1739187.0,117435740.71,,,213.0,0.26,,,,0.09,5118.0,1208.0,,,0.26,213.0,,,20608.0,160.41,1.5,,,42.86,42.86,3137097.0,156589756.1,,213.88,42.86,17.19,0.1356,22.03,0.6075
2006-11-20,3079195.0,152118510.28,4.88,23.48,4.83,209.65,1.0,73459398.75,2340873.0,1486971.0,115643898.33,,,1023.0,0.9,,,,1.19,12632.0,16978.0,,,0.9,1023.0,,4136.0,264848.0,159.23,18.08,,,42.1,42.1,3219742.0,159061818.6,,218.6,42.14,17.99,0.127,18.54,0.5538
2006-11-21,3049463.0,150649688.87,4.83,24.16,4.78,205.82,1.0,71988749.47,2341535.0,1457202.0,115676602.48,,,662.0,0.0,,,,,294.0,,,,0.0,662.0,,,30063.0,157.72,2.58,,,42.04,42.04,3227616.0,159450810.25,,217.99,41.98,17.98,0.128,18.72,0.5476
2006-11-22,3190621.0,157506163.88,5.05,25.86,5.0,214.75,2.0,72297993.03,2574580.0,1464549.0,127095076.29,,,94127.0,0.34,,,,0.09,7348.0,1170.0,,,0.34,94127.0,,140088.0,,173.28,,,,46.28,46.28,2989006.0,147553366.22,,200.57,46.35,17.92,0.1275,18.68,0.5735
2006-11-23,3184281.0,156959616.62,5.04,26.71,4.99,215.08,1.0,72003355.53,2571874.0,1460751.0,126772843.55,,,106.0,0.07,,,,0.14,1012.0,2813.0,,,0.07,106.0,,,4811.0,173.52,0.06,,,46.62,46.62,2944617.0,145146095.91,,197.59,46.76,17.97,0.1278,18.72,0.5772
2006-11-24,3427888.0,166201658.76,5.43,30.34,5.37,229.01,2.0,81206950.99,2687018.0,1674883.0,130280466.78,,74488.0,93577.0,13.92,4.92,,,0.08,216026.0,947.0,,74488.0,13.92,93577.0,,,1894.0,179.9,0.51,3.51,,47.43,47.43,2977850.0,144381499.49,51974.0,197.43,47.68,18.07,0.1355,21.27,0.6051
2006-11-27,4474487.0,216125644.13,7.09,39.83,7.01,226.75,2.0,89783186.08,3648446.0,1858797.0,176226401.34,,,962352.0,0.0,,,,0.06,196646.0,924.0,,,0.0,962352.0,,,12731.0,178.19,0.88,,,47.44,47.44,4041625.0,195217643.16,,196.01,47.62,18.14,0.1365,21.43,0.5819
2006-11-28,3522034.0,168053714.34,5.58,32.22,5.52,232.18,2.0,84475616.38,2685515.0,1770422.0,128139243.02,,,,6.99,,,,0.2,107592.0,962930.0,,,6.99,,,,195968.0,177.17,0.0,,,47.12,47.12,3013514.0,143789702.46,,197.07,47.34,17.54,0.1305,20.65,0.618
2006-11-29,3242126.0,156600425.95,5.13,29.6,5.08,213.49,2.0,74726509.88,2853685.0,1547076.0,137838037.92,,,225000.0,0.02,,,,3.74,81.0,56830.0,,,0.02,225000.0,,,223426.0,187.74,14.42,,,50.79,50.79,2764754.0,133542513.17,,178.97,51.19,17.47,0.1237,19.17,0.5771
2006-11-30,3922522.0,190471783.43,6.21,35.71,6.15,205.22,2.0,71463058.45,3785308.0,1471690.0,183808877.45,,,959601.0,0.07,,,,6.76,975.0,104978.0,,,0.07,959601.0,,77000.0,36000.0,187.21,0.0,,2.66,49.67,49.67,3836297.0,186284826.79,,180.32,50.94,18.31,0.1302,20.08,0.5147
2006-12-01,5287872.0,251728797.63,8.37,48.53,8.29,214.46,2.0,138779522.2,3824555.0,2915234.0,182067688.41,15.52,,39247.0,0.62,,,1436620.0,,8600.0,,15.52,,0.62,39247.0,,,1676.0,188.55,0.06,,8.85,49.85,49.85,3846808.0,183127041.0,,178.38,51.39,17.58,0.1227,19.1,0.6893
2006-12-04,5314545.0,257286675.29,8.42,47.76,8.33,223.25,2.0,144421444.36,3776142.0,2983187.0,182809821.09,8.99,,,9.38,,,132228.0,0.03,151000.0,48413.0,8.99,,9.38,,,,83047.0,186.71,0.3,,,50.01,50.01,3774954.0,182752307.87,,177.12,51.32,18.16,0.1206,18.24,0.7038
2006-12-05,5323379.0,254590534.87,8.43,47.4,8.35,224.67,2.0,143402986.31,3770964.0,2998495.0,180346306.68,,,1442.0,0.26,,,,0.02,15308.0,6620.0,,,0.26,1442.0,,,,188.55,,,,50.04,50.04,3765176.0,180069495.65,,176.8,51.61,18.26,0.1208,18.31,0.7063
2006-12-06,5296755.0,253511504.08,8.39,45.79,8.3,225.24,2.0,141802812.83,3837048.0,2962764.0,183647499.22,,,64915.0,0.1,,,,0.28,1600.0,23631.0,,,0.1,64915.0,,24800.0,37331.0,195.29,0.19,,,51.02,50.87,3684036.0,176324090.4,,172.48,53.1,18.06,0.1199,18.11,0.7022
2006-12-07,5271717.0,250573053.11,8.35,44.88,8.26,223.26,2.0,139421349.82,3837464.0,2933236.0,182400737.88,,,5288.0,0.08,,,,0.32,400.0,4872.0,,,0.08,5288.0,,,29928.0,194.74,1.81,,,50.92,50.77,3699119.0,175824981.06,,172.88,52.97,18.2,0.1207,18.27,0.6975
2006-12-08,5249423.0,250283487.04,8.31,43.34,8.23,220.21,2.0,140334357.59,3802986.0,2943360.0,181319851.2,,,36763.0,0.03,,,,4.65,16809.0,71242.0,,,0.03,36763.0,,,6685.0,191.62,0.42,,,50.34,50.19,3752306.0,178903515.71,,173.68,52.46,17.13,0.1196,18.49,0.6928
2006-12-11,5159299.0,245418868.04,8.17,42.1,8.09,217.98,2.0,135585091.29,3806776.0,2850327.0,181081704.48,,,9772.0,,,,,0.39,,5981.0,,,,9772.0,,,93033.0,191.32,1.72,,,50.82,50.67,3683589.0,175221913.43,,169.04,53.09,17.18,0.1206,18.73,0.6868
2006-12-12,3275876.0,154626268.78,5.19,26.49,5.14,216.62,2.0,84414553.22,2870208.0,1788387.0,135478129.71,,,,,,,,0.29,,936568.0,,,,,,,1061939.0,190.49,1.25,,,52.5,52.29,2597294.0,122596178.9,,168.35,53.08,17.21,0.1205,18.64,0.5968
