,ALHYP FP Equity_DX_SI_QTY,ALHYP FP Equity_DX_SHORT_INTEREST_VALUE,ALHYP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHYP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHYP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHYP FP Equity_DX_SI_MV,ALHYP FP Equity_DX_DSS,ALHYP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHYP FP Equity_DX_SUPPLY_SI_QTY,ALHYP FP Equity_DX_BROKER_SI_QTY,ALHYP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHYP FP Equity_DX_BROKER_SI_MV_NEW_x,ALHYP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHYP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHYP FP Equity_DX_BROKER_SI_MV_INC_x,ALHYP FP Equity_DX_SUPPLY_SI_MV_NEW,ALHYP FP Equity_DX_BROKER_SI_QTY_ADD,ALHYP FP Equity_DX_BROKER_SI_QTY_NEW,ALHYP FP Equity_DX_SUPPLY_SI_MV_DEC,ALHYP FP Equity_DX_BROKER_SI_QTY_INC,ALHYP FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHYP FP Equity_DX_BROKER_SI_MV_NEW_y,ALHYP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHYP FP Equity_DX_BROKER_SI_MV_INC_y,ALHYP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHYP FP Equity_DX_BROKER_SI_MV_ADD,ALHYP FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHYP FP Equity_DX_BROKER_SI_QTY_DEC,ALHYP FP Equity_DX_SUPPLY_SI_MV,ALHYP FP Equity_DX_BROKER_SI_MV_DEC,ALHYP FP Equity_DX_SUPPLY_SI_MV_RMV,ALHYP FP Equity_DX_BROKER_SI_MV_RMV,ALHYP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHYP FP Equity_DX_UTILIZATION_QUANTITY,ALHYP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHYP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHYP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHYP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHYP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHYP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHYP FP Equity_DX_BROKER_SI_CON_RATIO,ALHYP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHYP FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHYP FP Equity_PX_LAST
2015-10-21,210046.0,1758085.02,4.57,17.47,4.24,1.75,1.0,1758085.02,18136.0,210046.0,151798.32,,,,,,,,,,,,,,,,,,0.15,,,,100.0,18.7,0.0,0.0,,0.0,100.0,8.75,0.7458,85.83,2.1657,8.37
2015-10-22,210046.0,1827400.2,4.57,18.0,4.24,1.78,1.0,1827400.2,18136.0,210046.0,157783.2,,,,,,,,,,,,,,,,,,0.15,,,,100.0,18.7,0.0,0.0,,0.0,100.0,8.91,0.7433,85.66,2.1657,8.7
2015-10-23,210046.0,1873610.32,4.57,18.02,4.24,1.84,1.0,1873610.32,18136.0,210046.0,161773.12,,,,,,,,,,,,,,,,,,0.16,,,,100.0,18.7,0.0,0.0,,0.0,100.0,8.83,0.7453,85.79,2.1657,8.92
2015-10-26,210046.0,1871509.86,4.57,17.93,4.24,1.89,1.0,1871509.86,18136.0,210046.0,161591.76,,,,,,,,,,,,,,,,,,0.16,,,,100.0,18.7,0.0,0.0,,0.0,100.0,8.72,0.7477,85.94,2.1657,8.91
2015-10-27,210046.0,1926121.82,4.99,17.88,4.24,1.89,1.0,1926121.82,18136.0,210046.0,166307.12,,,,,,,,,,,,,,,,,,0.16,,,,100.0,18.41,0.0,0.0,,0.0,100.0,8.75,0.7471,85.91,2.1324,9.17
2015-10-28,210046.0,1951327.34,4.99,17.7,4.24,1.94,1.0,1951327.34,18136.0,210046.0,168483.44,,,,,,,,,,,,,,,,,,0.17,,,,100.0,18.38,0.0,0.0,,0.0,100.0,8.83,0.7463,85.85,2.129,9.29
2015-10-29,210046.0,1959729.18,4.99,16.05,4.24,1.97,1.0,1959729.18,18136.0,210046.0,169208.88,,,,,,,,,,,,,,,,,,0.17,,,,100.0,18.38,0.0,0.0,,0.0,100.0,8.82,0.7471,85.9,2.129,9.33
2015-10-30,209705.0,1948159.45,4.98,16.13,4.23,1.97,1.0,1948159.45,17887.0,209705.0,166170.23,,,,,,,,0.0,,249.0,,,,,,,341.0,0.17,0.0,,,100.0,18.13,0.0,0.0,,0.0,100.0,8.74,0.751,86.13,2.1255,9.29
2015-11-02,209705.0,1948159.45,4.98,16.74,4.23,1.96,1.0,1948159.45,17887.0,209705.0,166170.23,,,,,,,,,,,,,,,,,,0.17,,,,100.0,19.36,0.0,0.0,,0.0,100.0,8.77,0.7505,86.1,2.2692,9.29
2015-11-03,209705.0,1927188.95,4.98,17.08,4.23,1.96,1.0,1927188.95,17887.0,209705.0,164381.53,,,,,,,,,,,,,,,,,,0.17,,,,100.0,17.43,0.0,0.0,,0.0,100.0,8.81,0.7498,86.06,2.0434,9.19
2015-11-04,209705.0,1887345.0,4.98,16.62,4.23,1.94,1.0,1887345.0,17887.0,209705.0,160983.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,17.43,0.0,0.0,,0.0,100.0,8.83,0.7489,86.0,2.0434,9.0
2015-11-05,209705.0,1906218.45,4.98,16.73,4.23,1.9,1.0,1906218.45,17887.0,209705.0,162592.83,,,,,,,,,,,,,,,,,,0.16,,,,100.0,17.43,0.0,0.0,,0.0,100.0,8.74,0.7497,86.06,2.0434,9.09
2015-11-06,209705.0,1941868.3,4.98,16.71,4.23,1.92,1.0,1941868.3,17887.0,209705.0,165633.62,,,,,,,,,,,,,,,,,,0.16,,,,100.0,17.43,0.0,0.0,,0.0,100.0,8.85,0.7481,85.95,2.0434,9.26
2015-11-09,209705.0,1960741.75,4.98,16.55,4.23,1.96,1.0,1960741.75,17887.0,209705.0,167243.45,,,,,,,,,,,,,,,,,,0.17,,,,100.0,17.43,0.0,0.0,,0.0,100.0,8.75,0.75,86.08,2.0434,9.35
2015-11-10,209705.0,1943965.35,4.98,16.56,4.23,1.98,1.0,1943965.35,17887.0,209705.0,165812.49,,,,,,,,,,,,,,,,,,0.17,,,,100.0,17.43,0.0,0.0,,0.0,100.0,8.79,0.7496,86.05,2.0434,9.27
2015-11-11,210705.0,1972198.8,5.0,16.8,4.25,1.97,1.0,1972198.8,17887.0,210705.0,167422.32,,,,0.01,,,,,1000.0,,,,0.01,,,,,0.17,,,,100.0,17.43,0.0,0.0,,0.0,100.0,8.8,0.7417,85.58,2.0531,9.36
2015-11-12,210705.0,1978519.95,5.0,17.21,4.25,1.98,1.0,1978519.95,17887.0,210705.0,167958.93,,,,,,,,,,,,,,,,,,0.17,,,,100.0,17.43,0.0,0.0,,0.0,100.0,8.66,0.7441,85.74,2.0531,9.39
2015-11-13,210454.0,1969849.44,5.0,17.25,4.25,1.99,1.0,1969849.44,17636.0,210454.0,165072.96,,,,,,,,0.0,,251.0,,,,,,,251.0,0.17,0.0,,,100.0,17.18,0.0,0.0,,0.0,100.0,8.76,0.7446,85.76,2.0507,9.36
2015-11-16,210454.0,1965640.36,5.0,17.3,4.25,1.98,1.0,1965640.36,17636.0,210454.0,164720.24,,,,,,,,,,,,,,,,,,0.17,,,,100.0,17.08,0.0,0.0,,0.0,100.0,8.76,0.7442,85.74,2.0377,9.34
2015-11-17,210454.0,1934072.26,5.0,17.66,4.25,1.98,1.0,1934072.26,17636.0,210454.0,162074.84,,,,,,,,,,,,,,,,,,0.16,,,,100.0,17.08,0.0,0.0,,0.0,100.0,8.82,0.7433,85.68,2.0377,9.19
2015-11-18,210454.0,1925654.1,5.0,17.67,4.25,1.95,1.0,1925654.1,17636.0,210454.0,161369.4,,,,,,,,,,,,,,,,,,0.16,,,,100.0,17.08,0.0,0.0,,0.0,100.0,8.72,0.7443,85.75,2.0377,9.15
2015-11-19,209683.0,1893437.49,4.98,17.66,4.23,1.93,1.0,1893437.49,17636.0,209683.0,159253.08,,,,,,,,,,,,,,,,,771.0,0.16,0.01,,,100.0,17.08,0.0,0.0,,0.0,100.0,8.69,0.7507,86.12,2.0303,9.03
2015-11-20,209683.0,1887147.0,4.98,21.71,4.23,1.91,1.0,1887147.0,17636.0,209683.0,158724.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,16.68,0.0,0.0,,0.0,100.0,8.82,0.7482,85.97,1.9829,9.0
2015-11-23,209683.0,1866178.7,4.98,28.56,4.23,1.9,1.0,1866178.7,17636.0,209683.0,156960.4,,,,,,,,,,,,,,,,,,0.16,,,,100.0,16.68,0.0,0.0,,0.0,100.0,8.77,0.7489,86.01,1.9829,8.9
2015-11-24,209683.0,1887147.0,4.98,29.61,4.23,1.88,1.0,1887147.0,17636.0,209683.0,158724.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,16.68,0.0,0.0,,0.0,100.0,8.74,0.749,86.02,1.9829,9.0
2015-11-25,209658.0,1912080.96,4.98,30.77,4.23,1.9,1.0,1912080.96,17636.0,209658.0,160840.32,,,,,,,,,,,,,,,,,25.0,0.16,0.0,,,100.0,16.68,0.0,0.0,,0.0,100.0,8.69,0.7501,86.09,1.9826,9.12
2015-11-26,209658.0,1947722.82,4.98,30.19,4.23,1.9,1.0,1947722.82,17636.0,209658.0,163838.44,,,,,,,,,,,,,,,,,,0.16,,,,100.0,16.68,0.0,0.0,,0.0,100.0,8.79,0.748,85.95,1.9826,9.29
2015-11-27,209658.0,1928853.6,4.98,37.67,4.23,1.93,1.0,1928853.6,17636.0,209658.0,162251.2,,,,,,,,,,,,,,,,,,0.16,,,,100.0,16.73,0.0,0.0,,0.0,100.0,8.92,0.7461,85.83,1.9893,9.2
2015-11-30,209658.0,1928853.6,4.98,38.98,4.23,1.94,1.0,1928853.6,17636.0,209658.0,162251.2,,,,,,,,,,,,,,,,,,0.16,,,,100.0,16.68,0.0,0.0,,0.0,100.0,8.79,0.7492,86.03,1.9826,9.2
2015-12-01,209580.0,1928136.0,4.98,39.21,4.23,1.94,1.0,1928136.0,17636.0,209580.0,162251.2,,,,,,,,,,,,,,,,,78.0,0.16,0.0,,,100.0,16.68,0.0,0.0,,0.0,100.0,8.71,0.7511,86.14,1.9819,9.2
2015-12-02,209580.0,1949094.0,4.98,39.52,4.23,1.94,1.0,1949094.0,17636.0,209580.0,164014.8,,,,,,,,,,,,,,,,,,0.16,,,,100.0,16.65,0.0,0.0,,0.0,100.0,8.77,0.7502,86.09,1.9787,9.3
2015-12-03,209580.0,1949094.0,4.98,39.79,4.23,1.96,1.0,1949094.0,17636.0,209580.0,164014.8,,,,,,,,,,,,,,,,,,0.16,,,,100.0,16.65,0.0,0.0,,0.0,100.0,8.51,0.755,86.39,1.9787,9.3
2015-12-04,209580.0,1928136.0,4.98,33.76,4.23,1.96,1.0,1928136.0,17636.0,209580.0,162251.2,,,,,,,,,,,,,,,,,,0.16,,,,100.0,16.65,0.0,0.0,,0.0,100.0,8.79,0.7508,86.12,1.9787,9.2
2015-12-07,209580.0,1944902.4,4.98,35.77,4.23,1.94,1.0,1944902.4,17636.0,209580.0,163662.08,,,,,,,,,,,,,,,,,,0.16,,,,100.0,16.65,0.0,0.0,,0.0,100.0,8.79,0.7505,86.1,1.9787,9.28
2015-12-08,209580.0,1936519.2,4.98,36.03,4.23,1.96,1.0,1936519.2,17636.0,209580.0,162956.64,,,,,,,,,,,,,,,,,,0.16,,,,100.0,16.65,0.0,0.0,,0.0,100.0,8.74,0.7515,86.16,1.9787,9.24
2015-12-09,203220.0,1810690.2,4.83,35.89,4.1,1.95,1.0,1810690.2,17636.0,203220.0,157136.76,,,,,,,,,,,,,,,,,6360.0,0.16,0.0,,,100.0,16.65,0.0,0.0,,0.0,100.0,8.67,0.7527,86.24,1.9187,8.91
2015-12-10,203220.0,1788336.0,4.83,43.19,4.1,1.82,1.0,1788336.0,11276.0,203220.0,99228.8,,,,,,,,0.06,,6360.0,,,,,,,,0.1,,,,100.0,10.65,0.0,0.0,,0.0,100.0,5.82,0.7947,88.87,1.9187,8.8
2015-12-11,203220.0,1788336.0,4.83,42.14,4.1,1.8,1.0,1788336.0,11276.0,203220.0,99228.8,,,,,,,,,,,,,,,,,,0.1,,,,100.0,10.65,0.0,0.0,,0.0,100.0,5.77,0.7952,88.9,1.9187,8.8
2015-12-14,203220.0,1788336.0,4.83,41.51,4.1,1.8,1.0,1788336.0,11276.0,203220.0,99228.8,,,,,,,,,,,,,,,,,,0.1,,,,100.0,10.65,0.0,0.0,,0.0,100.0,5.79,0.7949,88.88,1.9187,8.8
2015-12-15,203220.0,1794432.6,4.83,41.11,4.1,1.8,1.0,1794432.6,11276.0,203220.0,99567.08,,,,,,,,,,,,,,,,,,0.1,,,,100.0,10.65,0.0,0.0,,0.0,100.0,5.83,0.7941,88.83,1.9187,8.83
2015-12-16,210220.0,1870958.0,4.99,46.76,4.24,1.87,1.0,1870958.0,11276.0,210220.0,100356.4,,,,0.06,,,,,7000.0,,,,0.06,,,,,0.1,,,,100.0,10.74,0.0,0.0,,0.0,100.0,5.6,0.7442,85.93,2.0032,8.9
2015-12-17,210220.0,1881469.0,4.99,47.81,4.24,1.88,1.0,1881469.0,11276.0,210220.0,100920.2,,,,,,,,,,,,,,,,,,0.1,,,,100.0,10.74,0.0,0.0,,0.0,100.0,5.64,0.7435,85.89,2.0032,8.95
2015-12-18,210220.0,1885673.4,4.99,48.95,4.24,1.89,1.0,1885673.4,11276.0,210220.0,101145.72,,,,,,,,,,,,,,,,,,0.1,,,,100.0,10.74,0.0,0.0,,0.0,100.0,5.6,0.7444,85.95,2.0032,8.97
2015-12-21,210220.0,1887775.6,4.99,50.39,4.24,1.9,1.0,1887775.6,11276.0,210220.0,101258.48,,,,,,,,,,,,,,,,,,0.1,,,,100.0,10.74,0.0,0.0,,0.0,100.0,5.56,0.7452,85.99,2.0032,8.98
2015-12-22,210220.0,1887775.6,4.99,47.6,4.24,1.9,1.0,1887775.6,11276.0,210220.0,101258.48,,,,,,,,,,,,,,,,,,0.1,,,,100.0,10.74,0.0,0.0,,0.0,100.0,5.58,0.7451,85.99,2.0032,8.98
2015-12-23,210220.0,1885673.4,4.99,48.25,4.24,1.9,1.0,1885673.4,11276.0,210220.0,101145.72,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.0,0.0,0.0,,0.0,100.0,5.63,0.7442,85.94,2.0498,8.97
2015-12-24,210220.0,1875162.4,4.99,48.23,4.24,1.9,1.0,1875162.4,11276.0,210220.0,100581.92,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.0,0.0,0.0,,0.0,100.0,5.55,0.7453,86.0,2.0498,8.92
2015-12-25,210220.0,1875162.4,4.99,47.12,4.24,1.9,1.0,1875162.4,11276.0,210220.0,100581.92,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.0,0.0,0.0,,0.0,100.0,5.56,0.746,86.04,2.0498,
2015-12-28,210220.0,1776359.0,4.99,47.12,4.24,1.89,1.0,1776359.0,11276.0,210220.0,95282.2,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.0,0.0,0.0,,0.0,100.0,5.59,0.7448,85.97,2.0498,8.45
2015-12-29,210220.0,1860447.0,4.99,46.89,4.24,1.88,1.0,1860447.0,11276.0,210220.0,99792.6,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.0,0.0,0.0,,0.0,100.0,5.36,0.7534,86.49,2.0498,8.85
2015-12-30,210220.0,1881469.0,4.99,45.29,4.24,1.8,1.0,1881469.0,11276.0,210220.0,100920.2,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.0,0.0,0.0,,0.0,100.0,5.83,0.7349,85.36,2.0498,8.95
2015-12-31,210220.0,1852038.2,4.99,45.4,4.24,1.87,1.0,1852038.2,11276.0,210220.0,99341.56,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.0,0.0,0.0,,0.0,100.0,5.68,0.7424,85.82,2.0498,8.81
2016-01-01,210220.0,1852038.2,4.99,46.44,4.24,1.87,1.0,1852038.2,11276.0,210220.0,99341.56,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.0,0.0,0.0,,0.0,100.0,5.68,0.7434,85.88,2.0498,
2016-01-04,210220.0,1849936.0,4.99,46.44,4.24,1.89,1.0,1849936.0,11276.0,210220.0,99228.8,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.0,0.0,0.0,,0.0,100.0,5.53,0.7467,86.09,2.0498,8.8
2016-01-05,210220.0,1841527.2,4.99,46.05,4.24,1.86,1.0,1841527.2,11276.0,210220.0,98777.76,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.0,0.0,0.0,,0.0,100.0,5.63,0.7431,85.87,2.0498,8.76
2016-01-06,210220.0,1858344.8,4.99,49.29,4.24,1.85,1.0,1858344.8,11276.0,210220.0,99679.84,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.0,0.0,0.0,,0.0,100.0,5.57,0.7436,85.9,2.0498,8.84
2016-01-07,210220.0,1744826.0,4.99,48.65,4.24,1.87,1.0,1744826.0,11276.0,210220.0,93590.8,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.35,0.0,0.0,,0.0,100.0,5.51,0.7455,86.02,2.1157,8.3
2016-01-08,210220.0,1721701.8,4.99,46.93,4.24,1.76,1.0,1721701.8,11276.0,210220.0,92350.44,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.35,0.0,0.0,,0.0,100.0,5.56,0.7408,85.73,2.1157,8.19
2016-01-11,210220.0,1721701.8,4.99,47.99,4.24,1.74,1.0,1721701.8,11276.0,210220.0,92350.44,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.54,0.0,0.0,,0.0,100.0,5.59,0.7393,85.64,2.1505,8.19
2016-01-12,210220.0,1721701.8,4.99,48.34,4.24,1.74,1.0,1721701.8,11276.0,210220.0,92350.44,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.54,0.0,0.0,,0.0,100.0,5.59,0.7393,85.64,2.1505,8.19
2016-01-13,210220.0,1786870.0,4.99,47.45,4.24,1.74,1.0,1786870.0,11276.0,210220.0,95846.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.54,0.0,0.0,,0.0,100.0,5.56,0.7398,85.67,2.1505,8.5
2016-01-14,210220.0,1828914.0,4.99,45.58,4.24,1.8,1.0,1828914.0,11276.0,210220.0,98101.2,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.54,0.0,0.0,,0.0,100.0,5.58,0.7419,85.8,2.1505,8.7
2016-01-15,210220.0,1814198.6,4.99,44.52,4.24,1.84,1.0,1814198.6,11276.0,210220.0,97311.88,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.54,0.0,0.0,,0.0,100.0,5.56,0.744,85.92,2.1505,8.63
2016-01-18,210220.0,1770052.4,4.99,44.03,4.24,1.84,1.0,1770052.4,11276.0,210220.0,94943.92,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.54,0.0,0.0,,0.0,100.0,5.57,0.7444,85.95,2.1505,8.42
2016-01-19,210220.0,1734315.0,4.99,56.2,4.24,1.82,1.0,1734315.0,11276.0,210220.0,93027.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.54,0.0,0.0,,0.0,100.0,5.46,0.7463,86.07,2.1505,8.25
2016-01-20,210220.0,1786870.0,4.99,55.24,4.24,1.75,1.0,1786870.0,11276.0,210220.0,95846.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.54,0.0,0.0,,0.0,100.0,5.6,0.7398,85.67,2.1505,8.5
2016-01-21,210220.0,1807892.0,4.99,54.83,4.24,1.8,1.0,1807892.0,11276.0,210220.0,96973.6,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.54,0.0,0.0,,0.0,100.0,5.61,0.7415,85.77,2.1505,8.6
2016-01-22,210220.0,1770052.4,4.99,54.03,4.24,1.82,1.0,1770052.4,11276.0,210220.0,94943.92,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.54,0.0,0.0,,0.0,100.0,5.62,0.7419,85.8,2.1505,8.42
2016-01-25,210220.0,1744826.0,4.99,57.81,4.24,1.78,1.0,1744826.0,11276.0,210220.0,93590.8,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.98,0.0,0.0,,0.0,100.0,5.57,0.7414,85.77,2.234,8.3
2016-01-26,210220.0,1770052.4,4.99,59.24,4.24,1.76,1.0,1770052.4,11276.0,210220.0,94943.92,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.98,0.0,0.0,,0.0,100.0,5.56,0.7406,85.72,2.234,8.42
2016-01-27,210220.0,1786870.0,4.99,61.36,4.24,1.78,1.0,1786870.0,11276.0,210220.0,95846.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.98,0.0,0.0,,0.0,100.0,5.56,0.7416,85.78,2.234,8.5
2016-01-28,210220.0,1734315.0,4.99,62.26,4.24,1.8,1.0,1734315.0,11276.0,210220.0,93027.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.98,0.0,0.0,,0.0,100.0,5.55,0.7425,85.83,2.234,8.25
2016-01-29,210220.0,1784767.8,4.99,62.61,4.24,1.75,1.0,1784767.8,11276.0,210220.0,95733.24,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.98,0.0,0.0,,0.0,100.0,5.63,0.7391,85.62,2.234,8.49
2016-02-01,210220.0,1765848.0,4.99,64.15,4.24,1.8,1.0,1765848.0,11276.0,210220.0,94718.4,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.98,0.0,0.0,,0.0,100.0,5.56,0.7421,85.81,2.234,8.4
2016-02-02,210220.0,1736417.2,4.99,65.68,4.24,1.78,1.0,1736417.2,11276.0,210220.0,93139.76,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.98,0.0,0.0,,0.0,100.0,5.57,0.7414,85.77,2.234,8.26
2016-02-03,210220.0,1721701.8,4.99,67.93,4.24,1.75,1.0,1721701.8,11276.0,210220.0,92350.44,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.98,0.0,0.0,,0.0,100.0,5.49,0.7419,85.8,2.234,8.19
2016-02-04,210220.0,1660738.0,4.99,74.47,4.24,1.74,1.0,1660738.0,11276.0,210220.0,89080.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.98,0.0,0.0,,0.0,100.0,5.51,0.7413,85.76,2.234,7.9
2016-02-05,210220.0,1728008.4,4.99,66.83,4.24,1.68,1.0,1728008.4,11276.0,210220.0,92688.72,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.98,0.0,0.0,,0.0,100.0,5.72,0.7357,85.42,2.234,8.22
2016-02-08,210220.0,1669146.8,4.99,66.69,4.24,1.74,1.0,1669146.8,11276.0,210220.0,89531.44,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.89,0.0,0.0,,0.0,100.0,5.55,0.7409,85.73,2.2165,7.94
2016-02-09,210220.0,1620796.2,4.99,68.69,4.24,1.69,1.0,1620796.2,11276.0,210220.0,86937.96,,,,,,,,,,,,,,,,,,0.09,,,,100.0,12.99,0.0,0.0,,0.0,100.0,5.52,0.7394,85.65,2.4223,7.71
2016-02-10,210220.0,1675453.4,4.99,62.12,4.24,1.69,1.0,1675453.4,11276.0,210220.0,89869.72,,,,,,,,,,,,,,,,,,0.09,,,,100.0,12.99,0.0,0.0,,0.0,100.0,5.42,0.743,85.87,2.4223,7.97
2016-02-11,210220.0,1631307.2,4.99,66.19,4.24,1.69,1.0,1631307.2,11276.0,210220.0,87501.76,,,,,,,,,,,,,,,,,,0.09,,,,100.0,12.99,0.0,0.0,,0.0,100.0,5.53,0.7395,85.65,2.4223,7.76
2016-02-12,210220.0,1652329.2,4.99,65.4,4.24,1.65,1.0,1652329.2,11276.0,210220.0,88629.36,,,,,,,,,,,,,,,,,,0.09,,,,100.0,12.99,0.0,0.0,,0.0,100.0,5.71,0.7349,85.37,2.4223,7.86
2016-02-15,210220.0,1639716.0,4.99,64.9,4.24,1.66,1.0,1639716.0,11276.0,210220.0,87952.8,,,,,,,,,,,,,,,,,,0.09,,,,100.0,12.99,0.0,0.0,,0.0,100.0,5.63,0.7356,85.42,2.4223,7.8
2016-02-16,210220.0,1629205.0,4.99,66.68,4.24,1.67,1.0,1629205.0,11276.0,210220.0,87389.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,12.99,0.0,0.0,,0.0,100.0,5.54,0.7385,85.59,2.4223,7.75
2016-02-17,210220.0,1721701.8,4.99,65.2,4.24,1.64,1.0,1721701.8,11276.0,210220.0,92350.44,,,,,,,,,,,,,,,,,,0.09,,,,100.0,12.99,0.0,0.0,,0.0,100.0,5.6,0.7447,85.96,2.4223,8.19
2016-02-18,210220.0,1755337.0,4.99,63.56,4.24,1.73,1.0,1755337.0,11276.0,210220.0,94154.6,,,,,,,,,,,,,,,,,,0.09,,,,100.0,12.29,0.0,0.0,,0.0,100.0,5.62,0.7466,86.07,2.2904,8.35
2016-02-19,210220.0,1765848.0,4.99,64.72,4.24,1.76,1.0,1765848.0,11276.0,210220.0,94718.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,12.29,0.0,0.0,,0.0,100.0,5.58,0.7481,86.16,2.2904,8.4
2016-02-22,210220.0,1786870.0,4.99,65.84,4.24,1.78,1.0,1786870.0,11276.0,210220.0,95846.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.11,0.0,0.0,,0.0,100.0,5.5,0.7427,85.84,2.0714,8.5
2016-02-23,210220.0,1744826.0,4.99,60.09,4.24,1.8,1.0,1744826.0,11276.0,210220.0,93590.8,,,,,,,,,,,,,,,,,,0.1,,,,100.0,10.86,0.0,0.0,,0.0,100.0,5.59,0.7421,85.81,2.0247,8.3
2016-02-24,210220.0,1774256.8,4.99,62.13,4.24,1.76,1.0,1774256.8,11276.0,210220.0,95169.44,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.08,0.0,0.0,,0.0,100.0,5.58,0.7406,85.72,2.0653,8.44
2016-02-25,205094.0,1692025.5,4.87,63.91,4.14,1.74,1.0,1692025.5,11276.0,205094.0,93027.0,,,,,,,,,,,,,,,,,5126.0,0.1,0.05,,,100.0,11.08,0.0,0.0,,0.0,100.0,5.73,0.7796,88.02,2.015,8.25
2016-02-26,205094.0,1632548.24,4.87,64.91,4.14,1.71,1.0,1632548.24,11276.0,205094.0,89756.96,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.08,0.0,0.0,,0.0,100.0,5.77,0.7781,87.93,2.015,7.96
2016-02-29,205094.0,1679719.86,4.87,66.7,4.14,1.65,1.0,1679719.86,11276.0,205094.0,92350.44,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.26,0.0,0.0,,0.0,100.0,5.75,0.7772,87.88,2.0471,8.19
2016-03-01,205094.0,1659210.46,4.87,66.28,4.14,1.69,1.0,1659210.46,11276.0,205094.0,91222.84,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.26,0.0,0.0,,0.0,100.0,5.73,0.7783,87.94,2.0471,8.09
2016-03-02,205094.0,1646904.82,4.87,68.63,4.14,1.67,1.0,1646904.82,11276.0,205094.0,90546.28,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.26,0.0,0.0,,0.0,100.0,5.72,0.7781,87.93,2.0471,8.03
