,COMO FP Equity_DX_SI_QTY,COMO FP Equity_DX_SHORT_INTEREST_VALUE,COMO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,COMO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,COMO FP Equity_DX_SI_MV,COMO FP Equity_DX_DSS,COMO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,COMO FP Equity_DX_SUPPLY_SI_QTY,COMO FP Equity_DX_BROKER_SI_QTY,COMO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,COMO FP Equity_DX_BROKER_SI_MV_NEW_x,COMO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,COMO FP Equity_DX_SUPPLY_SI_QTY_INC_x,COMO FP Equity_DX_BROKER_SI_MV_INC_x,COMO FP Equity_DX_SUPPLY_SI_MV_NEW,COMO FP Equity_DX_BROKER_SI_QTY_ADD,COMO FP Equity_DX_BROKER_SI_QTY_NEW,COMO FP Equity_DX_SUPPLY_SI_MV_DEC,COMO FP Equity_DX_BROKER_SI_QTY_INC,COMO FP Equity_DX_SUPPLY_SI_QTY_DEC,COMO FP Equity_DX_BROKER_SI_MV_NEW_y,COMO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,COMO FP Equity_DX_BROKER_SI_MV_INC_y,COMO FP Equity_DX_SUPPLY_SI_QTY_INC_y,COMO FP Equity_DX_BROKER_SI_MV_ADD,COMO FP Equity_DX_SUPPLY_SI_QTY_ADD,COMO FP Equity_DX_BROKER_SI_QTY_DEC,COMO FP Equity_DX_SUPPLY_SI_MV,COMO FP Equity_DX_BROKER_SI_MV_DEC,COMO FP Equity_DX_SUPPLY_SI_MV_RMV,COMO FP Equity_DX_BROKER_SI_MV_RMV,COMO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,COMO FP Equity_DX_UTILIZATION_QUANTITY,COMO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,COMO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,COMO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,COMO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,COMO FP Equity_DX_ACTIVE_UTILIZATION_MV,COMO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,COMO FP Equity_DX_BROKER_SI_CON_RATIO,COMO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,COMO FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-10-25,3740.0,85683.4,0.05,0.03,0.08,,82796.74,3618.0,3614.0,82888.38,,,,,,,,0.0,,1.0,,,,,,,,0.08,,,,9.96,9.96,32712.0,749431.92,,0.74,9.96,3.36,0.935,96.64,0.1029
2006-10-26,3740.0,85459.0,0.05,0.03,0.09,,82579.9,3620.0,3614.0,82717.0,,,2.0,,,,,,,,,,,2.0,,,,0.08,,,,9.73,9.73,33604.0,767851.4,,0.77,9.73,3.31,0.936,96.69,0.1005
2006-10-27,6540.0,149112.0,0.08,0.06,0.15,,146239.2,3620.0,6414.0,82536.0,,,,0.06,,,,0.0,2800.0,0.0,,,0.06,,,,,0.08,,,,9.61,9.61,34047.0,776271.6,,0.78,9.61,1.87,0.9634,98.13,0.1736
2006-10-30,6540.0,146953.8,0.07,0.06,0.15,,144122.58,3621.0,6414.0,81363.87,,,1.0,,,,,,,,,,,1.0,,,,0.08,,,,100.0,9.62,0.0,0.0,,0.0,100.0,1.84,0.9638,98.16,0.1737
2006-10-31,6540.0,144207.0,0.07,0.06,0.15,,141428.7,3621.0,6414.0,79843.05,,,0.0,,,,,,,,,,,0.0,,,,0.08,,,,100.0,9.56,0.0,0.0,,0.0,100.0,1.84,0.9639,98.16,0.1727
2006-11-01,6540.0,144534.0,0.08,0.06,0.14,,141749.4,126.0,6414.0,2784.6,,,,,,,,0.08,,3495.0,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,1.88,0.9632,98.12,0.1701
2006-11-02,3046.0,67803.96,0.03,0.03,0.07,,64999.2,126.0,2920.0,2804.76,,,0.0,,,,,,,,,,,0.0,,,3494.0,0.0,0.08,,,100.0,0.33,0.0,0.0,,0.0,100.0,4.14,0.9207,95.86,0.0798
2006-11-03,3046.0,68230.4,0.03,0.03,0.07,,65408.0,126.0,2920.0,2822.4,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,4.13,0.9207,95.87,0.0801
2006-11-06,8046.0,182805.12,0.1,0.07,0.18,,179942.4,126.0,7920.0,2862.72,,,1.0,0.11,,,,,5000.0,,,,0.11,1.0,,,,0.0,,,,100.0,0.34,0.0,0.0,,0.0,100.0,1.54,0.9696,98.46,0.2138
2006-11-07,8048.0,182206.72,0.1,0.07,0.18,,179308.8,128.0,7920.0,2897.92,,,1.0,,,,,,,,,,,1.0,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,1.53,0.9699,98.47,0.2106
2006-11-08,8047.0,182827.84,0.1,0.07,0.18,,179942.4,127.0,7920.0,2885.44,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,1.54,0.9697,98.46,0.2093
2006-11-09,8048.0,184701.6,0.11,0.07,0.18,,181764.0,128.0,7920.0,2937.6,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,1.55,0.9695,98.45,0.2101
2006-11-10,8049.0,181504.95,0.11,0.07,0.18,,178596.0,129.0,7920.0,2908.95,,,1.0,,,,,,,,,,,1.0,,,,0.0,,,,100.0,0.33,0.0,0.0,,0.0,100.0,1.52,0.9701,98.48,0.2036
2006-11-13,8293.0,185514.41,0.11,0.07,0.18,,177170.4,373.0,7920.0,8344.01,,,244.0,,,,,,,,,,,244.0,,,,0.01,,,,0.94,0.94,39416.0,881735.92,,0.88,0.94,1.52,0.9701,98.48,0.2084
2006-11-14,8287.0,186208.89,0.11,0.07,0.18,,177962.4,367.0,7920.0,8246.49,,,,,,,,0.0,,5.0,,,,,,,,0.01,,,,0.93,0.93,38949.0,875184.03,,0.87,0.93,1.51,0.9702,98.49,0.2108
2006-11-15,31286.0,707063.6,0.4,0.27,0.7,,698792.0,366.0,30920.0,8271.6,,,,,,23000.0,,0.0,,1.0,,,,,0.52,,,0.01,,,,0.94,0.94,38536.0,870913.6,,0.87,0.94,25.11,0.6181,74.5,0.8042
2006-11-16,31289.0,709634.52,0.41,0.27,0.7,,701265.6,369.0,30920.0,8368.92,,,3.0,,,,,,,,,,,3.0,,,,0.01,,,,0.95,0.95,38582.0,875039.76,,0.87,0.95,25.15,0.6176,74.46,0.8033
2006-11-17,31289.0,686480.66,0.43,0.27,0.7,,678384.8,369.0,30920.0,8095.86,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,0.94,0.94,38888.0,853202.72,,0.87,0.94,25.18,0.6176,74.44,0.797
2006-11-20,31279.0,692517.06,0.41,0.27,0.7,,684568.8,359.0,30920.0,7948.26,,,,,,,,0.0,,10.0,,,,,,,,0.01,,,,0.93,0.93,38140.0,844419.6,,0.85,0.93,24.95,0.6197,74.66,0.8125
2006-11-21,31281.0,702258.45,0.37,0.27,0.7,,694154.0,361.0,30920.0,8104.45,,,2.0,,,,,,,,,,,2.0,,,,0.01,,,,100.0,1.39,0.0,0.0,,0.0,100.0,25.01,0.6191,74.6,1.2045
2006-11-22,31284.0,688560.84,0.34,0.27,0.7,,680549.2,364.0,30920.0,8011.64,,,3.0,,,,,,,,,,,3.0,,,,0.01,,,,100.0,1.41,0.0,0.0,,0.0,100.0,25.11,0.6182,74.51,1.2131
2006-11-23,31280.0,694103.2,0.32,0.27,0.7,,686114.8,360.0,30920.0,7988.4,,,,,,,,0.0,,5.0,,,,,,,,0.01,,,,100.0,1.41,0.0,0.0,,0.0,100.0,24.98,0.6195,74.64,1.2264
2006-11-24,31280.0,695041.6,0.33,0.27,0.7,,687042.4,360.0,30920.0,7999.2,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,100.0,1.39,0.0,0.0,,0.0,100.0,25.03,0.619,74.59,1.2129
2006-11-27,35881.0,791176.05,0.38,0.31,0.7,,681786.0,4961.0,30920.0,109390.05,,,4601.0,,,,,,,,,,,4601.0,,,,0.01,,,,100.0,1.41,0.0,0.0,,0.0,100.0,25.04,0.6189,74.58,0.1019
2006-11-28,31279.0,693455.43,0.33,0.27,0.7,,685496.4,359.0,30920.0,7959.03,,,,,,,,0.0,,4602.0,,,,,,,,0.01,,,,100.0,1.4,0.0,0.0,,0.0,100.0,24.99,0.6194,74.63,1.2154
2006-11-29,31283.0,701364.86,0.41,0.27,0.7,,693226.4,363.0,30920.0,8138.46,,,4.0,,,,,,,,,,,4.0,,,,0.01,,,,100.0,1.4,0.0,0.0,,0.0,100.0,25.02,0.619,74.59,1.2096
2006-11-30,29187.0,658458.72,0.37,0.25,0.55,,544147.2,5067.0,24120.0,114311.52,,,4704.0,,,,,,,,,,,4704.0,,,6800.0,0.01,0.15,,,100.0,1.4,0.0,0.0,,0.0,100.0,4.11,0.9117,95.39,0.0807
2006-12-01,53513.0,1189058.86,0.68,0.47,0.59,,535946.4,29393.0,24120.0,653112.46,,,24325.0,,,,,,,,,,,24325.0,,,,0.05,,,,100.0,8.09,0.0,0.0,,0.0,100.0,4.11,0.9118,95.4,0.1473
2006-12-04,92215.0,2035185.05,0.99,0.8,1.52,,1459268.4,26095.0,66120.0,575916.65,,,,0.93,,,,0.0,42000.0,3298.0,,,0.93,,,,,0.05,,,,100.0,8.09,0.0,0.0,,0.0,100.0,35.04,0.5424,64.78,0.2858
2006-12-05,92068.0,2016289.2,0.98,0.8,1.51,,1448028.0,25948.0,66120.0,568261.2,,,,,,,,0.0,,147.0,,,,,,,,0.05,,,,100.0,7.52,0.0,0.0,,0.0,100.0,35.19,0.5416,64.63,0.2669
2006-12-06,91920.0,2016724.8,0.98,0.8,1.51,,1450672.8,25800.0,66120.0,566052.0,,,,,,,,0.0,,149.0,,,,,,,,0.05,,,,100.0,7.54,0.0,0.0,,0.0,100.0,35.36,0.5405,64.46,0.2685
2006-12-07,91944.0,2008976.4,0.98,0.8,1.51,,1444722.0,25824.0,66120.0,564254.4,,,24.0,,,,,,,,,,,24.0,,,,0.05,,,,100.0,7.54,0.0,0.0,,0.0,100.0,35.32,0.5408,64.5,0.2686
2006-12-08,91968.0,2021456.64,0.98,0.8,1.5,,1453317.6,25848.0,66120.0,568139.04,,,24.0,,,,,,,,,,,24.0,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,35.41,0.5402,64.41,0.27
2006-12-11,91897.0,2019896.06,1.1,0.8,1.51,,1453317.6,25777.0,66120.0,566578.46,,,,,,,,0.0,,71.0,,,,,,,,0.05,,,,100.0,7.56,0.0,0.0,,0.0,100.0,35.28,0.541,64.54,0.2696
2006-12-12,46539.0,1021065.66,0.53,0.4,1.03,,974574.8,2119.0,44420.0,46490.86,,,,,,,,0.0,,23659.0,,,,,,,21700.0,0.05,0.49,,,100.0,7.33,0.0,0.0,,0.0,100.0,2.99,0.9368,96.74,1.6107
2006-12-13,3510.0,77149.8,0.04,0.03,0.08,,31211.6,2090.0,1420.0,45938.2,,,,,,,,0.0,,29.0,,,,,,,43000.0,0.05,0.95,,,7.61,7.61,25374.0,557720.52,,0.57,7.61,8.28,0.8481,91.72,0.1278
2006-12-14,2221.0,49617.14,0.03,0.02,0.05,,2680.8,2101.0,120.0,46936.34,,,11.0,,,,,,,,,,,11.0,,,1300.0,0.05,0.03,,,7.65,7.65,25357.0,566475.38,,0.57,7.65,,1.0,100.0,0.0809
2006-12-15,2253.0,50422.14,0.03,0.02,0.05,,2685.6,2133.0,120.0,47736.54,,,32.0,,,,,,,,,,,32.0,,,,0.05,,,,7.74,7.74,25437.0,569280.06,,0.57,7.74,,1.0,100.0,0.0817
2006-12-18,3500.0,77700.0,0.04,0.03,0.08,,2664.0,3380.0,120.0,75036.0,,,1247.0,,,,,,,,,,,1247.0,,,,0.08,,,,11.96,11.96,24874.0,552202.8,,0.55,11.96,8.82,0.8391,91.18,0.1239
2006-12-19,3518.0,77184.92,0.04,0.03,0.08,,2632.8,3398.0,120.0,74552.12,,,17.0,,,,,,,,,,,17.0,,,,0.07,,,,11.91,11.91,25125.0,551242.5,,0.55,11.91,8.69,0.8414,91.31,0.1233
2006-12-20,3494.0,76972.82,0.04,0.03,0.08,,2643.6,3374.0,120.0,74329.22,,,,,,,,0.0,,24.0,,,,,,,,0.07,,,,12.07,12.07,24570.0,541277.1,,0.54,12.07,8.74,0.8405,91.26,0.125
2006-12-21,3521.0,77109.9,0.04,0.03,0.08,,2628.0,3401.0,120.0,74481.9,,,27.0,,,,,,,,,,,27.0,,,,0.07,,,,12.03,12.03,24867.0,544587.3,,0.55,12.03,8.68,0.8415,91.32,0.1246
2006-12-22,3513.0,76969.83,0.04,0.03,0.08,,2629.2,3393.0,120.0,74340.63,,,,,,,,0.0,,8.0,,,,,,,,0.07,,,,12.01,12.01,24852.0,544507.32,,0.54,12.01,8.69,0.8412,91.31,0.1244
2006-12-25,120.0,2629.2,0.0,0.0,0.08,,2629.2,0.0,120.0,0.0,,,,,,,,0.0,,3393.0,,,,,,,,0.07,,,,0.0,0.0,0.0,0.0,,0.54,12.06,8.72,0.8408,91.28,0.0
2006-12-26,3510.0,76904.1,0.04,0.03,0.08,,2629.2,3390.0,120.0,74274.9,,,3390.0,,,,,,,,,,,3390.0,,,,0.07,,,,12.05,12.05,24752.0,542316.32,,0.54,12.05,8.7,0.8411,91.3,0.1247
2006-12-27,3516.0,76121.4,0.04,0.03,0.08,,2598.0,3396.0,120.0,73523.4,,,5.0,,,,,,,,,,,5.0,,,,0.07,,,,12.01,12.01,24887.0,538803.55,,0.54,12.01,8.69,0.8413,91.31,0.1243
2006-12-28,3473.0,75711.4,0.04,0.03,0.08,,2616.0,3353.0,120.0,73095.4,,,,,,,,0.0,,43.0,,,,,,,,0.07,,,,11.97,11.97,24658.0,537544.4,,0.54,11.97,8.79,0.8396,91.21,0.124
2006-12-29,3504.0,76036.8,0.05,0.03,0.08,,2604.0,3384.0,120.0,73432.8,,,31.0,,,,,,,,,,,31.0,,,,0.07,,,,12.03,12.03,24744.0,536944.8,,0.54,12.03,8.72,0.8408,91.28,0.1246
2007-01-01,120.0,2604.0,0.0,0.0,0.08,,2604.0,0.0,120.0,0.0,,,,,,,,0.0,,3384.0,,,,,,,,0.07,,,,0.0,0.0,0.0,0.0,,0.54,12.04,8.72,0.8408,91.28,0.0
2007-01-02,3509.0,75478.59,0.05,0.03,0.08,,2581.2,3389.0,120.0,72897.39,,,3389.0,,,,,,,,,,,3389.0,,,,0.07,,,,11.96,11.96,24949.0,536652.99,,0.54,11.96,8.71,0.841,91.29,0.1238
2007-01-03,49585.0,1056160.5,0.65,0.43,0.08,,2556.0,49465.0,120.0,1053604.5,,,46076.0,,,,,,,,,,,46076.0,,,,0.07,,,,12.1,12.1,359415.0,7655539.5,,0.53,12.1,8.58,0.8431,91.42,0.1213
2007-01-04,48937.0,1036485.66,0.66,0.43,0.07,,2541.6,48817.0,120.0,1033944.06,,,,,,,,0.0,,649.0,,,,,,,,0.07,,,,12.02,12.02,357298.0,7567571.64,,0.53,12.02,8.63,0.8424,91.37,0.1205
2007-01-05,49295.0,1025336.0,0.77,0.43,0.09,,17056.0,48475.0,820.0,1008280.0,,,,,,700.0,,0.0,,342.0,,,,,0.01,,,0.07,,,,12.09,12.09,352342.0,7328713.6,,0.52,12.09,33.62,0.4849,60.72,0.123
2007-01-08,47910.0,1004672.7,0.74,0.42,0.09,,17195.4,47090.0,820.0,987477.3,,,,,,,,0.0,,1385.0,,,,,,,,0.07,,,,11.37,11.37,367045.0,7696933.65,,0.55,11.37,33.74,0.4824,60.43,0.1157
2007-01-09,48344.0,1000720.8,0.83,0.42,0.09,,16974.0,47524.0,820.0,983746.8,,,434.0,,,,,,,,,,,434.0,,,,0.07,,,,11.86,11.86,353288.0,7313061.6,,0.53,11.86,33.7,0.484,60.6,0.1206
2007-01-10,90235.0,1865157.45,1.5,0.78,1.09,,1018493.58,118791.0,49274.0,2455409.97,,,71267.0,,,48454.0,,,,,,,,71267.0,1.0,,,0.2,,,,100.0,34.0,0.0,0.0,,0.0,100.0,2.5,0.9202,95.88,0.2583
2007-01-11,89772.0,1887007.44,1.43,0.78,1.09,,1035739.48,117526.0,49274.0,2470396.52,,,,,,,,0.0,,1264.0,,,,,,,,0.2,,,,100.0,33.73,0.0,0.0,,0.0,100.0,2.49,0.9202,95.89,0.2576
2007-01-12,91247.0,1905237.36,1.45,0.79,1.1,,1028841.12,119974.0,49274.0,2505057.12,,,2447.0,,,,,,,,,,,2447.0,,,,0.21,,,,100.0,34.72,0.0,0.0,,0.0,100.0,2.51,0.9195,95.85,0.2641
2007-01-15,90946.0,1914413.3,1.52,0.79,1.1,,1037217.7,41672.0,49274.0,877195.6,,,,,,,,0.14,,78302.0,,,,,,,,0.07,,,,100.0,12.09,0.0,0.0,,0.0,100.0,2.5,0.9199,95.87,0.2638
2007-01-16,54573.0,1137301.32,0.95,0.47,0.23,,151590.16,47299.0,7274.0,985711.16,,,5627.0,,,,,,,,,,,5627.0,,,42000.0,0.07,0.87,,,12.09,12.09,344043.0,7169856.12,,0.53,12.09,14.77,0.6005,75.61,0.1395
2007-01-17,49082.0,1021887.24,0.82,0.43,0.11,,36351.72,59949.0,1746.0,1248138.18,,,12650.0,,,,,,,,,,,12650.0,,,5528.0,0.09,0.12,,,16.36,16.36,306469.0,6380684.58,,0.47,16.36,30.78,0.326,41.84,0.134
2007-01-18,15224.0,313766.64,0.32,0.13,0.32,,242085.06,4405.0,11746.0,90787.05,,,,0.21,,,,0.0,10000.0,55544.0,,,0.21,,,,,0.09,,,,100.0,16.56,0.0,0.0,,0.0,100.0,9.65,0.6923,82.33,0.5725
2007-01-19,36644.0,766226.04,0.58,0.32,0.75,,693354.69,7902.0,33159.0,165230.82,,,3497.0,0.44,,,,,21413.0,,,,0.44,3497.0,,,,0.16,,,,100.0,29.15,0.0,0.0,,0.0,100.0,31.12,0.5191,64.88,1.3517
2007-01-22,77277.0,1633635.78,1.24,0.67,1.61,,1559772.62,7920.0,73783.0,167428.8,,,18.0,0.87,,,,,41550.0,,,,0.87,18.0,,,926.0,0.17,0.02,,,100.0,30.02,0.0,0.0,,0.0,100.0,28.32,0.5682,69.84,2.9293
2007-01-23,77264.0,1632588.32,1.19,0.67,1.62,,1559034.79,7918.0,73783.0,167307.34,,,,,,,,0.0,,3.0,,,,,,,,0.17,,,,100.0,29.64,0.0,0.0,,0.0,100.0,28.15,0.5697,70.01,2.8919
2007-01-24,92693.0,1965091.6,1.41,0.81,1.95,,1890679.6,7943.0,89183.0,168391.6,,,25.0,0.32,,,,,15400.0,,,,0.32,25.0,,,,0.17,,,,100.0,36.34,0.0,0.0,,0.0,100.0,23.34,0.619,75.12,4.2405
2007-01-25,76743.0,1638463.05,1.17,0.67,1.62,,1563930.2,7905.0,73252.0,168771.75,,,,,,,,0.0,,38.0,,,,,,,15931.0,0.17,0.33,,,100.0,36.0,0.0,0.0,,0.0,100.0,7.33,0.8304,90.82,3.4955
2007-01-26,137639.0,2928957.92,2.26,1.2,2.94,,2854754.56,7902.0,134152.0,168154.56,,,,1.31,,,,0.0,60900.0,3.0,,,1.31,,,,,0.17,,,,100.0,36.07,0.0,0.0,,0.0,100.0,4.01,0.9037,94.98,6.2826
2007-01-29,191836.0,4080351.72,3.21,1.67,4.08,,4080351.72,0.0,191836.0,0.0,,,,1.23,,,,0.17,57684.0,7902.0,,,1.23,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.15,0.6035,72.78,8.6859
2007-01-30,189832.0,4051014.88,3.09,1.65,4.04,,3976794.36,3478.0,186354.0,74220.52,,,,,,,,,,,,,,,,3478.0,5482.0,0.07,0.11,,,100.0,18.74,0.0,0.0,,0.0,100.0,24.87,0.6154,74.4,10.2297
2007-01-31,159820.0,3450513.8,2.52,1.39,3.42,,3375682.86,20158.0,156354.0,435211.22,,,16679.0,,,,,,,,,,,16679.0,,,30000.0,0.43,0.63,,,100.0,93.24,0.0,0.0,,0.0,100.0,10.55,0.7959,88.58,7.3922
2007-02-01,159837.0,3452479.2,2.53,1.39,3.45,,3377246.4,20174.0,156354.0,435758.4,,,17.0,,,,,,,,,,,17.0,,,,0.44,,,,100.0,92.17,0.0,0.0,,0.0,100.0,10.55,0.7958,88.58,7.3025
2007-02-02,88955.0,1918759.35,1.37,0.77,1.92,,1843242.78,3501.0,85454.0,75516.57,,,,,,,,0.36,,16673.0,,,,,,,70900.0,0.08,1.55,,,100.0,15.92,0.0,0.0,,0.0,100.0,19.17,0.6648,79.24,4.0452
2007-02-05,88946.0,1952364.7,1.38,0.77,1.92,,1875715.3,3492.0,85454.0,76649.4,,,,,,,,0.0,,10.0,,,,,,,,0.08,,,,100.0,15.95,0.0,0.0,,0.0,100.0,19.19,0.6646,79.22,4.0629
2007-02-06,75214.0,1643425.9,1.13,0.65,1.65,,1567693.8,6444.0,71748.0,140801.4,,,2953.0,,,,,,,,,,,2953.0,,,13706.0,0.14,0.29,,,100.0,29.54,0.0,0.0,,0.0,100.0,4.09,0.8862,94.04,3.4473
2007-02-07,83392.0,1809606.4,1.25,0.73,1.82,,1734220.6,6450.0,79918.0,139965.0,,,6.0,,,8170.0,,,,,,,,6.0,0.18,,,0.14,,,,100.0,30.99,0.0,0.0,,0.0,100.0,10.14,0.7262,84.52,4.0065
2007-02-08,55134.0,1183175.64,0.8,0.48,1.2,,1108795.28,6437.0,51668.0,138138.02,,,,,,,,0.0,,13.0,,,,,,,28250.0,0.14,0.62,,,100.0,30.9,0.0,0.0,,0.0,100.0,15.63,0.6081,76.15,2.6465
2007-02-09,56421.0,1239005.16,0.81,0.49,1.22,,1163177.28,3453.0,52968.0,75827.88,,,,0.65,,,,0.07,30000.0,2983.0,,,0.65,,,,28700.0,0.07,0.63,,,100.0,16.78,0.0,0.0,,0.0,100.0,21.36,0.4394,60.81,2.7414
2007-02-12,53505.0,1157848.2,0.76,0.47,1.17,,1081783.6,3515.0,49990.0,76064.6,,,62.0,,,,,,,,,,,62.0,,,2978.0,0.08,0.07,,,100.0,16.89,0.0,0.0,,0.0,100.0,22.98,0.4183,58.22,2.5706
2007-02-13,53436.0,1165973.52,0.74,0.46,1.16,,1090781.8,3446.0,49990.0,75191.72,,,,,,,,0.0,,69.0,,,,,,,,0.07,,,,100.0,16.5,0.0,0.0,,0.0,100.0,22.73,0.42,58.45,2.5586
2007-02-14,60286.0,1307000.48,0.84,0.52,1.31,,1231857.6,3466.0,56820.0,75142.88,,,20.0,0.15,,,,,6830.0,,,,0.15,20.0,,,,0.08,,,,100.0,16.81,0.0,0.0,,0.0,100.0,25.92,0.3739,51.52,2.9242
2007-02-15,30286.0,649634.7,0.43,0.26,0.66,,575289.0,3466.0,26820.0,74345.7,,,,,,,,0.0,,1.0,,,,,,,30000.0,0.08,0.65,,,100.0,16.69,0.0,0.0,,0.0,100.0,41.51,0.4618,53.61,1.4587
2007-02-16,30267.0,660425.94,0.43,0.26,0.66,,585212.4,3447.0,26820.0,75213.54,,,,,,,,0.0,,19.0,,,,,,,,0.07,,,,100.0,16.62,0.0,0.0,,0.0,100.0,41.27,0.4625,53.87,1.4599
2007-02-19,30296.0,661967.6,0.46,0.26,0.66,,586017.0,3476.0,26820.0,75950.6,,,29.0,,,,,,,,,,,29.0,,,,0.08,,,,100.0,17.1,0.0,0.0,,0.0,100.0,41.65,0.4612,53.45,1.4908
2007-02-20,15375.0,330101.25,0.24,0.13,0.34,,202032.7,5965.0,9410.0,128068.55,,,2489.0,,,,,,,,,,,2489.0,,,17410.0,0.13,0.38,,,28.66,28.66,14848.0,318786.56,,0.32,28.66,18.83,0.5445,70.69,0.7387
2007-02-21,15266.0,330508.9,0.25,0.13,0.33,,203726.5,5856.0,9410.0,126782.4,,,,,,,,0.0,,109.0,,,,,,,,0.13,,,,28.36,28.36,14793.0,320268.45,,0.32,28.36,18.6,0.5484,71.05,0.7393
2007-02-22,15341.0,340877.02,0.26,0.13,0.33,,264062.48,5911.0,11884.0,131342.42,,,55.0,,,2474.0,,,,,,,,55.0,0.05,,,0.13,,,,28.83,28.83,14588.0,324145.36,,0.32,28.83,18.78,0.5456,70.8,0.7484
2007-02-23,8329.0,186986.05,0.15,0.07,0.18,,108523.3,5987.0,4834.0,134408.15,,,76.0,,,,,,,,,,,76.0,,,7050.0,0.13,0.15,,,28.84,28.84,14770.0,331586.5,,0.33,28.84,36.38,0.3431,40.93,0.4013
2007-02-26,8349.0,188269.95,0.15,0.07,0.19,,109006.7,6018.0,4834.0,135705.9,,,31.0,,,,,,,,,,,31.0,,,,0.13,,,,28.73,28.73,14926.0,336581.3,,0.33,28.73,36.12,0.343,41.1,0.3987
2007-02-27,8359.0,186071.34,0.15,0.07,0.19,,107604.84,6039.0,4834.0,134428.14,,,22.0,,,,,,,,,,,22.0,,,,0.13,,,,28.66,28.66,15033.0,334634.58,,0.33,28.66,36.11,0.343,41.09,0.3967
2007-02-28,8351.0,182302.33,0.16,0.07,0.18,,105526.22,6014.0,4834.0,131285.62,,,,,,,,0.0,,25.0,,,,,,,,0.13,,,,29.01,29.01,14719.0,321315.77,,0.32,29.01,36.36,0.3431,40.91,0.4028
2007-03-01,8330.0,185425.8,0.16,0.07,0.18,,107604.84,5973.0,4834.0,132958.98,,,,,,,,0.0,,42.0,,,,,,,,0.13,,,,28.31,28.31,15127.0,336727.02,,0.33,28.31,36.81,0.3427,40.49,0.3948
2007-03-02,8342.0,186360.28,0.22,0.07,0.18,,107991.56,6004.0,4834.0,134129.36,,,31.0,,,,,,,,,,,31.0,,,,0.13,,,,28.68,28.68,14934.0,333625.56,,0.33,28.68,36.36,0.3429,40.91,0.3984
2007-03-05,8390.0,184580.0,0.23,0.07,0.19,,106348.0,6062.0,4834.0,133364.0,,,58.0,,,,,,,,,,,58.0,,,,0.13,,,,30.89,30.89,13565.0,298430.0,,0.3,30.89,36.26,0.3424,40.8,0.4275
2007-03-06,8319.0,182019.72,0.25,0.07,0.18,,105767.92,5967.0,4834.0,130557.96,,,,,,,,0.0,,95.0,,,,,,,,0.13,,,,30.67,30.67,13492.0,295204.96,,0.3,30.67,36.64,0.3433,40.76,0.4275
2007-03-07,8295.0,183402.45,0.23,0.07,0.18,,106879.74,5930.0,4834.0,131112.3,,,,,,,,0.0,,38.0,,,,,,,,0.13,,,,30.61,30.61,13445.0,297268.95,,0.3,30.61,36.68,0.3436,40.81,0.4281
2007-03-08,8355.0,186483.6,0.23,0.07,0.18,,107894.88,6015.0,4834.0,134254.8,,,85.0,,,,,,,,,,,85.0,,,,0.13,,,,30.78,30.78,13524.0,301855.68,,0.3,30.78,36.54,0.3425,40.65,0.4276
2007-03-09,8360.0,185926.4,0.24,0.07,0.18,,107508.16,6029.0,4834.0,134084.96,,,15.0,,,,,,,,,,,15.0,,,,0.13,,,,30.7,30.7,13610.0,302686.4,,0.3,30.7,36.32,0.3427,40.87,0.4257
2007-03-12,11057.0,243254.0,0.31,0.1,0.25,,167068.0,5937.0,7594.0,130614.0,,,,,,5000.0,,0.0,,92.0,,,,,0.11,,2240.0,0.13,0.05,,,100.0,30.53,0.0,0.0,,0.0,100.0,27.99,0.4182,56.54,0.5686
2007-03-13,25075.0,549644.0,0.73,0.22,0.55,,473340.48,5955.0,21594.0,130533.6,,,17.0,0.31,,,,,14000.0,,,,0.31,17.0,,,,0.13,,,,100.0,30.79,0.0,0.0,,0.0,100.0,10.83,0.7062,83.15,1.2966
