,LOUP FP Equity_DX_SI_QTY,LOUP FP Equity_DX_SHORT_INTEREST_VALUE,LOUP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LOUP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LOUP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LOUP FP Equity_DX_SI_MV,LOUP FP Equity_DX_DSS,LOUP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LOUP FP Equity_DX_SUPPLY_SI_QTY,LOUP FP Equity_DX_BROKER_SI_QTY,LOUP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LOUP FP Equity_DX_BROKER_SI_MV_NEW_x,LOUP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LOUP FP Equity_DX_SUPPLY_SI_QTY_INC_x,LOUP FP Equity_DX_BROKER_SI_MV_INC_x,LOUP FP Equity_DX_SUPPLY_SI_MV_NEW,LOUP FP Equity_DX_BROKER_SI_QTY_ADD,LOUP FP Equity_DX_BROKER_SI_QTY_NEW,LOUP FP Equity_DX_SUPPLY_SI_MV_DEC,LOUP FP Equity_DX_BROKER_SI_QTY_INC,LOUP FP Equity_DX_SUPPLY_SI_QTY_DEC,LOUP FP Equity_DX_BROKER_SI_MV_NEW_y,LOUP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LOUP FP Equity_DX_BROKER_SI_MV_INC_y,LOUP FP Equity_DX_SUPPLY_SI_QTY_INC_y,LOUP FP Equity_DX_BROKER_SI_MV_ADD,LOUP FP Equity_DX_SUPPLY_SI_QTY_ADD,LOUP FP Equity_DX_BROKER_SI_QTY_DEC,LOUP FP Equity_DX_SUPPLY_SI_MV,LOUP FP Equity_DX_BROKER_SI_MV_DEC,LOUP FP Equity_DX_SUPPLY_SI_MV_RMV,LOUP FP Equity_DX_BROKER_SI_MV_RMV,LOUP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LOUP FP Equity_DX_UTILIZATION_QUANTITY,LOUP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LOUP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LOUP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LOUP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LOUP FP Equity_DX_ACTIVE_UTILIZATION_MV,LOUP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LOUP FP Equity_DX_BROKER_SI_CON_RATIO,LOUP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LOUP FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-14,25120.0,1427583.28,1.5,21.72,0.31,1.74,0.0,1366206.3,1821.0,24040.0,103488.42,,,,,,,,0.0,,1.0,,,,,,,,0.13,,,,98.77,4.1,23.0,1307.1,,0.0,114.37,2.31,0.9166,95.71,0.5652
2006-09-15,25121.0,1425580.03,1.5,22.08,0.31,1.74,0.0,1364234.86,1822.0,24040.0,103395.84,,,1.0,,,,,,,,,,,1.0,,,,0.13,,,,98.86,4.1,21.0,1191.72,,0.0,114.42,2.32,0.9161,95.68,0.5652
2006-09-18,25120.0,1421403.27,1.5,22.68,0.31,1.73,0.0,1360291.98,1821.0,24040.0,103040.42,,,,,,,,0.0,,1.0,,,,,,,,0.13,,,,98.75,4.1,23.0,1301.44,,0.0,114.38,2.31,0.9164,95.69,0.5652
2006-09-19,25119.0,1431646.3,1.5,23.66,0.31,1.74,0.0,1370149.17,1820.0,24040.0,103730.1,,,,,,,,0.0,,1.0,,,,,,,,0.13,,,,98.83,4.1,21.0,1196.89,,0.0,114.34,2.3,0.9168,95.72,0.5652
2006-09-20,25040.0,1429197.17,1.5,24.16,0.31,1.74,0.0,1372120.61,1741.0,24040.0,99370.3,,,0.0,,,,,0.01,,80.0,,,,0.0,,,,0.12,,,,98.74,3.92,22.0,1255.68,,0.0,115.12,2.31,0.9224,96.01,0.5634
2006-09-21,25040.0,1423036.84,1.5,24.67,0.31,1.73,0.0,1366206.3,1741.0,24040.0,98941.98,,,0.0,,,,,,,,,,,0.0,,,,0.12,,,,98.65,3.92,24.0,1363.93,,0.0,115.15,2.32,0.9223,96.0,0.5634
2006-09-22,25039.0,1422980.01,1.5,25.24,0.31,1.74,0.0,1366206.3,1740.0,24040.0,98885.15,,,,,,,,0.0,,1.0,,,,,,,,0.12,,,,98.75,3.92,22.0,1250.27,,0.0,115.13,2.31,0.9226,96.02,0.5634
2006-09-25,25039.0,1431193.46,1.5,25.11,0.31,1.75,0.0,1374092.05,1740.0,24040.0,99455.91,,,,,,,,0.0,,0.0,,,,,,,,0.12,,,,98.79,3.92,21.0,1200.33,,0.0,115.12,2.31,0.9227,96.02,0.5634
2006-09-26,25042.0,1425204.11,1.5,21.77,0.31,1.74,0.0,1368177.73,1743.0,24040.0,99198.58,,,3.0,,,,,,,,,,,3.0,,,,0.12,,,,3.92,3.92,42701.0,2430222.85,,2.97,3.92,2.34,0.9217,95.97,0.5635
2006-09-27,25041.0,1416933.09,1.5,21.61,0.31,1.73,0.0,1360291.98,1742.0,24040.0,98570.24,,,,,,,,0.0,,1.0,,,,,,,,0.12,,,,3.91,3.91,42810.0,2422383.52,,2.96,3.91,2.33,0.9219,95.98,0.5621
2006-09-28,25040.0,1412769.62,1.5,19.04,0.31,1.72,0.0,1356349.11,1741.0,24040.0,98228.11,,,,,,,,0.0,,1.0,,,,,,,,0.12,,,,3.61,3.61,46480.0,2622425.4,,3.2,3.61,2.32,0.9222,96.0,0.5193
2006-09-29,25044.0,1392457.58,1.5,18.82,0.31,1.7,0.0,1336634.73,1745.0,24040.0,97022.78,,,4.0,,,,,,,,,,,4.0,,,,0.12,,,,3.62,3.62,46480.0,2584308.75,,3.18,3.62,2.36,0.9211,95.94,0.5193
2006-10-02,25040.0,1393261.9,1.5,18.4,0.31,1.69,0.0,1337620.45,1741.0,24040.0,96871.76,,,,,,,,0.0,,4.0,,,,,,,,0.12,,,,3.61,3.61,46481.0,2586270.22,,3.15,3.61,2.31,0.9225,96.01,0.5193
2006-10-03,25036.0,1416650.17,1.5,17.25,0.31,1.73,0.0,1360291.98,1737.0,24040.0,98287.32,,,,,,,,0.0,,3.0,,,,,,,,0.12,,,,3.6,3.6,46480.0,2630048.73,,3.18,3.6,2.28,0.9236,96.07,0.5192
2006-10-04,25042.0,1406721.64,1.5,17.42,0.31,1.71,0.0,1350434.79,1743.0,24040.0,97912.14,,,6.0,,,,,,,,,,,6.0,,,,0.12,,,,3.61,3.61,46501.0,2612170.07,,3.2,3.61,2.34,0.9216,95.96,0.5191
2006-10-05,25038.0,1416763.34,1.5,17.57,0.31,1.73,0.0,1360291.98,1739.0,24040.0,98400.49,,,,,,,,0.0,,4.0,,,,,,,,0.12,,,,3.61,3.61,46500.0,2631180.42,,3.2,3.61,2.3,0.923,96.04,0.519
2006-10-06,25040.0,1416876.51,1.5,17.41,0.31,1.74,0.0,1360291.98,1741.0,24040.0,98513.66,,,2.0,,,,,,,,,,,2.0,,,,0.12,,,,3.61,3.61,46499.0,2631123.83,,3.22,3.61,2.32,0.9222,96.0,0.5191
2006-10-09,25042.0,1406721.64,1.5,17.47,0.31,1.72,0.0,1350434.79,1743.0,24040.0,97912.14,,,1.0,,,,,,,,,,,1.0,,,,0.12,,,,3.61,3.61,46501.0,2612170.07,,3.2,3.61,2.33,0.9219,95.98,0.5191
2006-10-10,25041.0,1406665.46,1.5,17.05,0.31,1.72,0.0,1350434.79,1742.0,24040.0,97855.97,,,,,,,,0.0,,1.0,,,,,,,,0.12,,,,3.61,3.61,46500.0,2612113.89,,3.19,3.61,2.33,0.922,95.99,0.5191
2006-10-11,25040.0,1406609.29,1.5,17.05,0.31,1.72,0.0,1350434.79,1741.0,24040.0,97799.79,,,,,,,,0.0,,1.0,,,,,,,,0.12,,,,3.61,3.61,46501.0,2612170.07,,3.19,3.61,2.31,0.9224,96.01,0.5191
2006-10-12,25041.0,1396397.83,1.5,17.68,0.31,1.7,0.0,1340577.61,1742.0,24040.0,97141.69,,,2.0,,,,,,,,,,,2.0,,,,0.12,,,,3.61,3.61,46502.0,2593158.9,,3.17,3.6,2.33,0.9219,95.98,0.519
2006-10-13,25040.0,1396342.07,1.5,17.88,0.31,1.71,0.0,1340577.61,1741.0,24040.0,97085.92,,,,,,,,0.0,,1.0,,,,,,,,0.12,,,,3.61,3.61,46500.0,2593047.37,,3.17,3.61,2.32,0.9224,96.01,0.5191
2006-10-16,25033.0,1401083.89,1.5,18.16,0.31,1.71,0.0,1345506.2,1734.0,24040.0,97051.07,,,,,,,,0.0,,7.0,,,,,,,,0.12,,,,3.59,3.59,46507.0,2602972.42,,3.17,3.59,2.28,0.9231,96.04,0.5189
2006-10-17,25029.0,1431648.14,1.5,18.13,0.31,1.74,0.0,1375077.77,1730.0,24040.0,98955.26,,,,,,,,0.0,,4.0,,,,,,,,0.12,,,,3.58,3.58,46606.0,2665843.36,,3.22,3.58,2.25,0.9244,96.11,0.5178
2006-10-18,25035.0,1425832.24,1.5,16.34,0.31,1.74,0.0,1369163.45,1736.0,24040.0,98871.37,,,5.0,,,,,,,,,,,5.0,,,,0.12,,,,100.0,3.59,0.0,0.0,,0.0,100.0,2.3,0.9225,96.01,0.5179
2006-10-19,25035.0,1416593.59,1.5,16.73,0.31,1.72,0.0,1360291.98,1736.0,24040.0,98230.74,,,0.0,,,,,,,,,,,0.0,,,,0.12,,,,100.0,3.59,0.0,0.0,,0.0,100.0,2.3,0.9225,96.01,0.5179
2006-10-20,25035.0,1413514.03,1.5,16.94,0.31,1.72,0.0,1357334.83,1736.0,24040.0,98017.19,,,,,,,,0.0,,0.0,,,,,,,,0.12,,,,100.0,3.59,0.0,0.0,,0.0,100.0,2.3,0.9226,96.02,0.5179
2006-10-23,25036.0,1406384.59,1.5,17.65,0.31,1.72,0.0,1350434.79,1737.0,24040.0,97575.09,,,2.0,,,,,,,,,,,2.0,,,,0.12,,,,100.0,3.59,0.0,0.0,,0.0,100.0,2.32,0.9221,95.99,0.5179
2006-10-24,25033.0,1414427.55,1.5,17.75,0.31,1.72,0.0,1358320.55,1734.0,24040.0,97975.37,,,,,,,,0.0,,3.0,,,,,,,,0.12,,,,100.0,3.58,0.0,0.0,,0.0,100.0,2.28,0.9232,96.05,0.517
2006-10-25,25034.0,1408325.19,1.5,17.82,0.31,1.71,0.0,1352406.23,1735.0,24040.0,97605.03,,,2.0,,,,,,,,,,,2.0,,,,0.12,,,,100.0,1.79,0.0,0.0,,0.0,100.0,2.3,0.9226,96.02,0.2584
2006-10-26,25034.0,1400113.38,1.5,22.92,0.31,1.7,0.0,1344520.48,1735.0,24040.0,97035.9,,,,,,,,0.0,,0.0,,,,,,,,0.12,,,,100.0,1.79,0.0,0.0,,0.0,100.0,2.3,0.9227,96.02,0.2588
2006-10-27,25035.0,1396063.24,1.5,22.72,0.31,1.69,0.0,1340577.61,1736.0,24040.0,96807.1,,,0.0,,,,,,,,,,,0.0,,,,0.12,,,,100.0,1.8,0.0,0.0,,0.0,100.0,2.3,0.9226,96.02,0.2589
2006-10-30,25034.0,1400113.38,1.5,22.83,0.31,1.71,0.0,1344520.48,1735.0,24040.0,97035.9,,,,,,,,0.0,,1.0,,,,,,,,0.12,,,,100.0,1.96,0.0,0.0,,0.0,100.0,2.29,0.9229,96.04,0.2824
2006-10-31,25038.0,1379804.3,1.5,18.1,0.31,1.67,0.0,1324806.11,1739.0,24040.0,95833.52,,,4.0,,,,,,,,,,,4.0,,,,0.12,,,,100.0,1.96,0.0,0.0,,0.0,100.0,2.33,0.9216,95.96,0.2824
2006-11-01,25035.0,1376559.42,1.5,18.15,0.31,1.68,0.0,1321848.95,1736.0,24040.0,95454.65,,,,,,,,0.0,,3.0,,,,,,,,0.12,,,,100.0,1.95,0.0,0.0,,0.0,100.0,2.3,0.9226,96.02,0.2818
2006-11-02,25032.0,1387684.8,1.5,19.25,0.31,1.69,0.0,1332691.86,1733.0,24040.0,96071.34,,,,,,,,0.0,,3.0,,,,,,,,0.12,,,,100.0,1.8,0.0,0.0,,0.0,100.0,2.28,0.9234,96.06,0.2601
2006-11-03,25033.0,1394925.28,1.5,15.0,0.31,1.71,0.0,1339591.89,1734.0,24040.0,96624.47,,,1.0,,,,,,,,,,,1.0,,,,0.12,,,,100.0,1.8,0.0,0.0,,0.0,100.0,2.28,0.9231,96.04,0.2602
2006-11-06,25034.0,1393954.53,1.5,12.57,0.31,1.7,0.0,1338606.17,1735.0,24040.0,96609.06,,,1.0,,,,,,,,,,,1.0,,,,0.12,,,,100.0,1.83,0.0,0.0,,0.0,100.0,2.3,0.9227,96.02,0.2637
2006-11-07,25035.0,1386824.59,1.5,13.38,0.31,1.69,0.0,1331706.14,1736.0,24040.0,96166.47,,,0.0,,,,,,,,,,,0.0,,,,0.12,,,,100.0,1.85,0.0,0.0,,0.0,100.0,2.3,0.9226,96.02,0.2668
2006-11-08,25033.0,1390819.54,1.5,12.95,0.31,1.7,0.0,1335649.01,1734.0,24040.0,96340.07,,,,,,,,0.0,,1.0,,,,,,,,0.12,,,,100.0,1.85,0.0,0.0,,0.0,100.0,2.28,0.923,96.04,0.2669
2006-11-09,25033.0,1391845.97,1.5,14.07,0.31,1.69,0.0,1336634.73,1734.0,24040.0,96411.17,,,,,,,,0.0,,0.0,,,,,,,,0.12,,,,100.0,1.81,0.0,0.0,,0.0,100.0,2.29,0.923,96.04,0.2609
2006-11-10,25035.0,1384771.56,1.5,14.33,0.31,1.69,0.0,1329734.7,1736.0,24040.0,96024.1,,,2.0,,,,,,,,,,,2.0,,,,0.12,,,,100.0,2.0,0.0,0.0,,0.0,100.0,2.3,0.9227,96.02,0.2888
2006-11-13,25034.0,1384716.24,1.5,11.97,0.31,1.69,0.0,1329734.7,1735.0,24040.0,95968.79,,,,,,,,0.0,,1.0,,,,,,,,0.12,,,,100.0,2.0,0.0,0.0,,0.0,100.0,2.29,0.9228,96.03,0.2888
2006-11-14,24805.0,1392391.2,1.49,12.31,0.3,1.67,0.0,1349449.08,1506.0,24040.0,84537.03,,,,,,,,0.02,,229.0,,,,,,,,0.1,,,,100.0,1.74,0.0,0.0,,0.0,100.0,2.32,0.9398,96.91,0.2872
2006-11-15,24805.0,1392391.2,1.49,12.15,0.3,1.69,0.0,1349449.08,1506.0,24040.0,84537.03,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.74,0.0,0.0,,0.0,100.0,2.32,0.9397,96.91,0.2868
2006-11-16,24805.0,1392391.2,1.49,11.91,0.3,1.7,0.0,1349449.08,1506.0,24040.0,84537.03,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.74,0.0,0.0,,0.0,100.0,2.32,0.9398,96.91,0.2868
2006-11-17,24805.0,1387305.76,1.49,11.91,0.3,1.69,0.0,1344520.48,1506.0,24040.0,84228.28,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.76,0.0,0.0,,0.0,100.0,2.32,0.9397,96.91,0.2895
2006-11-20,24805.0,1371032.38,1.49,11.08,0.3,1.68,0.0,1328748.98,1506.0,24040.0,83240.26,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.76,0.0,0.0,,0.0,100.0,2.34,0.9393,96.89,0.2905
2006-11-21,24805.0,1371032.38,1.49,11.24,0.3,1.67,0.0,1328748.98,1506.0,24040.0,83240.26,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.77,0.0,0.0,,0.0,100.0,2.31,0.9398,96.92,0.2914
2006-11-22,24805.0,1372049.47,1.49,11.23,0.3,1.67,0.0,1329734.7,1506.0,24040.0,83302.02,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.77,0.0,0.0,,0.0,100.0,2.3,0.9401,96.93,0.2914
2006-11-23,24805.0,1389339.94,1.49,11.29,0.3,1.69,0.0,1346491.92,1506.0,24040.0,84351.78,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.77,0.0,0.0,,0.0,100.0,2.28,0.9406,96.96,0.2914
2006-11-24,24805.0,1376117.81,1.49,11.37,0.3,1.68,0.0,1333677.57,1506.0,24040.0,83549.02,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.78,0.0,0.0,,0.0,100.0,2.31,0.9399,96.92,0.2928
2006-11-27,24805.0,1362895.69,1.49,11.3,0.3,1.66,0.0,1320863.23,1506.0,24040.0,82746.26,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.78,0.0,0.0,,0.0,100.0,2.33,0.9394,96.89,0.2935
2006-11-28,24805.0,1357810.26,1.49,11.29,0.3,1.65,0.0,1315934.64,1506.0,24040.0,82437.5,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.78,0.0,0.0,,0.0,100.0,2.32,0.9397,96.91,0.2937
2006-11-29,24805.0,1366964.04,1.49,11.9,0.3,1.67,0.0,1324806.11,1506.0,24040.0,82993.26,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.78,0.0,0.0,,0.0,100.0,2.3,0.9401,96.93,0.2937
2006-11-30,24805.0,1380186.16,1.49,11.86,0.3,1.68,0.0,1337620.45,1506.0,24040.0,83796.02,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.78,0.0,0.0,,0.0,100.0,2.29,0.9406,96.95,0.2935
2006-12-01,24805.0,1352724.83,1.49,11.86,0.3,1.64,0.0,1311006.04,1506.0,24040.0,82128.75,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.78,0.0,0.0,,0.0,100.0,2.36,0.9387,96.85,0.2935
2006-12-04,24805.0,1362895.69,1.49,11.59,0.3,1.66,0.0,1320863.23,1506.0,24040.0,82746.26,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.79,0.0,0.0,,0.0,100.0,2.3,0.9402,96.93,0.2946
2006-12-05,24798.0,1409283.85,1.49,11.63,0.3,1.72,0.0,1366206.3,1499.0,24040.0,85188.99,,,,,,,,0.0,,7.0,,,,,,,,0.1,,,,100.0,2.67,0.0,0.0,,0.0,100.0,2.21,0.9422,97.04,0.4422
2006-12-06,24798.0,1397082.26,1.49,7.74,0.3,1.7,0.0,1354377.67,1499.0,24040.0,84451.42,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.69,0.0,0.0,,0.0,100.0,2.31,0.9397,96.91,0.4456
2006-12-07,24798.0,1504862.98,1.49,6.33,0.3,1.83,0.0,1458863.87,758.0,24040.0,45999.12,,,,,,,,0.05,,741.0,,,,,,,,0.05,,,,100.0,1.55,0.0,0.0,,0.0,100.0,2.13,0.9444,97.16,0.507
2006-12-08,24798.0,1517064.58,1.49,4.99,0.3,1.86,0.0,1470692.49,758.0,24040.0,46372.08,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.55,0.0,0.0,,0.0,100.0,2.27,0.9408,96.97,0.507
2006-12-11,24798.0,1547568.56,1.49,4.77,0.3,1.88,0.0,1500264.06,758.0,24040.0,47304.5,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.55,0.0,0.0,,0.0,100.0,2.25,0.9412,96.99,0.507
2006-12-12,24798.0,1562820.55,1.49,4.61,0.3,1.9,0.0,1515049.84,758.0,24040.0,47770.71,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.55,0.0,0.0,,0.0,100.0,2.27,0.9409,96.97,0.507
2006-12-13,24798.0,1578072.54,1.49,4.53,0.3,1.93,0.0,1529835.62,758.0,24040.0,48236.91,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.55,0.0,0.0,,0.0,100.0,2.27,0.9409,96.97,0.507
2006-12-14,24798.0,1576038.94,1.49,4.41,0.3,1.93,0.0,1527864.18,758.0,24040.0,48174.75,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.59,0.0,0.0,,0.0,100.0,2.29,0.9402,96.94,0.5189
2006-12-15,24798.0,1584173.33,1.49,3.58,0.3,1.94,0.0,1535749.93,758.0,24040.0,48423.4,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.61,0.0,0.0,,0.0,100.0,2.28,0.9404,96.95,0.5256
2006-12-18,24798.0,1571971.74,1.49,3.74,0.3,1.92,0.0,1523921.31,758.0,24040.0,48050.43,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.61,0.0,0.0,,0.0,100.0,2.3,0.94,96.92,0.5256
2006-12-19,24798.0,1586206.93,1.49,3.74,0.3,1.93,0.0,1537721.37,758.0,24040.0,48485.56,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.61,0.0,0.0,,0.0,100.0,2.26,0.9411,96.99,0.5256
2006-12-20,24798.0,1643147.69,1.49,3.47,0.3,2.01,0.0,1592921.63,758.0,24040.0,50226.06,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.61,0.0,0.0,,0.0,100.0,2.21,0.9424,97.05,0.5256
2006-12-21,24798.0,1636030.1,1.49,3.42,0.3,2.0,0.0,1586021.59,758.0,24040.0,50008.5,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.61,0.0,0.0,,0.0,100.0,2.3,0.9401,96.93,0.5256
2006-12-22,24798.0,1657382.88,1.49,3.38,0.3,2.03,0.0,1606721.69,758.0,24040.0,50661.19,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.61,0.0,0.0,,0.0,100.0,2.26,0.9412,96.99,0.5256
2006-12-25,24040.0,1606721.69,1.44,3.45,0.29,1.97,0.0,1606721.69,0.0,24040.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.06,,0.0,0.0,0.0,0.0,758.0,0.0,0.0,,1.0,100.0,17.9269
2006-12-26,24798.0,1657382.88,1.49,3.56,0.3,2.04,0.0,1606721.69,758.0,24040.0,50661.19,,758.0,,,0.06,,,,,,,758.0,,,,,,0.06,,,,100.0,1.61,0.0,0.0,,0.0,100.0,2.28,0.9405,96.95,0.5266
2006-12-27,24798.0,1628912.5,1.49,3.56,0.3,1.99,0.0,1579121.56,758.0,24040.0,49790.94,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.6,0.0,0.0,,0.0,100.0,2.31,0.9396,96.9,0.5251
2006-12-28,24798.0,1604509.32,1.49,3.57,0.3,1.96,0.0,1555464.31,758.0,24040.0,49045.01,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.57,0.0,0.0,,0.0,100.0,2.31,0.9397,96.91,0.5137
2006-12-29,24798.0,1622811.71,1.49,3.48,0.3,1.97,0.0,1573207.25,758.0,24040.0,49604.45,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.57,0.0,0.0,,0.0,100.0,2.28,0.9405,96.95,0.5137
2007-01-01,24607.0,1610312.43,1.47,3.46,0.3,1.96,0.0,1573207.25,567.0,24040.0,37105.18,,,,,,,,,,,,,,,,,,0.05,,0.02,,100.0,1.7,0.0,0.0,191.0,0.0,100.0,2.3,0.9551,97.7,0.7393
2007-01-02,24811.0,1648078.42,1.49,3.49,0.3,2.01,0.0,1596864.5,14761.0,24040.0,980504.03,,14194.0,,,1.15,,,,,,,14194.0,,,,,,1.19,,,,100.0,22.71,0.0,0.0,,0.0,100.0,2.29,0.9405,96.95,0.3817
2007-01-03,24798.0,1647214.89,1.49,3.5,0.3,2.02,0.0,1596864.5,758.0,24040.0,50350.39,,,,,,,,,,,,,,,,,,0.06,,1.13,,100.0,1.4,0.0,0.0,14003.0,0.0,100.0,2.29,0.9402,96.93,0.4583
2007-01-04,24798.0,1627895.7,1.49,3.56,0.3,1.99,0.0,1578135.84,758.0,24040.0,49759.86,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.4,0.0,0.0,,0.0,100.0,2.32,0.9394,96.89,0.4576
2007-01-05,24798.0,1692970.86,1.49,3.48,0.3,2.07,0.0,1641221.85,758.0,24040.0,51749.01,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.41,0.0,0.0,,0.0,100.0,2.2,0.9425,97.06,0.4601
2007-01-08,24798.0,1700088.45,1.49,3.32,0.3,2.07,0.0,1648121.88,758.0,24040.0,51966.57,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.4,0.0,0.0,,0.0,100.0,2.28,0.9406,96.96,0.4582
2007-01-09,24798.0,1700088.45,1.49,3.22,0.3,2.08,0.0,1648121.88,758.0,24040.0,51966.57,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.39,0.0,0.0,,0.0,100.0,2.29,0.9404,96.94,0.4553
2007-01-10,24798.0,1706189.25,1.49,3.2,0.3,2.09,0.0,1654036.19,758.0,24040.0,52153.05,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.38,0.0,0.0,,0.0,100.0,2.28,0.9405,96.95,0.4515
2007-01-11,24798.0,1690937.26,1.49,3.2,0.3,2.08,0.0,1639250.41,758.0,24040.0,51686.85,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.38,0.0,0.0,,0.0,100.0,2.3,0.94,96.93,0.4525
2007-01-12,24798.0,1686870.06,1.49,3.19,0.3,2.05,0.0,1635307.54,758.0,24040.0,51562.53,,,148.0,,,,,0.01,,148.0,,,,148.0,,,,0.06,,,,100.0,1.39,0.0,0.0,,0.0,100.0,2.29,0.9402,96.94,0.455
2007-01-15,24798.0,1680769.27,1.49,3.18,0.3,2.05,0.0,1629393.22,758.0,24040.0,51376.04,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.41,0.0,0.0,,0.0,100.0,2.29,0.9402,96.94,0.4611
2007-01-16,24798.0,1672634.87,1.49,3.17,0.3,2.05,0.0,1621507.47,758.0,24040.0,51127.4,,,321.0,,,,,0.03,,321.0,,,,321.0,,,,0.06,,,,100.0,1.41,0.0,0.0,,0.0,100.0,2.29,0.9402,96.93,0.4621
2007-01-17,24798.0,1638063.69,1.49,3.14,0.3,2.05,0.0,1587993.03,758.0,24040.0,50070.66,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.41,0.0,0.0,,0.0,100.0,2.27,0.9407,96.96,0.4621
2007-01-18,24811.0,1654182.41,1.49,3.11,0.3,2.01,0.0,1602778.82,14761.0,24040.0,984135.53,,14003.0,,,1.14,,,,,,,14003.0,,,,,,1.2,,,,100.0,22.16,0.0,0.0,,0.0,100.0,2.32,0.9398,96.92,0.3725
2007-01-19,24811.0,1658251.74,1.49,3.0,0.3,2.01,0.0,1606721.69,14761.0,24040.0,986556.53,,,,,,,,,,,,,,,,,,1.2,,,,100.0,22.08,0.0,0.0,,0.0,100.0,2.35,0.9393,96.89,0.3712
2007-01-22,21811.0,1478315.12,1.31,3.02,0.27,1.8,0.0,1426057.96,14761.0,21040.0,1000477.26,,,,,,,,,,,,,,,,,3000.0,1.22,0.23,,,100.0,22.09,0.0,0.0,,0.0,100.0,2.63,0.9321,96.51,0.3265
2007-01-23,21811.0,1479209.45,1.31,3.32,0.27,1.81,0.0,1426920.67,14761.0,21040.0,1001082.51,,,,,,,,,,,,,,,,,,1.22,,,,100.0,22.25,0.0,0.0,,0.0,100.0,2.64,0.9318,96.49,0.3288
2007-01-24,21811.0,1490835.64,1.31,3.95,0.27,1.82,0.0,1438135.89,14761.0,21040.0,1008950.75,,,43.0,,,,,0.0,,43.0,,,,43.0,,,,1.23,,,,100.0,22.03,0.0,0.0,,0.0,100.0,2.64,0.9317,96.49,0.3255
2007-01-25,21811.0,1479209.45,1.31,4.12,0.27,1.81,0.0,1426920.67,14761.0,21040.0,1001082.51,,,,,,,,,,,,,,,,,,1.23,,,,100.0,22.01,0.0,0.0,,0.0,100.0,2.68,0.9309,96.44,0.3253
2007-01-26,17062.0,1150139.03,1.02,3.53,0.21,1.4,0.0,1098166.38,14761.0,16291.0,995030.02,,,,,,,,,,,,,,,,,4749.0,1.21,0.4,,,100.0,22.01,0.0,0.0,,0.0,100.0,3.43,0.9122,95.44,0.2544
