,VAC FP Equity_DX_SI_QTY,VAC FP Equity_DX_SHORT_INTEREST_VALUE,VAC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VAC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VAC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VAC FP Equity_DX_SI_MV,VAC FP Equity_DX_DSS,VAC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VAC FP Equity_DX_SUPPLY_SI_QTY,VAC FP Equity_DX_BROKER_SI_QTY,VAC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VAC FP Equity_DX_BROKER_SI_MV_NEW_x,VAC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VAC FP Equity_DX_SUPPLY_SI_QTY_INC_x,VAC FP Equity_DX_BROKER_SI_MV_INC_x,VAC FP Equity_DX_SUPPLY_SI_MV_NEW,VAC FP Equity_DX_BROKER_SI_QTY_ADD,VAC FP Equity_DX_BROKER_SI_QTY_NEW,VAC FP Equity_DX_SUPPLY_SI_MV_DEC,VAC FP Equity_DX_BROKER_SI_QTY_INC,VAC FP Equity_DX_SUPPLY_SI_QTY_DEC,VAC FP Equity_DX_BROKER_SI_MV_NEW_y,VAC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VAC FP Equity_DX_BROKER_SI_MV_INC_y,VAC FP Equity_DX_SUPPLY_SI_QTY_INC_y,VAC FP Equity_DX_BROKER_SI_MV_ADD,VAC FP Equity_DX_SUPPLY_SI_QTY_ADD,VAC FP Equity_DX_BROKER_SI_QTY_DEC,VAC FP Equity_DX_SUPPLY_SI_MV,VAC FP Equity_DX_BROKER_SI_MV_DEC,VAC FP Equity_DX_SUPPLY_SI_MV_RMV,VAC FP Equity_DX_BROKER_SI_MV_RMV,VAC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VAC FP Equity_DX_UTILIZATION_QUANTITY,VAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VAC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VAC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VAC FP Equity_DX_ACTIVE_UTILIZATION_MV,VAC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VAC FP Equity_DX_BROKER_SI_CON_RATIO,VAC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VAC FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-11-03,95452.0,2852536.95,2.21,5.9,1.08,3.52,1.0,2489440.06,58104.0,83302.0,1736409.99,,,300.0,,,,,0.01,,210.0,,,,300.0,,295.0,,2.02,,,,69.18,12.35,25881.0,773441.19,,0.91,68.88,21.42,0.3846,56.78,0.2029
2008-11-04,95452.0,3037112.87,2.21,5.97,1.08,3.63,1.0,2650521.48,58104.0,83302.0,1848765.94,,,,,,,,,,,,,,,,,,2.05,,,,69.18,12.35,25881.0,823487.39,,0.92,69.0,19.94,0.4019,58.87,0.2029
2008-11-05,95452.0,2978384.17,2.21,5.85,1.08,3.59,1.0,2599268.3,54274.0,83302.0,1693509.01,,,2104.0,,,,,0.2,,5934.0,,,,2104.0,,,,1.94,,,,100.0,13.06,0.0,0.0,,0.0,100.0,21.25,0.3909,57.45,0.2296
2008-11-06,91242.0,2702663.81,2.11,5.69,1.04,3.35,1.0,2342770.72,54464.0,79092.0,1613268.91,,,290.0,,,,,0.01,,100.0,,,,290.0,,,4210.0,1.89,0.14,,,100.0,13.25,0.0,0.0,,0.0,100.0,22.8,0.4152,58.91,0.2219
2008-11-07,91242.0,2701861.83,2.11,5.86,1.04,3.3,1.0,2342075.53,54559.0,79092.0,1615603.34,,,495.0,,,,,0.01,,400.0,,,,495.0,,,,1.84,,,,100.0,13.66,0.0,0.0,,0.0,100.0,21.77,0.4241,60.04,0.2284
2008-11-10,91242.0,2851029.62,2.11,5.85,1.04,3.41,1.0,2471379.79,54322.0,79092.0,1697394.09,,,1762.0,,,,,0.07,,1999.0,,,,1762.0,,,,1.88,,,,14.2,14.2,328237.0,10256388.63,,11.23,14.35,21.01,0.437,61.46,0.2385
2008-11-11,90642.0,2806786.97,2.1,5.42,1.03,3.41,1.0,2430554.52,54322.0,78492.0,1682115.15,,,,,,,,,,,,,,,,,600.0,1.94,0.02,,,14.29,14.29,325775.0,10087829.31,,11.65,14.28,21.46,0.438,61.4,0.2385
2008-11-12,85642.0,2682069.03,1.98,5.2,0.97,3.13,0.0,2301564.86,44599.0,73492.0,1396716.53,,,1288.0,,,,,0.39,,11011.0,,,,1288.0,,,5000.0,1.62,0.36,,,12.04,12.04,325962.0,10208222.44,,11.66,12.18,25.04,0.5396,68.96,0.2311
2008-11-13,86836.0,2634740.98,2.01,5.3,0.99,3.02,0.0,2199521.43,51361.0,72492.0,1558373.62,,,,,,,,0.05,,1200.0,,,,,,7962.0,1000.0,1.78,0.13,,,14.13,14.13,312010.0,9466874.7,,10.88,14.1,24.92,0.5011,66.09,0.239
2008-11-14,89040.0,2582655.14,2.06,5.48,1.01,3.03,1.0,2102671.12,53675.0,72492.0,1556873.48,,,2756.0,,,,,0.01,,442.0,,,,2756.0,,,,1.83,,,,14.92,14.92,306117.0,8879095.29,,10.41,14.95,24.72,0.4707,63.64,0.2475
2008-11-17,86836.0,2440112.08,2.01,5.33,0.99,2.85,0.0,2098694.21,53675.0,74686.0,1508280.16,,,,,,2194.0,,0.01,,119.0,,,,,0.08,119.0,,1.76,,,,14.87,14.87,307215.0,8632813.95,,10.05,14.93,25.1,0.4968,65.68,0.2406
2008-11-18,89040.0,2466826.97,2.06,5.44,1.01,2.86,1.0,2130214.8,53675.0,76890.0,1487050.07,,,100.0,0.07,,,,0.01,2204.0,100.0,,,0.07,100.0,,,,1.72,,,,15.15,15.15,300633.0,8328948.72,,9.56,15.22,24.07,0.4745,64.18,0.2513
2008-11-19,89040.0,2361172.9,2.06,5.49,1.01,2.79,1.0,2038977.81,53675.0,76890.0,1423359.79,,,,,,,,0.01,,253.0,,,,,,253.0,,1.69,,,,15.04,15.04,303182.0,8039814.94,,9.49,15.1,24.55,0.4686,63.52,0.2495
2008-11-20,89040.0,2289171.61,2.06,5.62,1.01,2.69,1.0,1976801.49,53565.0,76890.0,1377128.0,,,,,,,,0.01,,110.0,,,,,,,,1.62,,,,15.09,15.09,301314.0,7746624.59,,9.07,15.15,24.31,0.4691,63.64,0.2509
2008-11-21,89040.0,2234388.01,2.06,5.65,1.01,2.6,1.0,1929493.42,53565.0,76890.0,1344171.09,,,,,,,,,,,,,,,,,,1.55,,,,15.66,15.66,288460.0,7238674.37,,8.36,15.67,24.07,0.4723,64.0,0.2603
2008-11-24,88787.0,2560489.16,2.06,5.56,1.01,2.75,1.0,2210100.66,53565.0,76637.0,1544737.42,,,,,,,,,,,,,,,,,253.0,1.59,0.01,,,16.28,16.28,275382.0,7941620.11,,8.07,16.42,21.39,0.5154,68.26,0.2699
2008-11-25,84740.0,2532414.0,1.96,5.28,0.96,2.82,0.0,2208166.98,50375.0,73890.0,1505432.56,,,,,,300.0,,0.09,,3190.0,,,,,0.01,,3047.0,1.66,0.07,,,14.71,14.71,292091.0,8728998.55,,9.6,14.77,24.8,0.5161,67.22,0.2474
2008-11-26,84740.0,2530179.51,1.96,5.35,0.96,2.91,0.0,2206218.6,50550.0,73890.0,1509329.41,,,175.0,,,,,,,,,,,175.0,,,,1.73,,,,14.86,14.86,289640.0,8648114.17,,9.86,14.94,25.48,0.5016,65.81,0.2491
2008-11-27,99740.0,2999091.85,2.31,6.5,1.13,3.44,1.0,2672842.14,50550.0,88890.0,1519992.91,,,,0.34,,5000.0,,,10000.0,,,,0.34,,0.17,,,1.73,,,,15.0,15.0,286556.0,8616480.49,,9.74,15.06,21.11,0.3658,54.83,0.2959
2008-11-28,99740.0,2916684.77,2.31,6.82,1.13,3.41,1.0,2599399.53,50550.0,88890.0,1478227.54,,,,,,,,,,,,,,,,,,1.73,,,,15.0,15.0,286562.0,8379897.94,,9.78,15.06,21.63,0.3593,53.99,0.2959
2008-12-01,99740.0,3042048.73,2.31,7.1,1.13,3.43,1.0,2711126.05,50550.0,88890.0,1541764.22,,,,,,,,,,,,,,,,,,1.71,,,,15.0,15.0,286465.0,8737121.42,,9.62,15.13,20.56,0.3704,55.47,0.296
2008-12-02,99740.0,3024515.31,2.31,7.16,1.13,3.46,1.0,2695499.96,50550.0,88890.0,1532877.97,,,,,,,,,,,,,,,,,,1.75,,,,14.92,14.92,288308.0,8742650.5,,9.95,14.98,21.1,0.3666,54.93,0.2943
2008-12-03,99740.0,2980681.76,2.31,7.27,1.13,3.44,1.0,2656434.74,50550.0,88890.0,1510662.35,,,,,,,,,,,,,,,,,,1.74,,,,14.92,14.92,288308.0,8615945.42,,9.91,14.95,21.31,0.3624,54.42,0.2943
2008-12-04,99740.0,3305050.07,2.31,7.51,1.13,3.59,1.0,2945517.35,50550.0,88890.0,1675057.96,,,,,,,,,,,,,,,,,,1.78,,,,14.9,14.9,288659.0,9565193.98,,10.06,15.02,19.82,0.3855,57.23,0.294
2008-12-05,99740.0,3248066.44,2.31,6.85,1.13,3.7,1.0,2894732.57,50265.0,88890.0,1636896.53,,,,,,,,0.01,,285.0,,,,,,,,1.89,,,,14.78,14.78,289908.0,9440950.94,,10.88,14.83,21.72,0.3707,55.23,0.2932
2008-12-08,99740.0,3331350.2,2.31,6.85,1.13,3.72,1.0,2968956.48,50265.0,88890.0,1678868.24,,,,,,,,,,,,,,,,,,1.87,,,,14.82,14.82,288989.0,9652331.69,,10.69,14.88,20.7,0.3761,56.11,0.294
2008-12-09,91417.0,2989077.9,2.12,6.24,1.04,3.42,1.0,2634313.52,42569.0,80567.0,1391886.16,,,,,,,,0.3,,7696.0,,,,,,,8323.0,1.61,0.33,,,12.56,12.56,296225.0,9685721.49,,11.19,12.6,23.93,0.3337,50.39,0.2698
2008-12-10,91417.0,3085499.77,2.12,6.32,1.04,3.44,1.0,2719291.38,42569.0,80567.0,1436785.71,,,1133.0,,,,,0.04,,1133.0,,,,1133.0,,,,1.59,,,,12.57,12.57,296221.0,9998029.11,,11.08,12.53,22.99,0.3407,51.54,0.2698
2008-12-11,81417.0,2757999.19,1.89,5.63,0.92,3.05,0.0,2119455.83,42569.0,62567.0,1442024.0,,,,,,,,,,,,,,,,,18000.0,1.61,0.7,,,12.58,12.58,295817.0,10020794.76,,11.25,12.51,14.22,0.3949,59.39,0.2406
2008-12-12,91417.0,3131300.16,2.12,6.39,1.04,3.51,1.0,2759655.86,42569.0,80567.0,1458113.0,,,,,,18000.0,,0.01,,243.0,,,,,0.72,243.0,,1.64,,,,12.58,12.58,295817.0,10132599.17,,11.39,12.57,23.37,0.3408,51.44,0.2702
2008-12-15,91417.0,3135317.73,2.12,6.54,1.04,3.51,1.0,2763196.6,42569.0,80567.0,1459983.82,,,,,,,,,,,,,,,,,,1.64,,,,12.58,12.58,295817.0,10145599.68,,11.43,12.53,23.3,0.3397,51.34,0.2702
2008-12-16,91417.0,3116836.88,2.12,6.6,1.04,3.48,1.0,2746909.18,40215.0,80567.0,1371119.1,,,23.0,,,,,0.09,,2377.0,,,,23.0,,,,1.54,,,,11.88,11.88,298171.0,10166056.29,,11.48,11.8,23.41,0.3384,51.14,0.2702
2008-12-17,89063.0,3036577.91,2.06,6.86,1.01,3.39,1.0,2666650.21,40215.0,78213.0,1371119.1,,,220.0,,,,,0.01,,220.0,,,,220.0,,,2354.0,1.53,0.08,,,11.88,11.88,298171.0,10166056.29,,11.37,11.84,23.8,0.3572,52.86,0.2632
2008-12-18,94063.0,3183075.09,2.18,7.49,1.07,3.67,1.0,2815913.03,34666.0,83213.0,1173091.24,,,,0.19,,,,0.21,5000.0,5549.0,,,0.19,,,,,1.37,,,,10.23,10.23,304042.0,10288726.88,,11.88,10.33,23.14,0.3334,49.49,0.2777
2008-12-19,94063.0,3082208.81,2.18,7.7,1.07,3.59,1.0,2726681.5,40215.0,83213.0,1317744.78,,,,,,,,,,,,,,,,5549.0,,1.57,,,,11.87,11.87,298493.0,9780867.67,,11.58,11.93,23.78,0.3249,48.13,0.2777
2008-12-22,94063.0,3141736.45,2.18,7.87,1.07,3.54,1.0,2779342.73,40215.0,83213.0,1343194.79,,,,,,,,,,,,,,,,,,1.5,,,,11.89,11.89,298091.0,9956341.61,,11.15,11.88,22.4,0.3325,49.52,0.278
2008-12-23,82063.0,2721457.29,1.9,8.13,0.93,3.09,0.0,2560616.62,34215.0,77213.0,1134672.89,,,,,,,,0.22,,6000.0,,,,,,,6000.0,1.3,0.23,,,10.23,10.23,300081.0,9951593.6,,11.37,10.25,19.6,0.3533,53.18,0.2455
2008-12-24,82063.0,2668802.54,1.9,8.25,0.93,3.08,0.0,2511073.82,34215.0,77213.0,1112719.24,,,,,,,,,,,,,,,,,,1.28,,,,10.23,10.23,300081.0,9759050.18,,11.28,10.22,19.68,0.353,53.13,0.2455
2008-12-25,78063.0,2538716.99,1.81,8.13,0.89,2.88,0.0,2120817.18,34215.0,65213.0,1112719.24,,,,,,,,,,,,,,,,,12000.0,1.27,0.47,,,10.24,10.24,300074.0,9758822.53,,11.18,10.2,21.09,0.3808,56.43,0.2335
2008-12-26,78063.0,2538716.99,1.81,8.13,0.89,2.86,0.0,2120817.18,34215.0,65213.0,1112719.24,,,,,,,,,,,,,,,,,,1.27,,,,10.24,10.24,299972.0,9755505.35,,11.09,10.25,21.2,0.3791,56.23,0.2336
2008-12-29,82063.0,2637065.43,1.9,8.54,0.93,3.04,0.0,2481212.4,43869.0,77213.0,1409714.77,,,10413.0,,,12000.0,,0.08,,2044.0,,,,10413.0,0.47,1285.0,,1.63,,,,13.09,13.09,291167.0,9356548.38,,10.77,13.16,19.92,0.3513,52.87,0.2449
2008-12-30,80019.0,2671958.71,1.85,8.58,0.91,2.99,0.0,2510009.67,43869.0,75169.0,1464854.05,,,,,,,,,,,,,,,,,2044.0,1.62,0.08,,,13.09,13.09,291215.0,9724121.2,,10.79,13.08,20.22,0.3773,55.22,0.2388
2008-12-31,80019.0,2672662.04,1.85,8.91,0.91,3.06,0.0,2510670.37,43869.0,75169.0,1465239.64,,,,,,,,,,,,,,,,,,1.67,,,,13.09,13.09,291215.0,9726680.85,,11.09,13.05,19.82,0.3762,55.14,0.2388
2009-01-01,76019.0,2539060.67,1.76,8.69,0.86,2.84,0.0,2109866.26,43869.0,63169.0,1465239.64,,,,,,,,,,,,,,,,,12000.0,1.67,0.48,,,13.09,13.09,291214.0,9726647.45,,11.07,13.08,21.42,0.4044,58.33,0.2269
2009-01-02,80019.0,2697981.99,1.85,9.15,0.91,3.03,0.0,2534455.67,43869.0,75169.0,1479120.86,,,,,,12000.0,,,,,,,,,0.48,,,1.67,,,,13.13,13.13,290191.0,9784302.39,,11.04,13.13,19.94,0.3745,54.94,0.2395
2009-01-05,80019.0,2953994.88,1.85,9.15,0.91,3.2,0.0,2774951.47,43869.0,75169.0,1619475.39,,,,,,,,,,,,,,,,,,1.74,,,,13.09,13.09,291214.0,10750505.08,,11.47,13.16,18.86,0.3899,56.87,0.2388
2009-01-06,80019.0,2989161.49,1.85,8.84,0.91,3.29,0.0,2807986.6,43869.0,75169.0,1638754.86,,,,,,,,,,,,,,,,,,1.85,,,,13.13,13.13,290294.0,10844120.09,,12.26,13.14,18.42,0.3808,55.88,0.2395
2009-01-07,80019.0,3041911.4,1.85,8.71,0.91,3.33,0.0,2857539.31,43869.0,75169.0,1667674.07,,,,,,,,,,,,,,,,,,1.86,,,,13.1,13.1,290983.0,11061679.15,,12.33,13.08,18.2,0.3852,56.45,0.239
2009-01-08,80019.0,3077078.0,1.85,8.65,0.91,3.37,0.0,2890574.44,43869.0,75169.0,1686953.54,,,,,,,,,,,,,,,,,,1.89,,,,13.14,13.14,290063.0,11154181.84,,12.54,13.11,18.01,0.3845,56.38,0.2396
2009-01-09,80019.0,3059494.7,1.85,8.8,0.91,3.41,0.0,2874056.88,43869.0,75169.0,1677313.8,,,,,,,,,,,,,,,,,,1.95,,,,13.14,13.14,290063.0,11090443.66,,12.77,13.22,17.8,0.3824,56.11,0.2396
2009-01-12,80019.0,3038394.74,1.85,8.8,0.91,3.37,0.0,2854235.79,43869.0,75169.0,1665746.12,,,,,,,,,,,,,,,,,,1.92,,,,13.1,13.1,291010.0,11049916.3,,12.68,13.12,18.02,0.3812,55.97,0.2389
2009-01-13,79169.0,2818236.99,1.83,8.61,0.9,3.22,0.0,2675846.06,43019.0,75169.0,1531378.91,,,,,,,,0.04,,850.0,,,,,,,,1.85,,,,12.85,12.85,291680.0,10383147.01,,12.48,12.94,18.66,0.3692,54.43,0.2365
2009-01-14,74319.0,2710911.14,1.72,7.62,0.84,2.99,0.0,2565004.38,43019.0,70319.0,1569190.74,,,,,,,,,,,,,,,,,4850.0,1.79,0.19,,,12.86,12.86,291540.0,10634414.28,,12.01,12.96,20.1,0.4178,58.69,0.2221
2009-01-15,70319.0,2644735.84,1.63,7.21,0.8,2.92,0.0,2494293.67,43019.0,66319.0,1617967.99,,,,,,,,,,,,,,,,,4000.0,1.79,0.14,,,12.86,12.86,291541.0,10965015.61,,12.19,12.83,18.99,0.4453,61.98,0.2102
2009-01-16,70319.0,2565004.38,1.63,7.24,0.8,2.89,0.0,2419097.62,43019.0,66319.0,1569190.74,,,,,,,,,,,,,,,,,,1.81,,,,12.81,12.81,292843.0,10681943.4,,12.35,12.79,19.57,0.4367,61.03,0.2094
2009-01-19,70319.0,2626811.72,1.63,7.12,0.8,2.94,0.0,2477389.13,43019.0,66319.0,1607002.56,,,,,,,,,,,,,,,,,,1.8,,,,12.68,12.68,296257.0,11066871.81,,12.39,12.69,19.49,0.442,61.57,0.2073
2009-01-20,70319.0,2648444.28,1.63,7.02,0.8,2.96,0.0,2497791.16,43019.0,66319.0,1620236.7,,,,,,,,,,,,,,,,,,1.86,,,,12.78,12.78,293500.0,11054173.09,,12.59,12.84,19.56,0.4419,61.57,0.209
2009-01-21,70319.0,2675639.51,1.63,8.37,0.8,2.96,0.0,2523439.42,43019.0,66319.0,1636873.9,,,,,,,,,,,,,,,,,,1.83,,,,12.78,12.78,293629.0,11172589.97,,12.57,12.69,19.17,0.4445,61.9,0.2089
2009-01-22,70319.0,2654006.94,1.63,8.7,0.8,2.96,0.0,2503037.39,43019.0,66319.0,1623639.77,,,,,,,,,,,,,,,,,,1.85,,,,12.66,12.66,296700.0,11198166.36,,12.77,12.66,19.47,0.4419,61.6,0.207
2009-01-23,70319.0,2534100.71,1.63,8.87,0.8,2.87,0.0,2389951.87,43019.0,66319.0,1550284.83,,,,,,,,,,,,,,,,,,1.83,,,,12.68,12.68,296289.0,10677429.52,,12.54,12.72,20.09,0.431,60.37,0.2072
2009-01-26,70319.0,2521739.25,1.63,8.56,0.8,2.82,0.0,2378293.56,43019.0,66319.0,1542722.46,,,,,,,,,,,,,,,,,,1.74,,,,12.68,12.68,296275.0,10624842.44,,12.0,12.64,19.11,0.4376,61.15,0.2073
2009-01-27,66319.0,2459901.68,1.53,9.12,0.75,2.72,0.0,2459901.68,39019.0,66319.0,1447291.18,,,,,,,,0.16,,4000.0,,,,,,,,1.6,,,,16.02,16.02,204546.0,7587012.0,,8.46,15.9,18.82,0.4453,61.98,0.2723
2009-01-28,66319.0,2528102.74,1.53,9.75,0.75,2.8,0.0,2528102.74,39019.0,66319.0,1487417.5,,,,,,,,,,,,,,,,,,1.66,,,,15.94,15.94,205704.0,7841506.15,,8.78,15.9,19.03,0.4475,62.21,0.271
2009-01-29,66319.0,2415017.22,1.53,10.31,0.75,2.75,0.0,2415017.22,39019.0,66319.0,1420883.26,,,,,,,,,,,,,,,,,,1.7,,,,15.94,15.94,205830.0,7495333.06,,8.89,16.06,20.19,0.4334,60.62,0.2709
2009-01-30,77319.0,2946067.27,1.79,12.42,0.88,3.5,0.0,2946067.27,39019.0,77319.0,1486731.58,,,,0.69,,,,,11000.0,,,,0.69,,,,,1.65,,,,15.8,15.8,207887.0,7921068.38,,8.88,15.7,35.48,0.387,49.56,0.3132
2009-02-02,69319.0,2587018.93,1.6,10.13,0.79,3.1,0.0,2587018.93,31019.0,69319.0,1157644.23,,,,,,,,0.32,,8000.0,,,,,,,8000.0,1.33,0.36,,,12.68,12.68,213704.0,7975537.65,,9.17,12.69,28.37,0.3985,54.6,0.2833
2009-02-03,79319.0,3009026.38,1.83,9.74,0.9,3.55,0.0,3009026.38,31019.0,79319.0,1176729.27,,,,0.44,,,,,10000.0,,,,0.44,,,,,1.3,,,,12.68,12.68,213704.0,8107023.2,,9.05,12.59,24.81,0.3906,54.38,0.3241
2009-02-04,79319.0,3032730.48,1.83,9.74,0.9,3.54,0.0,3032730.48,31019.0,79319.0,1185999.15,,,,,,,,,,,,,,,,,,1.35,,,,12.68,12.68,213704.0,8170887.61,,9.3,12.71,23.81,0.3959,55.28,0.3241
2009-02-05,79319.0,3068286.63,1.83,9.83,0.9,3.55,0.0,3068286.63,31019.0,79319.0,1199903.97,,,,,,,,,,,,,,,,,,1.36,,,,12.52,12.52,216704.0,8382732.83,,9.49,12.5,23.41,0.3988,55.74,0.3202
2009-02-06,79365.0,3069368.46,1.83,9.63,0.9,3.54,0.0,3069368.46,31019.0,79365.0,1199631.33,,,,,,46.0,,,,,,,,,0.0,,,1.35,,,,12.68,12.68,213704.0,8264805.86,,9.37,12.62,23.39,0.3975,55.62,0.3243
2009-02-09,79365.0,3176098.77,1.83,9.33,0.9,3.63,0.0,3176098.77,31065.0,79365.0,1243186.65,,,46.0,,,,,,,,,,,46.0,,,,1.37,,,,12.69,12.69,213658.0,8550354.83,,9.48,12.65,23.07,0.4037,56.45,0.3243
2009-02-10,115085.0,4482164.59,2.66,13.24,1.3,5.2,1.0,3786579.07,48925.0,97225.0,1905460.34,,,,,,17860.0,,,,,,,,,0.81,17860.0,,2.22,,,,19.99,19.99,195798.0,7625658.11,,8.91,19.96,31.06,0.2857,38.41,0.4703
2009-02-11,115085.0,4450806.64,2.66,13.04,1.3,5.19,1.0,3760087.55,48925.0,97225.0,1892129.42,,,,,,,,,,,,,,,,,,2.17,,,,20.13,20.13,194155.0,7508766.24,,8.63,20.1,30.53,0.2833,38.19,0.4734
2009-02-12,115203.0,4419929.74,2.66,12.84,1.31,5.17,1.0,3734705.0,48925.0,97343.0,1877078.39,,,,0.01,,,,,118.0,,,,0.01,,,,,2.15,,,,18.56,18.56,214637.0,8234858.98,,9.43,18.58,30.45,0.2819,37.99,0.4371
2009-02-13,115203.0,4354111.77,2.66,12.11,1.31,5.12,1.0,3679090.84,49043.0,97343.0,1853586.31,,,118.0,,,,,,,,,,,118.0,,,,2.13,,,,18.61,18.61,214557.0,8109208.6,,9.27,18.71,30.58,0.2811,37.74,0.437
2009-02-16,115203.0,4556628.59,2.66,12.19,1.31,5.2,1.0,3850211.34,49043.0,97343.0,1939799.62,,,,,,,,,,,,,,,,,,2.14,,,,18.61,18.61,214494.0,8483889.25,,9.44,18.45,29.79,0.2844,38.91,0.4371
2009-02-17,115203.0,4303482.56,2.66,12.81,1.31,5.09,1.0,3636310.71,49043.0,97343.0,1832032.98,,,,,,,,,,,,,,,,,,2.2,,,,18.2,18.2,220385.0,8232624.19,,9.82,18.29,31.51,0.2829,37.6,0.4276
2009-02-18,115203.0,4303482.56,2.66,13.18,1.31,5.0,1.0,3636310.71,49043.0,97343.0,1832032.98,,,,,,,,,,,,,,,,,,2.09,,,,13.49,13.49,314434.0,11745885.4,,13.37,13.54,30.5,0.2831,38.32,0.3169
2009-02-19,97343.0,3611498.24,2.25,11.96,1.1,4.21,1.0,2948878.86,49043.0,79483.0,1819532.05,,,,,,,,,,,,,,,,,17860.0,2.07,0.76,,,13.49,13.49,314434.0,11665737.0,,13.29,13.46,19.24,0.2968,45.18,0.2678
2009-02-20,97343.0,3592674.98,2.25,12.11,1.1,4.18,1.0,2933509.2,49043.0,79483.0,1810048.58,,,,,,,,,,,,,,,,,,2.04,,,,13.16,13.16,323650.0,11945073.18,,13.57,13.09,19.56,0.2945,44.76,0.2612
2009-02-23,97343.0,3584118.96,2.25,12.33,1.1,4.22,1.0,2926522.99,49043.0,79483.0,1805737.92,,,,,,,,,,,,,,,,,,2.07,,,,13.16,13.16,323678.0,11917656.7,,13.53,13.25,19.63,0.2949,44.8,0.2612
2009-02-24,99259.0,3587486.95,2.29,12.91,1.13,4.24,1.0,2874933.88,50898.0,79544.0,1839590.47,,,,0.0,,,,,61.0,,,,0.0,,,1855.0,,2.11,,,,13.65,13.65,321923.0,11635162.17,,13.38,13.63,19.37,0.2822,43.58,0.2662
2009-02-25,99259.0,3641578.44,2.29,13.78,1.13,4.25,1.0,2986337.19,50898.0,81399.0,1867327.49,,,,,,1855.0,,,,,,,,,0.08,,,2.1,,,,13.66,13.66,321842.0,11807623.37,,13.3,13.66,18.99,0.2858,44.31,0.2663
2009-02-26,99259.0,3601446.05,2.29,13.93,1.13,4.23,1.0,2953425.95,50898.0,81399.0,1846748.41,,,,,,,,,,,,,,,,,,2.12,,,,13.66,13.66,321602.0,11668788.23,,13.37,13.67,18.91,0.2836,43.93,0.2665
2009-02-27,93259.0,3424731.42,2.2,13.11,1.06,3.99,1.0,2768862.25,50898.0,75399.0,1869116.97,,,,,,,,,,,,,,,,,6000.0,2.1,0.25,,,13.66,13.66,321602.0,11810125.3,,13.36,13.6,20.08,0.3061,47.1,0.2504
2009-03-02,94813.0,3291791.45,2.24,13.94,1.08,3.96,1.0,2617761.1,52452.0,75399.0,1821069.32,,,,,,,,,,,,,,,,1554.0,,2.17,,,,14.7,14.7,304344.0,10566451.61,,12.64,14.67,20.11,0.2878,44.88,0.2657
2009-03-03,85141.0,3078721.2,2.01,12.74,0.97,3.6,0.0,2376705.8,52452.0,65727.0,1896678.27,,,,0.01,,,,,328.0,,,,0.01,,,,10000.0,2.09,0.36,,,14.36,14.36,312790.0,11310569.59,,12.51,14.29,21.94,0.3001,45.78,0.2331
2009-03-04,185441.0,6845771.19,4.37,27.68,2.1,7.81,1.0,2289799.18,156452.0,62027.0,5775608.39,,,2925.0,,,,,,,,,,,2925.0,,101075.0,3700.0,6.43,0.12,,,76.49,42.92,48085.0,1775113.96,,1.98,76.48,29.09,0.2767,39.52,0.5087
2009-03-05,257480.0,9672647.19,6.07,36.97,2.92,11.0,1.0,2327851.7,228552.0,61966.0,8585920.69,,,,,,,,,,,,,,,,72100.0,61.0,9.61,0.0,,,82.62,62.61,48085.0,1806389.78,,2.02,82.64,28.71,0.2824,40.75,0.7053
2009-03-06,293252.0,11325786.33,6.92,42.58,3.33,12.67,1.0,3774772.91,228604.0,97738.0,8828993.69,,,,0.03,,35720.0,,,52.0,,,,0.03,,1.53,52.0,,9.74,,,,82.62,61.8,48085.0,1857107.32,,2.06,82.57,30.21,0.2615,32.38,0.7927
2009-03-09,358183.0,14625144.66,8.45,53.02,4.06,15.68,1.0,4682105.83,276440.0,114669.0,11287456.38,,,48000.0,,,52815.0,,0.01,,164.0,,,,48000.0,2.33,,35884.0,11.98,1.53,,,100.0,75.32,0.0,0.0,,0.0,100.0,27.51,0.2256,29.99,0.976
2009-03-10,382998.0,15423170.98,9.03,47.22,4.34,16.79,1.0,4617673.18,301255.0,114669.0,12131414.2,,70000.0,,,3.04,,,,,,,70000.0,,,,24815.0,,13.11,,2.91,,100.0,80.96,0.0,0.0,70000.0,0.0,100.0,20.05,0.3303,51.28,1.0292
2009-03-11,374998.0,14823577.05,8.85,45.75,4.25,16.17,1.0,4216598.86,301255.0,106669.0,11908534.73,,,,,,,,,,,,,,,,,8000.0,12.88,0.35,,,100.0,81.16,0.0,0.0,,0.0,100.0,20.61,0.3435,52.73,1.0103
