,ASY FP Equity_DX_SI_QTY,ASY FP Equity_DX_SHORT_INTEREST_VALUE,ASY FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ASY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ASY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ASY FP Equity_DX_SI_MV,ASY FP Equity_DX_DSS,ASY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ASY FP Equity_DX_SUPPLY_SI_QTY,ASY FP Equity_DX_BROKER_SI_QTY,ASY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ASY FP Equity_DX_BROKER_SI_MV_NEW_x,ASY FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ASY FP Equity_DX_SUPPLY_SI_QTY_INC_x,ASY FP Equity_DX_BROKER_SI_MV_INC_x,ASY FP Equity_DX_SUPPLY_SI_MV_NEW,ASY FP Equity_DX_BROKER_SI_QTY_ADD,ASY FP Equity_DX_BROKER_SI_QTY_NEW,ASY FP Equity_DX_SUPPLY_SI_MV_DEC,ASY FP Equity_DX_BROKER_SI_QTY_INC,ASY FP Equity_DX_SUPPLY_SI_QTY_DEC,ASY FP Equity_DX_BROKER_SI_MV_NEW_y,ASY FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ASY FP Equity_DX_BROKER_SI_MV_INC_y,ASY FP Equity_DX_SUPPLY_SI_QTY_INC_y,ASY FP Equity_DX_BROKER_SI_MV_ADD,ASY FP Equity_DX_SUPPLY_SI_QTY_ADD,ASY FP Equity_DX_BROKER_SI_QTY_DEC,ASY FP Equity_DX_SUPPLY_SI_MV,ASY FP Equity_DX_BROKER_SI_MV_DEC,ASY FP Equity_DX_SUPPLY_SI_MV_RMV,ASY FP Equity_DX_BROKER_SI_MV_RMV,ASY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ASY FP Equity_DX_UTILIZATION_QUANTITY,ASY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ASY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ASY FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ASY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ASY FP Equity_DX_ACTIVE_UTILIZATION_MV,ASY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ASY FP Equity_DX_BROKER_SI_CON_RATIO,ASY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ASY FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-12,146287.0,1874883.88,0.96,3.36,0.77,3.11,0.0,821382.34,83550.0,64088.0,1070816.6,,,,,,,,0.0,,42.0,,,,,,,,1.61,,,,7.84,7.84,982332.0,12590034.89,,19.84,7.5,38.68,0.3549,44.26,0.1372
2006-09-13,146710.0,1848042.64,0.97,3.22,0.77,3.04,0.0,807288.92,84009.0,64088.0,1058225.17,,,458.0,,,,,,,,,,,458.0,,,,1.61,,,,7.88,7.88,981514.0,12363708.85,,19.37,7.65,37.2,0.3542,45.39,0.1377
2006-09-14,144585.0,1778549.99,0.95,3.14,0.76,2.97,0.0,788350.88,81869.0,64088.0,1007076.18,,,,,,,,0.05,,2139.0,,,,,,,,1.54,,,,7.72,7.72,978711.0,12039191.05,,19.14,7.44,37.58,0.3531,44.94,0.1363
2006-09-15,144399.0,1789162.22,0.95,3.09,0.76,2.94,0.0,794076.33,81663.0,64088.0,1011837.71,,,,,,,,0.01,,207.0,,,,,,,,1.51,,,,7.76,7.76,971287.0,12034640.14,,18.87,7.41,37.97,0.3529,44.59,0.1371
2006-09-18,144423.0,1789459.59,0.95,3.42,0.76,2.94,0.0,794076.33,81698.0,64088.0,1012271.38,,,36.0,,,,,,,,,,,36.0,,,,1.51,,,,7.73,7.73,975577.0,12087794.98,,18.94,7.39,37.88,0.3526,44.64,0.1366
2006-09-19,133483.0,1630058.51,0.88,3.01,0.7,2.72,0.0,782625.42,70758.0,64088.0,864077.67,,,,,,,,0.22,,10940.0,,,,,,,,1.29,,,,6.69,6.69,986458.0,12046359.86,,19.14,6.31,37.98,0.3532,44.62,0.1263
2006-09-20,133539.0,1596787.68,0.76,3.02,0.62,2.64,0.0,766329.9,70831.0,64088.0,846959.08,,,73.0,,,,,,,,,,,73.0,,,,1.27,,,,6.92,6.92,952193.0,11385812.78,,17.91,6.62,37.1,0.3522,45.2,0.1305
2006-09-21,132237.0,1574857.84,0.75,3.11,0.62,2.59,0.0,763246.97,68149.0,64088.0,811610.87,,,,,,,,0.05,,2683.0,,,,,,,,1.19,,,,6.63,6.63,959567.0,11427827.4,,17.88,6.25,37.43,0.3507,44.75,0.1287
2006-09-22,131043.0,1484992.6,0.74,3.08,0.61,2.5,0.0,708822.96,68493.0,62550.0,776169.64,,,344.0,,,,,,,,,,,344.0,,,1538.0,1.14,0.03,,,6.65,6.65,962014.0,10901640.43,,17.43,6.13,38.89,0.3559,44.04,0.1272
2006-09-25,126598.0,1387641.69,0.72,2.8,0.59,2.44,0.0,597627.04,72075.0,54523.0,790014.65,,,3582.0,0.01,,,,,723.0,,,,0.01,3582.0,,,8750.0,1.21,0.14,,,7.2,7.2,929279.0,10185834.52,,16.84,6.69,39.99,0.373,45.15,0.1264
2006-09-26,151542.0,1688129.8,0.86,3.24,0.7,2.8,0.0,926866.16,72143.0,83204.0,803650.13,,,68.0,0.4,,4404.0,,,24277.0,,,,0.4,68.0,0.07,,,1.17,,,,7.2,7.2,930033.0,10360272.52,,16.4,6.65,34.74,0.3141,37.89,0.1512
2006-09-27,153656.0,1686336.52,0.87,3.29,0.71,2.77,0.0,913143.28,74415.0,83204.0,816686.18,,,2272.0,,,,,,,,,,,2272.0,,,,1.22,,,,7.4,7.4,930671.0,10213883.58,,15.97,7.12,32.42,0.3132,39.46,0.1529
2006-09-28,153770.0,1781636.04,0.87,3.38,0.72,2.75,0.0,964032.29,74504.0,83204.0,863230.88,,,90.0,,,,,,,,,,,90.0,,,,1.21,,,,7.49,7.49,920756.0,10668219.27,,15.76,7.12,32.49,0.3126,39.22,0.1545
2006-09-29,153929.0,1814154.95,0.87,3.29,0.72,2.83,0.0,980614.1,74765.0,83204.0,881154.91,,,261.0,,,,,,,,,,,261.0,,,,1.29,,,,7.49,7.49,923656.0,10885896.12,,16.27,7.35,31.57,0.3166,40.81,0.1542
2006-10-02,153960.0,1799707.89,0.87,3.2,0.72,2.84,0.0,972609.09,74848.0,83204.0,874932.04,,,83.0,,,,,,,,,,,83.0,,,,1.3,,,,7.4,7.4,936758.0,10950186.85,,16.55,7.27,31.52,0.3155,40.76,0.1522
2006-10-03,143170.0,1423673.37,0.81,2.89,0.67,2.63,0.0,719980.77,74845.0,72404.0,744253.92,,,,,,,,0.0,,4.0,,,,,,,10800.0,1.29,0.2,,,7.51,7.51,921551.0,9163844.51,,15.91,7.48,34.18,0.3459,43.8,0.1437
2006-10-04,156875.0,1498505.51,0.89,2.28,0.73,2.56,0.0,782365.55,78882.0,81904.0,753498.72,,,,0.14,,,,0.03,9500.0,402.0,,,0.14,,,4440.0,,1.17,,,,7.67,7.67,949331.0,9068224.61,,14.48,7.46,32.22,0.3256,39.29,0.1526
2006-10-05,156814.0,1575513.07,0.89,1.98,0.73,2.51,0.0,822890.96,78728.0,81904.0,790981.63,,,64.0,,,,,0.01,,218.0,,,,64.0,,,,1.12,,,,7.76,7.76,936415.0,9408178.32,,14.12,7.37,32.69,0.3236,38.36,0.1545
2006-10-06,156911.0,1579722.56,0.89,1.91,0.73,2.57,0.0,824579.52,78933.0,81904.0,794668.58,,,293.0,,,,,0.0,,88.0,,,,293.0,,,,1.18,,,,7.69,7.69,947978.0,9543895.8,,14.63,7.47,32.05,0.326,39.53,0.1528
2006-10-09,382579.0,3709692.8,2.17,4.46,1.78,5.86,1.0,1657177.57,211675.0,170904.0,2052515.23,,,90303.0,1.32,,,,0.06,90000.0,3561.0,,,1.32,90303.0,,46000.0,1000.0,3.11,0.02,,,19.75,19.75,859952.0,8338559.47,,12.78,19.56,24.27,0.2611,39.85,0.357
2006-10-10,378259.0,3639209.95,2.14,4.28,1.76,5.64,1.0,1601887.75,211759.0,166500.0,2037322.21,,,120.0,,,,,0.0,,36.0,,,,120.0,,,4404.0,3.0,0.11,,,19.7,19.7,863286.0,8305629.22,,12.56,19.28,23.18,0.259,39.92,0.3519
2006-10-11,390542.0,3730545.59,2.21,4.34,1.82,5.75,1.0,1590445.69,224042.0,166500.0,2140099.9,,,12283.0,,,,,,,,,,,12283.0,,,,3.15,,,,24.13,24.13,704384.0,6728435.42,,10.22,23.58,23.3,0.2603,40.13,0.4207
2006-10-12,416848.0,3981826.46,2.36,4.67,1.94,6.08,1.0,1844592.23,223742.0,193106.0,2137234.23,,,123.0,0.37,,,,0.01,26606.0,422.0,,,0.37,123.0,,,,3.12,,,,24.06,24.06,706265.0,6746403.16,,10.18,23.48,21.77,0.2451,37.49,0.4482
2006-10-13,421906.0,3937361.38,2.39,4.64,1.96,6.1,1.0,1846949.92,223997.0,197909.0,2090411.46,,,255.0,,,4803.0,,,,,,,,255.0,0.07,,,3.08,,,,23.97,23.97,710390.0,6629586.1,,10.11,23.35,21.67,0.237,36.47,0.4515
2006-10-16,421458.0,4069306.78,2.39,4.58,1.96,5.96,1.0,1570435.84,258809.0,162650.0,2498880.6,,,34855.0,,,,,0.0,,44.0,,,,34855.0,,,35259.0,3.53,0.56,,,27.67,27.67,676387.0,6530724.78,,9.55,26.97,21.7,0.2284,37.37,0.4507
2006-10-17,412609.0,3850598.81,2.34,4.53,1.92,6.01,1.0,1438269.01,258492.0,154117.0,2412329.8,,,45.0,0.0,,,,0.0,27.0,361.0,,,0.0,45.0,,,8560.0,3.64,0.12,,,27.59,27.59,678360.0,6330671.92,,9.75,27.2,22.3,0.2371,38.4,0.4404
2006-10-18,393473.0,3669311.57,2.23,4.25,1.83,5.59,1.0,1359295.79,247710.0,145762.0,2310006.45,,,,,,,,0.16,,10782.0,,,,,,,8354.0,3.37,0.12,,,26.68,26.68,680900.0,6349696.79,,9.58,26.03,23.32,0.2445,38.84,0.4237
2006-10-19,390658.0,3737022.94,2.21,4.11,1.82,5.5,1.0,1354206.63,249093.0,141565.0,2382816.31,,,1383.0,0.0,,,,,46.0,,,,0.0,1383.0,,,4243.0,3.38,0.06,,,27.05,27.05,671838.0,6426782.54,,9.43,26.38,22.25,0.2552,38.14,0.4242
2006-10-20,386785.0,3654787.47,2.19,4.03,1.8,5.55,1.0,1307326.98,248431.0,138354.0,2347460.49,,,91.0,0.0,,,,0.0,32.0,752.0,,,0.0,91.0,,,3243.0,3.44,0.05,,,27.01,27.01,671211.0,6342369.93,,9.52,26.53,22.2,0.2623,38.91,0.4206
2006-10-23,419472.0,4208677.4,2.37,3.91,1.95,5.97,1.0,1715840.31,248458.0,171015.0,2492847.13,,,30.0,0.43,,,,0.0,32661.0,3.0,,,0.43,30.0,,,,3.43,,,,27.03,27.03,670792.0,6730239.76,,9.57,26.39,19.62,0.2348,37.47,0.4563
2006-10-24,429576.0,4298245.24,2.43,3.58,2.0,6.41,1.0,1861446.28,243538.0,186037.0,2436788.95,,,70.0,0.23,,,,0.01,15023.0,4989.0,,,0.23,70.0,,,,3.56,,,,26.47,26.47,676410.0,6768013.25,,10.02,26.2,18.1,0.2267,36.75,0.467
2006-10-25,444266.0,4402487.62,2.52,3.72,2.07,6.65,1.0,1987573.54,243695.0,200571.0,2414914.09,,,247.0,0.2,,,,0.0,14596.0,90.0,,,0.2,247.0,,,62.0,3.55,0.0,,,26.41,26.41,678996.0,6728562.36,,10.09,26.03,18.37,0.2192,34.49,0.4815
2006-10-26,434400.0,4477863.82,2.46,3.64,2.02,6.46,1.0,2067187.69,233861.0,200539.0,2410676.13,,,24.0,,,,,0.16,,9858.0,,,,24.0,,,32.0,3.37,0.0,,,25.37,25.37,687991.0,7091919.9,,10.24,24.78,18.47,0.2194,34.49,0.4712
2006-10-27,414637.0,4345379.42,2.35,3.45,1.93,6.4,1.0,1895300.87,233787.0,180850.0,2450078.55,,,64.0,0.1,,,,0.0,6708.0,138.0,,,0.1,64.0,,,26397.0,3.54,0.34,,,25.32,25.32,689416.0,7225052.51,,10.62,25.03,21.1,0.1994,27.53,0.4491
2006-10-30,416337.0,4517695.38,2.36,3.4,1.94,6.47,1.0,1963378.91,235398.0,180939.0,2554316.47,,,1627.0,0.0,,,,0.0,89.0,16.0,,,0.0,1627.0,,,,3.6,,,,25.38,25.38,692107.0,7510090.62,,10.76,25.05,17.83,0.209,35.53,0.4489
2006-10-31,399308.0,4308216.0,2.26,3.25,1.86,6.35,1.0,1953396.41,218257.0,181051.0,2354819.59,,,166.0,0.01,,,,0.16,112.0,17307.0,,,0.01,166.0,,,,3.45,,,,23.42,23.42,713835.0,7701712.39,,11.31,23.35,18.64,0.2029,34.02,0.4284
2006-11-01,370852.0,3978261.57,2.1,2.96,1.72,6.03,1.0,1637670.41,218189.0,152663.0,2340591.16,,,209.0,,,,,0.0,,277.0,,,,209.0,,,28388.0,3.45,0.39,,,23.71,23.71,701931.0,7529863.99,,11.32,23.35,14.56,0.2075,35.96,0.403
2006-11-02,373762.0,3942696.35,2.12,3.0,1.74,6.06,1.0,1641628.03,218288.0,155624.0,2302650.62,,,5.0,0.33,,150.0,,0.0,21218.0,56.0,,,0.33,5.0,0.0,150.0,18407.0,3.44,0.29,,,23.69,23.69,703008.0,7415807.58,,11.28,23.36,19.38,0.2124,35.71,0.4057
2006-11-03,377685.0,3929573.51,2.14,3.02,1.76,6.01,1.0,2022359.32,184509.0,194376.0,1919699.43,,,1231.0,0.7,,10000.0,,0.61,45378.0,35010.0,,,0.7,1231.0,0.15,,16626.0,2.83,0.27,,,19.98,19.98,738867.0,7687443.75,,11.58,19.61,25.36,0.2054,31.36,0.409
2006-11-06,436891.0,4578600.46,2.47,3.57,2.03,6.88,1.0,2658137.2,184450.0,253640.0,1933028.73,,,34.0,0.9,,,,0.0,59293.0,93.0,,,0.9,34.0,,,29.0,2.8,0.0,,,20.0,20.0,737904.0,7733204.84,,11.51,19.58,22.03,0.2464,40.77,0.4737
2006-11-07,445353.0,4707068.55,2.52,3.72,2.07,7.02,1.0,2770075.59,184465.0,262087.0,1949665.55,,,22.0,0.08,,3000.0,,0.0,5447.0,6.0,,,0.08,22.0,0.05,,,2.82,,,,19.94,19.94,740464.0,7826184.64,,11.59,19.55,21.72,0.2407,40.31,0.4815
2006-11-08,444002.0,5034527.02,2.51,3.7,2.07,7.03,1.0,3000507.9,180582.0,264619.0,2047614.56,,,110.0,0.04,,,,0.06,2532.0,3993.0,,,0.04,110.0,,,,2.78,,,,19.51,19.51,745137.0,8449088.88,,11.85,19.03,21.69,0.2412,40.47,0.4796
2006-11-09,443986.0,5092316.85,2.51,3.56,2.06,7.25,1.0,3030482.85,180965.0,264220.0,2075585.99,,,383.0,0.01,,,,,398.0,,,,0.01,383.0,,,797.0,2.98,0.01,,,19.17,19.17,763229.0,8753888.41,,12.52,19.22,22.6,0.2348,39.15,0.4702
2006-11-10,417026.0,4740110.25,2.36,3.36,1.94,6.88,1.0,2696045.26,181032.0,237193.0,2057693.38,,,67.0,0.0,,,,,2.0,,,,0.0,67.0,,,27028.0,3.0,0.39,,,19.18,19.18,762782.0,8670132.75,,12.58,19.26,23.85,0.2171,35.46,0.4419
2006-11-13,404324.0,4584619.22,2.29,3.28,1.88,6.68,1.0,2546597.44,180935.0,224588.0,2051617.22,,,,0.08,,,,0.0,5000.0,97.0,,,0.08,,,,17605.0,3.0,0.28,,,19.29,19.29,757271.0,8586675.99,,12.51,19.34,24.62,0.2024,32.32,0.431
2006-11-14,386905.0,4426988.42,2.19,3.16,1.8,6.38,1.0,2370702.33,180912.0,207192.0,2070005.11,,,,,,,,0.0,,23.0,,,,,,,17396.0,2.98,0.29,,,19.28,19.28,757599.0,8668489.68,,12.5,19.27,25.78,0.2084,31.93,0.4123
2006-11-15,396359.0,4532437.79,2.24,3.82,1.84,6.65,1.0,2478644.58,180802.0,216756.0,2067504.0,,,,0.16,,,,0.0,9564.0,109.0,,,0.16,,,,,3.01,,,,19.05,19.05,768414.0,8786954.88,,12.86,18.98,24.93,0.202,31.26,0.4176
2006-11-16,401256.0,4555346.2,2.27,4.26,1.87,6.73,1.0,2515909.89,180842.0,221613.0,2053048.22,,,40.0,0.08,,,,,4857.0,,,,0.08,40.0,,,,3.01,,,,19.06,19.06,768189.0,8721033.06,,12.84,19.01,24.6,0.2048,32.1,0.4228
2006-11-17,401356.0,4415815.28,2.27,4.39,1.87,6.7,1.0,2440439.99,180742.0,221813.0,1988566.97,,,,0.0,,,,0.0,200.0,100.0,,,0.0,,,,,3.0,,,,19.07,19.07,767062.0,8439400.67,,12.74,19.05,24.71,0.2061,32.27,0.4235
2006-11-20,402973.0,4405913.17,2.28,4.52,1.87,6.69,1.0,2445533.12,180499.0,223673.0,1973489.34,,,,0.03,,,,0.01,1860.0,243.0,,,0.03,,,,,2.96,,,,19.29,19.29,755171.0,8256676.88,,12.51,19.14,24.81,0.2091,32.79,0.4307
2006-11-21,394474.0,4231663.18,2.23,4.45,1.83,6.44,1.0,2307357.81,180582.0,215091.0,1937167.47,,,83.0,,,,,,,,,,,83.0,,,8582.0,2.87,0.15,,,19.13,19.13,763411.0,8189381.86,,12.35,18.88,24.58,0.2083,32.42,0.4179
2006-11-22,399055.0,4346621.55,2.26,4.53,1.86,6.41,1.0,2336798.56,185717.0,214537.0,2022882.85,,,,,,,,0.0,,98.0,,,,,,5233.0,554.0,2.9,0.01,,,19.81,19.81,751881.0,8189703.57,,12.02,19.43,24.22,0.2065,32.42,0.4256
2006-11-23,399230.0,4236042.13,2.26,4.58,1.86,6.45,1.0,2276351.4,185892.0,214537.0,1972412.75,,,201.0,,,,,0.0,,26.0,,,,201.0,,,,2.95,,,,19.73,19.73,756394.0,8025741.67,,12.1,19.6,24.46,0.2066,32.25,0.4237
2006-11-24,392579.0,4135795.2,2.22,4.62,1.83,6.24,1.0,2247502.48,179241.0,213338.0,1888292.72,,,,,,,,0.03,,1444.0,,,,,,,1199.0,2.75,0.02,0.08,,19.35,19.35,747047.0,7870093.4,5207.0,11.76,18.94,24.44,0.2117,33.31,0.4238
2006-11-27,396258.0,4054735.66,2.24,4.79,1.84,6.27,1.0,2107519.51,190296.0,205962.0,1947216.15,,,11055.0,,,,,,,,,,,11055.0,,,7376.0,2.9,0.12,,,19.67,19.67,777149.0,7952227.5,,11.42,20.27,24.32,0.2096,32.55,0.4096
2006-11-28,387665.0,3857580.17,2.19,4.71,1.8,6.07,1.0,1976200.71,189068.0,198597.0,1881379.46,,,,,,,,0.01,,1229.0,,,,,,,7365.0,2.82,0.11,,,20.73,20.73,722800.0,7192444.37,,11.13,20.19,24.39,0.2168,33.52,0.4251
2006-11-29,378171.0,3692938.76,2.14,4.54,1.76,5.79,1.0,1846318.02,189101.0,189070.0,1846620.74,,,34.0,,,,,,,,,,,34.0,,,9527.0,2.75,0.15,,,20.86,20.86,717461.0,7006194.38,,10.78,20.33,24.89,0.2138,32.56,0.4171
2006-11-30,378978.0,3674775.56,2.15,4.62,1.76,5.73,1.0,1833324.93,189908.0,189070.0,1841450.63,,,807.0,,,,,,,,,,,807.0,,,,2.69,,,,20.01,20.01,759364.0,7363203.84,,10.6,20.23,24.67,0.2147,32.89,0.3992
2006-12-01,394886.0,3875160.99,2.24,4.64,1.84,5.94,1.0,2012299.47,189829.0,205057.0,1862861.53,0.14,,,0.08,,,10183.0,0.0,5804.0,78.0,0.14,,0.08,,,,,2.68,,,,20.06,20.06,756386.0,7422692.94,,10.59,20.23,23.87,0.2089,33.08,0.4173
2006-12-04,388750.0,3820289.24,2.2,4.91,1.81,5.88,1.0,2024001.52,182789.0,205961.0,1796287.72,,,,0.01,,,,0.1,905.0,7041.0,,,0.01,,,,,2.61,,,,19.49,19.49,754860.0,7418092.7,,10.57,19.77,22.39,0.2077,33.66,0.4146
2006-12-05,374044.0,3691194.57,2.12,5.51,1.74,5.67,1.0,1963573.33,175067.0,198977.0,1727621.24,,,269.0,0.0,,,,0.11,15.0,7990.0,,,0.0,269.0,,,7000.0,2.5,0.1,,,19.05,19.05,743761.0,7339688.82,,10.43,19.33,21.2,0.2133,34.94,0.4071
2006-12-06,372515.0,3696585.57,2.11,5.52,1.73,5.67,1.0,1959111.46,175091.0,197425.0,1737484.03,,,23.0,0.0,,,,,19.0,,,,0.0,23.0,,,1571.0,2.51,0.02,,,18.99,18.99,746801.0,7410745.34,,10.5,19.3,21.32,0.2117,34.56,0.4041
2006-12-07,361395.0,3551468.63,2.05,5.26,1.68,5.5,1.0,1830220.73,175153.0,186242.0,1721247.9,,,62.0,0.0,,,,,73.0,,,,0.0,62.0,,,11255.0,2.51,0.16,,,18.93,18.93,750162.0,7371924.93,,10.52,19.29,21.94,0.2234,35.56,0.3906
2006-12-08,381939.0,3727109.54,2.16,5.62,1.78,5.78,1.0,2018171.57,175125.0,206814.0,1708937.97,,,,0.3,,,,0.0,20572.0,27.0,,,0.3,,,,,2.5,,,,19.33,19.33,730919.0,7132592.32,,10.21,19.65,20.64,0.2391,39.04,0.4215
2006-12-11,390004.0,3805810.95,2.21,5.61,1.81,5.88,1.0,2098444.08,174964.0,215040.0,1707366.87,,,,0.12,,,,0.0,8392.0,162.0,,,0.12,,,,165.0,2.48,0.0,,,19.59,19.59,718113.0,7007626.38,,10.03,19.8,20.29,0.2385,39.42,0.4367
2006-12-12,395142.0,3853234.1,2.24,5.74,1.84,5.98,1.0,2156899.13,173956.0,221186.0,1696334.97,,,,0.1,,,,0.0,6980.0,1008.0,,,0.1,,,,834.0,2.48,0.0,,,20.78,20.78,663138.0,6466601.76,,9.84,20.12,19.93,0.2309,38.73,0.472
2006-12-13,389920.0,3818389.1,2.21,5.71,1.81,5.89,1.0,2113960.96,174050.0,215870.0,1704428.15,,,94.0,0.0,,,,,44.0,,,,0.0,94.0,,,5360.0,2.49,0.08,,,21.23,21.23,645960.0,6325724.83,,9.57,20.62,20.23,0.2268,37.94,0.4755
2006-12-14,377698.0,3641599.34,2.14,5.45,1.76,5.71,1.0,1963147.72,174085.0,203613.0,1678451.62,,,35.0,,,,,,,,,,,35.0,,,12257.0,2.49,0.19,,,21.12,21.12,650123.0,6268202.34,,9.61,20.6,20.92,0.2354,38.38,0.4583
2006-12-15,392697.0,3864474.16,2.22,5.53,1.83,5.93,1.0,2152627.94,173954.0,218744.0,1711856.06,,,,0.0,,14733.0,,0.0,398.0,131.0,,,0.0,,0.22,,,2.47,,,,21.05,21.05,652307.0,6419258.47,,9.68,20.36,20.16,0.2193,36.96,0.4753
2006-12-18,391987.0,3905975.12,2.22,5.33,1.82,5.94,1.0,2171624.79,174052.0,217935.0,1734350.32,,,98.0,,,,,,,,,,,98.0,,,808.0,2.5,0.01,,,20.91,20.91,658263.0,6559296.35,,9.82,20.3,20.25,0.218,36.69,0.471
2006-12-19,392106.0,3882909.55,2.22,5.16,1.82,5.96,1.0,2110117.63,179020.0,213085.0,1772782.02,,,4969.0,0.07,,,,,5000.0,,,,0.07,4969.0,,,9850.0,2.6,0.15,,,21.42,21.42,656772.0,6503818.54,,9.83,20.9,20.68,0.2316,38.29,0.4691
2006-12-20,406943.0,3948735.87,2.3,5.41,1.89,6.19,1.0,2209379.74,179252.0,227691.0,1739356.13,,,232.0,0.22,,,,,14605.0,,,,0.22,232.0,,,,2.6,,,,21.41,21.41,657969.0,6384544.74,,9.79,20.97,19.8,0.2169,36.89,0.4861
2006-12-21,396535.0,3866817.96,2.25,5.12,1.84,5.97,1.0,2121003.8,179031.0,217505.0,1745823.92,,,,,,,,0.01,,221.0,,,,,,,10186.0,2.54,0.16,,,21.49,21.49,653954.0,6377043.83,,9.65,20.86,20.1,0.2287,38.21,0.476
2006-12-22,391968.0,3800733.62,2.22,5.08,1.82,5.92,1.0,2063608.07,179149.0,212819.0,1737125.55,,,118.0,,,,,,,,,,,118.0,,,4686.0,2.55,0.07,,,21.47,21.47,655117.0,6352368.58,,9.66,20.92,20.3,0.2338,38.62,0.4698
2006-12-25,278163.0,2697218.82,1.57,3.56,1.29,4.54,1.0,1905903.53,81608.0,196555.0,791315.28,,,,,,,,0.0,,16160.0,,,,,,,,1.4,,1.16,0.23,26.9,26.9,221762.0,2150324.23,81381.0,8.97,13.48,26.9,0.3701,51.18,0.9169
2006-12-26,391877.0,3799851.23,2.22,5.01,1.82,5.91,1.0,2063608.07,179058.0,212819.0,1736243.16,0.23,81381.0,16069.0,,1.15,,16264.0,,,,0.23,81381.0,,16069.0,,,,2.55,,,,21.51,21.51,653500.0,6336689.27,,9.63,20.9,20.32,0.2341,38.67,0.4707
2006-12-27,385565.0,3940019.56,2.18,4.93,1.79,5.81,1.0,2101500.45,179915.0,205650.0,1838519.11,,,858.0,,,4686.0,,,,,,,,858.0,0.07,,11855.0,2.55,0.17,,,21.59,21.59,653261.0,6675556.96,,9.72,20.81,20.75,0.2411,39.43,0.4628
2006-12-28,386281.0,4050864.22,2.19,4.69,1.8,5.95,1.0,2168582.62,179490.0,206791.0,1882281.6,,,,0.02,,,,0.0,1141.0,426.0,,,0.02,,,,,2.68,,,,21.29,21.29,663498.0,6957992.52,,10.14,20.88,21.31,0.2377,38.68,0.4582
2006-12-29,386674.0,4092187.25,2.19,4.56,1.8,5.99,1.0,2189515.01,179786.0,206889.0,1902682.82,,,296.0,0.0,,,,,98.0,,,,0.0,296.0,,,,2.72,,,,24.08,24.08,566684.0,5997240.67,,8.76,23.67,21.93,0.2376,38.44,0.518
2007-01-01,365378.0,3866810.78,2.07,4.31,1.7,5.93,1.0,2141891.32,162989.0,202389.0,1724919.46,,,,,,,,0.0,,16797.0,,,,,,,,2.72,,,0.07,38.95,38.95,255451.0,2703448.7,,8.31,24.66,22.18,0.243,38.88,0.8732
2007-01-02,392542.0,4210937.93,2.22,4.63,1.83,6.14,1.0,2235881.44,184113.0,208428.0,1975045.77,0.07,3233.0,16691.0,0.0,0.05,1000.0,4770.0,,270.0,,0.07,3233.0,0.0,16691.0,0.02,1200.0,0.0,2.83,0.0,,,24.38,24.38,571014.0,6125470.68,,8.89,24.18,21.38,0.2312,37.55,0.5198
2007-01-03,391313.0,4200443.15,2.22,4.59,1.82,6.24,1.0,2240823.87,182559.0,208755.0,1959630.02,,,1679.0,0.0,,,,,326.0,,,,0.0,1679.0,,,,2.84,,0.05,,24.41,24.41,565278.0,6067823.21,3233.0,8.49,25.09,21.33,0.2286,36.95,0.5233
2007-01-04,384460.0,4071398.44,2.18,4.55,1.79,6.14,1.0,2138050.74,182565.0,201895.0,1933347.7,,,6.0,0.05,,,,,3157.0,,,,0.05,6.0,,,10017.0,2.84,0.16,,,24.91,24.91,550413.0,5828826.49,,8.25,25.63,21.73,0.2425,38.44,0.5245
2007-01-05,384550.0,4096135.55,2.18,4.58,1.79,6.11,1.0,2153221.98,182403.0,202147.0,1942913.57,,,,0.0,,,,0.0,252.0,162.0,,,0.0,,,,,2.81,,,,25.44,25.44,534643.0,5694890.64,,8.0,26.01,21.65,0.2432,38.6,0.5363
2007-01-08,475391.0,4991879.76,2.69,5.6,2.21,7.52,1.0,3079189.17,182151.0,293240.0,1912690.58,,,,1.41,,,,0.0,91225.0,252.0,,,1.41,,,,132.0,2.81,0.0,,,26.34,26.34,509313.0,5348080.33,,7.65,26.84,17.43,0.31,49.87,0.6875
2007-01-09,475331.0,5030448.02,2.69,5.53,2.21,7.49,1.0,3103921.6,182040.0,293292.0,1926537.0,,,,0.0,,,,0.0,52.0,112.0,,,0.0,,,,,2.77,,,,27.84,27.84,471744.0,4992486.64,,7.08,28.15,17.26,0.3114,50.08,0.727
