,MDM FP Equity_DX_SI_QTY,MDM FP Equity_DX_SHORT_INTEREST_VALUE,MDM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MDM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MDM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MDM FP Equity_DX_SI_MV,MDM FP Equity_DX_DSS,MDM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MDM FP Equity_DX_SUPPLY_SI_QTY,MDM FP Equity_DX_BROKER_SI_QTY,MDM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MDM FP Equity_DX_BROKER_SI_MV_NEW_x,MDM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MDM FP Equity_DX_SUPPLY_SI_QTY_INC_x,MDM FP Equity_DX_BROKER_SI_MV_INC_x,MDM FP Equity_DX_SUPPLY_SI_MV_NEW,MDM FP Equity_DX_BROKER_SI_QTY_ADD,MDM FP Equity_DX_BROKER_SI_QTY_NEW,MDM FP Equity_DX_SUPPLY_SI_MV_DEC,MDM FP Equity_DX_BROKER_SI_QTY_INC,MDM FP Equity_DX_SUPPLY_SI_QTY_DEC,MDM FP Equity_DX_BROKER_SI_MV_NEW_y,MDM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MDM FP Equity_DX_BROKER_SI_MV_INC_y,MDM FP Equity_DX_SUPPLY_SI_QTY_INC_y,MDM FP Equity_DX_BROKER_SI_MV_ADD,MDM FP Equity_DX_SUPPLY_SI_QTY_ADD,MDM FP Equity_DX_BROKER_SI_QTY_DEC,MDM FP Equity_DX_SUPPLY_SI_MV,MDM FP Equity_DX_BROKER_SI_MV_DEC,MDM FP Equity_DX_SUPPLY_SI_MV_RMV,MDM FP Equity_DX_BROKER_SI_MV_RMV,MDM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MDM FP Equity_DX_UTILIZATION_QUANTITY,MDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MDM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MDM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MDM FP Equity_DX_ACTIVE_UTILIZATION_MV,MDM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MDM FP Equity_DX_BROKER_SI_CON_RATIO,MDM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MDM FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-04-17,428634.0,2010293.46,2.5,4.58,1.09,2.04,1.0,1752024.54,281793.0,373566.0,1321609.17,,,7119.0,0.0,,,,0.0,314.0,222.0,,,0.0,7119.0,,,3400.0,1.32,0.02,,,20.82,20.82,1071715.0,5026343.35,,5.03,20.75,31.05,0.257,37.35,0.3167
2024-04-18,418741.0,1980644.93,2.45,4.49,1.07,2.0,1.0,1720173.29,271043.0,363673.0,1282033.39,,,,,,,,0.05,,10750.0,,,,,,,9893.0,1.27,0.04,,,20.18,20.18,1071884.0,5070011.32,,5.05,20.13,29.63,0.2553,38.16,0.3118
2024-04-19,421641.0,1920574.76,2.46,4.56,1.08,2.01,1.0,1651520.02,271043.0,362573.0,1234600.87,,,,,,,,,,,,,,,,,1100.0,1.28,0.01,,,100.0,20.04,0.0,0.0,,0.0,100.0,28.5,0.251,38.38,0.3117
2024-04-22,420671.0,2006600.67,2.46,4.54,1.07,1.98,1.0,1743926.31,274073.0,365603.0,1307328.21,,,3030.0,0.01,,,,,3030.0,,,,0.01,3030.0,,,,1.25,,,,20.24,20.24,1080067.0,5151919.59,,5.01,19.95,30.14,0.2532,37.49,0.3107
2024-04-23,419241.0,2016549.21,2.45,4.57,1.07,2.03,1.0,1751672.13,272643.0,364173.0,1311412.83,,,,,,,,0.01,,1430.0,,,,,,,1430.0,1.3,0.01,,,20.47,20.47,1058970.0,5093645.7,,5.07,20.34,29.65,0.2548,38.07,0.3148
2024-04-24,418841.0,1922480.19,2.45,4.62,1.07,2.02,1.0,1669718.07,272643.0,363773.0,1251431.37,,,,,,,,,,,,,,,,,400.0,1.31,0.0,,,20.49,20.49,1058194.0,4857110.46,,5.02,20.7,28.46,0.2545,38.83,0.3147
2024-04-25,418841.0,1909914.96,2.45,4.66,1.07,1.96,1.0,1658804.88,272643.0,363773.0,1243252.08,,,,,,,,,,,,,,,,,,1.25,,,,20.51,20.51,1056754.0,4818798.24,,4.85,20.48,29.2,0.2539,38.2,0.3151
2024-04-26,427341.0,1970042.01,2.5,4.93,1.09,1.99,1.0,1716178.53,301143.0,372273.0,1388269.23,,,3000.0,0.04,,,,,8500.0,,,,0.04,3000.0,,25500.0,,1.38,,,,100.0,22.67,0.0,0.0,,0.0,100.0,29.0,0.2468,37.42,0.3217
2024-04-29,420241.0,1954120.65,2.45,5.0,1.07,1.97,1.0,1698054.45,301143.0,365173.0,1400314.95,,,,,,,,,,,,,,,,,7100.0,1.39,0.03,,,100.0,22.68,0.0,0.0,,0.0,100.0,29.53,0.2521,37.99,0.3164
2024-04-30,427341.0,1923034.5,2.5,5.29,1.09,2.01,1.0,1675228.5,301143.0,372273.0,1355143.5,,,,0.03,,,,,7100.0,,,,0.03,,,,,1.39,,,,100.0,22.68,0.0,0.0,,0.0,100.0,28.19,0.2464,37.92,0.3218
2024-05-01,427341.0,1923034.5,2.5,7.38,1.09,1.96,1.0,1675228.5,301143.0,372273.0,1355143.5,,,,,,,,,,,,,,,,,,1.36,,,,100.0,22.39,0.0,0.0,,0.0,100.0,28.79,0.2461,37.45,0.3177
2024-05-02,427341.0,1978588.83,2.5,7.38,1.09,1.97,1.0,1723623.99,301143.0,372273.0,1394292.09,,,,,,,,,,,,,,,,,,1.35,,,,100.0,22.37,0.0,0.0,,0.0,100.0,29.37,0.2466,37.11,0.3174
2024-05-03,425441.0,1967664.63,2.48,7.51,1.09,2.0,1.0,1712975.13,299243.0,370373.0,1383998.88,,,,,,,,0.01,,1900.0,,,,,,,1900.0,1.38,0.01,,,100.0,22.23,0.0,0.0,,0.0,100.0,29.03,0.2484,37.57,0.316
2024-05-06,426041.0,1957658.4,2.49,7.86,1.09,2.0,1.0,1703242.44,299543.0,370673.0,1376400.09,,,300.0,0.0,,,,,300.0,,,,0.0,300.0,,,,1.38,,,,100.0,22.3,0.0,0.0,,0.0,100.0,28.79,0.2488,37.81,0.3171
2024-05-07,426041.0,2087600.9,2.49,8.04,1.09,2.04,1.0,1816297.7,299543.0,370673.0,1467760.7,,,,,,,,,,,,,,,,,,1.38,,,,100.0,22.28,0.0,0.0,,0.0,100.0,30.23,0.2504,36.99,0.3169
2024-05-08,420493.0,2127694.58,2.4,8.67,1.07,2.11,1.0,1877629.38,293995.0,371073.0,1487614.7,,,400.0,0.0,,,,0.02,400.0,5948.0,,,0.0,400.0,,,,1.44,,,,70.44,21.96,123392.0,624363.52,,0.6,70.46,30.04,0.2571,38.0,0.314
2024-05-09,417929.0,2085465.71,2.38,8.53,1.07,2.13,1.0,1851609.36,291431.0,371064.0,1454240.69,,,,,,,,0.01,,2564.0,,,,,,,9.0,1.47,0.0,,,70.25,21.79,123392.0,615726.08,,0.62,70.18,29.13,0.2563,38.48,0.3125
2024-05-10,417366.0,2157782.22,2.38,8.62,1.07,2.14,1.0,1918400.88,290868.0,371064.0,1503787.56,,,,,,,,0.0,,563.0,,,,,,,,1.45,,,,70.21,21.74,123392.0,637936.64,,0.62,70.25,30.08,0.2573,37.92,0.312
2024-05-13,417366.0,2080569.51,2.38,8.62,1.07,2.17,1.0,1849754.04,290868.0,371064.0,1449976.98,,,,,,,,,,,,,,,,,,1.5,,,,70.21,21.63,123392.0,615109.12,,0.64,70.17,28.74,0.2566,38.76,0.3103
2024-05-14,437095.0,2264152.1,2.49,9.07,1.12,2.24,1.0,2024307.74,310597.0,390793.0,1608892.46,,,8539.0,0.08,,,,,19729.0,,,,0.08,8539.0,,11190.0,,1.55,,,,51.64,23.07,290821.0,1506452.78,,1.45,51.64,28.79,0.27,40.78,0.3247
2024-05-15,435595.0,2195398.8,2.48,9.13,1.11,2.26,1.0,1962036.72,309097.0,389293.0,1557848.88,,,,,,,,0.01,,1500.0,,,,,,,1500.0,1.59,0.01,,,51.52,22.86,290821.0,1465737.84,,1.51,51.43,27.65,0.2722,41.77,0.3222
2024-05-16,435595.0,2160551.2,2.48,9.53,1.11,2.23,1.0,1930893.28,309097.0,389293.0,1533121.12,,,,,,,,,,,,,,,,,,1.56,,,,51.52,22.86,290821.0,1442472.16,,1.47,51.53,27.76,0.2709,41.5,0.3222
2024-05-17,462044.0,2351803.96,2.73,10.1,1.18,2.35,1.0,2025529.87,335546.0,397943.0,1707929.14,,,18275.0,0.04,,,,0.13,8650.0,25976.0,,,0.04,18275.0,,34150.0,,1.67,,,,67.95,24.82,158287.0,805680.83,,0.79,67.97,26.94,0.2445,38.64,0.3418
2024-05-20,463155.0,2338932.75,2.74,10.12,1.18,2.4,1.0,2111601.95,325603.0,418139.0,1644295.15,,,,0.05,,9142.0,,0.05,11054.0,9943.0,,,0.05,,0.05,,,1.66,,,,67.29,24.22,158287.0,799349.35,,0.81,67.32,26.41,0.2465,38.86,0.3445
2024-05-21,452022.0,2350514.4,2.67,10.05,1.15,2.34,1.0,2116842.0,325524.0,407085.0,1692724.8,,,,,,,,0.0,,79.0,,,,,,,11054.0,1.65,0.05,,,67.28,24.15,158287.0,823092.4,,0.8,67.33,27.53,0.2532,39.4,0.3354
2024-05-22,443523.0,2261967.3,2.62,10.0,1.13,2.33,1.0,2036353.5,324825.0,399285.0,1656607.5,,,,,,,,0.0,,699.0,,,,,,,7800.0,1.69,0.02,,,67.24,24.09,158287.0,807263.7,,0.82,67.28,27.12,0.2488,38.98,0.3289
2024-05-23,460786.0,2303930.0,2.72,10.84,1.18,2.38,1.0,2091425.0,337788.0,418285.0,1688940.0,,,22500.0,0.11,,,,0.05,22500.0,9537.0,,,0.11,22500.0,,,3500.0,1.72,0.03,,,71.33,25.19,135787.0,678935.0,,0.69,71.34,25.95,0.2321,36.54,0.3436
2024-05-24,446836.0,2220774.92,2.64,11.47,1.14,2.29,1.0,2009544.95,320338.0,404335.0,1592079.86,,,,,,,,0.09,,17450.0,,,,,,,13950.0,1.6,0.08,,,70.23,23.95,135787.0,674861.39,,0.68,70.19,26.82,0.2419,37.98,0.3341
2024-05-27,446836.0,2211838.2,2.64,11.7,1.14,2.29,1.0,2001458.25,316338.0,404335.0,1565873.1,,,,,,,,0.02,,4000.0,,,,,,,,1.57,,,,69.97,23.72,135787.0,672145.65,,0.67,69.95,26.86,0.2423,38.03,0.3351
2024-05-28,439597.0,2224360.82,2.6,11.83,1.12,2.23,1.0,2009305.76,313099.0,397096.0,1584280.94,,,,,,,,0.02,,3239.0,,,,,,,7239.0,1.55,0.06,,,69.75,23.54,135787.0,687082.22,,0.67,69.76,28.05,0.2358,36.13,0.3305
2024-05-29,438674.0,2171436.3,2.59,12.05,1.12,2.25,1.0,1965625.2,312176.0,397096.0,1545271.2,,,,,,,,0.0,,923.0,,,,,,,,1.59,,,,69.69,23.49,135787.0,672145.65,,0.69,69.76,27.18,0.2361,36.79,0.3301
2024-05-30,438674.0,2267944.58,2.59,12.06,1.12,2.24,1.0,2052986.32,312176.0,397096.0,1613949.92,,,,,,,,,,,,,,,,,,1.54,,,,69.69,23.57,135787.0,702018.79,,0.67,69.68,28.47,0.2362,35.88,0.3312
2024-05-31,466794.0,2460004.38,2.76,12.69,1.19,2.46,1.0,2229188.92,340296.0,422996.0,1793359.92,,,32440.0,0.14,,,,0.02,25900.0,4320.0,,,0.14,32440.0,,,,1.76,,,,54.8,25.69,280679.0,1479178.33,,1.45,54.79,26.09,0.2178,33.72,0.3525
2024-06-03,424094.0,2311312.3,2.51,11.3,1.08,2.29,1.0,2072613.2,297596.0,380296.0,1621898.2,,,,,,,,0.22,,42700.0,,,,,,,42700.0,1.56,0.22,,,49.54,22.54,303179.0,1652325.55,,1.6,49.47,28.91,0.2417,36.88,0.3212
2024-06-04,423620.0,2160462.0,2.5,10.8,1.08,2.3,1.0,1939509.6,291531.0,380296.0,1486808.1,,,,,,,,0.02,,6065.0,,,,,,,,1.59,,,,49.02,22.11,303179.0,1546212.9,,1.65,48.99,27.0,0.2413,38.1,0.3212
2024-06-05,426458.0,2145083.74,2.52,10.57,1.09,2.21,1.0,1935066.15,289960.0,384705.0,1458498.8,,,,0.0,,,,0.12,10000.0,21149.0,,,0.0,,,19578.0,5591.0,1.48,0.03,,,50.09,22.37,288927.0,1453302.81,,1.47,50.1,27.77,0.2558,39.61,0.329
2024-06-06,452458.0,2316584.96,2.67,10.82,1.15,2.32,1.0,2102809.6,315960.0,410705.0,1617715.2,,,26000.0,0.14,,,,,26000.0,,,,0.14,26000.0,,,,1.59,,,,52.23,24.37,288927.0,1479306.24,,1.45,52.22,26.38,0.2363,37.08,0.349
2024-06-07,426558.0,2158383.48,2.52,10.46,1.09,2.23,1.0,1947113.3,290060.0,384805.0,1467703.6,,,,,,,,0.13,,25900.0,,,,,,,25900.0,1.49,0.13,,,66.82,22.38,144035.0,728817.1,,0.74,66.93,27.74,0.2557,39.62,0.329
2024-06-10,426558.0,2094399.78,2.52,10.56,1.09,2.19,1.0,1889392.55,290060.0,384805.0,1424194.6,,,,,,,,0.01,,1401.0,,,,,,1401.0,,1.47,,,,67.12,22.69,142104.0,697730.64,,0.72,67.17,27.32,0.2551,39.8,0.3337
2024-06-11,449458.0,2139420.08,2.66,10.7,1.15,2.23,1.0,1940675.8,305905.0,407705.0,1456107.8,,,,0.11,,,,0.04,22900.0,7055.0,,,0.11,,,22900.0,,1.5,,,,53.72,28.53,263493.0,1254226.68,,1.29,53.71,25.96,0.2379,37.7,0.4191
2024-06-12,454758.0,2230587.99,2.69,10.19,1.16,2.22,1.0,2025789.53,311205.0,413005.0,1526460.53,,,5300.0,0.02,,,,,5300.0,,,,0.02,5300.0,,,,1.48,,,,68.36,28.96,144035.0,706491.68,,0.69,68.27,27.04,0.236,36.55,0.4232
2024-06-13,452058.0,2070425.64,2.67,10.26,1.15,2.22,1.0,1879196.9,308605.0,410305.0,1413410.9,,,,,,,,0.01,,2600.0,,,,,,,2700.0,1.52,0.01,,,68.18,28.99,144035.0,659680.3,,0.71,68.27,25.2,0.2378,38.09,0.4247
2024-06-14,446458.0,1888517.34,2.64,9.37,1.14,2.05,1.0,1699212.15,300005.0,401705.0,1269021.15,,,3000.0,0.0,,,,0.06,3000.0,11600.0,,,0.0,3000.0,,,11600.0,1.38,0.07,,,67.56,28.0,144035.0,609268.05,,0.66,67.58,25.1,0.2468,39.77,0.4166
2024-06-17,454854.0,1926306.69,2.69,9.09,1.16,1.97,1.0,1736777.74,311593.0,410101.0,1319596.36,,,20730.0,0.0,,3396.0,,0.05,5000.0,9142.0,,,0.0,20730.0,0.02,,,1.32,,,,67.23,29.01,151868.0,643160.98,,0.64,67.32,26.18,0.2481,39.5,0.4235
2024-06-18,493059.0,2110292.52,2.91,9.71,1.26,2.13,1.0,1863764.52,344908.0,435459.0,1476206.24,,,39198.0,0.15,,,,0.02,34500.0,5883.0,,,0.15,39198.0,,,9142.0,1.46,0.04,,,100.0,32.02,0.0,0.0,,0.0,100.0,24.52,0.2317,36.86,0.4577
2024-06-19,492584.0,2093482.0,2.91,9.77,1.26,2.13,1.0,1850700.75,342367.0,435459.0,1455059.75,,,,,,,,0.01,,2541.0,,,,,,,,1.46,,,,100.0,31.54,0.0,0.0,,0.0,100.0,24.36,0.2317,36.91,0.4538
2024-06-20,475918.0,2122594.28,2.81,9.25,1.21,2.09,1.0,1911734.4,316767.0,428640.0,1412780.82,,,,0.05,,9847.0,,0.11,8934.0,25600.0,,,0.05,,0.04,,25600.0,1.35,0.11,,,100.0,29.08,0.0,0.0,,0.0,100.0,26.03,0.2494,39.66,0.4369
2024-06-21,498296.0,2234857.56,2.94,9.55,1.27,2.27,1.0,1981854.23,355901.0,441885.0,1596215.99,,,16381.0,0.1,,,,,13245.0,,,,0.1,16381.0,,22753.0,,1.59,,,,100.0,32.67,0.0,0.0,,0.0,100.0,24.11,0.2495,40.97,0.4574
2024-06-24,498782.0,2284421.56,2.95,9.52,1.27,2.3,1.0,2067888.32,352202.0,451504.0,1613085.16,,,,0.01,,9133.0,,0.02,2184.0,3699.0,,,0.01,,0.04,,1698.0,1.58,0.01,,,100.0,32.33,0.0,0.0,,0.0,100.0,24.29,0.2466,40.41,0.4578
2024-06-25,508196.0,2294504.94,3.0,9.72,1.3,2.37,1.0,2081044.77,367306.0,460918.0,1658386.59,,,15104.0,0.1,,,,,15104.0,,,,0.1,15104.0,,,5690.0,1.68,0.03,,,72.52,33.72,139177.0,628384.16,,0.64,72.53,22.1,0.2576,43.06,0.4665
2024-06-26,500596.0,2089988.3,2.96,9.69,1.28,2.28,1.0,1923497.65,359906.0,460718.0,1502607.55,,,,,,,,0.03,,7400.0,,,,,,,200.0,1.63,0.0,,,72.11,33.08,139177.0,581063.98,,0.63,72.13,21.32,0.2639,44.25,0.4601
2024-06-27,505596.0,2040079.86,2.99,9.44,1.29,2.15,1.0,1902405.66,364906.0,471476.0,1472395.71,,,1266.0,0.03,,,,,10758.0,,,,0.03,1266.0,,3734.0,,1.52,,,,100.0,33.77,0.0,0.0,,0.0,100.0,22.89,0.2593,43.09,0.4679
2024-06-28,461686.0,1869828.3,2.73,8.6,1.18,1.91,1.0,1731642.3,366907.0,427566.0,1485973.35,,,3699.0,,,,,0.01,,1698.0,,,,3699.0,,,43910.0,1.48,0.22,,,100.0,33.95,0.0,0.0,,0.0,100.0,25.87,0.2747,43.2,0.4272
2024-07-01,460786.0,1886918.67,2.72,8.65,1.18,1.92,1.0,1747197.27,366907.0,426666.0,1502484.17,,,,,,,,,,,,,,,,,900.0,1.49,0.0,,,100.0,33.95,0.0,0.0,,0.0,100.0,26.03,0.276,43.26,0.4264
2024-07-02,420467.0,1698686.93,2.48,7.8,1.07,1.76,1.0,1561989.47,342539.0,386631.0,1383857.77,,,,0.0,,,,0.1,1000.0,24368.0,,,0.0,,,,41035.0,1.4,0.17,,,100.0,31.7,0.0,0.0,,0.0,100.0,28.38,0.3241,47.59,0.3891
2024-07-03,403783.0,1697907.52,2.39,7.61,1.03,1.71,1.0,1590108.14,334339.0,378147.0,1405895.5,,,,,,,,0.03,,8200.0,,,,,,,8484.0,1.37,0.03,,,69.45,30.95,147084.0,618488.22,,0.6,69.4,30.08,0.3477,49.12,0.3737
2024-07-04,403783.0,1742323.65,2.39,7.7,1.03,1.73,1.0,1631704.31,330640.0,378147.0,1426711.6,,,,,,,,0.01,,3699.0,,,,,,,,1.39,,,,69.21,30.59,147084.0,634667.46,,0.62,69.19,30.44,0.3454,48.63,0.3736
2024-07-05,434423.0,1833265.06,2.57,8.37,1.11,1.9,1.0,1706850.74,334960.0,404467.0,1413531.2,,,,0.16,,,,,26320.0,,,,0.16,,,4320.0,,1.44,,,,69.49,30.79,147084.0,620694.48,,0.63,69.44,27.28,0.3593,51.99,0.3993
2024-07-08,422100.0,1766488.5,2.49,8.06,1.08,1.82,1.0,1641122.64,330837.0,392144.0,1384552.85,,,,0.03,,,,0.05,7908.0,12031.0,,,0.03,,,7908.0,20231.0,1.41,0.11,,,69.22,30.08,147084.0,615546.54,,0.63,68.88,30.26,0.3702,51.39,0.3838
2024-07-09,413900.0,1655600.0,2.45,7.73,1.06,1.75,1.0,1568576.0,322637.0,392144.0,1290548.0,,,,,,,,0.04,,8200.0,,,,,,,,1.36,,,,68.69,29.55,147084.0,588336.0,,0.63,68.23,29.99,0.3666,51.12,0.3791
2024-07-10,423900.0,1682883.0,2.5,8.04,1.08,1.73,1.0,1596511.68,332637.0,402144.0,1320568.89,,,11401.0,0.0,,,,0.01,10000.0,1401.0,,,0.0,11401.0,,,,1.33,,,,100.0,31.21,0.0,0.0,,0.0,100.0,30.07,0.371,51.59,0.3977
2024-07-11,423900.0,1695600.0,2.5,8.1,1.08,1.73,1.0,1608576.0,332637.0,402144.0,1330548.0,,,,,,,,,,,,,,,,,,1.32,,,,100.0,31.14,0.0,0.0,,0.0,100.0,30.41,0.3703,51.34,0.3969
2024-07-12,454871.0,1810386.58,2.69,8.63,1.16,1.86,1.0,1566703.12,323208.0,393644.0,1286367.84,,,38951.0,,,,,0.19,,48900.0,,,,38951.0,,520.0,8500.0,1.29,0.03,,,100.0,29.43,0.0,0.0,,0.0,100.0,28.1,0.3231,48.11,0.4142
2024-07-15,473471.0,1870210.45,2.8,9.12,1.21,1.94,1.0,1720284.25,341808.0,435515.0,1350141.6,,,30297.0,0.12,,11741.0,,0.05,30130.0,12355.0,,,0.12,30297.0,0.05,658.0,,1.36,,,,69.46,31.26,150295.0,593665.25,,0.6,69.47,33.42,0.3342,46.12,0.433
2024-07-16,510885.0,1951580.7,3.02,10.37,1.3,2.06,1.0,1806588.78,402608.0,472929.0,1537962.56,,,53362.0,0.14,,,,,37414.0,,,,0.14,53362.0,,7438.0,,1.59,,,,100.0,36.82,0.0,0.0,,0.0,100.0,30.45,0.3143,44.85,0.4672
2024-07-17,524885.0,2065422.48,3.1,10.6,1.34,2.07,1.0,1888520.62,409608.0,479929.0,1611807.48,,,7000.0,0.0,,,,,7000.0,,,,0.0,7000.0,,,,1.56,,,,100.0,36.84,0.0,0.0,,0.0,100.0,30.79,0.3201,45.43,0.4721
2024-07-18,524885.0,2062798.05,3.1,10.52,1.34,2.12,1.0,1886120.97,409108.0,479929.0,1607794.44,,,,,,,,0.0,,500.0,,,,,,,,1.61,,,,100.0,36.7,0.0,0.0,,0.0,100.0,30.06,0.3217,46.06,0.4708
2024-07-19,524385.0,2018882.25,3.1,10.3,1.34,2.11,1.0,1845801.65,409108.0,479429.0,1575065.8,,,,,,,,,,,,,,,,,500.0,1.61,0.01,,,100.0,36.95,0.0,0.0,,0.0,100.0,29.84,0.3217,46.2,0.4736
2024-07-22,524385.0,2018882.25,3.1,10.3,1.34,2.02,1.0,1845801.65,432959.0,479429.0,1666892.15,,,23331.0,,,,,,,,,,,23331.0,,520.0,,1.61,,,,100.0,39.09,0.0,0.0,,0.0,100.0,31.05,0.3391,47.27,0.4735
2024-07-23,497200.0,1914220.0,2.94,10.09,1.27,1.92,1.0,1741139.4,381923.0,452244.0,1470403.55,,,,0.01,,,,0.2,1615.0,51036.0,,,0.01,,,,28800.0,1.42,0.11,,,100.0,34.56,0.0,0.0,,0.0,100.0,32.71,0.3648,49.92,0.4499
2024-07-24,501200.0,1876994.0,2.96,10.71,1.28,1.98,1.0,1708633.78,385923.0,456244.0,1445281.64,,,4000.0,0.02,,,,,4000.0,,,,0.02,4000.0,,,,1.49,,,,100.0,34.83,0.0,0.0,,0.0,100.0,31.62,0.3389,47.9,0.4523
2024-07-25,529096.0,1957655.2,3.13,11.38,1.35,2.03,1.0,1791318.0,413819.0,484140.0,1531130.3,,,30000.0,0.11,,,,0.02,30000.0,2104.0,,,0.11,30000.0,,,2104.0,1.55,0.01,,,100.0,37.52,0.0,0.0,,0.0,100.0,29.72,0.3161,45.6,0.4798
2024-07-26,514059.0,1920010.37,3.04,11.75,1.31,1.96,1.0,1808262.9,398782.0,484140.0,1489450.77,,,,,,,,0.06,,15037.0,,,,,,,,1.48,,,,100.0,36.66,0.0,0.0,,0.0,100.0,30.93,0.3333,46.67,0.4726
2024-07-29,519059.0,2019139.51,3.07,12.64,1.32,2.02,1.0,1902754.6,398782.0,489140.0,1551261.98,,,,0.03,,,,,5000.0,,,,0.03,,,,,1.49,,,,100.0,36.57,0.0,0.0,,0.0,100.0,31.13,0.3361,46.93,0.4759
2024-07-30,519943.0,2025177.99,3.07,12.3,1.33,2.08,1.0,1912764.39,397724.0,491082.0,1549134.98,,,,0.04,,,,0.0,2000.0,1058.0,,,0.04,,,,58.0,1.55,0.0,,,100.0,36.59,0.0,0.0,,0.0,100.0,30.44,0.3391,47.66,0.4783
2024-07-31,518885.0,1904307.95,3.07,12.57,1.32,2.05,1.0,1798388.08,397666.0,490024.0,1459434.22,,,,,,,,0.0,,58.0,,,,,,,1058.0,1.55,0.0,,,100.0,36.58,0.0,0.0,,0.0,100.0,29.51,0.3415,48.41,0.4774
2024-08-01,543644.0,1957118.4,3.21,13.21,1.39,2.05,1.0,1853218.8,397666.0,514783.0,1431597.6,,,,0.05,,,,,24759.0,,,,0.05,,,,,1.46,,,,100.0,35.33,0.0,0.0,,0.0,100.0,28.68,0.3544,50.44,0.483
2024-08-02,575644.0,2072318.4,3.4,14.18,1.47,2.12,1.0,1968418.8,397666.0,546783.0,1431597.6,,,,0.08,,,,0.02,32000.0,4747.0,,,0.08,,,4747.0,,1.42,,,,100.0,38.58,0.0,0.0,,0.0,100.0,27.54,0.3329,47.55,0.5584
2024-08-05,572860.0,1893302.3,3.38,14.21,1.46,2.08,1.0,1797916.7,397666.0,543999.0,1314286.13,,,15898.0,,,,,0.06,,15898.0,,,,15898.0,,,2784.0,1.43,0.05,,,100.0,38.34,0.0,0.0,,0.0,100.0,25.84,0.3369,48.79,0.5523
2024-08-06,572860.0,2010738.6,3.38,13.48,1.46,1.99,1.0,1909436.49,394882.0,543999.0,1386035.82,,,,,,,,0.01,,2784.0,,,,,,,,1.31,,,,100.0,37.95,0.0,0.0,,0.0,100.0,27.94,0.3321,47.35,0.5505
2024-08-07,598806.0,2065880.7,3.54,13.99,1.53,2.15,1.0,1980179.25,420748.0,573965.0,1451580.6,,,20673.0,0.15,,,,0.03,35601.0,9684.0,,,0.15,20673.0,,14877.0,5635.0,1.48,0.02,,,100.0,40.5,0.0,0.0,,0.0,100.0,24.93,0.3246,46.08,0.5765
2024-08-08,598806.0,2059892.64,3.54,14.97,1.53,2.13,1.0,1974439.6,420748.0,573965.0,1447373.12,,,,,,,,,,,,,,,,,,1.45,,,,100.0,40.88,0.0,0.0,,0.0,100.0,25.09,0.3243,46.01,0.5819
2024-08-09,598806.0,2101809.06,3.54,15.69,1.53,2.12,1.0,2014617.15,420748.0,573965.0,1476825.48,,,,,,,,,,,,,,,,,,1.45,,,,100.0,40.94,0.0,0.0,,0.0,100.0,25.47,0.323,45.66,0.5827
2024-08-12,698806.0,2431844.88,4.13,18.58,1.78,2.51,1.0,2345398.2,520748.0,673965.0,1812203.04,,,,0.36,,,,,100000.0,,,,0.36,,,100000.0,,1.82,,,,100.0,50.51,0.0,0.0,,0.0,100.0,33.11,0.3129,39.52,0.6778
2024-08-13,631496.0,2232338.36,3.73,17.01,1.61,2.25,1.0,2112074.13,474258.0,597475.0,1676502.03,,,18110.0,0.07,,,,0.23,18110.0,64600.0,,,0.07,18110.0,,,94600.0,1.65,0.34,,,100.0,45.6,0.0,0.0,,0.0,100.0,28.36,0.3169,43.34,0.6072
2024-08-14,631496.0,2219708.44,3.73,17.25,1.61,2.28,1.0,2100124.63,474258.0,597475.0,1667016.87,,,,,,,,,,,,,,,,,,1.67,,,,100.0,45.56,0.0,0.0,,0.0,100.0,28.09,0.3176,43.58,0.6066
2024-08-15,631496.0,2317590.32,3.73,17.28,1.61,2.31,1.0,2192733.25,474258.0,597475.0,1740526.86,,,,,,,,,,,,,,,,,,1.67,,,,100.0,45.56,0.0,0.0,,0.0,100.0,28.77,0.3175,43.28,0.6066
2024-08-16,631496.0,2311275.36,3.73,17.17,1.61,2.37,1.0,2186758.5,474258.0,597475.0,1735784.28,,,,,,,,,,,,,,,,,,1.74,,,,100.0,45.56,0.0,0.0,,0.0,100.0,28.08,0.3181,43.61,0.6066
