,MMB FP Equity_DX_SI_QTY,MMB FP Equity_DX_SHORT_INTEREST_VALUE,MMB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MMB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MMB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MMB FP Equity_DX_SI_MV,MMB FP Equity_DX_DSS,MMB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MMB FP Equity_DX_SUPPLY_SI_QTY,MMB FP Equity_DX_BROKER_SI_QTY,MMB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MMB FP Equity_DX_BROKER_SI_MV_NEW_x,MMB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MMB FP Equity_DX_SUPPLY_SI_QTY_INC_x,MMB FP Equity_DX_BROKER_SI_MV_INC_x,MMB FP Equity_DX_SUPPLY_SI_MV_NEW,MMB FP Equity_DX_BROKER_SI_QTY_ADD,MMB FP Equity_DX_BROKER_SI_QTY_NEW,MMB FP Equity_DX_SUPPLY_SI_MV_DEC,MMB FP Equity_DX_BROKER_SI_QTY_INC,MMB FP Equity_DX_SUPPLY_SI_QTY_DEC,MMB FP Equity_DX_BROKER_SI_MV_NEW_y,MMB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MMB FP Equity_DX_BROKER_SI_MV_INC_y,MMB FP Equity_DX_SUPPLY_SI_QTY_INC_y,MMB FP Equity_DX_BROKER_SI_MV_ADD,MMB FP Equity_DX_SUPPLY_SI_QTY_ADD,MMB FP Equity_DX_BROKER_SI_QTY_DEC,MMB FP Equity_DX_SUPPLY_SI_MV,MMB FP Equity_DX_BROKER_SI_MV_DEC,MMB FP Equity_DX_SUPPLY_SI_MV_RMV,MMB FP Equity_DX_BROKER_SI_MV_RMV,MMB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MMB FP Equity_DX_UTILIZATION_QUANTITY,MMB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MMB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MMB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MMB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MMB FP Equity_DX_ACTIVE_UTILIZATION_MV,MMB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MMB FP Equity_DX_BROKER_SI_CON_RATIO,MMB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MMB FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-08-28,6660443.0,126026978.63,4.87,12.87,4.68,376.93,1.0,76041096.91,4990490.0,4018722.0,94428610.32,,,16491.0,,,,,0.62,,8170.0,,,,16491.0,,,142263.0,278.57,9.84,,,38.81,38.81,7868298.0,148881662.06,,435.6,39.01,18.87,0.2211,38.13,0.518
2006-08-29,6649942.0,127283591.05,5.14,13.05,4.67,378.25,1.0,76826653.08,4985087.0,4013815.0,95417339.74,,,819.0,0.76,,,,0.5,93.0,10835.0,,,0.76,819.0,,4614.0,5000.0,279.97,0.1,,,38.91,38.91,7825680.0,149787870.75,,436.67,39.07,18.97,0.2208,38.08,0.5191
2006-08-30,6622385.0,127090583.64,5.12,13.37,4.65,380.02,1.0,77593214.44,4928540.0,4043196.0,94583903.7,,8019.0,696.0,1.82,0.46,,,6.41,31000.0,115065.0,,8019.0,1.82,696.0,,49803.0,1619.0,279.8,0.0,,,39.0,39.0,7707255.0,147910388.2,,437.92,38.98,18.2,0.2201,38.24,0.5241
2006-08-31,6626263.0,127611199.57,5.12,13.53,4.66,382.41,1.0,77671962.96,4935673.0,4033148.0,95053147.18,,,30536.0,,,,,0.03,,15384.0,,,,30536.0,,,10048.0,282.05,0.0,0.46,,39.15,39.15,7670026.0,147712401.18,8019.0,438.41,39.15,18.06,0.2198,38.1,0.5257
2006-09-01,6443214.0,124411369.63,4.98,13.23,4.53,372.5,1.0,75095996.98,4896737.0,3889191.0,94550601.13,,,2125.0,,,,,2.29,,41061.0,,,,2125.0,,,143957.0,280.27,8.09,,,38.84,38.84,7711124.0,148893316.02,,441.68,38.82,18.37,0.2142,36.9,0.511
2006-09-04,6488944.0,124420472.9,5.01,13.5,4.56,375.34,1.0,75038310.74,4918298.0,3913499.0,94304552.95,,,9619.0,1.49,,,,0.03,24308.0,707.0,,,1.49,9619.0,,12650.0,,281.76,,,,39.02,39.02,7686835.0,147389104.57,,438.59,39.11,18.48,0.2141,36.76,0.5148
2006-09-05,6479471.0,123911604.11,5.0,13.63,4.55,374.23,1.0,74901175.59,4904631.0,3916663.0,93794801.27,,,2408.0,0.0,,,,0.95,3165.0,16076.0,,,0.0,2408.0,,,,280.54,,,,38.93,38.93,7692955.0,147117935.16,,437.61,39.06,18.29,0.2144,36.87,0.5143
2006-09-06,6578763.0,125035196.38,5.08,14.19,4.62,378.23,1.0,75175563.43,4965343.0,3955384.0,94370725.49,,8019.0,3705.0,2.79,0.45,,,0.07,50000.0,549.0,,8019.0,2.79,3705.0,,49538.0,11280.0,282.56,1.28,,,39.33,39.33,7660703.0,145598420.86,,433.47,39.46,18.28,0.2109,36.4,0.521
2006-09-07,6833587.0,129533236.18,5.28,15.31,4.8,392.03,1.0,79564732.34,4977704.0,4197475.0,94354269.27,,,31788.0,16.47,,,,1.82,292092.0,31408.0,,,16.47,31788.0,,20000.0,50000.0,282.77,2.86,0.45,,39.43,39.43,7645136.0,144916455.61,8019.0,431.32,39.6,17.45,0.2266,39.39,0.5414
2006-09-08,6718554.0,126674130.58,5.19,17.04,4.72,384.49,1.0,76963159.17,4978171.0,4081979.0,93860298.41,,,24134.0,2.19,,,,1.36,39500.0,23667.0,,,2.19,24134.0,,,154996.0,282.18,9.19,,,39.57,39.57,7601890.0,143328877.98,,427.64,39.75,17.76,0.2184,37.7,0.5341
2006-09-11,6838862.0,128021445.03,5.28,17.64,4.81,387.74,1.0,76554231.9,5092402.0,4089501.0,95328237.75,,,4416.0,0.0,,,,,12544.0,,,,0.0,4416.0,,109815.0,5022.0,285.11,0.29,,,40.55,40.55,7466873.0,139777622.55,,416.7,40.62,17.39,0.2124,37.17,0.5445
2006-09-12,6873715.0,129368166.27,5.31,17.55,4.83,389.03,1.0,76647172.92,5143730.0,4072492.0,96808627.93,,,2347.0,0.12,,,,0.81,2700.0,14389.0,,,0.12,2347.0,,63370.0,19709.0,287.77,1.3,,,40.94,40.94,7421558.0,139678958.08,,415.0,40.95,17.33,0.2091,36.79,0.547
2006-09-13,6891563.0,127615819.36,5.32,17.49,4.84,390.1,1.0,75604334.86,5150173.0,4082817.0,95369301.17,,8019.0,921.0,0.74,0.44,,,0.42,13025.0,7498.0,,8019.0,0.74,921.0,,5000.0,2700.0,288.04,0.19,,,40.83,40.83,7463915.0,138214455.61,,413.21,41.08,17.36,0.2095,36.86,0.5463
2006-09-14,6941943.0,132638927.73,5.36,17.12,4.88,389.43,1.0,78662790.59,5166336.0,4116986.0,98712603.56,,,5642.0,2.75,,,,0.19,50000.0,960.0,,,2.75,5642.0,,19500.0,15832.0,285.61,2.32,0.44,,41.55,41.55,7267527.0,138859824.76,8019.0,408.84,41.13,17.78,0.2068,36.34,0.5583
2006-09-15,7304359.0,135751701.24,5.64,16.13,5.13,418.4,2.0,84729021.6,5086462.0,4558994.0,94532028.04,,,1350.0,29.23,,,,3.86,442009.0,83577.0,,,29.23,1350.0,,2353.0,,289.21,,,,40.77,40.77,7388655.0,137318344.59,,412.38,41.22,22.34,0.21,34.8,0.5855
2006-09-18,7476550.0,139077737.64,5.77,15.87,5.25,419.16,2.0,84596479.37,5270640.0,4547743.0,98043708.28,,,9789.0,0.43,,,,0.27,7693.0,611.0,,,0.43,9789.0,,175000.0,18944.0,290.99,4.24,,,42.09,42.09,7252695.0,134913618.24,,401.43,42.03,22.2,0.2019,33.78,0.597
2006-09-19,7372144.0,136390964.18,5.69,15.74,5.18,413.49,2.0,82231266.43,5269295.0,4444728.0,97486460.6,,,570.0,,,,,0.14,,1914.0,,,,570.0,,,103016.0,291.93,6.01,,,42.03,42.03,7266306.0,134432870.73,,400.95,42.13,21.01,0.2015,34.3,0.5881
2006-09-20,7588884.0,141933878.6,5.86,16.18,5.33,423.71,2.0,84968652.71,5388307.0,4543082.0,100776782.41,,8019.0,122983.0,5.36,0.45,,,0.73,102000.0,11990.0,,8019.0,5.36,122983.0,,,3646.0,296.99,0.88,,,43.06,43.06,7125189.0,133261453.27,,394.86,42.93,21.1,0.1987,33.76,0.6065
2006-09-21,7602289.0,142312569.44,5.87,16.0,5.34,426.35,2.0,85498448.4,5377056.0,4567298.0,100656875.24,,,14397.0,1.98,,,,0.81,24216.0,17630.0,,,1.98,14397.0,,,,297.95,,0.45,,43.1,43.1,7099806.0,132906238.43,8019.0,394.45,43.03,21.12,0.1994,33.9,0.6093
2006-09-22,7631678.0,140678670.29,5.89,16.18,5.36,428.79,2.0,84752078.54,5376619.0,4597716.0,99110000.66,,,1954.0,1.97,,,,0.04,35000.0,2390.0,,,1.97,1954.0,,,4581.0,298.92,0.0,,,43.11,43.11,7094326.0,130773382.77,,390.41,43.36,21.02,0.1983,33.73,0.612
2006-09-25,7614099.0,141251871.68,5.88,16.1,5.35,424.52,2.0,84874686.18,5381236.0,4575120.0,99829232.19,,,36444.0,,,,,1.99,,31827.0,,,,36444.0,,,22597.0,296.21,2.45,,,43.2,43.2,7074428.0,131240242.09,,389.91,43.17,21.08,0.1975,33.57,0.6113
2006-09-26,7886011.0,150278863.77,6.09,16.69,5.54,442.36,2.0,92498055.2,5373903.0,4853914.0,102407165.91,,,11998.0,15.43,,,,0.78,280000.0,19331.0,,,15.43,11998.0,,,1206.0,298.68,0.0,,,43.32,43.32,7030509.0,133976088.07,,395.1,43.05,23.91,0.1994,32.35,0.6357
2006-09-27,7916161.0,152852354.78,6.11,15.79,5.56,451.89,2.0,94126770.79,5385386.0,4874787.0,103985875.41,,8019.0,13572.0,3.71,0.46,,,1.12,20874.0,27109.0,,8019.0,3.71,13572.0,,17000.0,,305.59,,,,43.42,43.42,7016747.0,135485660.52,,401.36,43.23,23.66,0.1997,32.53,0.6383
2006-09-28,7760642.0,147628494.44,5.99,15.13,5.45,446.89,2.0,90049508.2,5370423.0,4733788.0,102160035.47,,,11137.0,1.86,,,,0.62,9001.0,18081.0,,,1.86,11137.0,,,150000.0,307.85,7.96,0.46,,43.36,43.36,7015337.0,133450768.54,8019.0,397.88,43.62,22.71,0.201,33.34,0.6266
2006-09-29,7569497.0,145011812.45,5.85,14.48,5.32,432.62,2.0,86955167.11,5373512.0,4538988.0,102942469.54,,,4207.0,,,,,0.15,,1118.0,,,,4207.0,,,194800.0,305.0,12.37,,,43.73,43.73,6913476.0,132444161.76,,392.83,43.71,20.92,0.1994,33.99,0.6161
2006-10-02,7432483.0,142637222.44,5.74,14.09,5.22,425.74,2.0,88313071.52,5174672.0,4601782.0,99307437.52,,,6867.0,4.05,,,,11.58,62794.0,205707.0,,,4.05,6867.0,,,,294.18,,,,42.69,42.69,6946880.0,133317986.44,,395.77,42.64,21.3,0.2072,34.81,0.6132
2006-10-03,7132755.0,136885124.6,5.51,13.3,5.01,409.71,2.0,82722140.2,5165806.0,4310452.0,99137289.59,,,13349.0,,,,,1.13,,22214.0,,,,13349.0,,,291330.0,295.02,16.24,,,43.06,43.06,6830193.0,131078639.3,,389.26,43.11,21.89,0.2187,36.28,0.5946
2006-10-04,7327010.0,138022842.82,5.66,13.48,5.15,419.99,2.0,85977884.93,5105318.0,4564178.0,96171631.25,,8019.0,4384.0,15.63,0.45,,,4.21,278226.0,72890.0,,8019.0,15.63,4384.0,,,24500.0,290.85,1.35,,,42.81,42.81,6821133.0,128493364.68,,384.0,43.1,20.76,0.2076,35.07,0.6143
2006-10-05,7213586.0,135764778.3,5.57,12.62,5.07,409.03,2.0,83844191.91,5100714.0,4454891.0,95999036.45,,,12105.0,,,,,1.06,,16691.0,,,,12105.0,,8000.0,109286.0,286.85,8.67,0.45,,42.76,42.76,6829268.0,128531642.37,8019.0,383.25,42.81,20.64,0.2095,35.38,0.6047
2006-10-06,7290765.0,136358198.97,5.63,12.48,5.12,413.37,2.0,84751662.06,5101210.0,4531480.0,95407245.76,,,1211.0,,,80000.0,,0.03,,715.0,,,,1211.0,4.71,,3411.0,286.78,0.12,,,43.12,43.12,6729133.0,125854071.07,,375.54,43.3,20.42,0.2048,34.97,0.6163
2006-10-09,7292194.0,134175268.61,5.63,12.53,5.12,409.92,2.0,83347065.68,5105458.0,4529769.0,93939656.36,,,6720.0,0.0,,,,0.14,8033.0,2472.0,,,0.0,6720.0,,,9744.0,283.58,0.69,,,43.31,43.31,6681401.0,122936769.63,,368.34,43.5,20.35,0.205,35.05,0.6187
2006-10-10,7277853.0,134646500.1,5.62,12.12,5.11,405.49,2.0,83487585.47,5107507.0,4512634.0,94493244.34,,,5114.0,,,,,0.4,,3066.0,,,,5114.0,,,17136.0,280.97,2.23,,,43.4,43.4,6661905.0,123250935.72,,367.2,43.35,20.49,0.2044,34.87,0.6184
2006-10-11,7275055.0,134717204.9,5.62,11.61,5.11,405.93,2.0,83649011.47,5099719.0,4517249.0,94435009.69,,1391.0,670.0,0.74,0.08,,,2.16,9487.0,39488.0,,1391.0,0.74,670.0,,29639.0,4872.0,281.21,0.41,,,44.07,44.07,6471977.0,119846056.37,,356.12,44.12,20.46,0.2051,34.99,0.6287
2006-10-12,7092336.0,133243979.25,5.48,11.23,4.98,395.91,1.0,81458695.19,5098559.0,4335899.0,95786816.87,,,29482.0,,,,,2.01,,34563.0,,,,29482.0,,5312.0,181350.0,281.0,10.14,0.08,,44.26,44.26,6420645.0,120624895.55,1391.0,357.67,44.0,20.83,0.1979,33.4,0.6157
2006-10-13,7346529.0,137648492.37,5.67,11.27,5.16,414.87,2.0,84541734.58,5175944.0,4512133.0,96979252.13,,,83281.0,11.63,,,,0.0,176234.0,5895.0,,,11.63,83281.0,,,,289.72,,,,45.01,45.01,6323158.0,118474066.56,,351.67,45.17,19.95,0.2009,34.73,0.6389
2006-10-16,7375550.0,138688893.11,5.7,11.31,5.18,415.32,2.0,85358387.49,5178195.0,4539405.0,97370112.45,,,2250.0,1.02,,,,,27272.0,,,,1.02,2250.0,,,,288.53,,,,45.31,45.31,6249366.0,117512274.09,,348.48,45.29,20.25,0.2008,34.6,0.6454
2006-10-17,7417878.0,137611705.79,5.73,11.53,5.21,418.04,2.0,84985975.77,5179382.0,4581119.0,96084566.49,,,1295.0,2.51,,,,0.0,41714.0,108.0,,,2.51,1295.0,,,,288.9,,,,45.19,45.19,6282715.0,116552891.29,,347.55,45.39,20.63,0.2012,34.5,0.6472
2006-10-18,7468677.0,138931285.2,5.77,11.63,5.25,417.72,2.0,86098877.21,5182283.0,4628509.0,96400103.72,,1391.0,1853.0,4.4,0.08,,,7.61,80000.0,133916.0,,1391.0,4.4,1853.0,,133573.0,32610.0,286.36,2.96,,,45.69,45.69,6159881.0,114585245.02,,340.32,45.69,20.57,0.1957,33.78,0.6585
2006-10-19,7481710.0,139677519.53,5.78,11.7,5.26,417.63,2.0,86644827.11,5183700.0,4641058.0,96775517.62,,1500.0,2089.0,0.37,0.08,,,0.08,12549.0,781.0,,1500.0,0.37,2089.0,,,,285.66,,0.08,,45.69,45.69,6162311.0,115045399.38,1391.0,341.65,45.54,20.77,0.1972,34.22,0.6594
2006-10-20,7467096.0,141415936.76,5.77,11.61,5.25,420.18,2.0,87660523.23,5180227.0,4628683.0,98105964.33,,,,,,,,0.0,,3473.0,,,,,,,12375.0,288.63,0.0,0.08,,45.44,45.44,6218848.0,117775935.31,1500.0,348.66,45.29,20.7,0.1966,34.13,0.6551
2006-10-23,7467639.0,140923371.6,5.77,11.39,5.25,424.74,2.0,87442536.92,5106978.0,4633648.0,96374845.98,,,353.0,1.97,,,,3.68,4965.0,73602.0,,,1.97,353.0,,,,288.59,,,,45.9,45.9,6020111.0,113606769.09,,336.96,46.13,20.57,0.197,34.23,0.6711
2006-10-24,7357917.0,137490268.7,5.68,11.34,5.17,416.27,2.0,85433264.69,5059637.0,4572039.0,94544536.27,,1500.0,2659.0,,0.08,,,2.81,,50000.0,,1500.0,,2659.0,,,61609.0,283.62,4.32,,,45.45,45.45,6073145.0,113482978.66,,337.51,45.66,20.96,0.1969,33.87,0.6609
2006-10-25,7345911.0,138131565.17,5.67,11.34,5.16,412.59,2.0,87308913.06,4977451.0,4643135.0,93595348.1,,1391.0,5234.0,4.26,0.08,,,5.23,76000.0,90617.0,,1391.0,4.26,5234.0,,3306.0,4903.0,276.32,1.32,0.08,,45.16,45.16,6045480.0,113678427.99,1500.0,336.8,45.07,21.91,0.1972,33.44,0.6664
2006-10-26,7347299.0,140755078.52,5.67,11.69,5.16,414.59,2.0,89034242.11,4904730.0,4647514.0,93961829.55,,,120.0,0.84,,,,3.89,4378.0,71450.0,,,0.84,120.0,,,,273.84,,0.08,,44.73,44.73,6060478.0,116102945.69,1391.0,343.44,44.36,21.84,0.1971,33.48,0.6701
2006-10-27,7241228.0,137260226.11,5.59,12.1,5.09,413.73,2.0,86158019.96,4885264.0,4545307.0,92602033.97,,,390.0,,,,,0.89,,21483.0,,,,390.0,,1627.0,102207.0,277.18,3.95,,,44.46,44.46,6101575.0,115657670.79,,344.21,44.61,22.01,0.1933,32.57,0.6591
2006-10-30,7220058.0,138074384.25,5.58,12.41,5.07,410.99,2.0,86479920.12,4843208.0,4522128.0,92620164.88,,,2488.0,,,,,2.57,,44543.0,,,,2488.0,,,23180.0,273.5,1.85,,,44.0,44.0,6164806.0,117894038.03,,349.06,43.93,21.9,0.1914,32.0,0.6559
2006-10-31,7185422.0,136323363.47,5.55,12.26,5.05,410.68,2.0,85158888.21,4842228.0,4488611.0,91867785.59,,,405.0,,,,,0.0,,1385.0,,,,405.0,,,33517.0,274.79,1.36,,,43.99,43.99,6164781.0,116959544.06,,348.12,44.11,21.96,0.1902,31.68,0.6528
2006-11-01,7163230.0,137952322.91,5.53,12.07,5.03,408.2,2.0,85856492.56,4851680.0,4458133.0,93435576.69,,1391.0,11457.0,,0.08,,,0.24,,3397.0,,1391.0,,11457.0,,,30478.0,274.33,2.16,,,44.12,44.12,6144736.0,118337761.72,,349.63,43.97,22.09,0.1907,31.65,0.6514
2006-11-02,7147446.0,135241908.73,5.52,12.05,5.02,410.47,2.0,84612556.38,4822131.0,4471718.0,91242969.95,,,6380.0,1.89,,,,1.23,13585.0,34538.0,,,1.89,6380.0,,,,275.4,,0.08,,44.7,44.7,5966469.0,112895803.05,1391.0,337.03,44.97,22.05,0.1927,31.94,0.6625
2006-11-03,7158075.0,135081524.85,5.53,11.95,5.03,407.14,2.0,85115377.25,4793966.0,4510330.0,90467931.31,,,84940.0,3.08,,,,8.23,54789.0,128151.0,,,3.08,84940.0,,15046.0,16177.0,270.55,2.22,,,44.82,44.82,5902090.0,111379570.21,,331.77,44.92,22.92,0.1929,31.65,0.6692
2006-11-06,7207220.0,137464889.2,5.57,11.99,5.06,408.61,2.0,87036231.37,4790408.0,4563269.0,91368503.38,,,26209.0,2.47,,,,1.94,52939.0,32767.0,,,2.47,26209.0,,3000.0,,269.17,,,,44.72,44.72,5921004.0,112932609.08,,334.65,44.58,23.51,0.1936,31.45,0.6729
2006-11-07,7245627.0,137709535.19,5.6,11.94,5.09,412.97,2.0,86936745.61,4817959.0,4574202.0,91569562.5,,,9761.0,1.33,,,,0.1,10933.0,4210.0,,,1.33,9761.0,,22000.0,,272.46,,,,45.3,45.3,5817385.0,110564535.6,,328.94,45.3,23.3,0.1935,31.44,0.6813
2006-11-08,7246826.0,138220303.13,5.6,12.41,5.09,413.23,2.0,86402466.43,4862463.0,4530041.0,92742824.21,,1391.0,3000.0,,0.08,,,0.28,,5165.0,,1391.0,,3000.0,,45278.0,44161.0,275.21,2.53,,,45.49,45.49,5826820.0,111136216.97,,329.87,45.48,23.28,0.194,31.3,0.678
2006-11-09,7305673.0,140326589.82,5.64,12.43,5.13,416.59,2.0,87167745.41,4878181.0,4538121.0,93699581.72,,,98929.0,0.44,,,,4.54,8080.0,81820.0,,,0.44,98929.0,,,,276.08,,0.08,,45.74,45.74,5787979.0,111174884.92,1391.0,329.24,45.61,23.08,0.1939,31.15,0.6849
2006-11-10,7298073.0,138214886.99,5.64,12.61,5.13,418.04,2.0,86008646.49,4812140.0,4541460.0,91134931.96,,,134.0,0.89,,,,3.51,3339.0,66176.0,,,0.89,134.0,,,,274.15,,,,45.52,45.52,5760246.0,109090680.5,,325.87,45.69,23.05,0.1945,31.26,0.6903
2006-11-13,7256572.0,138161872.65,5.6,12.54,5.1,413.98,2.0,84865809.36,4809852.0,4457343.0,91577422.44,,,53001.0,,,,,3.13,,55288.0,,,,53001.0,,,84116.0,272.97,5.28,,,45.59,45.59,5741179.0,109309470.35,,323.63,45.75,23.24,0.1911,30.36,0.6878
2006-11-14,6729224.0,128008121.99,5.19,11.63,4.73,384.06,1.0,78135010.03,3408588.0,4107458.0,64840603.99,,138742.0,5535.0,,7.85,,,77.34,,1358920.0,,138742.0,,5535.0,,,349885.0,193.24,19.88,10.61,,33.65,33.65,6721811.0,127867106.59,186621.0,379.84,33.72,23.89,0.1794,27.45,0.6643
2006-11-15,6157288.0,118268532.9,4.75,10.59,4.32,351.19,1.0,58962970.46,3382150.0,3069726.0,64963977.41,,1391.0,4367.0,,0.08,,,1.85,,32196.0,,1391.0,,4367.0,,,1037732.0,191.78,59.18,,,30.69,30.69,7636567.0,146682366.57,,434.66,30.61,20.72,0.1669,26.23,0.5588
2006-11-16,6153400.0,118090264.66,4.75,11.13,4.32,353.56,1.0,58837600.22,3381968.0,3065886.0,64903548.64,,1500.0,208.0,,0.09,,,0.0,,1890.0,,1500.0,,208.0,,,3840.0,193.47,0.0,,,30.76,30.76,7611710.0,146076778.44,,433.98,30.83,20.7,0.1665,26.12,0.5597
2006-11-17,6150135.0,116992275.98,4.75,11.32,4.32,352.52,1.0,58364129.85,3376801.0,3068128.0,64235928.89,,,1242.0,0.02,,,,0.39,2241.0,6410.0,,,0.02,1242.0,,,,192.42,,,,30.61,30.61,7655688.0,145631984.22,,433.81,30.73,20.74,0.1668,26.17,0.5575
2006-11-20,6148957.0,115520683.02,4.75,11.27,4.32,350.7,1.0,57753794.23,3369829.0,3074130.0,63309102.3,,,2954.0,0.12,,,,0.59,6002.0,9926.0,,,0.12,2954.0,,,,190.8,,,,30.61,30.61,7638509.0,143504951.64,,429.27,30.77,20.83,0.1677,26.27,0.5586
2006-11-21,6168110.0,116088182.31,4.76,11.2,4.33,348.33,1.0,57975922.56,3383978.0,3080433.0,63688853.64,,,125549.0,0.0,,,,7.38,6303.0,124594.0,,,0.0,125549.0,,13194.0,,189.2,,,,33.33,33.33,6769230.0,127401684.85,,379.28,33.28,20.86,0.1676,26.36,0.6075
2006-11-22,6143604.0,115937231.23,4.74,11.56,4.31,346.64,1.0,57951744.75,3366860.0,3070908.0,63536716.61,,,,0.03,,,,0.99,1118.0,17117.0,,,0.03,,,,10643.0,188.14,0.6,,,33.2,33.2,6775020.0,127852814.13,,379.74,33.13,20.95,0.1672,26.28,0.6058
2006-11-23,6128101.0,115438346.76,4.73,10.98,4.3,346.96,1.0,57602107.49,3364148.0,3057836.0,63372271.99,,,,,,,,0.0,,1212.0,,,,,,,13073.0,188.97,0.59,0.08,,30.1,30.1,7811023.0,147140456.99,1500.0,437.47,30.17,20.99,0.167,26.12,0.5484
2006-11-24,6104317.0,114990314.71,4.71,11.28,4.29,344.08,1.0,57088878.72,3368521.0,3030591.0,63454648.56,,149507.0,49314.0,0.0,8.36,,,2.72,1563.0,48600.0,,149507.0,0.0,49314.0,,,28807.0,187.87,1.61,8.26,,28.53,28.53,8439265.0,158974990.7,145848.0,471.35,28.5,21.06,0.1638,25.48,0.517
2006-11-27,6113067.0,112685327.78,4.72,11.07,4.29,340.85,1.0,55749408.78,3389768.0,3024350.0,62485347.89,,,21247.0,0.0,,,,,53788.0,,,,0.0,21247.0,,,60030.0,187.73,3.37,,,28.46,28.46,8520964.0,157071339.37,,465.8,28.72,21.31,0.1623,24.72,0.5132
2006-11-28,6015070.0,111688972.51,4.64,10.68,4.22,334.76,1.0,55374061.12,3371003.0,2982200.0,62593429.73,,,,,,,,0.08,,18765.0,,,,,,,42149.0,184.9,0.0,,,28.37,28.37,8512450.0,158060802.95,,467.44,28.34,21.55,0.1636,25.04,0.5062
2006-11-29,6005362.0,112519670.91,4.64,10.28,4.22,336.64,1.0,55776357.93,3436596.0,2976877.0,64389898.72,,,55239.0,,,,,0.39,,10342.0,,,,55239.0,,20696.0,5323.0,190.58,0.0,,,28.85,28.85,8476013.0,158811108.04,,469.07,28.89,21.52,0.1636,24.97,0.5041
2006-11-30,5183073.0,96502052.4,4.0,8.56,3.64,290.23,1.0,41080343.25,3278532.0,2206403.0,61041985.49,,,28158.0,,,,,10.03,,186222.0,,,,28158.0,,,,180.84,,,43.16,27.33,27.33,8716147.0,162283277.61,,479.08,27.4,21.99,0.1544,25.59,0.4321
2006-12-01,5929952.0,109809006.06,4.58,9.57,4.16,326.45,1.0,65043308.03,3272724.0,3512496.0,60603284.74,68.09,,1397.0,,,,1306093.0,0.43,,7205.0,68.09,,,1397.0,,,,179.49,,,5.83,25.09,25.09,9772644.0,180966780.89,,534.15,25.15,21.65,0.1575,22.61,0.4546
2006-12-04,5923129.0,109782371.38,4.57,9.51,4.16,325.76,1.0,64976422.09,3272206.0,3505697.0,60648777.75,5.84,,,,,,105528.0,0.03,,518.0,5.84,,,,,,6799.0,179.25,0.37,,,25.73,25.73,9445602.0,175069728.63,,515.71,25.79,21.58,0.1575,22.67,0.4657
2006-12-05,5895540.0,109767257.77,4.55,9.32,4.14,324.64,1.0,64772613.29,3271381.0,3478902.0,60908843.21,,,,,,,,0.02,,825.0,,,,,,,26795.0,179.55,1.31,,,26.17,26.17,9228253.0,171818022.74,,505.51,26.21,21.23,0.1571,22.76,0.4717
2006-12-06,5872706.0,109836431.87,4.53,9.35,4.12,324.51,1.0,64648550.17,3270919.0,3456612.0,61175558.92,,,82.0,0.3,,,,0.0,1098.0,543.0,,,0.3,82.0,,,23389.0,180.55,1.46,,,26.61,26.61,9022386.0,168744474.05,,496.88,26.65,21.34,0.1564,22.33,0.4777
2006-12-07,5843083.0,108692212.92,4.51,9.24,4.1,323.03,1.0,63755438.88,3270966.0,3427369.0,60846052.15,,,427.0,0.3,,,,0.02,5758.0,381.0,,,0.3,427.0,,,35000.0,180.59,1.81,,,27.11,27.11,8793248.0,163570769.72,,483.33,27.2,21.54,0.1572,22.4,0.4843
2006-12-08,5824801.0,109626864.7,4.5,9.42,4.09,322.8,1.0,64165055.13,3234974.0,3409280.0,60884493.22,,,,,,,,1.92,,35992.0,,,,,,,18089.0,179.56,0.85,,,27.03,27.03,8734726.0,164393706.39,,484.76,27.03,21.6,0.1566,22.12,0.4866
2006-12-11,5758060.0,108952348.15,4.44,9.3,4.04,320.44,1.0,63509474.67,3221891.0,3356434.0,60963690.88,,,1354.0,,,,,0.77,,14437.0,,,,1354.0,,,52846.0,179.43,2.58,,,26.87,26.87,8770833.0,165959168.64,,489.3,26.83,20.93,0.1559,22.3,0.4801
2006-12-12,5769418.0,111983853.98,4.45,9.29,4.05,328.61,1.0,63465574.95,3484759.0,3269752.0,67638840.35,,,175856.0,,,,,0.89,,40391.0,,,,175856.0,,127403.0,86682.0,197.1,0.0,,,29.26,29.26,8424429.0,163517364.66,,481.85,29.03,20.93,0.1562,22.27,0.4845
