,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_y,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity
2006-09-20,276366.0,12305276.98,4.04,16.9,2.0,11.88,1.0,12231765.72,41798.0,274715.0,1861068.17,,,,,,,,0.0,,5.0,,,,,,,,1.96,,,,6.98,6.98,556744.0,24789189.43,,25.35,7.19,19.19,0.5423,70.79,0.4617
2006-09-21,281355.0,12696449.23,4.11,16.92,2.04,12.14,1.0,12396812.03,46782.0,274715.0,2111088.44,,,5000.0,,,,,0.0,,16.0,,,,5000.0,,,,2.19,,,,7.84,7.84,550170.0,24827017.37,,25.09,8.04,19.03,0.5211,69.31,0.4713
2006-09-22,281373.0,12383318.22,4.11,16.95,2.04,12.1,1.0,12090297.45,46810.0,274715.0,2060123.49,,,28.0,,,,,,,,,,,28.0,,,,2.19,,,,7.81,7.81,552227.0,24303691.79,,25.06,8.05,18.65,0.5226,69.52,0.4697
2006-09-25,280729.0,12630720.42,4.1,17.0,2.04,12.1,1.0,12360135.08,46151.0,274715.0,2076452.3,,,,,,,,0.03,,659.0,,,,,,,,2.17,,,,7.78,7.78,547342.0,24626325.66,,24.95,7.99,19.02,0.522,69.38,0.473
2006-09-26,280764.0,12942881.47,4.1,15.88,2.04,12.18,1.0,12664029.88,46194.0,274715.0,2129487.64,,,43.0,,,,,,,,,,,43.0,,,,2.2,,,,7.81,7.81,544899.0,25119186.12,,25.15,8.03,19.35,0.5167,68.9,0.475
2006-09-27,280736.0,12971039.92,4.1,15.69,2.04,12.22,1.0,12692847.49,46178.0,274715.0,2133594.13,,,,,,,,0.0,,16.0,,,,,,,,2.23,,,,7.77,7.77,548241.0,25330758.78,,25.52,8.03,19.33,0.5142,68.71,0.4723
2006-09-28,280895.0,13259651.65,4.1,15.96,2.04,12.28,1.0,12967924.68,46335.0,274715.0,2187244.2,,,157.0,,,,,,,,,,,157.0,,,,2.24,,,,7.8,7.8,547529.0,25846112.63,,25.65,8.03,19.67,0.5111,68.39,0.473
2006-09-29,280906.0,13394112.02,4.11,16.65,2.04,12.32,1.0,13098913.82,46357.0,274715.0,2210386.57,,,22.0,,,,,,,,,,,22.0,,,,2.26,,,,7.77,7.77,550529.0,26250229.96,,25.97,8.01,19.79,0.5086,68.17,0.4706
2006-10-02,280427.0,13291044.79,4.24,16.15,2.03,12.3,1.0,13020320.33,45883.0,274715.0,2174658.67,,,326.0,,,,,0.04,,800.0,,,,326.0,,,,2.24,,,,7.66,7.66,552795.0,26200127.32,,26.07,7.91,19.71,0.511,68.36,0.4684
2006-10-03,284434.0,13426710.18,4.3,15.49,2.06,12.49,1.0,13156744.72,45886.0,278715.0,2166049.15,,,3.0,0.3,,,,,6000.0,,,,0.3,3.0,,,2000.0,2.24,0.1,,,7.63,7.63,555833.0,26238103.04,,26.2,7.87,19.36,0.5178,68.93,0.4727
2006-10-04,251315.0,11889690.36,3.8,12.38,1.82,10.85,1.0,11618746.5,36763.0,245588.0,1739254.27,,,14.0,,,2000.0,,0.42,,9138.0,,,,14.0,0.1,,35127.0,1.82,1.74,,,6.08,6.08,567763.0,26860817.18,,26.78,6.35,6.5,0.6414,79.4,0.4157
2006-10-05,291298.0,13667387.65,4.4,14.33,2.11,12.81,1.0,13399480.61,76730.0,285588.0,3600088.76,,,40000.0,,,40000.0,,0.0,,32.0,,,,40000.0,1.97,,,3.8,,,,12.96,12.96,515100.0,24167935.85,,24.46,13.45,20.66,0.499,67.18,0.4922
2006-10-06,291295.0,13556131.06,4.4,14.33,2.11,12.82,1.0,13290541.75,76723.0,285588.0,3570493.98,,,,,,,,0.0,,7.0,,,,,,,,3.79,,,,13.02,13.02,512749.0,23862038.99,,24.32,13.49,20.53,0.5008,67.36,0.4942
2006-10-09,289870.0,13506401.01,4.38,14.33,2.1,12.71,1.0,13240764.72,76424.0,284169.0,3560952.12,,,,,,,,0.01,,299.0,,,,,,,1419.0,3.74,0.09,,,12.88,12.88,516754.0,24077989.27,,24.41,13.28,20.66,0.4993,67.2,0.4887
2006-10-10,254508.0,11732511.57,3.85,12.51,1.85,10.84,1.0,11468918.67,76446.0,248790.0,3524068.32,,,22.0,,,,,,,,,,,22.0,,,25206.0,3.75,1.35,,0.5,12.84,12.84,518841.0,23917943.78,,24.22,13.4,23.97,0.5124,67.17,0.4275
2006-10-11,261476.0,11749517.2,3.95,14.32,1.9,11.1,1.0,11492801.51,76440.0,255763.0,3434858.63,0.49,,,,,,10173.0,0.0,,5.0,0.49,,,,,,3200.0,3.69,0.16,,,12.83,12.83,519220.0,23331335.65,,23.91,13.37,22.85,0.4803,65.08,0.439
2006-10-12,272190.0,12381505.4,4.11,15.83,1.97,13.16,1.0,12125450.83,76323.0,266561.0,3471816.15,,,,2.06,,,,0.0,10798.0,117.0,,,2.06,,,,,3.62,,,,13.4,13.4,493120.0,22431272.07,,23.72,13.23,19.44,0.5216,69.24,0.478
2006-10-13,286761.0,13096276.33,4.33,16.59,2.08,13.9,1.0,12630445.84,80896.0,276561.0,3694492.52,,,5000.0,0.48,,,,0.02,10000.0,427.0,,,0.48,5000.0,,,,3.88,,,,14.18,14.18,489578.0,22358859.03,,23.65,14.1,18.52,0.5135,68.91,0.5027
2006-10-16,302760.0,14130104.33,4.58,17.72,2.19,14.71,1.0,13654107.06,80896.0,292561.0,3775495.18,,,0.0,0.77,,,,,16000.0,,,,0.77,0.0,,,,3.89,,,,14.24,14.24,487311.0,22743279.4,,23.71,14.11,17.82,0.5297,70.3,0.5328
2006-10-17,302764.0,14003251.21,4.58,17.85,2.19,14.75,1.0,13762605.31,80904.0,297561.0,3741921.22,,,8.0,,,5000.0,,,,,,,,8.0,0.25,,,3.95,,,,14.25,14.25,486827.0,22516417.99,,23.74,14.27,17.62,0.5283,70.23,0.5333
2006-10-18,302762.0,14364064.86,4.58,17.65,2.19,14.81,1.0,14117311.63,80899.0,297561.0,3838125.27,,,,,,,,0.66,,13450.0,,,,,,13445.0,,3.94,,,,100.0,14.36,0.0,0.0,,0.0,100.0,18.03,0.5249,69.89,0.5375
2006-10-19,302764.0,14869431.7,4.58,17.37,2.19,14.93,1.0,14613900.48,80905.0,297561.0,3973429.38,,,7.0,,,,,,,,,,,7.0,,,,4.0,,,,14.47,14.47,478154.0,23483235.27,,23.65,14.47,18.43,0.5199,69.43,0.5416
2006-10-20,301343.0,14799643.14,4.56,16.31,2.18,14.96,1.0,14543817.25,80917.0,296134.0,3974018.72,,,11.0,0.13,,,,0.0,2500.0,1042.0,,,0.13,11.0,,1042.0,3927.0,4.13,0.17,,,14.26,14.26,486428.0,23889590.31,,24.39,14.48,19.32,0.5058,68.14,0.5311
2006-10-23,326343.0,15840722.68,4.93,17.88,2.37,16.23,1.0,15587877.28,80653.0,321134.0,3914904.89,,,,1.27,,,,0.01,25000.0,263.0,,,1.27,,,,,4.13,,,,14.21,14.21,487055.0,23641699.63,,24.42,14.46,19.17,0.5188,69.16,0.5748
2006-10-24,325859.0,15755079.05,4.93,18.55,2.36,16.16,1.0,15503323.86,80652.0,320652.0,3899473.81,,,,,,,,0.0,,2.0,,,,,,,482.0,4.07,0.03,,,14.16,14.16,488934.0,23639653.41,,24.37,14.32,19.16,0.5219,69.4,0.5721
2006-10-25,330858.0,15839018.43,5.0,18.85,2.4,16.37,1.0,15350431.12,85651.0,320652.0,4100332.37,,,5000.0,,,,,0.0,,1.0,,,,5000.0,,,,4.33,,,,15.04,15.04,483867.0,23163950.49,,24.26,15.13,18.73,0.5083,68.52,0.5809
2006-10-26,308254.0,14677537.34,4.66,17.37,2.23,15.43,1.0,14191768.34,82047.0,298052.0,3906674.06,,,,0.24,,,,0.21,5000.0,3604.0,,,0.24,,,,27600.0,4.1,1.16,,,14.54,14.54,482393.0,22969178.89,,24.18,14.5,20.2,0.486,66.4,0.5461
2006-10-27,308254.0,14536435.44,4.66,17.61,2.23,15.38,1.0,14055336.36,82047.0,298052.0,3869117.41,,,,,,,,0.0,,0.0,,,,,,,,4.08,,,,14.53,14.53,482777.0,22766474.05,,24.03,14.51,20.05,0.4876,66.57,0.5458
2006-10-30,304213.0,14331367.24,4.6,17.53,2.21,15.17,1.0,13850801.72,82046.0,294012.0,3865158.15,,,,,,,,0.0,,1.0,,,,,,,4040.0,4.07,0.21,,,64.13,14.56,45899.0,2162285.72,,2.27,64.18,20.35,0.4872,66.49,0.5398
2006-10-31,304212.0,14505384.74,4.6,17.56,2.21,15.19,1.0,14019030.08,82045.0,294012.0,3912055.71,,,,,,,,0.0,,0.0,,,,,,,,4.05,,,,64.13,14.56,45899.0,2188548.3,,2.26,64.19,20.52,0.4869,66.41,0.54
2006-11-01,307912.0,14887352.82,4.65,17.57,2.23,15.46,1.0,14394140.84,82046.0,297711.0,3966872.84,,,1.0,0.19,,,,,3699.0,,,,0.19,1.0,,,,4.12,,,,64.13,14.59,45899.0,2219187.97,,2.3,64.2,20.51,0.488,66.5,0.5474
2006-11-02,316572.0,15124921.62,4.79,18.35,2.3,15.88,1.0,14159631.21,92049.0,296368.0,4397842.86,,,10002.0,,,,,,,,,,,10002.0,,,1343.0,4.66,0.07,,,71.94,16.26,35899.0,1715153.46,,1.82,71.93,19.71,0.4578,64.3,0.5594
2006-11-03,316571.0,14998078.49,4.79,18.51,2.3,15.84,1.0,14040927.71,92048.0,296368.0,4360927.34,,,,,,,,0.0,,1.0,,,,,,,,4.62,,,,71.94,16.24,35899.0,1700774.93,,1.81,71.92,19.65,0.459,64.41,0.5585
2006-11-06,311779.0,14497511.56,4.71,18.4,2.26,15.5,1.0,13790628.89,87047.0,296577.0,4047626.33,,,,0.01,,,,0.28,209.0,5000.0,,,0.01,,,,,4.31,,,,15.35,15.35,480093.0,22323998.14,,23.73,15.38,19.65,0.4766,65.85,0.5497
2006-11-07,311322.0,14280315.25,4.71,19.32,2.26,15.39,1.0,13674832.31,85045.0,298122.0,3901007.35,,,,0.07,,,,0.12,1545.0,2002.0,,,0.07,,,,,4.13,,,,14.97,14.97,483236.0,22165996.69,,23.6,14.89,19.52,0.4881,66.79,0.5478
2006-11-08,311320.0,14176313.36,4.71,18.79,2.26,15.35,1.0,13575327.29,85043.0,298122.0,3872530.57,,,,,,,,0.0,,2.0,,,,,,,,4.09,,,,15.0,15.0,481905.0,21944097.04,,23.36,14.91,19.47,0.4897,66.93,0.5491
2006-11-09,313319.0,14192642.01,4.74,19.4,2.27,15.39,1.0,13594847.76,85042.0,300122.0,3852210.24,,,,0.08,,,,0.0,2000.0,1.0,,,0.08,,,,,4.04,,,,15.0,15.0,481815.0,21825129.69,,23.19,14.85,19.27,0.4903,67.02,0.5527
2006-11-10,308013.0,13781927.38,4.66,19.17,2.23,15.09,1.0,13191432.51,85042.0,294816.0,3805172.73,,,,,,,,0.0,,0.0,,,,,,,5306.0,4.03,0.27,,,15.91,15.91,449584.0,20116469.23,,21.56,15.75,19.47,0.4916,67.08,0.5761
2006-11-13,308012.0,13629142.24,4.66,18.92,2.23,15.04,1.0,13045235.9,85041.0,294816.0,3762956.92,,,,,,,,0.0,,2.0,,,,,,,,4.01,,,,16.15,16.15,441557.0,19538339.94,,21.05,16.0,19.32,0.4934,67.26,0.5849
2006-11-14,313812.0,14095268.75,4.74,20.94,2.28,15.28,1.0,13502643.3,84039.0,300618.0,3774719.55,,1042.0,8000.0,0.31,0.05,,,0.42,6465.0,9001.0,,1042.0,0.31,8000.0,,,663.0,3.91,0.04,0.05,,16.19,16.19,435121.0,19544018.18,1042.0,20.69,15.88,18.95,0.4759,65.94,0.6045
2006-11-15,307935.0,14315831.59,4.65,23.21,2.23,15.18,1.0,13975665.84,78162.0,300618.0,3633734.49,,,0.0,,,,,0.26,,5878.0,,,,0.0,,,,3.68,,,,15.13,15.13,438335.0,20378099.4,,21.12,14.83,20.04,0.4859,66.4,0.5962
2006-11-16,305807.0,13831951.39,4.62,22.39,2.22,15.09,1.0,13500770.12,88167.0,298485.0,3987880.13,,,6.0,,,,,,,,,,,6.0,,10000.0,2133.0,4.31,0.06,,,16.94,16.94,432273.0,19552132.95,,21.07,16.97,19.65,0.488,66.67,0.5876
2006-11-17,303671.0,13610813.54,4.59,21.78,2.2,14.9,1.0,13282769.23,88164.0,296352.0,3951591.57,,,,,,,,0.0,,4.0,,,,,,,2133.0,4.19,0.13,,,17.01,17.01,430016.0,19273712.65,,20.69,16.83,19.7,0.4924,67.0,0.586
2006-11-20,295843.0,13259955.38,4.47,20.5,2.14,14.49,1.0,12932000.71,79120.0,288526.0,3546231.18,,,,0.09,,,,0.43,2000.0,9043.0,,,0.09,,,,9826.0,3.73,0.49,,,15.3,15.3,438124.0,19637120.67,,20.99,15.09,20.62,0.5153,68.57,0.572
2006-11-21,293844.0,13170358.36,4.44,20.09,2.13,14.38,1.0,12842358.87,79121.0,286526.0,3546276.0,,,0.0,,,,,,,,,,,0.0,,,2000.0,3.72,0.09,,,15.3,15.3,438092.0,19635686.4,,20.91,15.09,20.72,0.5227,69.08,0.5681
2006-11-22,332645.0,15001449.38,5.03,22.76,2.41,16.23,1.0,14452207.24,114093.0,320466.0,5145306.15,,,30113.0,1.62,,,,,33940.0,,,,1.62,30113.0,,4860.0,,5.36,,,,20.87,20.87,432500.0,19504657.69,,20.61,20.62,27.23,0.4618,62.06,0.6086
2006-11-23,332798.0,15011522.98,5.03,22.71,2.41,16.26,1.0,14461397.87,114111.0,320602.0,5147206.11,,,17.0,0.0,,,,,136.0,,,,0.0,17.0,,,,5.4,,,,20.9,20.9,431953.0,19484108.63,,20.66,20.72,27.24,0.4609,61.98,0.6094
2006-11-24,329498.0,14956936.25,4.98,23.05,2.39,16.12,1.0,14403321.98,109711.0,317302.0,4980122.59,,,1.0,0.05,,,,0.23,1100.0,4401.0,,,0.05,1.0,,,4400.0,5.16,0.2,,,16.98,16.98,536556.0,24355941.11,,25.51,16.83,26.33,0.4647,62.66,0.5098
2006-11-27,341119.0,15299026.45,5.16,24.26,2.47,16.16,1.0,14294576.4,119911.0,318723.0,5377951.86,,,10200.0,0.08,,,,,1421.0,,,,0.08,10200.0,,,,5.22,,,,11.39,11.39,932905.0,41840349.77,,25.31,17.11,25.95,0.4646,62.81,0.324
2006-11-28,328901.0,14757327.95,4.97,23.05,2.38,16.05,1.0,14300655.32,107693.0,318723.0,4832034.32,,,,,,,,0.11,,12218.0,,,,,,,,5.07,,,,16.96,16.96,527197.0,23654592.18,,24.94,16.9,26.12,0.4704,63.21,0.518
2006-11-29,339937.0,15463212.47,5.14,23.23,2.46,16.63,1.0,15000731.24,107682.0,329770.0,4898288.93,,,,0.56,,,,0.0,11047.0,11.0,,,0.56,,,,,5.08,,,,16.38,16.38,549636.0,25002098.18,,26.08,16.29,28.45,0.4575,61.15,0.5172
2006-11-30,323523.0,15037429.11,4.89,21.77,2.35,15.41,1.0,14041682.76,91268.0,302100.0,4242159.23,,,11256.0,,,,,1.3,,27670.0,,,,11256.0,,,27670.0,3.83,1.32,,,8.22,8.22,1019458.0,47384660.14,,27.7,12.13,22.62,0.4907,66.07,0.2913
2006-12-01,324294.0,15057802.45,4.9,23.21,2.35,15.47,1.0,14044690.3,91664.0,302475.0,4256194.7,,,396.0,0.03,,,,,375.0,,,,0.03,396.0,,,,3.91,,,0.25,8.1,8.1,1039396.0,48261823.01,,28.3,12.13,22.5,0.488,65.89,0.2867
2006-12-04,325563.0,14756581.58,4.92,23.05,2.36,15.47,1.0,13773543.76,91533.0,303875.0,4148856.54,0.25,,,0.07,,,5000.0,0.0,1400.0,132.0,0.25,,0.07,,,,,3.9,,,,8.11,8.11,1037795.0,47039456.5,,28.28,12.13,21.98,0.4864,65.92,0.2883
2006-12-05,327851.0,15126041.36,4.96,23.58,2.38,15.61,1.0,14144431.86,91121.0,306575.0,4204043.96,,,,0.11,,,,0.01,2700.0,411.0,,,0.11,,,,,3.81,,,,8.25,8.25,1013372.0,46753881.45,,27.81,12.04,22.17,0.4784,65.2,0.2968
2006-12-06,333795.0,15202921.46,5.05,22.46,2.42,15.87,1.0,13768687.89,96935.0,302305.0,4414970.84,,,10214.0,,,,,0.2,,4400.0,,,,10214.0,,,4270.0,4.16,0.19,,,9.09,9.09,969393.0,44151666.88,,26.28,13.65,21.33,0.4501,63.11,0.313
2006-12-07,335119.0,15499714.44,5.03,22.19,2.42,15.97,1.0,14054312.73,96696.0,303868.0,4472322.93,,,,0.07,,,,0.0,1563.0,239.0,,,0.07,,,,,4.1,,,,8.96,8.96,982093.0,45423151.33,,27.09,13.16,21.53,0.4449,62.62,0.3106
2006-12-08,340654.0,15690743.77,5.11,21.84,2.46,16.22,1.0,14191884.25,55541.0,308113.0,2558254.42,,,1290.0,0.36,,,,2.03,7555.0,42445.0,,,0.36,1290.0,,,3310.0,2.11,0.13,,,4.89,4.89,1080067.0,49748585.24,,30.18,6.54,23.42,0.437,61.34,0.3
2006-12-11,335692.0,15772715.17,5.03,21.8,2.42,16.04,1.0,14241968.87,55579.0,303113.0,2611416.82,,,38.0,,,,,0.0,,0.0,,,,38.0,,,5000.0,2.1,0.25,,,4.89,4.89,1080185.0,50753221.22,,30.18,6.51,24.11,0.4338,60.82,0.2956
2006-12-12,324410.0,15205498.48,4.86,20.37,2.34,16.12,1.0,14254762.28,44289.0,304126.0,2075880.28,,,528.0,0.06,,,,0.0,1013.0,11817.0,,,0.06,528.0,,,,2.18,,,,6.71,6.71,615406.0,28844841.39,,30.35,6.7,23.95,0.4307,60.6,0.4918
2006-12-13,326395.0,15479069.97,4.89,19.86,2.36,16.27,1.0,14517825.87,94271.0,306126.0,4470740.68,,,,0.1,,,,0.0,2000.0,18.0,,,0.1,,,50000.0,,4.62,,,,14.44,14.44,558473.0,26485217.74,,27.72,14.28,24.01,0.4277,60.31,0.5
2006-12-14,337429.0,16941961.38,5.06,19.8,2.44,17.08,1.0,15924677.5,94261.0,317168.0,4732747.4,,,,0.55,,,,0.0,11042.0,10.0,,,0.55,,,,,4.65,,,,14.59,14.59,551637.0,27697123.68,,28.02,14.24,24.22,0.3993,57.51,0.5224
2006-12-15,332954.0,16701400.39,4.99,17.98,2.4,17.0,1.0,15932377.74,89379.0,317623.0,4483365.47,,,57.0,0.13,,,,0.25,1775.0,4939.0,,,0.13,57.0,,,1320.0,4.52,0.03,,,13.8,13.8,558412.0,28010663.33,,29.14,13.43,24.27,0.4043,57.98,0.514
2006-12-18,327369.0,16062229.9,4.91,17.12,2.36,16.63,1.0,15309971.42,89384.0,312037.0,4385590.44,,,5.0,0.1,,,,,2000.0,,,,0.1,5.0,,,7586.0,4.5,0.39,,,13.72,13.72,562161.0,27582206.09,,29.07,13.4,24.25,0.4043,58.05,0.5024
2006-12-19,313113.0,15288115.92,4.7,16.35,2.26,15.84,1.0,14539708.03,89362.0,297785.0,4363206.3,,,,,,,,0.0,,23.0,,,,,,,14252.0,4.45,0.73,,,13.74,13.74,560936.0,27388369.68,,28.63,13.46,25.38,0.4175,58.9,0.4815
2006-12-20,303637.0,14955740.62,4.55,15.6,2.19,15.38,1.0,14200804.18,89355.0,288310.0,4401210.01,,,,0.05,,,,0.0,1000.0,6.0,,,0.05,,,,10475.0,4.46,0.51,,,13.19,13.19,587927.0,28958538.38,,30.19,12.86,22.82,0.4306,61.0,0.4483
2006-12-21,301060.0,15130266.56,4.51,15.36,2.17,15.34,1.0,14510702.6,86360.0,288732.0,4340164.15,,,4.0,0.03,,,,0.14,422.0,3000.0,,,0.03,4.0,,,,4.31,,,,12.74,12.74,591259.0,29714695.67,,30.63,12.35,23.35,0.4364,61.27,0.4443
2006-12-22,302063.0,15209479.81,4.53,14.96,2.18,15.45,1.0,14588589.15,86379.0,289732.0,4349356.45,,,19.0,,,1000.0,,,,,,,,19.0,0.05,,,4.36,,,,12.71,12.71,593421.0,29879941.34,,31.05,12.31,23.26,0.4318,60.91,0.4443
2006-12-25,275746.0,13884365.91,4.13,14.17,1.99,14.12,1.0,13884365.91,60000.0,275746.0,3021120.72,,,,,,,,0.0,,1257.0,,,,,,,,3.04,,1.33,0.75,21.97,21.97,213118.0,10730920.1,25122.0,21.83,12.24,25.54,0.5166,66.96,1.0096
2006-12-26,302064.0,15209530.17,4.53,15.53,2.18,15.46,1.0,14588589.15,86381.0,289732.0,4349457.15,0.75,25122.0,1259.0,,1.33,,13986.0,,,,0.75,25122.0,,1259.0,,,,4.36,,,,12.7,12.7,593583.0,29888098.37,,31.06,12.32,23.25,0.4312,60.87,0.4442
2006-12-27,302064.0,15511992.41,4.53,15.53,2.18,15.53,1.0,14878703.14,86382.0,289732.0,4436003.39,,,2.0,,,,,,,,,,,2.0,,,,4.36,,,,12.66,12.66,596078.0,30610590.52,,31.49,12.16,23.59,0.4297,60.62,0.4426
2006-12-28,294816.0,15392816.07,4.42,14.62,2.13,15.24,1.0,15179583.88,78144.0,290732.0,4080023.54,,,12.0,0.07,,,,0.43,1000.0,8250.0,,,0.07,12.0,,,,3.95,,,,11.36,11.36,610030.0,31850644.42,,32.62,10.81,24.46,0.4521,62.21,0.4284
2006-12-29,294978.0,15218428.17,4.42,14.37,2.13,15.22,1.0,15018664.95,76872.0,291106.0,3965960.21,,,,0.04,,,,0.07,374.0,1272.0,,,0.04,,,,,3.87,,,,11.11,11.11,615340.0,31746461.05,,32.83,10.53,24.1,0.4528,62.39,0.4261
2007-01-01,276933.0,14287455.23,4.15,13.57,2.0,14.24,1.0,14287455.23,65000.0,276933.0,3353463.07,,,,,,,,,,,,,,,,0.0,,3.3,,0.63,0.78,17.87,17.87,298834.0,15417365.92,11872.0,27.23,10.8,25.77,0.5149,66.74,0.7612
2007-01-02,298189.0,15526271.21,4.47,14.61,2.15,15.43,1.0,15313675.29,80144.0,294106.0,4172982.51,0.78,13872.0,1272.0,0.05,0.75,2000.0,14173.0,,1000.0,,0.78,13872.0,0.05,1272.0,0.11,,,4.06,,,,11.41,11.41,622465.0,32410854.9,,33.3,10.87,24.8,0.4454,61.53,0.4244
2007-01-03,306669.0,15499891.34,4.6,15.4,2.21,15.77,1.0,14864922.9,89016.0,294106.0,4499112.49,,,10872.0,,,,,,,,,,,10872.0,,,,4.39,,0.11,,7.58,7.58,1084757.0,54826590.32,2000.0,32.94,11.76,23.53,0.4243,60.25,0.2613
2007-01-04,315240.0,15933093.16,4.73,16.03,2.28,16.18,1.0,15299590.46,88848.0,302706.0,4490621.31,,,,0.43,,,,0.0,8600.0,168.0,,,0.43,,,,,4.36,,,,7.72,7.72,1061943.0,53673508.27,,32.38,11.86,23.47,0.4187,59.74,0.2739
2007-01-05,315786.0,16066090.27,4.74,16.17,2.28,16.23,1.0,15428098.81,88879.0,303246.0,4521853.53,,,31.0,0.03,,,,,540.0,,,,0.03,31.0,,,,4.35,,,0.29,7.69,7.69,1067084.0,54289512.11,,32.46,11.82,23.55,0.4167,59.53,0.2732
2007-01-08,327168.0,16457967.11,4.91,16.85,2.36,16.8,1.0,15828056.28,88782.0,314646.0,4466119.05,0.28,,1827.0,0.66,,,5000.0,0.0,13200.0,97.0,0.28,,0.66,1827.0,,,1800.0,4.36,0.08,,,76.43,7.83,27374.0,1377030.74,,1.81,70.62,25.64,0.4145,58.56,0.2885
2007-01-09,342262.0,17396777.13,5.13,17.74,2.47,17.64,1.0,16761467.58,88638.0,329763.0,4505365.86,,,,1.01,,,,0.0,18327.0,144.0,,,1.01,,,,3210.0,4.36,0.16,,,76.4,7.97,27374.0,1391388.4,,1.82,70.55,29.74,0.4085,56.17,0.3076
2007-01-10,433329.0,21942958.54,6.5,22.36,3.13,19.24,1.0,16698572.77,191566.0,329763.0,9700538.84,,,15000.0,,,,,0.06,,3766.0,,,,15000.0,,91694.0,,6.71,,,,17.4,17.4,909482.0,46054443.21,,30.02,18.28,27.17,0.3518,51.52,0.3936
2007-01-11,437305.0,22102592.64,6.56,22.77,3.16,19.48,1.0,16894567.69,191042.0,334263.0,9655786.01,,,,0.23,,,,0.01,4500.0,1134.0,,,0.23,,,611.0,,6.76,,,,17.46,17.46,902955.0,45637819.22,,29.94,18.41,26.86,0.3519,51.7,0.3997
2007-01-12,437341.0,21666494.58,6.56,22.98,3.16,19.36,1.0,16549708.0,191283.0,334058.0,9476431.62,,,241.0,0.05,,,,,1000.0,,,,0.05,241.0,,,1205.0,6.76,0.06,,,17.54,17.54,899581.0,44566520.99,,29.46,18.66,26.46,0.3503,51.74,0.4009
2007-01-15,435031.0,21676512.34,6.52,23.44,3.14,19.31,1.0,16645278.98,188973.0,334058.0,9416054.41,,,,,,,,0.04,,2310.0,,,,,,,,6.7,,,,17.46,17.46,893413.0,44516546.91,,29.24,18.63,26.62,0.3513,51.78,0.4019
2007-01-16,406832.0,20407215.79,6.1,22.39,2.94,18.91,1.0,16833675.7,159241.0,335591.0,7987733.14,,,40.0,0.08,,,,0.54,1533.0,30760.0,,,0.08,40.0,,989.0,,6.19,,,,15.15,15.15,892202.0,44753998.56,,29.23,17.47,27.41,0.365,53.04,0.3869
2007-01-17,407567.0,20482951.41,6.11,23.09,2.94,18.97,1.0,16890807.21,159476.0,336091.0,8014729.26,,,235.0,0.06,,,,,1000.0,,,,0.06,235.0,,,500.0,6.21,0.02,,,14.76,14.76,921123.0,46292554.73,,29.74,17.29,27.4,0.3624,52.77,0.3772
2007-01-18,388728.0,19554701.68,5.83,22.15,2.81,20.06,1.0,18019363.21,123948.0,358207.0,6235121.12,,5427.0,,1.18,0.29,,,0.09,22116.0,40955.0,,5427.0,1.18,,,,,6.41,,,,100.0,17.93,0.0,0.0,,0.0,100.0,25.89,0.3317,49.92,0.5623
2007-01-19,376980.0,18730050.15,5.65,21.51,2.72,19.47,1.0,17213382.13,123953.0,346454.0,6158538.67,,,5.0,,,,,,,,,,,5.0,,,11753.0,6.41,0.59,,,100.0,17.9,0.0,0.0,,0.0,100.0,26.67,0.3358,50.14,0.5443
2007-01-22,373977.0,18759166.78,5.61,22.4,2.7,19.22,1.0,17236922.27,133774.0,343630.0,6710275.7,,,10000.0,0.53,,,,0.01,10000.0,178.0,,,0.53,10000.0,,,12824.0,6.92,0.72,,,77.5,19.33,38845.0,1948515.11,,2.05,77.14,29.67,0.3227,47.05,0.5403
2007-01-23,373131.0,18859062.88,5.6,22.83,2.69,19.23,1.0,17317458.79,133928.0,342630.0,6769088.0,,,154.0,,,,,,,,,,,154.0,,,1000.0,6.92,0.05,,,77.52,19.31,38845.0,1963332.71,,2.07,76.99,29.85,0.3236,47.07,0.538
2007-01-24,363848.0,18632759.77,5.46,22.85,2.63,18.87,1.0,16812797.45,138966.0,328309.0,7116488.46,,,38.0,,,,,,,,,,,38.0,,5000.0,14321.0,7.22,0.75,,,68.19,19.97,64832.0,3320065.2,,3.48,67.49,30.91,0.3349,47.99,0.523
2007-01-25,364097.0,18506624.64,5.46,22.3,2.63,18.88,1.0,16687562.46,139503.0,328309.0,7090774.32,,,537.0,,,,,,,,,,,537.0,,,,7.28,,,,68.27,19.86,64832.0,3295334.73,,3.46,67.76,30.64,0.3336,48.0,0.5185
