,EC FP Equity_DX_SI_QTY,EC FP Equity_DX_SHORT_INTEREST_VALUE,EC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EC FP Equity_DX_SI_MV,EC FP Equity_DX_DSS,EC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EC FP Equity_DX_SUPPLY_SI_QTY,EC FP Equity_DX_BROKER_SI_QTY,EC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EC FP Equity_DX_BROKER_SI_MV_NEW_x,EC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EC FP Equity_DX_SUPPLY_SI_QTY_INC_x,EC FP Equity_DX_BROKER_SI_MV_INC_x,EC FP Equity_DX_SUPPLY_SI_MV_NEW,EC FP Equity_DX_BROKER_SI_QTY_ADD,EC FP Equity_DX_BROKER_SI_QTY_NEW,EC FP Equity_DX_SUPPLY_SI_MV_DEC,EC FP Equity_DX_BROKER_SI_QTY_INC,EC FP Equity_DX_SUPPLY_SI_QTY_DEC,EC FP Equity_DX_BROKER_SI_MV_NEW_y,EC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EC FP Equity_DX_BROKER_SI_MV_INC_y,EC FP Equity_DX_SUPPLY_SI_QTY_INC_y,EC FP Equity_DX_BROKER_SI_MV_ADD,EC FP Equity_DX_SUPPLY_SI_QTY_ADD,EC FP Equity_DX_BROKER_SI_QTY_DEC,EC FP Equity_DX_SUPPLY_SI_MV,EC FP Equity_DX_BROKER_SI_MV_DEC,EC FP Equity_DX_SUPPLY_SI_MV_RMV,EC FP Equity_DX_BROKER_SI_MV_RMV,EC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EC FP Equity_DX_UTILIZATION_QUANTITY,EC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EC FP Equity_DX_ACTIVE_UTILIZATION_MV,EC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EC FP Equity_DX_BROKER_SI_CON_RATIO,EC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EC FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-20,1834.0,641682.43,0.24,3.96,0.04,1.13,0.0,263110.79,1082.0,752.0,378571.64,,,21.0,0.02,,,,0.0,25.0,13.0,,,0.02,21.0,,,,0.67,,,,4.77,4.77,21613.0,7561986.03,,13.31,4.78,34.87,0.5304,63.93,0.0808
2006-09-21,1831.0,641152.36,0.24,3.8,0.04,1.13,0.0,260873.02,1086.0,745.0,380279.33,,,5.0,,,,,,,,,,,5.0,,,7.0,0.67,0.0,,,4.76,4.76,21749.0,7615741.48,,13.37,4.76,35.22,0.5359,64.17,0.0802
2006-09-22,1843.0,638032.65,0.24,3.8,0.04,1.13,0.0,257913.36,1098.0,745.0,380119.29,,,11.0,,,,,,,,,,,11.0,,,,0.67,,,,4.79,4.79,21836.0,7559457.97,,13.36,4.78,35.55,0.534,63.84,0.0804
2006-09-25,1831.0,639074.07,0.24,3.56,0.04,1.13,0.0,260027.41,1086.0,745.0,379046.66,,,,,,,,0.0,,11.0,,,,,,,,0.67,,,,4.78,4.78,21632.0,7550218.61,,13.3,4.78,35.19,0.5361,64.21,0.0806
2006-09-26,1871.0,658344.5,0.25,3.09,0.04,1.16,0.0,276568.03,1126.0,786.0,396203.05,,,42.0,0.03,,,,0.0,41.0,3.0,,,0.03,42.0,,,,0.7,,,,4.96,4.96,21580.0,7593305.38,,13.36,4.96,34.05,0.5013,61.95,0.0824
2006-09-27,1971.0,700242.87,0.26,3.19,0.04,1.23,0.0,314771.78,1226.0,886.0,435564.56,,,2.0,0.06,,,,0.0,100.0,2.0,,,0.06,2.0,,100.0,,0.76,,,,5.4,5.4,21489.0,7634459.14,,13.4,5.4,31.28,0.522,65.03,0.0868
2006-09-28,1946.0,709031.61,0.26,3.14,0.04,1.25,0.0,322817.07,1200.0,886.0,437224.02,,,,,,,,0.0,,25.0,,,,,,,,0.77,,,,5.33,5.33,21304.0,7762183.72,,13.54,5.36,30.95,0.5248,65.4,0.0865
2006-09-29,1950.0,715469.09,0.26,3.01,0.04,1.26,0.0,325079.8,1204.0,886.0,441756.3,,,9.0,,,,,0.0,,5.0,,,,9.0,,,,0.78,,,,5.32,5.32,21451.0,7870526.91,,13.8,5.34,31.36,0.5215,64.94,0.0861
2006-10-02,1969.0,707913.3,0.26,2.92,0.04,1.25,0.0,318543.01,1224.0,886.0,440063.93,,,20.0,,,,,,,,,,,20.0,,,,0.78,,,,5.34,5.34,21708.0,7804663.23,,13.81,5.34,31.73,0.5182,64.5,0.0859
2006-10-03,1991.0,711868.12,0.26,2.96,0.04,1.25,0.0,320358.53,1243.0,896.0,444425.95,,,19.0,0.0,,,,,10.0,,,,0.0,19.0,,,,0.78,,,,5.45,5.45,21583.0,7716850.67,,13.61,5.45,31.36,0.5215,64.94,0.0872
2006-10-04,2099.0,753460.87,0.28,3.1,0.05,1.33,0.0,339577.89,1300.0,946.0,466650.37,,,57.0,0.03,,,,,50.0,,,,0.03,57.0,,,,0.82,,,,5.22,5.22,23597.0,8470422.21,,13.96,5.56,30.03,0.5328,66.44,0.0843
2006-10-05,2116.0,746353.43,0.28,3.11,0.05,1.32,0.0,333672.19,1318.0,946.0,464883.66,,,18.0,,,,,,,,,,,18.0,,,,0.82,,,,5.18,5.18,24113.0,8505113.53,,14.17,5.49,30.44,0.5292,65.97,0.0832
2006-10-06,2240.0,788183.69,0.3,3.21,0.05,1.39,0.0,368053.63,1342.0,1046.0,472206.48,,,24.0,0.06,,,,,100.0,,,,0.06,24.0,,,,0.83,,,,5.31,5.31,23950.0,8427231.87,,13.99,5.63,28.19,0.5499,68.51,0.0886
2006-10-09,2231.0,788815.35,0.3,3.26,0.05,1.39,0.0,369834.54,1375.0,1046.0,486159.17,,,,,,,,0.0,,10.0,,,,,,42.0,,0.86,,,,5.45,5.45,23840.0,8429116.07,,13.92,5.79,27.91,0.5524,68.8,0.0885
2006-10-10,2216.0,796717.05,0.29,3.21,0.05,1.4,0.0,358810.3,1360.0,998.0,488959.92,,,,,,,,0.0,,14.0,,,,,,,,0.86,,,0.03,5.42,5.42,23719.0,8527676.77,,14.02,5.78,27.8,0.5536,68.94,0.0884
2006-10-11,2234.0,798117.14,0.3,3.19,0.05,1.41,0.0,373693.17,1378.0,1046.0,492303.23,0.03,,18.0,,,,48.0,,,,0.03,,,18.0,,,,0.87,,,,5.26,5.26,24804.0,8861458.2,,14.33,5.72,28.14,0.5501,68.55,0.0853
2006-10-12,2226.0,799049.03,0.3,3.25,0.05,1.41,0.0,375474.07,1370.0,1046.0,491777.7,,,,,,,,0.0,,8.0,,,,,,,,0.87,,,,5.25,5.25,24718.0,8872818.42,,14.27,5.72,27.87,0.5526,68.84,0.0853
2006-10-13,2231.0,800210.76,0.3,3.27,0.05,1.41,0.0,375177.25,1375.0,1046.0,493182.34,,,5.0,,,,,,,,,,,5.0,,,,0.87,,,,5.26,5.26,24750.0,8877282.03,,14.32,5.73,28.07,0.5509,68.63,0.0854
2006-10-16,2235.0,799108.62,0.3,3.28,0.05,1.41,0.0,373989.98,1379.0,1046.0,493051.8,,,4.0,,,,,,,,,,,4.0,,,,0.87,,,,5.27,5.27,24799.0,8866708.98,,14.3,5.73,28.06,0.5508,68.63,0.0854
2006-10-17,2224.0,804010.93,0.3,3.22,0.05,1.41,0.0,378145.43,1367.0,1046.0,494191.97,,,,,,,,0.0,,12.0,,,,,,,,0.87,,,,5.25,5.25,24654.0,8912808.19,,14.3,5.73,27.78,0.5535,68.94,0.0855
2006-10-18,2282.0,823683.74,0.3,3.24,0.05,1.45,0.0,386575.5,1401.0,1071.0,505688.39,,,34.0,0.01,,,,0.0,25.0,1.0,,,0.01,34.0,,,,0.89,,,,5.36,5.36,24746.0,8932023.57,,14.4,5.83,27.58,0.5556,69.17,0.0873
2006-10-19,2278.0,822239.95,0.3,3.23,0.05,1.45,0.0,386575.5,1397.0,1071.0,504244.6,,,,,,,,0.0,,3.0,,,,,,,,0.89,,,,5.35,5.35,24745.0,8931662.62,,14.35,5.82,27.41,0.5569,69.33,0.0871
2006-10-20,2282.0,823683.74,0.3,3.28,0.05,1.45,0.0,386575.5,1401.0,1071.0,505688.39,,,4.0,,,,,,,,,,,4.0,,,,0.89,,,,5.36,5.36,24732.0,8926970.3,,14.38,5.83,27.55,0.5558,69.2,0.0873
2006-10-23,2283.0,823396.85,0.3,3.35,0.05,1.45,0.0,386271.59,1402.0,1071.0,505651.51,,,1.0,,,,,0.0,,0.0,,,,1.0,,,,0.89,,,,5.37,5.37,24722.0,8916345.59,,14.39,5.84,27.63,0.5552,69.12,0.0874
2006-10-24,2287.0,820296.73,0.3,3.3,0.05,1.45,0.0,384144.2,1407.0,1071.0,504660.03,,,5.0,,,,,,,,,,,5.0,,,,0.89,,,,5.37,5.37,24792.0,8892346.51,,14.36,5.83,27.63,0.555,69.1,0.0873
2006-10-25,2273.0,820435.2,0.3,3.29,0.05,1.44,0.0,386575.5,1392.0,1071.0,502439.86,,,,,,,,0.01,,15.0,,,,,,,,0.88,,,,5.34,5.34,24676.0,8906757.2,,14.3,5.82,27.36,0.5575,69.4,0.0872
2006-10-26,2254.0,829567.31,0.3,3.31,0.05,1.46,0.0,394173.29,1372.0,1071.0,504954.01,,,,,,,,0.0,,20.0,,,,,,,,0.89,,,,6.02,6.02,21435.0,7888986.35,,12.43,6.65,27.03,0.5607,69.76,0.0988
2006-10-27,2271.0,831313.02,0.3,3.3,0.05,1.46,0.0,392045.9,1391.0,1071.0,509183.8,,,19.0,,,,,,,,,,,19.0,,,,0.9,,,,6.03,6.03,21679.0,7935726.58,,12.58,6.65,27.59,0.5553,69.15,0.0984
2006-10-30,2276.0,829914.07,0.3,3.34,0.05,1.46,0.0,390526.35,1395.0,1071.0,508668.77,,,4.0,,,,,,,,,,,4.0,,,,0.9,,,,11.41,6.05,10826.0,3947561.38,,6.95,11.42,27.66,0.5548,69.09,0.0987
2006-10-31,2278.0,826118.44,0.3,3.28,0.05,1.45,0.0,388398.97,1398.0,1071.0,506985.77,,,3.0,,,,,0.0,,1.0,,,,3.0,,,,0.89,,,,11.41,6.05,10851.0,3935123.42,,6.93,11.41,27.6,0.5552,69.13,0.0987
2006-11-01,2271.0,832601.88,0.3,3.39,0.05,1.47,0.0,392653.73,1389.0,1071.0,509239.99,,,1.0,,,,,0.0,,10.0,,,,1.0,,,,0.9,,,,11.52,6.07,10674.0,3913338.83,,6.89,11.51,27.33,0.558,69.44,0.0992
2006-11-02,2276.0,833789.15,0.3,3.57,0.05,1.47,0.0,392349.82,1395.0,1071.0,511043.88,,,7.0,,,,,0.0,,1.0,,,,7.0,,,,0.9,,,,11.45,6.06,10794.0,3954270.7,,6.96,11.45,27.52,0.556,69.22,0.0988
2006-11-03,2258.0,842572.79,0.3,3.61,0.05,1.48,0.0,399643.69,1376.0,1071.0,513454.46,,,,,,,,0.0,,19.0,,,,,,,,0.9,,,,11.5,6.04,10595.0,3953524.68,,6.96,11.49,27.27,0.5588,69.53,0.0991
2006-11-06,2306.0,860483.99,0.31,3.85,0.05,1.51,0.0,399643.69,1425.0,1071.0,531738.81,,,51.0,,,,,0.0,,2.0,,,,51.0,,,,0.94,,,,6.2,6.2,21569.0,8048473.23,,12.74,6.85,26.82,0.5274,67.37,0.1003
2006-11-07,2288.0,868700.11,0.3,4.41,0.05,1.53,0.0,422200.4,1406.0,1112.0,533825.33,,,,,,41.0,,0.0,,19.0,,,,,0.03,,,0.94,,,,6.17,6.17,21399.0,8124699.98,,12.77,6.83,26.42,0.5309,67.78,0.1003
2006-11-08,2322.0,880291.31,0.31,4.42,0.05,1.55,0.0,421569.31,1447.0,1112.0,548570.85,,,41.0,,,,,,,,,,,41.0,,,,0.97,,,,6.23,6.23,21790.0,8260787.09,,13.13,6.86,26.83,0.5268,67.31,0.0999
2006-11-09,2329.0,878318.86,0.31,4.44,0.05,1.55,0.0,421623.22,1449.0,1118.0,546450.85,,,2.0,0.0,,,,,6.0,,,,0.0,2.0,,,,0.96,,,,6.22,6.22,21857.0,8242771.75,,13.08,6.85,26.7,0.5226,67.04,0.0999
2006-11-10,2318.0,882721.47,0.31,4.59,0.05,1.55,0.0,425747.45,1436.0,1118.0,546845.57,,,,,,,,0.0,,12.0,,,,,,,,0.96,,,,6.19,6.19,21767.0,8289127.76,,13.12,6.83,26.5,0.5252,67.31,0.0999
2006-11-13,2320.0,886774.76,0.31,4.72,0.05,1.56,0.0,427333.7,1439.0,1118.0,550029.69,,,6.0,,,,,0.0,,3.0,,,,6.0,,,,0.97,,,,6.18,6.18,21829.0,8343709.54,,13.2,6.82,26.66,0.5237,67.13,0.0997
2006-11-14,2321.0,877277.73,0.31,4.73,0.05,1.56,0.0,422574.97,1496.0,1118.0,565449.15,,100.0,59.0,,0.07,,,0.0,,1.0,,100.0,,59.0,,,,1.0,,0.07,,6.42,6.42,21826.0,8249661.26,100.0,13.17,7.09,26.73,0.5227,67.03,0.0995
2006-11-15,2379.0,903250.68,0.32,4.94,0.05,1.59,0.0,445740.35,1497.0,1174.0,568375.9,,,6.0,0.04,,,,0.01,56.0,5.0,,,0.04,6.0,,,,1.0,,,,5.68,5.68,24876.0,9444835.58,,15.16,6.19,25.66,0.491,64.81,0.0902
2006-11-16,2393.0,897701.38,0.32,5.22,0.05,1.59,0.0,440410.12,1513.0,1174.0,567581.36,,,16.0,,,,,,,,,,,16.0,,,,1.0,,,,5.71,5.71,25007.0,9381035.72,,15.19,6.2,25.98,0.4875,64.4,0.0902
2006-11-17,2410.0,883562.54,0.32,5.41,0.05,1.56,0.0,430415.94,1532.0,1174.0,561667.14,,,18.0,,,,,,,,,,,18.0,,,,0.99,,,,5.74,5.74,25141.0,9217280.46,,15.01,6.21,26.07,0.4859,64.23,0.0904
2006-11-20,2396.0,883869.01,0.32,5.22,0.05,1.56,0.0,433081.06,1514.0,1174.0,558504.87,,,1.0,,,,,0.01,,18.0,,,,1.0,,,,0.98,,,,5.74,5.74,24866.0,9172907.67,,14.8,6.23,25.63,0.4916,64.87,0.0908
2006-11-21,2402.0,884037.57,0.32,5.21,0.05,1.56,0.0,432081.64,1521.0,1174.0,559792.31,,,8.0,,,,,,,,,,,8.0,,,,0.99,,,,5.74,5.74,24977.0,9192592.12,,14.85,6.23,25.77,0.4896,64.65,0.0906
2006-11-22,2369.0,883320.21,0.31,5.32,0.05,1.55,0.0,437745.01,1487.0,1174.0,554452.15,,,,,,,,0.01,,34.0,,,,,,,,0.97,,,,5.65,5.65,24821.0,9254913.85,,14.79,6.16,25.4,0.4932,65.08,0.09
2006-11-23,2377.0,884954.12,0.32,5.3,0.05,1.56,0.0,437078.73,1497.0,1174.0,557331.23,,,11.0,,,,,0.0,,2.0,,,,11.0,,,,0.98,,,,5.66,5.66,24924.0,9279173.99,,14.95,6.16,25.77,0.4907,64.75,0.09
2006-11-24,2372.0,884438.81,0.32,5.28,0.05,1.55,0.0,437745.01,1491.0,1174.0,555943.62,,,,,,,,0.0,,5.0,,,,,,,,0.98,,,,6.06,6.06,23125.0,8622532.64,,13.72,6.64,25.54,0.4924,64.97,0.0964
2006-11-27,2373.0,884811.67,0.32,5.07,0.05,1.56,0.0,437745.01,1492.0,1174.0,556316.48,,,3.0,,,,,0.0,,1.0,,,,3.0,,,,0.98,,,,6.07,6.07,23107.0,8615821.05,,13.76,6.65,25.69,0.4904,64.75,0.0965
2006-11-28,2365.0,890553.08,0.31,5.2,0.05,1.57,0.0,442075.82,1483.0,1174.0,558431.38,,,,,,,,0.0,,10.0,,,,,,,,0.98,,,,6.05,6.05,23024.0,8669807.21,,13.77,6.64,25.49,0.4925,64.99,0.0965
2006-11-29,2375.0,903079.85,0.32,5.3,0.05,1.59,0.0,446406.63,1493.0,1174.0,567704.51,,,11.0,,,,,,,,,,,11.0,,,,1.0,,,,6.09,6.09,23030.0,8757022.73,,13.93,6.68,25.66,0.4915,64.85,0.0968
2006-11-30,2375.0,905775.61,0.32,5.28,0.05,1.59,0.0,447739.19,1493.0,1174.0,569399.15,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,1.0,,,,6.07,6.07,23098.0,8809096.88,,14.02,6.67,25.57,0.4919,64.91,0.0966
2006-12-01,2380.0,904981.07,0.32,5.25,0.05,1.59,0.0,446406.63,1499.0,1174.0,569985.98,,,6.0,,,,,,,,,,,6.0,,,,1.0,,,,5.41,5.41,26212.0,9966959.61,,16.06,5.88,25.68,0.4901,64.72,0.0859
2006-12-04,2384.0,901090.1,0.32,5.22,0.05,1.59,0.0,443741.52,1504.0,1174.0,568472.95,,,5.0,,,,,,,,,,,5.0,,,,1.0,,,,5.42,5.42,26253.0,9922952.31,,16.05,5.88,25.76,0.4892,64.63,0.0859
2006-12-05,2376.0,903460.1,0.32,5.15,0.05,1.59,0.0,446406.63,1495.0,1174.0,568465.0,,,,,,,,0.0,,10.0,,,,,,,,1.0,,,,5.38,5.38,26285.0,9994717.43,,16.09,5.85,25.68,0.4911,64.81,0.0855
2006-12-06,2386.0,905231.35,0.32,4.92,0.05,1.59,0.0,445407.21,1506.0,1174.0,571365.64,,,11.0,,,,,,,,,,,11.0,,,,1.01,,,,5.39,5.39,26408.0,10019006.52,,16.2,5.85,25.83,0.4898,64.64,0.0855
2006-12-07,2390.0,900645.15,0.32,4.86,0.05,1.59,0.0,442408.96,1510.0,1174.0,569026.85,,,4.0,,,,,,,,,,,4.0,,,,1.0,,,,5.4,5.4,26449.0,9967014.09,,16.16,5.85,25.85,0.4887,64.55,0.0855
2006-12-08,2386.0,899814.86,0.32,4.96,0.05,1.59,0.0,442742.1,1504.0,1174.0,567192.6,,,,,,,,0.0,,5.0,,,,,,,,1.0,,,,5.4,5.4,26341.0,9933790.12,,16.12,5.86,25.8,0.4901,64.69,0.0857
2006-12-11,2383.0,902064.54,0.32,4.89,0.05,1.59,0.0,444407.79,1502.0,1174.0,568569.43,,,,,,,,0.0,,3.0,,,,,,,,1.0,,,,5.39,5.39,26362.0,9979112.66,,16.15,5.83,25.64,0.4911,64.82,0.0855
2006-12-12,2392.0,900041.3,0.32,5.16,0.05,1.59,0.0,441742.68,1553.0,1174.0,584349.56,,,51.0,,,,,,,,,,,51.0,,,,1.03,,,,5.55,5.55,26408.0,9936576.4,,16.11,6.01,25.79,0.4892,64.61,0.0855
2006-12-13,2424.0,912081.99,0.32,5.25,0.05,1.61,0.0,457169.81,1542.0,1215.0,580210.57,,,,0.03,,,,0.01,41.0,11.0,,,0.03,,,,,1.02,,,,5.54,5.54,26316.0,9901959.42,,16.07,5.99,25.16,0.4693,63.03,0.087
2006-12-14,2419.0,915005.61,0.32,5.13,0.05,1.61,0.0,459583.22,1537.0,1215.0,581382.24,,,,,,,,0.0,,5.0,,,,,,,,1.03,,,,5.53,5.53,26265.0,9934941.06,,16.09,5.99,25.07,0.4703,63.15,0.087
2006-12-15,2426.0,915588.18,0.32,5.13,0.05,1.61,0.0,458548.9,1545.0,1215.0,583093.05,,,8.0,,,,,,,,,,,8.0,,,,1.03,,,,5.54,5.54,26346.0,9943151.78,,16.17,5.98,25.23,0.4685,62.94,0.087
2006-12-18,2427.0,910456.02,0.32,5.12,0.05,1.61,0.0,455790.71,1547.0,1215.0,580336.0,,,2.0,,,,,,,,,,,2.0,,,,1.02,,,,5.54,5.54,26400.0,9903600.72,,16.08,5.98,25.17,0.4683,62.93,0.0868
2006-12-19,2439.0,901115.64,0.32,5.15,0.05,1.59,0.0,448895.24,1560.0,1215.0,576359.32,,,13.0,,,,,,,,,,,13.0,,,,1.02,,,,5.56,5.56,26494.0,9788502.52,,15.93,6.01,25.19,0.4673,62.84,0.0869
2006-12-20,2432.0,893008.49,0.32,5.13,0.05,1.57,0.0,446137.05,1552.0,1215.0,569880.42,,,,,,,,0.01,,8.0,,,,,,,,1.0,,,,5.55,5.55,26411.0,9697881.25,,15.75,6.0,25.26,0.4691,62.99,0.087
2006-12-21,2436.0,885491.01,0.32,5.12,0.05,1.56,0.0,441655.0,1556.0,1215.0,565609.2,,,4.0,,,,,,,,,,,4.0,,,,1.0,,,,5.56,5.56,26438.0,9610267.33,,15.65,6.0,25.25,0.4675,62.83,0.087
2006-12-22,2419.0,892353.56,0.32,4.97,0.05,1.57,0.0,448205.7,1535.0,1215.0,566251.64,,,,,,,,0.0,,21.0,,,,,,,,1.0,,,,5.56,5.56,26093.0,9625540.09,,15.5,6.03,24.9,0.4725,63.4,0.0876
2006-12-25,1071.0,395085.02,0.14,2.17,0.02,1.21,0.0,395085.02,42.0,1071.0,15493.53,,,,,,,,0.0,,831.0,,,,,,,,0.57,,0.43,0.09,0.57,0.57,7354.0,2712843.36,662.0,10.51,5.18,25.04,0.4706,63.19,0.1448
2006-12-26,2423.0,893829.14,0.32,4.91,0.05,1.58,0.0,448205.7,1541.0,1215.0,568465.0,0.09,660.0,840.0,,0.43,,144.0,,,,0.09,660.0,,840.0,,,,1.0,,,,5.53,5.53,26312.0,9706327.78,,15.74,6.0,25.1,0.4697,63.09,0.087
2006-12-27,2419.0,892353.56,0.32,4.9,0.05,1.57,0.0,448205.7,1537.0,1215.0,566989.43,,,,,,,,0.0,,4.0,,,,,,,,1.0,,,,5.52,5.52,26328.0,9712230.08,,15.75,5.97,24.97,0.4704,63.19,0.0868
2006-12-28,2429.0,889149.86,0.32,4.95,0.05,1.57,0.0,444757.96,1549.0,1215.0,567020.64,,,12.0,,,,,,,,,,,12.0,,,,1.0,,,,5.53,5.53,26450.0,9682179.44,,15.75,5.98,25.16,0.4684,62.95,0.0867
2006-12-29,2425.0,888373.77,0.32,4.93,0.05,1.56,0.0,445102.73,1544.0,1215.0,565628.49,,,,,,,,0.01,,5.0,,,,,,,,0.99,,,,5.52,5.52,26406.0,9673566.06,,15.63,5.98,25.04,0.4697,63.1,0.0868
2007-01-01,1071.0,392349.82,0.14,2.16,0.02,1.2,0.0,392349.82,142.0,1071.0,52020.24,,,,,,,,0.0,,840.0,,,,,,,,0.63,,0.36,0.09,1.49,1.49,9412.0,3447989.24,562.0,11.76,5.12,25.12,0.4691,63.02,0.1121
2007-01-02,2419.0,888235.01,0.32,4.87,0.05,1.57,0.0,446137.05,1628.0,1215.0,597786.93,0.09,652.0,834.0,,0.42,,144.0,,,,0.09,652.0,,834.0,,,,1.05,,,,5.82,5.82,26362.0,9679888.9,,15.62,6.31,24.89,0.4711,63.27,0.0864
2007-01-03,2428.0,888783.81,0.32,4.89,0.05,1.57,0.0,444757.96,1547.0,1215.0,566288.53,,,11.0,,,,,0.0,,0.0,,,,11.0,,,,1.0,,0.06,,5.54,5.54,26408.0,9666805.09,91.0,15.71,5.99,25.28,0.4682,62.89,0.0869
2007-01-04,2437.0,883779.91,0.32,5.01,0.05,1.56,0.0,440620.68,1558.0,1215.0,565009.89,,,10.0,,,,,,,,,,,10.0,,,,1.0,,,,5.56,5.56,26481.0,9603354.83,,15.67,5.99,25.36,0.4673,62.79,0.0869
2007-01-05,2442.0,875891.83,0.32,4.94,0.05,1.55,0.0,435793.85,1563.0,1215.0,560613.81,,,5.0,,,,,,,,,,,5.0,,,,0.99,,,,5.57,5.57,26492.0,9502099.22,,15.54,6.0,25.36,0.467,62.76,0.087
2007-01-08,2449.0,868673.43,0.33,4.76,0.05,1.53,0.0,430967.01,1570.0,1215.0,556887.42,,,9.0,,,,,0.01,,2.0,,,,9.0,,,,0.98,,,,5.59,5.59,26536.0,9412461.48,,15.38,6.01,25.23,0.4675,62.85,0.0871
2007-01-09,2449.0,867283.55,0.33,4.69,0.05,1.53,0.0,430277.47,1607.0,1215.0,569099.5,,,37.0,,,,,,,,,,,37.0,,,,1.0,,,,5.74,5.74,26416.0,9354905.01,,15.23,6.18,25.15,0.469,63.01,0.0874
2007-01-10,2470.0,867711.47,0.33,4.59,0.05,1.53,0.0,440530.44,1590.0,1254.0,558567.3,,,5.0,0.02,,,,0.02,39.0,22.0,,,0.02,5.0,,,,0.99,,,,5.67,5.67,26455.0,9293646.54,,15.21,6.1,24.69,0.4505,61.36,0.0881
2007-01-11,2459.0,875011.59,0.33,4.57,0.05,1.54,0.0,446223.89,1590.0,1254.0,565786.27,,,0.0,,,,,0.0,,1.0,,,,0.0,,,,1.0,,,,5.71,5.71,26248.0,9340099.32,,15.14,6.17,24.32,0.4554,61.93,0.0883
2007-01-12,2489.0,878623.91,0.33,4.5,0.06,1.55,0.0,447960.52,1609.0,1269.0,567981.47,,,19.0,0.01,,,,,15.0,,,,0.01,19.0,,,,1.0,,,,5.73,5.73,26456.0,9339041.45,,15.24,6.18,24.34,0.4452,60.91,0.0887
2007-01-15,2460.0,894215.06,0.33,4.43,0.05,1.57,0.0,461284.11,1573.0,1269.0,571788.73,,,,,,,,0.0,,36.0,,,,,,,,1.0,,,,5.68,5.68,26127.0,9497218.19,,15.22,6.17,23.8,0.4518,61.7,0.0888
2007-01-16,2480.0,893744.01,0.33,4.37,0.06,1.58,0.0,457323.04,1600.0,1269.0,576609.04,,,27.0,,,,,0.0,,0.0,,,,27.0,,,,1.02,,,,5.71,5.71,26441.0,9528824.71,,15.53,6.16,24.42,0.4447,60.84,0.0884
2007-01-17,2474.0,887369.53,0.33,4.31,0.05,1.58,0.0,455162.46,1593.0,1269.0,571374.15,,,1.0,,,,,0.01,,8.0,,,,1.0,,,,1.01,,,,5.7,5.7,26358.0,9454036.36,,15.41,6.17,24.19,0.4473,61.16,0.0885
2007-01-18,2478.0,891616.91,0.33,4.26,0.06,1.57,0.0,456602.85,1697.0,1269.0,610602.86,,91.0,14.0,,0.06,,,,,,,91.0,,14.0,,,,1.07,,,,6.05,6.05,26378.0,9491150.46,,15.35,6.54,24.22,0.4469,61.12,0.0883
2007-01-19,2490.0,890282.08,0.33,4.35,0.06,1.58,0.0,457297.5,1700.0,1279.0,607823.11,,,3.0,0.01,,,,0.0,10.0,0.0,,,0.01,3.0,,,,1.08,,,,6.05,6.05,26407.0,9441638.13,,15.36,6.55,24.15,0.4423,60.65,0.0886
2007-01-22,2448.0,919723.19,0.33,4.33,0.05,1.6,0.0,480525.31,1649.0,1279.0,619535.76,,,,,,,,0.0,,52.0,,,,,,,,1.08,,,,5.97,5.97,25961.0,9753649.45,,15.4,6.54,23.43,0.4523,61.83,0.0887
2007-01-23,2887.0,1102680.22,0.38,4.4,0.06,1.93,0.0,488509.87,2101.0,1279.0,802470.09,,,452.0,,,,,,,,,,,452.0,,,,1.41,,,,16.38,7.52,10727.0,4097142.61,,7.18,16.37,23.81,0.4461,61.12,0.1033
2007-01-24,2883.0,1128967.58,0.38,4.1,0.06,1.98,0.0,503590.81,2088.0,1286.0,817649.77,,,,0.01,,,,0.0,7.0,13.0,,,0.01,,,,,1.43,,,,16.38,8.01,10661.0,4174791.31,,7.32,16.37,23.73,0.4448,61.0,0.1106
2007-01-25,2806.0,1071742.53,0.37,3.63,0.06,1.94,0.0,491183.5,2117.0,1286.0,808581.24,,,119.0,,,,,0.06,,91.0,,,,119.0,,,,1.46,,,,16.4,7.89,10792.0,4121969.15,,7.44,16.38,24.07,0.4398,60.41,0.1046
2007-01-26,2898.0,1113460.43,0.39,3.7,0.06,1.96,0.0,532524.55,2107.0,1386.0,809544.9,,,,0.06,,,,0.03,100.0,9.0,,,0.06,,,,,1.42,,,,7.61,7.61,25600.0,9835951.31,,15.83,8.25,22.65,0.4095,57.16,0.1046
