,ATE FP Equity_DX_SI_QTY,ATE FP Equity_DX_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATE FP Equity_DX_SI_MV,ATE FP Equity_DX_DSS,ATE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY,ATE FP Equity_DX_BROKER_SI_QTY,ATE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATE FP Equity_DX_BROKER_SI_MV_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATE FP Equity_DX_BROKER_SI_MV_INC_x,ATE FP Equity_DX_SUPPLY_SI_MV_NEW,ATE FP Equity_DX_BROKER_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_NEW,ATE FP Equity_DX_SUPPLY_SI_MV_DEC,ATE FP Equity_DX_BROKER_SI_QTY_INC,ATE FP Equity_DX_SUPPLY_SI_QTY_DEC,ATE FP Equity_DX_BROKER_SI_MV_NEW_y,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ATE FP Equity_DX_BROKER_SI_MV_INC_y,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATE FP Equity_DX_BROKER_SI_MV_ADD,ATE FP Equity_DX_SUPPLY_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_DEC,ATE FP Equity_DX_SUPPLY_SI_MV,ATE FP Equity_DX_BROKER_SI_MV_DEC,ATE FP Equity_DX_SUPPLY_SI_MV_RMV,ATE FP Equity_DX_BROKER_SI_MV_RMV,ATE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATE FP Equity_DX_UTILIZATION_QUANTITY,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATE FP Equity_DX_ACTIVE_UTILIZATION_MV,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATE FP Equity_DX_BROKER_SI_CON_RATIO,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATE FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-01-06,70105.0,10754107.0,0.26,2.0,0.2,11.12,0.0,8521063.2,35138.0,55548.0,5390169.2,,,1850.0,0.43,,1213.0,,0.38,3301.0,2350.0,,,0.43,1850.0,0.19,3264.0,2350.0,5.59,0.38,,,0.37,0.37,9583266.0,1470073004.4,,1526.87,0.36,24.31,0.1834,26.42,0.0073
2022-01-07,78667.0,11847250.2,0.29,2.2,0.23,12.2,0.0,9746079.0,43705.0,64715.0,6581973.0,,,5330.0,1.37,,,,0.15,9172.0,605.0,,,1.37,5330.0,,3842.0,5.0,6.67,0.04,,,0.46,0.46,9559246.0,1439622447.6,,1459.69,0.46,23.81,0.1749,26.62,0.0082
2022-01-10,69931.0,10181953.6,0.26,2.0,0.2,10.67,0.0,8150542.4,34969.0,55979.0,5091486.4,,,,,,,,1.36,,8736.0,,,,,,,8736.0,5.25,1.43,,,0.36,0.36,9558647.0,1391739003.2,,1438.24,0.36,19.52,0.1691,27.51,0.0073
2022-01-11,66581.0,10053731.0,0.24,1.9,0.19,10.05,0.0,7032976.0,26753.0,46576.0,4039703.0,,,,,,1600.0,,1.24,,8216.0,,,,,0.23,,11003.0,3.9,1.65,,,0.28,0.28,9559553.0,1443492503.0,,1395.32,0.28,28.13,0.2012,29.26,0.0069
2022-01-12,68432.0,10387977.6,0.25,2.05,0.2,10.53,0.0,7351218.6,29750.0,48427.0,4516050.0,,,4184.0,0.28,,,,0.4,1851.0,2787.0,,,0.28,4184.0,,1600.0,,4.49,,,,0.31,0.31,9560442.0,1451275095.6,,1436.79,0.31,27.36,0.1893,27.91,0.0071
2022-01-13,65635.0,9996210.5,0.24,2.02,0.19,10.16,0.0,7733337.1,34343.0,50777.0,5230438.9,,,2040.0,1.12,,,,0.39,7333.0,2621.0,,,1.12,2040.0,,5174.0,4983.0,5.23,0.75,,,0.36,0.36,9557833.0,1455657965.9,,1449.35,0.36,16.75,0.1581,29.03,0.0068
2022-01-14,62744.0,9373953.6,0.23,1.96,0.18,9.7,0.0,7583693.4,41830.0,50761.0,6249402.0,,,10524.0,0.7,,,,0.46,4701.0,3037.0,,,0.7,10524.0,,,4717.0,6.47,0.72,,,0.44,0.44,9547811.0,1426442963.4,,1454.04,0.44,21.1,0.1832,30.54,0.0065
2022-01-17,64394.0,9717054.6,0.24,2.04,0.19,9.89,0.0,8059719.9,35652.0,53411.0,5379886.8,,,3806.0,0.41,,,,1.86,2650.0,11579.0,,,0.41,3806.0,,1595.0,,5.34,,,,0.37,0.37,9537634.0,1439228970.6,,1428.88,0.37,20.26,0.1776,29.38,0.0067
2022-01-18,60951.0,9227981.4,0.22,1.95,0.18,9.41,0.0,7875525.2,33008.0,52018.0,4997411.2,,,,,,,,0.38,,2644.0,,,,,,,1393.0,5.01,0.21,,,0.35,0.35,9529276.0,1442732386.4,,1444.49,0.35,19.95,0.1862,31.01,0.0064
2022-01-19,58821.0,8946674.1,0.22,1.91,0.17,9.09,0.0,7587964.8,31757.0,49888.0,4830239.7,,,,,,,,0.19,,1251.0,,,,,,,2130.0,4.83,0.34,,,0.33,0.33,9530745.0,1449626314.5,,1444.03,0.33,16.71,0.1863,32.22,0.0062
2022-01-20,54853.0,8365082.5,0.2,1.84,0.16,8.51,0.0,7002800.0,26910.0,45920.0,4103775.0,,,,,,590.0,,0.81,,5437.0,,,,,0.09,590.0,4558.0,4.12,0.68,,,0.28,0.28,9536342.0,1454292155.0,,1453.75,0.28,17.08,0.1938,34.6,0.0057
2022-01-21,68259.0,10272979.5,0.25,2.3,0.2,10.53,0.0,7919761.5,33613.0,52623.0,5058756.5,,,,1.0,,,,,6703.0,,,,1.0,,,6703.0,,5.13,,,,0.35,0.35,9539275.0,1435660887.5,,1451.74,0.35,26.64,0.1897,27.5,0.0071
2022-01-24,70237.0,9840203.7,0.26,2.37,0.2,10.74,0.0,6893620.5,36511.0,49205.0,5115191.1,,,6316.0,,,,,0.53,,3418.0,,,,6316.0,,,3418.0,5.52,0.53,,,0.38,0.38,9532626.0,1335520902.6,,1422.27,0.39,28.16,0.201,29.27,0.0073
2022-01-25,42618.0,5919640.2,0.16,1.44,0.12,6.0,0.0,4643427.0,31685.0,33430.0,4401046.5,,,3717.0,0.53,,,,1.32,4637.0,8543.0,,,0.53,3717.0,,,20412.0,4.45,3.22,,,0.33,0.33,9501215.0,1319718763.5,,1329.92,0.33,22.99,0.2367,39.57,0.0045
2022-01-26,54803.0,7798466.9,0.2,1.85,0.16,7.71,0.0,6446474.6,43557.0,45302.0,6198161.1,,,,2.71,,,,1.07,19479.0,7607.0,,,2.71,,,19479.0,7607.0,6.09,1.03,,,0.46,0.46,9467918.0,1347284731.4,,1321.71,0.46,17.23,0.2278,39.64,0.0058
2022-01-27,52607.0,7391283.5,0.19,1.77,0.15,7.55,0.0,6136197.0,42069.0,43674.0,5910694.5,,,,0.31,,255.0,,0.18,2000.0,1488.0,,,0.31,,0.04,,3883.0,6.04,0.56,,,0.44,0.44,9454179.0,1328312149.5,,1352.77,0.44,18.12,0.24,41.78,0.0055
2022-01-28,57869.0,8188463.5,0.21,1.98,0.17,8.19,0.0,6398488.5,42219.0,45219.0,5973988.5,,,2000.0,0.12,,800.0,,0.4,1000.0,2650.0,,,0.12,2000.0,0.12,800.0,255.0,5.95,0.04,,,0.45,0.45,9445014.0,1336469481.0,,1327.56,0.45,18.2,0.2149,37.56,0.0061
2022-01-31,69968.0,10026414.4,0.26,2.4,0.2,9.97,0.0,8790595.2,58715.0,61344.0,8413859.5,,,1735.0,2.3,,3600.0,,0.68,16242.0,4872.0,,,2.3,1735.0,0.53,19633.0,3717.0,8.3,0.53,,,0.62,0.62,9460095.0,1355631613.5,,1334.73,0.62,30.47,0.2288,31.73,0.0074
2022-02-01,69122.0,10209319.4,0.25,2.31,0.2,9.95,0.0,8865101.7,58862.0,60021.0,8693917.4,,,,0.1,,327.0,,0.53,680.0,3700.0,,,0.1,,0.05,3847.0,2330.0,8.43,0.29,,,0.62,0.62,9477484.0,1399824386.8,,1356.7,0.62,30.99,0.2242,31.4,0.0072
2022-02-02,69922.0,10488300.0,0.26,2.26,0.2,10.36,0.0,9123150.0,59662.0,60821.0,8949300.0,,,,0.19,,,,,800.0,,,,0.19,,,800.0,,8.8,,,,0.63,0.63,9471316.0,1420697400.0,,1395.68,0.63,30.64,0.2269,32.29,0.0073
2022-02-03,70295.0,10298217.5,0.26,2.26,0.2,10.53,0.0,9008871.0,59362.0,61494.0,8696533.0,,,,0.17,,,,0.15,1000.0,1018.0,,,0.17,,,718.0,327.0,8.85,0.05,,,0.62,0.62,9457628.0,1385542502.0,,1405.38,0.63,30.47,0.2291,32.25,0.0074
2022-02-04,70490.0,10101217.0,0.26,2.21,0.2,10.3,0.0,8714646.2,59557.0,60814.0,8534518.1,,,,,,,,0.1,,680.0,,,,,,875.0,680.0,8.67,0.1,,,0.63,0.63,9462583.0,1355988143.9,,1381.36,0.62,30.14,0.2277,32.2,0.0074
2022-02-07,74419.0,10738661.7,0.27,2.26,0.22,10.7,0.0,9067090.5,61465.0,62835.0,8869399.5,,,1887.0,,,2021.0,,,,,,,,1887.0,0.29,21.0,,8.77,,,,0.65,0.65,9461863.0,1365346830.9,,1356.74,0.64,28.72,0.2083,30.19,0.0078
2022-02-08,74377.0,10754914.2,0.27,2.23,0.22,10.78,0.0,9082904.4,61444.0,62814.0,8884802.4,,,,,,,,0.0,,21.0,,,,,,,21.0,8.88,0.0,,,0.65,0.65,9448773.0,1366292575.8,,1366.28,0.65,28.77,0.2087,30.18,0.0078
2022-02-09,65848.0,9686240.8,0.24,1.95,0.19,9.57,0.0,7689799.6,47127.0,52276.0,6932381.7,,,986.0,0.72,,1778.0,,2.32,4996.0,16095.0,,,0.72,986.0,0.26,792.0,17312.0,6.82,2.5,,,0.5,0.5,9464658.0,1392251191.8,,1369.77,0.5,14.24,0.1766,32.7,0.0069
2022-02-10,74239.0,10898285.2,0.27,2.17,0.22,10.95,0.0,8768364.0,53962.0,59730.0,7921621.6,,,8039.0,0.25,,7498.0,,0.17,1556.0,1204.0,,,0.25,8039.0,1.1,,1600.0,7.94,0.23,,,0.57,0.57,9428909.0,1384163841.2,,1387.11,0.57,13.18,0.1513,28.81,0.0078
2022-02-11,76074.0,11053552.2,0.28,2.23,0.22,11.22,0.0,9117429.7,51792.0,62749.0,7525377.6,,,,0.7,,,,0.38,4797.0,2578.0,,,0.7,,,408.0,1778.0,7.64,0.27,,,0.55,0.55,9434164.0,1370784029.2,,1391.25,0.55,19.52,0.1635,28.16,0.008
2022-02-14,89965.0,12433163.0,0.33,2.61,0.26,13.04,0.0,9156026.4,55482.0,66252.0,7667612.4,,,1645.0,0.39,,800.0,,0.14,3244.0,955.0,,,0.39,1645.0,0.12,3000.0,541.0,8.1,0.08,,,0.59,0.59,9420840.0,1301960088.0,,1371.43,0.59,23.8,0.1707,24.74,0.0095
2022-02-15,84794.0,11938995.2,0.31,2.38,0.25,11.78,0.0,9277734.4,63119.0,65893.0,8887155.2,,,3655.0,1.71,,,,1.02,12449.0,7012.0,,,1.71,3655.0,,10994.0,12808.0,8.71,1.86,,,0.67,0.67,9324811.0,1312933388.8,,1301.93,0.66,24.92,0.1922,26.94,0.009
2022-02-16,84386.0,11383671.4,0.31,2.34,0.25,11.79,0.0,8888965.7,62711.0,65893.0,8459713.9,,,,,,,,0.06,,408.0,,,,,,,,8.81,,,,0.66,0.66,9383226.0,1265797187.4,,1307.1,0.67,25.42,0.1936,26.63,0.0089
2022-02-17,65572.0,8766976.4,0.24,1.79,0.19,8.88,0.0,7540011.5,50395.0,56395.0,6737811.5,,,,0.08,,,,1.84,1000.0,12316.0,,,0.08,,,,10498.0,6.82,1.48,,,0.53,0.53,9411953.0,1258378116.1,,1268.84,0.53,20.37,0.2012,33.02,0.0069
2022-02-18,65818.0,8878848.2,0.24,1.79,0.19,8.89,0.0,7607685.5,50641.0,56395.0,6831470.9,,,,,,,,,,,,,,,,246.0,,6.81,,,,0.54,0.54,9406005.0,1268870074.5,,1261.96,0.54,20.17,0.1999,33.02,0.007
2022-02-21,66248.0,8824233.6,0.24,1.78,0.19,8.98,0.0,7372753.2,51525.0,55351.0,6863130.0,,,,,,,,0.21,,1634.0,,,,,,2518.0,1044.0,6.96,0.14,,,0.55,0.55,9398868.0,1251929217.6,,1267.67,0.55,20.14,0.1934,32.74,0.007
2022-02-22,45333.0,6011155.8,0.17,1.2,0.13,6.06,0.0,4598833.2,29200.0,34682.0,3871920.0,,,,,,2000.0,,3.02,,22325.0,,,,,0.27,,22669.0,3.89,3.1,,,0.31,0.31,9421193.0,1249250191.8,,1254.79,0.31,23.91,0.165,24.16,0.0048
2022-02-23,49627.0,6605353.7,0.18,1.3,0.14,6.63,0.0,5101589.9,29847.0,38329.0,3972635.7,,,,0.39,,647.0,,,3000.0,,,,0.39,,0.09,647.0,,3.97,,,,0.32,0.32,9426872.0,1254716663.2,,1252.9,0.32,21.86,0.1606,23.77,0.0052
2022-02-24,56219.0,7364689.0,0.21,1.43,0.16,7.53,0.0,4835472.0,30007.0,36912.0,3930917.0,,,5632.0,1.13,,,,1.37,8432.0,10272.0,,,1.13,5632.0,,4800.0,9849.0,4.02,1.31,,,0.32,0.32,9376367.0,1228304077.0,,1254.2,0.32,20.75,0.21,35.4,0.006
2022-02-25,86368.0,11858326.4,0.32,2.1,0.25,11.42,0.0,8235116.7,46169.0,59979.0,6339003.7,,,7082.0,3.0,,,,,23067.0,,,,3.0,7082.0,,9080.0,,6.03,,,,0.49,0.49,9351281.0,1283930881.3,,1219.1,0.49,18.08,0.2468,41.37,0.0092
2022-02-28,108781.0,14815972.2,0.4,2.57,0.32,14.96,0.0,11452649.4,67087.0,84087.0,9137249.4,,,8363.0,3.47,,,,0.29,24108.0,2507.0,,,3.47,8363.0,,15062.0,,9.23,,,,0.72,0.72,9301236.0,1266828343.2,,1278.05,0.72,18.43,0.2626,41.71,0.0116
2022-03-01,94622.0,12348171.0,0.35,2.18,0.27,12.84,0.0,10616697.0,64354.0,81354.0,8398197.0,,,925.0,1.19,,712.0,,1.83,9822.0,13267.0,,,1.19,925.0,0.1,9609.0,13267.0,8.82,1.77,,,0.69,0.69,9310236.0,1214985798.0,,1272.59,0.69,21.48,0.2191,31.36,0.0101
2022-03-02,94575.0,12550102.5,0.35,2.15,0.27,12.51,0.0,10709818.9,67837.0,80707.0,9001969.9,,,4220.0,0.53,,,,0.33,3595.0,2242.0,,,0.53,4220.0,,1505.0,4242.0,8.86,0.65,,,0.73,0.73,9280289.0,1231494350.3,,1213.35,0.72,20.59,0.2361,36.51,0.0101
2022-03-03,97430.0,12782816.0,0.36,2.19,0.28,12.97,0.0,10774275.2,69278.0,82121.0,9089273.6,,,,0.21,,,,0.09,1414.0,668.0,,,0.21,,,2109.0,,9.2,,,,0.74,0.74,9342644.0,1225754892.8,,1239.34,0.74,20.33,0.2315,34.86,0.0104
2022-03-04,95438.0,11977469.0,0.35,2.14,0.28,12.48,0.0,10087188.0,67186.0,80376.0,8431843.0,,,1624.0,,,,,0.51,,3716.0,,,,1624.0,,,1745.0,8.89,0.4,,,0.71,0.71,9356360.0,1174223180.0,,1234.21,0.71,20.75,0.2292,34.01,0.0101
2022-03-07,90108.0,11110316.4,0.33,1.98,0.26,11.32,0.0,9240841.8,61856.0,74946.0,7626844.8,,,100.0,,,,,0.74,,5430.0,,,,100.0,,,5430.0,7.79,0.79,,,0.66,0.66,9365419.0,1154756162.7,,1178.09,0.66,21.94,0.2389,36.92,0.0096
2022-03-08,77908.0,9426868.0,0.29,1.68,0.23,9.6,0.0,7602309.0,56556.0,62829.0,6843276.0,,,5970.0,0.66,,,,1.72,5970.0,13455.0,,,0.66,5970.0,,2185.0,18087.0,6.96,2.32,,,0.6,0.6,9368993.0,1133648153.0,,1151.65,0.6,23.05,0.2945,45.38,0.0083
2022-03-09,81468.0,10761922.8,0.3,1.72,0.24,10.3,0.0,8618864.5,59640.0,65245.0,7878444.0,,,2416.0,0.26,,,,0.06,2416.0,515.0,,,0.26,2416.0,,1183.0,,7.16,,,,0.63,0.63,9355657.0,1235882289.7,,1126.11,0.63,24.46,0.2966,45.5,0.0087
2022-03-10,82812.0,10583373.6,0.3,1.7,0.24,10.66,0.0,8591866.2,49861.0,67229.0,6372235.8,,,2455.0,0.39,,14218.0,,1.68,2000.0,14234.0,,,0.39,2455.0,1.72,2000.0,14234.0,6.59,1.77,,,0.53,0.53,9350802.0,1195032495.6,,1237.17,0.53,21.93,0.276,43.15,0.0088
2022-03-11,117717.0,15385611.9,0.43,2.4,0.34,15.33,0.0,11230658.9,66068.0,85927.0,8635087.6,,,6570.0,1.52,,9000.0,,0.08,9698.0,589.0,,,1.52,6570.0,1.18,10226.0,,8.49,,,,0.7,0.7,9305402.0,1216216041.4,,1197.99,0.7,23.32,0.2758,43.7,0.0126
2022-03-14,119626.0,15910258.0,0.44,2.46,0.35,15.75,0.0,11809469.0,66152.0,88793.0,8798216.0,,,1041.0,0.49,,,,0.11,2866.0,957.0,,,0.49,1041.0,,,,8.66,,,,0.71,0.71,9307757.0,1237931681.0,,1219.5,0.71,22.42,0.2749,43.81,0.0128
2022-03-15,124166.0,16216079.6,0.46,2.59,0.36,16.37,0.0,12068093.0,70692.0,92405.0,9232375.2,,,133.0,0.38,,,,,3612.0,,,,0.38,133.0,,4407.0,,9.4,,,,0.75,0.75,9295765.0,1214026909.0,,1236.77,0.75,22.69,0.2815,44.67,0.0133
2022-03-16,116572.0,16051964.4,0.43,2.46,0.34,15.71,0.0,12738764.7,72419.0,92511.0,9972096.3,,,2245.0,0.32,,,,0.07,106.0,518.0,,,0.32,2245.0,,,,9.47,,,,0.77,0.77,9330454.0,1284803515.8,,1218.54,0.77,23.27,0.2639,41.93,0.0124
2022-03-17,112632.0,15520689.6,0.41,2.3,0.33,15.43,0.0,11367948.8,70890.0,82496.0,9768642.0,,,304.0,,,,,0.2,,1833.0,,,,304.0,,,10015.0,9.73,1.4,,,0.76,0.76,9298933.0,1281392967.4,,1273.67,0.76,23.22,0.3149,48.29,0.012
2022-03-18,113131.0,15827026.9,0.41,2.32,0.33,15.75,0.0,13339465.0,76763.0,95350.0,10739143.7,,,4517.0,1.54,,7826.0,,1.69,10402.0,12355.0,,,1.54,4517.0,1.08,13711.0,5374.0,10.61,0.63,,,0.82,0.82,9252458.0,1294418874.2,,1279.78,0.82,15.33,0.3699,57.49,0.0121
2022-03-21,108991.0,15422226.5,0.4,2.21,0.32,15.36,0.0,11602009.5,89111.0,81993.0,12609206.5,,,17718.0,1.32,,,,1.81,9332.0,13321.0,,,1.32,17718.0,,7951.0,22689.0,12.47,3.08,,,0.96,0.96,9233338.0,1306517327.0,,1294.65,0.95,15.98,0.2594,43.6,0.0117
2022-03-22,113353.0,16062120.1,0.42,2.31,0.33,16.05,0.0,11657659.0,85624.0,82270.0,12132920.8,,,1589.0,2.01,,,,1.1,14352.0,8164.0,,,2.01,1589.0,,3088.0,14075.0,12.13,1.97,,,0.91,0.91,9273083.0,1313995861.1,,1313.48,0.92,30.55,0.2301,31.23,0.0121
2022-03-23,106085.0,14745815.0,0.39,2.17,0.31,14.99,0.0,10387748.0,78435.0,74732.0,10902465.0,,,1665.0,0.63,,1395.0,,1.25,4258.0,8854.0,,,0.63,1665.0,0.21,,13191.0,11.09,1.92,,,0.84,0.84,9284542.0,1290551338.0,,1315.29,0.84,27.39,0.2518,37.89,0.0113
2022-03-24,97814.0,13449425.0,0.36,2.02,0.28,13.66,0.0,9679312.5,62306.0,70395.0,8567075.0,,,646.0,,,,,2.43,,16775.0,,,,646.0,,,4337.0,8.66,0.66,,,0.67,0.67,9298332.0,1278520650.0,,1291.14,0.67,28.5,0.2564,37.06,0.0104
2022-03-25,96382.0,13271801.4,0.35,1.99,0.28,13.37,0.0,9310034.7,64747.0,67611.0,8915661.9,,,2134.0,0.54,,,,0.45,3835.0,3170.0,,,0.54,2134.0,,3477.0,6619.0,8.92,0.97,,,0.69,0.69,9283222.0,1278299669.4,,1278.35,0.69,27.1,0.2245,32.57,0.0103
2022-03-28,92768.0,12792707.2,0.34,1.91,0.27,12.83,0.0,8780920.4,59835.0,63676.0,8251246.5,,,840.0,,,,,1.03,,7432.0,,,,840.0,,1680.0,3935.0,8.23,0.56,,,0.64,0.64,9285290.0,1280441491.0,,1279.36,0.64,25.61,0.2273,33.89,0.0099
2022-03-29,70094.0,9813160.0,0.26,1.48,0.2,9.74,0.0,7693700.0,40574.0,54955.0,5680360.0,,,,,,,,2.65,,19261.0,,,,,,,8721.0,5.56,1.19,,,0.43,0.43,9292136.0,1300899040.0,,1276.15,0.43,26.03,0.2223,29.24,0.0075
2022-03-30,55247.0,7651709.5,0.2,1.2,0.16,7.72,0.0,6249397.0,26129.0,45122.0,3618866.5,,,233.0,0.01,,,,2.05,51.0,15105.0,,,0.01,233.0,,427.0,9884.0,3.64,1.39,,,0.28,0.28,9283540.0,1285770290.0,,1294.09,0.28,21.67,0.2103,32.99,0.0059
2022-03-31,37838.0,5202725.0,0.14,0.83,0.11,5.28,0.0,3372875.0,21516.0,24530.0,2958450.0,,,,,,2090.0,,0.93,,6703.0,,,,,0.29,2090.0,22682.0,3.0,3.17,,,0.23,0.23,9289203.0,1277265412.5,,1292.52,0.23,18.52,0.1884,33.56,0.0041
2022-04-01,31599.0,4281664.5,0.12,0.7,0.09,4.37,0.0,3057557.5,16197.0,22565.0,2194693.5,,,,0.09,,,,0.74,704.0,5319.0,,,0.09,,,,2669.0,2.23,0.37,,,0.17,0.17,9350508.0,1266993834.0,,1290.83,0.17,15.75,0.2418,41.84,0.0034
2022-04-04,28054.0,3843398.0,0.1,0.63,0.08,3.84,0.0,2868506.0,13234.0,20938.0,1813058.0,,,,,,,,0.42,,2963.0,,,,,,,1627.0,1.8,0.23,,,0.14,0.14,9356133.0,1281790221.0,,1274.11,0.14,17.13,0.2714,45.57,0.003
2022-04-05,28155.0,3795294.0,0.1,0.64,0.08,3.88,0.0,2836057.2,14039.0,21039.0,1892457.2,,,,0.02,,,,,101.0,,,,0.02,,,805.0,,1.93,,,,0.15,0.15,9362064.0,1262006227.2,,1287.07,0.15,17.18,0.2717,45.55,0.003
2022-04-06,27372.0,3563834.4,0.1,0.63,0.08,3.7,0.0,2777556.6,13492.0,21333.0,1756658.4,,,530.0,0.03,,,,0.16,294.0,1077.0,,,0.03,530.0,,,,1.81,,,,0.14,0.14,9360944.0,1218794908.8,,1258.71,0.14,17.74,0.2873,47.32,0.0029
2022-04-07,23816.0,3093698.4,0.09,0.56,0.07,3.13,0.0,2315207.7,12777.0,17823.0,1659732.3,,,,,,,,0.37,,2669.0,,,,,,1954.0,3510.0,1.67,0.52,,,0.14,0.14,9357100.0,1215487290.0,,1220.92,0.14,18.95,0.2438,41.11,0.0025
2022-04-08,23202.0,3018580.2,0.09,0.58,0.07,3.04,0.0,2238890.9,12163.0,17209.0,1582406.3,,,,,,,,0.08,,614.0,,,,,,,614.0,1.58,0.08,,,0.13,0.13,9356332.0,1217258793.2,,1217.52,0.13,19.5,0.2529,42.36,0.0025
2022-04-11,29010.0,3698775.0,0.11,0.75,0.08,3.79,0.0,2780647.5,16017.0,21809.0,2042167.5,,,233.0,0.34,,1954.0,,,2646.0,,,,0.34,233.0,0.25,3621.0,,2.08,,,,0.17,0.17,9354295.0,1192672612.5,,1212.85,0.17,16.64,0.1985,33.18,0.0031
2022-04-12,25200.0,3205440.0,0.09,0.67,0.07,3.24,0.0,2664840.0,13014.0,20950.0,1655380.8,,,,,,,,0.39,,3003.0,,,,,,,859.0,1.66,0.12,,,0.14,0.14,9200610.0,1170317592.0,,1177.26,0.14,17.82,0.2203,38.57,0.0027
2022-04-13,21308.0,2703985.2,0.08,0.57,0.06,2.73,0.0,2259073.8,11076.0,17802.0,1405544.4,,,,,,,,0.25,,1938.0,,,,,,,3148.0,1.41,0.4,,,0.12,0.12,9194075.0,1166728117.5,,1167.74,0.12,21.42,0.2892,46.73,0.0023
2022-04-14,21249.0,2753870.4,0.08,0.57,0.06,2.73,0.0,2335003.2,11017.0,18017.0,1427803.2,,,,0.03,,,,0.1,215.0,786.0,,,0.03,,,727.0,,1.4,,,,0.12,0.12,8990896.0,1165220121.6,,1145.49,0.12,21.48,0.2914,46.68,0.0024
2022-04-15,21249.0,2753870.4,0.08,0.58,0.06,2.76,0.0,2335003.2,11017.0,18017.0,1427803.2,,,,,,,,,,,,,,,,,,1.42,,,,0.12,0.12,8979164.0,1163699654.4,,1160.62,0.12,21.51,0.294,47.01,0.0024
2022-04-18,21249.0,2753870.4,0.08,0.58,0.06,2.78,0.0,2335003.2,11017.0,18017.0,1427803.2,,,,,,,,,,,,,,,,,,1.43,,,,0.12,0.12,8979169.0,1163700302.4,,1163.38,0.12,21.52,0.2929,46.88,0.0024
2022-04-19,20309.0,2560964.9,0.07,0.55,0.06,2.65,0.0,2153409.7,10077.0,17077.0,1270709.7,,,,,,,,0.12,,940.0,,,,,,,940.0,1.3,0.12,,,0.11,0.11,8798280.0,1109463108.0,,1136.31,0.11,22.75,0.319,49.53,0.0023
2022-04-20,24252.0,3104256.0,0.09,0.66,0.07,3.13,0.0,2690560.0,13342.0,21020.0,1707776.0,,,31.0,,,3992.0,,0.1,,758.0,,,,31.0,0.54,3992.0,49.0,1.67,0.01,,,0.15,0.15,8731591.0,1117643648.0,,1099.12,0.15,19.55,0.2438,39.71,0.0028
2022-04-21,19953.0,2581918.2,0.07,0.56,0.06,2.59,0.0,2163697.4,9721.0,16721.0,1257897.4,,,,,,,,0.45,,3621.0,,,,,,,4299.0,1.25,0.58,,,0.11,0.11,8735435.0,1130365289.0,,1121.43,0.11,23.05,0.3268,50.09,0.0023
2022-04-22,19582.0,2514328.8,0.07,0.56,0.06,2.56,0.0,2099340.0,9350.0,16350.0,1200540.0,,,,,,,,0.05,,371.0,,,,,,,371.0,1.21,0.05,,,0.11,0.11,8683673.0,1114983613.2,,1125.12,0.11,23.71,0.3433,51.42,0.0023
2022-04-25,19582.0,2479081.2,0.07,0.59,0.06,2.54,0.0,2069910.0,9350.0,16350.0,1183710.0,,,,,,,,,,,,,,,,,,1.21,,,,0.11,0.11,8649534.0,1095031004.4,,1112.21,0.11,23.77,0.3438,51.47,0.0023
2022-04-26,19582.0,2443833.6,0.07,0.61,0.06,2.5,0.0,2040480.0,9350.0,16350.0,1166880.0,,,,,,,,,,,,,,,,,,1.19,,,,0.11,0.11,8641223.0,1078424630.4,,1096.41,0.11,23.78,0.3435,51.43,0.0023
2022-04-27,21005.0,2600419.0,0.08,0.65,0.06,2.64,0.0,2200297.4,10773.0,17773.0,1333697.4,,,,,,1423.0,,,,,,,,,0.18,1423.0,,1.35,,,,0.12,0.12,8760468.0,1084545938.4,,1098.17,0.12,21.97,0.2986,47.47,0.0024
2022-04-28,42867.0,5525556.3,0.16,1.33,0.12,5.35,0.0,4925526.8,10773.0,38212.0,1388639.7,,,,,,21862.0,,,,,,,,,2.71,,1423.0,1.34,0.18,,,0.12,0.12,8911350.0,1148673015.0,,1110.53,0.12,21.63,0.3672,55.23,0.0048
