,CDA FP Equity_DX_SI_QTY,CDA FP Equity_DX_SHORT_INTEREST_VALUE,CDA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CDA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CDA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CDA FP Equity_DX_SI_MV,CDA FP Equity_DX_DSS,CDA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CDA FP Equity_DX_SUPPLY_SI_QTY,CDA FP Equity_DX_BROKER_SI_QTY,CDA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CDA FP Equity_DX_BROKER_SI_MV_NEW_x,CDA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CDA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CDA FP Equity_DX_BROKER_SI_MV_INC_x,CDA FP Equity_DX_SUPPLY_SI_MV_NEW,CDA FP Equity_DX_BROKER_SI_QTY_ADD,CDA FP Equity_DX_BROKER_SI_QTY_NEW,CDA FP Equity_DX_SUPPLY_SI_MV_DEC,CDA FP Equity_DX_BROKER_SI_QTY_INC,CDA FP Equity_DX_SUPPLY_SI_QTY_DEC,CDA FP Equity_DX_BROKER_SI_MV_NEW_y,CDA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CDA FP Equity_DX_BROKER_SI_MV_INC_y,CDA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CDA FP Equity_DX_BROKER_SI_MV_ADD,CDA FP Equity_DX_SUPPLY_SI_QTY_ADD,CDA FP Equity_DX_BROKER_SI_QTY_DEC,CDA FP Equity_DX_SUPPLY_SI_MV,CDA FP Equity_DX_BROKER_SI_MV_DEC,CDA FP Equity_DX_SUPPLY_SI_MV_RMV,CDA FP Equity_DX_BROKER_SI_MV_RMV,CDA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CDA FP Equity_DX_UTILIZATION_QUANTITY,CDA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CDA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CDA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CDA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CDA FP Equity_DX_ACTIVE_UTILIZATION_MV,CDA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CDA FP Equity_DX_BROKER_SI_CON_RATIO,CDA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CDA FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-21,666.0,31893.43,0.02,0.26,0.01,0.04,0.0,22651.04,663.0,473.0,31749.76,,,,,,,,0.0,,2.0,,,,,,,,0.04,,,,2.05,2.05,31640.0,1515177.13,,2.13,2.06,14.68,0.6693,80.33,0.0206
2006-09-22,667.0,31965.01,0.02,0.26,0.01,0.05,0.0,22667.84,666.0,473.0,31917.08,,,3.0,,,,,,,,,,,3.0,,,,0.04,,,,2.06,2.06,31634.0,1516013.61,,2.13,2.07,14.65,0.6693,80.33,0.0207
2006-09-25,667.0,31941.31,0.02,0.26,0.01,0.05,0.0,22651.04,667.0,473.0,31941.31,,,1.0,,,,,,,,,,,1.0,,,,0.05,,,,2.06,2.06,31630.0,1514698.25,,2.14,2.06,14.63,0.6696,80.35,0.0207
2006-09-26,667.0,31941.31,0.02,0.25,0.01,0.05,0.0,22651.04,667.0,473.0,31941.31,,,0.0,,,,,,,,,,,0.0,,,,0.05,,,,2.06,2.06,31722.0,1519103.95,,2.14,2.06,14.6,0.6699,80.38,0.0206
2006-09-27,667.0,31965.01,0.02,0.25,0.01,0.04,0.0,22667.84,667.0,473.0,31965.01,,,0.0,,,,,,,,,,,0.0,,,,0.04,,,,2.05,2.05,31884.0,1527994.5,,2.15,2.05,14.68,0.6688,80.29,0.0205
2006-09-28,669.0,32108.39,0.02,0.25,0.01,0.04,0.0,22701.45,672.0,473.0,32252.37,,,5.0,,,,,,,,,,,5.0,,,,0.05,,,,2.07,2.07,31737.0,1523204.67,,2.14,2.06,14.77,0.6671,80.17,0.0206
2006-09-29,669.0,32227.22,0.02,0.25,0.01,0.04,0.0,22785.46,675.0,473.0,32516.25,,,2.0,,,,,,,,,,,2.0,,,,0.05,,,,2.06,2.06,32015.0,1542233.87,,2.16,2.04,14.77,0.6669,80.16,0.0205
2006-10-02,668.0,31870.55,0.02,0.25,0.01,0.04,0.0,22567.02,597.0,473.0,28483.11,,,,,,,,0.01,,77.0,,,,,,,,0.04,,,,1.83,1.83,32095.0,1531265.27,,2.16,1.82,14.76,0.6675,80.2,0.0204
2006-10-03,601.0,28738.0,0.02,0.23,0.01,0.04,0.0,19461.51,595.0,407.0,28451.1,,,,,,,,0.0,,2.0,,,,,,,66.0,0.04,0.0,,,1.81,1.81,32326.0,1545731.54,,2.17,1.8,5.8,0.8606,92.57,0.0183
2006-10-04,594.0,27981.24,0.02,0.23,0.01,0.04,0.0,18842.59,593.0,400.0,27934.14,,,,,,,,0.0,,2.0,,,,,,,7.0,0.04,0.0,,,1.79,1.79,32605.0,1535906.47,,2.19,1.79,5.88,0.8894,94.12,0.0179
2006-10-05,591.0,27713.95,0.02,0.22,0.01,0.04,0.0,18757.33,586.0,400.0,27479.48,,,,,,,,0.0,,7.0,,,,,,,,0.04,,,,1.77,1.77,32438.0,1521125.48,,2.15,1.8,5.81,0.8906,94.19,0.0179
2006-10-06,591.0,28091.87,0.02,0.38,0.01,0.04,0.0,19013.11,585.0,400.0,27806.67,,,,,,,,0.0,,1.0,,,,,,,,0.04,,,,1.77,1.77,32428.0,1541392.77,,2.16,1.79,5.8,0.8908,94.2,0.0179
2006-10-09,593.0,28397.6,0.02,0.48,0.01,0.04,0.0,19155.21,590.0,400.0,28253.94,,,5.0,,,,,,,,,,,5.0,,,,0.04,,,,1.79,1.79,32447.0,1553822.77,,2.17,1.8,5.84,0.8899,94.16,0.018
2006-10-10,595.0,28493.38,0.02,0.48,0.01,0.04,0.0,19155.21,598.0,400.0,28637.04,,,8.0,,,,,,,,,,,8.0,,,,0.04,,,,1.81,1.81,32455.0,1554205.87,,2.19,1.8,5.92,0.8886,94.08,0.018
2006-10-11,596.0,28244.84,0.02,0.8,0.01,0.04,0.0,18956.27,599.0,400.0,28387.01,,,1.0,,,,,,,,,,,1.0,,,,0.04,,,,1.8,1.8,32614.0,1545599.39,,2.2,1.79,5.93,0.8884,94.07,0.0179
2006-10-12,593.0,28186.93,0.02,0.78,0.01,0.04,0.0,19013.11,591.0,400.0,28091.87,,,,,,,,0.0,,9.0,,,,,,,,0.04,,,,1.79,1.79,32454.0,1542628.62,,2.17,1.79,5.85,0.8898,94.15,0.0179
2006-10-13,594.0,28213.37,0.02,0.78,0.01,0.04,0.0,18998.9,595.0,400.0,28260.86,,,5.0,,,,,,,,,,,5.0,,,,0.04,,,,1.8,1.8,32452.0,1541380.69,,2.17,1.8,5.89,0.8891,94.11,0.018
2006-10-16,593.0,28123.74,0.02,0.78,0.01,0.04,0.0,18970.48,591.0,400.0,28028.88,,,,,,,,0.0,,4.0,,,,,,,,0.04,,,,1.79,1.79,32452.0,1539074.96,,2.17,1.8,5.86,0.8897,94.14,0.0179
2006-10-17,592.0,27697.75,0.02,0.78,0.01,0.04,0.0,18714.7,588.0,400.0,27510.61,,,,,,,,0.0,,3.0,,,,,,,,0.04,,,,1.78,1.78,32446.0,1518042.67,,2.16,1.8,5.83,0.8903,94.17,0.0179
2006-10-18,594.0,28150.06,0.02,0.79,0.01,0.04,0.0,18956.27,594.0,400.0,28150.06,,,6.0,,,,,,,,,,,6.0,,,,0.04,,,,1.79,1.79,32606.0,1545220.26,,2.16,1.78,5.88,0.8893,94.12,0.0179
2006-10-19,998.0,47154.07,0.03,1.3,0.01,0.07,0.0,18899.43,598.0,400.0,28254.65,,,4.0,,,,,,,,,,,4.0,,,,0.04,,,,1.81,1.81,32474.0,1534350.11,,2.15,1.8,3.04,0.941,96.96,0.0302
2006-10-20,999.0,47236.81,0.03,1.29,0.01,0.07,0.0,18913.64,599.0,400.0,28323.17,,,1.0,,,,,,,,,,,1.0,,,,0.04,,,,1.81,1.81,32463.0,1534983.63,,2.16,1.8,3.04,0.941,96.96,0.0302
2006-10-23,1002.0,46381.97,0.03,1.27,0.01,0.07,0.0,18515.76,602.0,400.0,27866.21,,,3.0,,,,,,,,,,,3.0,,,,0.04,,,,1.82,1.82,32461.0,1502599.88,,2.16,1.8,3.05,0.9409,96.95,0.0303
2006-10-24,592.0,27550.54,0.02,0.73,0.01,0.04,0.0,18615.23,586.0,400.0,27271.31,,,,,,,,0.0,,15.0,,,,,,,,0.04,,,,1.78,1.78,32443.0,1509834.49,,2.12,1.79,5.81,0.8905,94.19,0.0179
2006-10-25,994.0,46470.71,0.03,1.23,0.01,0.06,0.0,18700.49,594.0,400.0,27770.22,,,8.0,,,,,,,,,,,8.0,,,,0.04,,,,1.11,1.11,53039.0,2479637.85,,3.47,1.1,3.03,0.9412,96.97,0.0185
2006-10-26,995.0,46552.81,0.03,1.22,0.01,0.06,0.0,18714.7,595.0,400.0,27838.11,,,1.0,,,,,,,,,,,1.0,,,,0.04,,,,1.12,1.12,52716.0,2466409.96,,3.45,1.11,3.03,0.9412,96.97,0.0187
2006-10-27,997.0,46681.8,0.03,1.17,0.01,0.07,0.0,18728.91,597.0,400.0,27952.89,,,2.0,,,,,,,,,,,2.0,,,,0.04,,,,1.12,1.12,52571.0,2461493.47,,3.45,1.12,3.04,0.9411,96.96,0.0188
2006-10-30,596.0,27736.69,0.02,0.74,0.01,0.04,0.0,18615.23,599.0,400.0,27876.3,,,2.0,,,,,,,,,,,2.0,,,,0.04,,,,1.13,1.13,52322.0,2434964.72,,3.44,1.13,5.93,0.8884,94.07,0.0113
2006-10-31,593.0,27618.14,0.02,0.74,0.01,0.04,0.0,18629.44,592.0,400.0,27571.57,,,,,,,,0.0,,7.0,,,,,,,,0.04,,,,1.12,1.12,52318.0,2436637.17,,3.42,1.12,5.87,0.8895,94.13,0.0112
2006-11-01,594.0,27664.71,0.02,0.79,0.01,0.04,0.0,18629.44,594.0,400.0,27664.71,,,1.0,,,,,,,,,,,1.0,,,,0.04,,,,1.12,1.12,52391.0,2440037.05,,3.43,1.12,5.88,0.8893,94.12,0.0112
2006-11-02,594.0,27158.27,0.02,0.79,0.01,0.04,0.0,18288.39,594.0,400.0,27158.27,,,,,,,,0.0,,0.0,,,,,,,,0.04,,,,1.13,1.13,52085.0,2381377.55,,3.38,1.14,5.88,0.8893,94.12,0.0113
2006-11-03,591.0,28007.89,0.02,0.8,0.01,0.04,0.0,18956.27,586.0,400.0,27770.93,,,,,,,,0.0,,7.0,,,,,,,,0.04,,,,1.11,1.11,52060.0,2467158.4,,3.42,1.11,5.81,0.8905,94.19,0.0112
2006-11-06,598.0,27808.52,0.02,0.72,0.01,0.04,0.0,18601.02,606.0,400.0,28180.54,,,20.0,,,,,,,,,,,20.0,,,,0.04,,,,1.16,1.16,51433.0,2391765.21,,3.39,1.15,5.99,0.8873,94.01,0.0115
2006-11-07,593.0,27386.41,0.02,0.75,0.01,0.04,0.0,18473.13,592.0,400.0,27340.23,,,,,,,,0.0,,14.0,,,,,,,,0.04,,,,1.16,1.16,50423.0,2328676.04,,3.28,1.17,5.87,0.8896,94.13,0.0116
2006-11-08,594.0,27685.82,0.02,0.7,0.01,0.04,0.0,18643.65,593.0,400.0,27639.21,,,1.0,,,,,,,,,,,1.0,,,,0.04,,,,1.16,1.16,50504.0,2353946.85,,3.3,1.16,5.87,0.8894,94.13,0.0116
2006-11-09,595.0,27119.44,0.02,0.7,0.01,0.04,0.0,18231.55,597.0,400.0,27210.59,,,5.0,,,,,,,,,,,5.0,,,,0.04,,,,1.17,1.17,50373.0,2295945.17,,3.26,1.18,5.91,0.8887,94.09,0.0117
2006-11-10,600.0,27283.39,0.02,0.71,0.01,0.04,0.0,18188.92,595.0,400.0,27056.02,,,,,,,,0.0,,2.0,,,,,,,,0.04,,,,1.19,1.19,49256.0,2239784.07,,3.15,1.21,5.69,0.8548,92.26,0.012
2006-11-13,601.0,27414.26,0.02,0.59,0.01,0.04,0.0,18656.29,597.0,409.0,27231.8,,,2.0,,,9.0,,,,,,,,2.0,0.0,,,0.04,,,,1.2,1.2,49254.0,2246692.16,,3.16,1.21,5.71,0.8546,92.25,0.0121
2006-11-14,602.0,27930.37,0.02,0.52,0.01,0.04,0.0,18975.95,599.0,409.0,27791.18,,,2.0,,,,,,,,,,,2.0,,,,0.04,,,,1.33,1.33,44417.0,2060769.6,,2.87,1.33,5.72,0.8541,92.21,0.0134
2006-11-15,603.0,27676.86,0.02,0.49,0.01,0.04,0.0,18772.53,603.0,409.0,27676.86,,,4.0,,,,,,,,,,,4.0,,,,0.04,,,,1.34,1.34,44435.0,2039504.83,,2.89,1.34,5.76,0.8532,92.16,0.0134
2006-11-16,601.0,27862.62,0.02,0.53,0.01,0.04,0.0,18961.42,598.0,409.0,27723.54,,,,,,,,0.0,,5.0,,,,,,,,0.04,,,,1.33,1.33,44419.0,2059284.4,,2.88,1.34,5.71,0.8544,92.24,0.0134
2006-11-17,602.0,27823.44,0.02,0.55,0.01,0.04,0.0,18903.3,600.0,409.0,27731.0,,,2.0,,,,,,,,,,,2.0,,,,0.04,,,,1.34,1.34,44306.0,2047749.74,,2.88,1.34,5.73,0.8538,92.2,0.0134
2006-11-20,602.0,27481.26,0.02,0.55,0.01,0.04,0.0,18670.82,599.0,409.0,27344.31,,,,,,,,0.0,,1.0,,,,,,,,0.04,,,,1.33,1.33,44298.0,2022200.84,,2.87,1.35,5.72,0.8541,92.22,0.0134
2006-11-21,599.0,27365.59,0.02,0.54,0.01,0.04,0.0,18685.35,591.0,409.0,27000.11,,,,,,,,0.0,,8.0,,,,,,,,0.04,,,,1.34,1.34,43410.0,1983205.85,,2.79,1.37,5.65,0.8558,92.31,0.0136
2006-11-22,603.0,27591.18,0.02,0.53,0.01,0.04,0.0,18714.41,604.0,409.0,27636.93,,,13.0,,,,,,,,,,,13.0,,,,0.04,,,,1.37,1.37,43442.0,1987754.36,,2.78,1.36,5.77,0.8528,92.14,0.0137
2006-11-23,605.0,27983.59,0.02,0.51,0.01,0.04,0.0,18917.83,609.0,409.0,28168.6,,,5.0,,,,,,,,,,,5.0,,,,0.04,,,,1.42,1.42,42344.0,1958573.64,,2.73,1.4,5.81,0.852,92.1,0.0141
2006-11-24,605.0,27317.31,0.02,0.51,0.01,0.04,0.0,18467.41,611.0,409.0,27588.23,,,2.0,,,,,,,,,,,2.0,,,,0.04,,,,1.45,1.45,41411.0,1869813.58,,2.65,1.44,5.83,0.8517,92.08,0.0144
2006-11-27,602.0,27417.1,0.02,0.48,0.01,0.04,0.0,18627.23,601.0,409.0,27371.56,,,,,,,,0.0,,10.0,,,,,,,,0.04,,,,1.49,1.49,39724.0,1809164.42,,2.53,1.49,5.74,0.8535,92.18,0.0149
2006-11-28,603.0,27548.33,0.02,0.46,0.01,0.04,0.0,18685.35,604.0,409.0,27594.02,,,3.0,,,,,,,,,,,3.0,,,,0.04,,,,1.5,1.5,39733.0,1815220.41,,2.54,1.49,5.77,0.8531,92.16,0.0149
2006-11-29,604.0,27594.02,0.02,0.44,0.01,0.04,0.0,18685.35,605.0,409.0,27639.7,,,1.0,,,,,,,,,,,1.0,,,,0.04,,,,1.52,1.52,39275.0,1794296.47,,2.52,1.52,5.78,0.8529,92.15,0.0151
2006-11-30,601.0,27542.36,0.02,0.45,0.01,0.04,0.0,18743.47,597.0,409.0,27359.05,,,,,,,,0.0,,8.0,,,,,,,,0.04,,,,1.5,1.5,39278.0,1800014.97,,2.52,1.51,5.71,0.8541,92.22,0.0151
2006-12-01,601.0,27542.36,0.02,0.45,0.01,0.04,0.0,18743.47,598.0,409.0,27404.88,,,1.0,,,,,,,,,,,1.0,,,,0.04,,,,1.5,1.5,39281.0,1800152.45,,2.53,1.51,5.72,0.854,92.21,0.0151
2006-12-04,601.0,27414.26,0.02,0.44,0.01,0.04,0.0,18656.29,598.0,409.0,27277.42,,,,,,,,,,,,,,,,,,0.04,,,,1.56,1.56,37637.0,1716789.56,,2.42,1.57,5.72,0.854,92.21,0.0157
2006-12-05,603.0,26777.15,0.02,0.45,0.01,0.04,0.0,18162.28,602.0,409.0,26732.74,,,4.0,,,,,,,,,,,4.0,,,,0.04,,,,1.63,1.63,36299.0,1611913.43,,2.31,1.65,5.76,0.8534,92.18,0.0163
2006-12-06,991.0,43725.25,0.03,0.68,0.01,0.06,0.0,18046.04,991.0,409.0,43725.25,,,388.0,,,,,,,,,,,388.0,,,,0.06,,,,2.78,2.78,34687.0,1530471.96,,2.17,2.78,5.76,0.8524,92.12,0.0278
2006-12-07,987.0,43478.63,0.03,0.64,0.01,0.06,0.0,18016.98,984.0,409.0,43346.48,,,,,,,,0.0,,6.0,,,,,,,,0.06,,,,2.9,2.9,32949.0,1451446.27,,2.05,2.92,5.72,0.854,92.21,0.0291
2006-12-08,989.0,43215.39,0.03,0.63,0.01,0.06,0.0,17871.68,987.0,409.0,43128.0,,,3.0,,,,,,,,,,,3.0,,,,0.06,,,,2.98,2.98,32197.0,1406881.63,,2.0,2.99,5.74,0.8539,92.21,0.0298
2006-12-11,979.0,42430.64,0.03,0.6,0.01,0.06,0.0,17726.39,971.0,409.0,42083.91,,,,,,,,0.0,,16.0,,,,,,,,0.06,,,,2.93,2.93,32202.0,1395660.27,,1.99,2.96,5.65,0.8557,92.31,0.0295
2006-12-12,973.0,42239.73,0.03,0.59,0.01,0.06,0.0,17755.44,961.0,409.0,41718.78,,,,,,,,0.0,,10.0,,,,,,,,0.06,,,,2.9,2.9,32194.0,1397600.95,,1.96,2.99,5.6,0.857,92.38,0.0293
2006-12-13,993.0,43249.07,0.03,0.59,0.01,0.06,0.0,17813.56,994.0,409.0,43292.62,,,33.0,,,,,,,,,,,33.0,,,,0.06,,,,2.99,2.99,32204.0,1402611.28,,1.97,2.99,5.78,0.853,92.15,0.0299
2006-12-14,993.0,43178.52,0.03,0.59,0.01,0.06,0.0,17784.5,995.0,409.0,43265.48,,,1.0,,,,,,,,,,,1.0,,,,0.06,,,,3.0,3.0,32205.0,1400366.66,,1.98,2.99,5.78,0.8529,92.15,0.0299
2006-12-15,993.0,42543.54,0.03,0.59,0.01,0.06,0.0,17522.97,994.0,409.0,42586.38,,,,,,,,0.0,,1.0,,,,,,,,0.06,,,,2.99,2.99,32202.0,1379644.5,,1.97,3.0,5.77,0.8531,92.16,0.0299
2006-12-18,982.0,42700.2,0.03,0.6,0.01,0.06,0.0,17784.5,976.0,409.0,42439.31,,,,,,,,0.0,,18.0,,,,,,,,0.06,,,,2.94,2.94,32202.0,1400236.21,,1.95,2.97,5.68,0.8551,92.28,0.0296
2006-12-19,985.0,43635.48,0.03,0.57,0.01,0.06,0.0,18118.69,981.0,409.0,43458.28,,,5.0,,,,,,,,,,,5.0,,,,0.06,,,,2.95,2.95,32215.0,1427123.74,,1.97,2.97,5.7,0.8543,92.23,0.0297
2006-12-20,992.0,46524.29,0.03,0.55,0.01,0.06,0.0,19181.89,993.0,409.0,46571.19,,,12.0,,,,,,,,,,,12.0,,,,0.06,,,,2.99,2.99,32208.0,1510538.65,,2.03,2.96,5.77,0.8524,92.12,0.0299
2006-12-21,1016.0,47833.29,0.03,0.46,0.01,0.06,0.0,19255.72,1033.0,409.0,48633.65,,,40.0,,,,,,,,,,,40.0,,,,0.06,,,,3.11,3.11,32239.0,1517812.37,,2.09,2.98,5.99,0.8477,91.85,0.0305
2006-12-22,1019.0,48563.17,0.03,0.42,0.01,0.06,0.0,19491.99,1039.0,409.0,49516.33,,,6.0,,,,,,,,,,,6.0,,,,0.06,,,,3.15,3.15,31983.0,1524235.47,,2.09,3.0,6.02,0.8471,91.82,0.0309
2006-12-25,400.0,19063.07,0.01,0.17,0.01,0.06,0.0,19063.07,0.0,400.0,0.0,,,,,,,,0.0,,1039.0,,,,,,,,0.07,,,0.0,0.0,0.0,1594.0,75966.34,,0.15,30.58,6.05,0.8464,91.78,0.2509
2006-12-26,1026.0,48896.78,0.03,0.43,0.01,0.06,0.0,19491.99,1050.0,409.0,50040.56,0.0,,1050.0,,,,9.0,,,,0.0,,,1050.0,,,,0.07,,,,3.18,3.18,31992.0,1524664.39,,2.12,3.01,6.08,0.8456,91.73,0.0311
2006-12-27,994.0,48161.26,0.03,0.42,0.01,0.07,0.0,19816.86,997.0,409.0,48306.62,,,,,,,,0.0,,54.0,,,,,,,,0.07,,,,3.02,3.02,31962.0,1548621.9,,2.12,3.01,5.79,0.8527,92.14,0.0302
2006-12-28,998.0,48427.13,0.03,0.43,0.01,0.07,0.0,19846.39,1003.0,409.0,48669.75,,,6.0,,,,,,,,,,,6.0,,,,0.07,,,,3.04,3.04,31968.0,1551220.98,,2.14,3.01,5.83,0.8516,92.07,0.0303
2006-12-29,1001.0,50235.16,0.03,0.42,0.01,0.07,0.0,20525.66,1008.0,409.0,50586.46,,,5.0,,,,,,,,,,,5.0,,,,0.07,,,,3.06,3.06,31975.0,1604664.66,,2.13,3.02,5.85,0.8509,92.03,0.0303
2007-01-01,400.0,19763.25,0.01,0.16,0.01,0.07,0.0,19763.25,0.0,400.0,0.0,,,,,,,,0.0,,1008.0,,,,,,,,0.07,,,0.0,0.0,0.0,5248.0,259293.81,,0.4,14.78,6.06,0.8461,91.76,0.0762
2007-01-02,1019.0,50346.87,0.03,0.42,0.01,0.07,0.0,20207.92,1038.0,409.0,51285.63,0.0,,1038.0,,,,9.0,,,,0.0,,,1038.0,,,,0.07,,,,2.39,2.39,42420.0,2095892.42,,2.94,2.28,6.02,0.8469,91.8,0.0234
2007-01-03,991.0,52133.74,0.03,0.38,0.01,0.07,0.0,21516.35,991.0,409.0,52133.74,,,,,,,,0.0,,48.0,,,,,,,,0.07,,,,3.01,3.01,31944.0,1680484.59,,2.27,2.97,5.76,0.8535,92.18,0.0301
2007-01-04,1025.0,53193.71,0.03,0.33,0.01,0.07,0.0,21225.59,1048.0,409.0,54387.32,,,57.0,,,,,,,,,,,57.0,,,,0.07,,,,3.17,3.17,31984.0,1659851.19,,2.37,3.02,6.07,0.8437,91.62,0.031
2007-01-05,1018.0,51093.54,0.03,0.32,0.01,0.07,0.0,20527.76,1037.0,409.0,52047.15,,,,,,,,0.0,,12.0,,,,,,,,0.07,,,,3.14,3.14,31977.0,1604929.41,,2.33,3.03,6.01,0.8475,91.84,0.0308
2007-01-08,992.0,50070.69,0.03,0.29,0.01,0.07,0.0,20644.06,1161.0,409.0,58600.87,,,124.0,,,,,,,,,,,124.0,,,,0.08,,,,3.52,3.52,31793.0,1604735.19,,2.25,3.51,5.77,0.853,92.15,0.0301
2007-01-09,1157.0,57782.08,0.03,0.34,0.02,0.08,0.0,28516.48,1160.0,571.0,57931.91,,,,0.01,,,,0.0,162.0,1.0,,,0.01,,,,,0.08,,,,3.52,3.52,31795.0,1587883.64,,2.25,3.51,28.81,0.5333,66.97,0.0351
2007-01-10,1154.0,57427.16,0.03,0.33,0.02,0.08,0.0,28415.0,1153.0,571.0,57377.4,,,,,,,,0.0,,7.0,,,,,,,,0.08,,,,3.5,3.5,31789.0,1581934.23,,2.24,3.5,28.59,0.5352,67.21,0.035
2007-01-11,1147.0,56915.74,0.03,0.33,0.02,0.08,0.0,28333.81,1149.0,571.0,57014.98,,,,,,,,0.0,,4.0,,,,,,,,0.08,,,,3.49,3.49,31777.0,1576818.96,,2.23,3.52,28.32,0.5379,67.52,0.0348
2007-01-12,1149.0,56769.93,0.03,0.34,0.02,0.08,0.0,28607.3,1138.0,579.0,56226.44,,,,0.0,,,,0.0,8.0,12.0,,,0.0,,,,,0.08,,,,3.46,3.46,31780.0,1570190.03,,2.21,3.52,29.12,0.533,66.82,0.0349
2007-01-15,1146.0,57232.73,0.03,0.34,0.02,0.08,0.0,28916.01,1132.0,579.0,56533.55,,,,,,,,0.0,,6.0,,,,,,,,0.08,,,,3.44,3.44,31777.0,1586984.7,,2.21,3.52,29.09,0.5334,66.87,0.0348
2007-01-16,1153.0,56680.67,0.03,0.31,0.02,0.08,0.0,28463.24,1145.0,579.0,56287.4,,,13.0,,,,,,,,,,,13.0,,,,0.08,,,,3.48,3.48,31778.0,1562184.28,,2.23,3.54,29.21,0.532,66.71,0.035
2007-01-17,1160.0,57973.14,0.03,0.29,0.02,0.08,0.0,28936.59,1160.0,579.0,57973.14,,,15.0,,,,,,,,,,,15.0,,,,0.08,,,,3.52,3.52,31789.0,1588713.95,,2.2,3.51,29.65,0.5281,66.22,0.0352
2007-01-18,1167.0,58405.94,0.03,0.29,0.02,0.08,0.0,28977.76,1173.0,579.0,58706.23,,,13.0,,,,,,,,,,,13.0,,,,0.08,,,,2.7,2.7,42216.0,2112823.69,,2.97,2.67,29.97,0.5252,65.85,0.0269
2007-01-19,1168.0,58954.19,0.03,0.28,0.02,0.08,0.0,29224.72,1176.0,579.0,59357.99,,,3.0,,,,,,,,,,,3.0,,,,0.08,,,,2.71,2.71,42215.0,2130780.23,,2.98,2.67,29.99,0.5249,65.82,0.0269
2007-01-22,1171.0,59105.62,0.03,0.29,0.02,0.08,0.0,29224.72,1181.0,579.0,59610.36,,,5.0,,,,,,,,,,,5.0,,,,0.08,,,,2.72,2.72,42217.0,2130881.18,,3.0,2.68,30.12,0.5238,65.67,0.027
2007-01-23,2160.0,109331.99,0.06,0.53,0.03,0.15,0.0,29307.05,2161.0,579.0,109382.61,,,,,,,,0.0,,21.0,,,,,,1000.0,,0.15,,,,5.14,5.14,39880.0,2018592.52,,2.83,5.14,24.37,0.4673,62.86,0.0514
2007-01-24,2160.0,110253.33,0.06,0.53,0.03,0.15,0.0,29554.02,2157.0,579.0,110100.2,,,,,,,,0.0,,3.0,,,,,,,,0.15,,,,100.0,6.26,0.0,0.0,,0.0,100.0,24.9,0.4646,62.45,0.0627
2007-01-25,2158.0,111071.73,0.06,0.52,0.03,0.16,0.0,29800.99,2155.0,579.0,110917.32,,,,,,,,0.0,,2.0,,,,,,,,0.16,,,,100.0,6.26,0.0,0.0,,0.0,100.0,24.69,0.4663,62.67,0.0627
2007-01-26,2166.0,110944.55,0.06,0.5,0.03,0.16,0.0,29656.92,1792.0,579.0,91787.92,,,,,,,,0.03,,364.0,,,,,,,,0.13,,,,100.0,5.2,0.0,0.0,,0.0,100.0,24.78,0.4638,62.41,0.0629
2007-01-29,2621.0,135554.37,0.08,0.6,0.03,0.19,0.0,53890.75,2220.0,1042.0,114815.23,,,428.0,0.03,,,,,463.0,,,,0.03,428.0,,,,0.16,,,,100.0,6.44,0.0,0.0,,0.0,100.0,31.0,0.3698,48.68,0.0761
2007-01-30,2627.0,135211.04,0.08,0.6,0.03,0.19,0.0,53631.48,2232.0,1042.0,114880.49,,,11.0,,,,,,,,,,,11.0,,,,0.16,,,,100.0,6.48,0.0,0.0,,0.0,100.0,31.27,0.3688,48.42,0.0762
2007-01-31,2226.0,113305.68,0.07,0.51,0.03,0.16,0.0,32678.46,2231.0,642.0,113560.19,,,,,,,,0.0,,0.0,,,,,,,400.0,0.16,0.03,,,100.0,6.47,0.0,0.0,,0.0,100.0,38.84,0.507,59.65,0.0646
2007-02-01,2220.0,114420.67,0.06,0.49,0.03,0.16,0.0,33089.22,2222.0,642.0,114523.75,,,,,,,,0.0,,10.0,,,,,,,,0.16,,,,100.0,6.45,0.0,0.0,,0.0,100.0,38.22,0.5098,60.29,0.0645
2007-02-02,2348.0,121852.51,0.07,0.53,0.03,0.17,0.0,39752.56,2345.0,766.0,121696.82,,,123.0,0.01,,,,,124.0,,,,0.01,123.0,,,,0.17,,,,100.0,6.81,0.0,0.0,,0.0,100.0,42.58,0.4954,56.03,0.0682
