,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_y,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity
2015-10-19,55138.0,838754.64,0.06,0.71,0.04,0.89,0.0,838754.64,36138.0,55138.0,549728.23,,,917.0,0.02,,,,,917.0,,,,0.02,917.0,,,,0.59,,,,0.26,0.26,13623512.0,207239724.27,,214.81,0.27,17.14,0.6867,81.06,0.004
2015-10-20,55629.0,853844.96,0.06,0.72,0.04,0.91,0.0,853844.96,36629.0,55629.0,562215.52,,1211.0,491.0,0.01,0.02,,,,491.0,,,1211.0,0.01,491.0,,,,0.59,,0.02,,0.26,0.26,13790972.0,211676498.81,1211.0,217.36,0.27,17.63,0.6807,80.58,0.004
2015-10-21,55817.0,859631.15,0.06,0.72,0.04,0.92,0.0,859631.15,36817.0,55817.0,567014.35,,,188.0,0.01,,,,,188.0,,,,0.01,188.0,,,,0.6,,,,0.26,0.26,13996717.0,215561817.78,,221.84,0.27,18.05,0.6756,80.17,0.004
2015-10-22,55629.0,859363.81,0.06,0.72,0.04,0.93,0.0,859363.81,36817.0,55629.0,568753.66,,,,,,,,,,,,,,,,,188.0,0.61,0.0,,,0.26,0.26,14060366.0,217206308.13,,224.07,0.27,17.86,0.6783,80.38,0.0039
2015-10-23,55629.0,865671.07,0.06,0.72,0.04,0.93,0.0,865671.07,36629.0,55629.0,570002.44,,,,,,,,0.0,,188.0,,,,,,,,0.61,,,,0.26,0.26,14049390.0,218629679.77,,224.9,0.27,18.0,0.6763,80.22,0.0039
2015-10-26,55629.0,855684.58,0.06,0.72,0.04,0.91,0.0,855684.58,36629.0,55629.0,563426.82,,,,,,,,,,,,,,,,,,0.6,,,,0.26,0.26,14045858.0,216053210.99,,224.37,0.27,18.01,0.676,80.2,0.004
2015-10-27,53124.0,803098.48,0.06,0.69,0.04,0.86,0.0,803098.48,34124.0,53124.0,515867.26,,,,,,,,0.04,,2505.0,,,,,,,2505.0,0.55,0.05,,,0.24,0.24,14067595.0,212665915.73,,222.75,0.25,17.92,0.6759,80.21,0.0038
2015-10-28,53124.0,798079.11,0.06,0.7,0.04,0.86,0.0,798079.11,34124.0,53124.0,512643.09,,,,,,,,,,,,,,,,,,0.55,,,,0.24,0.24,14077719.0,211488846.08,,220.85,0.25,17.73,0.6784,80.41,0.0038
2015-10-29,53124.0,788040.38,0.06,0.69,0.04,0.84,0.0,788040.38,34124.0,53124.0,506194.75,,,,,,,,,,,,,,,,,,0.54,,,,0.24,0.24,14087576.0,208974827.57,,219.61,0.25,18.03,0.6745,80.1,0.0038
2015-10-30,53124.0,772982.28,0.06,0.66,0.04,0.83,0.0,772982.28,34124.0,53124.0,496522.24,,,,,,,,,,,,,,,,,,0.54,,,,0.24,0.24,14142630.0,205782742.8,,217.91,0.25,17.86,0.6767,80.28,0.0037
2015-11-02,53124.0,788040.38,0.06,0.66,0.04,0.84,0.0,788040.38,34124.0,53124.0,506194.75,,,,,,,,,,,,,,,,,,0.53,,,,0.24,0.24,14225794.0,211025150.69,,217.47,0.24,17.44,0.6817,80.68,0.0037
2015-11-03,131170.0,2032527.44,0.15,1.58,0.09,2.1,0.0,823175.94,112170.0,53124.0,1738115.45,,,,,,,,,,,,,,,,78046.0,,1.77,,,,0.79,0.79,14147336.0,219218179.77,,220.11,0.8,33.59,0.4605,58.53,0.0092
2015-11-04,128170.0,2046591.38,0.15,1.48,0.09,2.14,0.0,800369.4,109170.0,50124.0,1743203.41,,,,,,,,0.05,,3000.0,,,,,,,3000.0,1.81,0.03,,,0.77,0.77,14147190.0,225899329.57,,226.87,0.79,31.73,0.4695,60.3,0.009
2015-11-05,166981.0,2697871.24,0.19,1.81,0.11,2.83,0.0,1436901.08,110981.0,88935.0,1793092.92,,,1811.0,0.39,,16000.0,,,22811.0,,,,0.39,1811.0,0.27,,,1.87,,,,0.78,0.78,14144021.0,228521493.66,,231.03,0.8,24.12,0.3051,46.48,0.0117
2015-11-06,279302.0,4396500.16,0.32,3.23,0.19,4.76,0.0,1417479.43,223302.0,90050.0,3515002.68,,,6977.0,0.02,,,,,1115.0,,,,0.02,6977.0,,105344.0,,3.82,,,,1.56,1.56,14051974.0,221192494.18,,239.25,1.57,14.12,0.4928,67.95,0.0196
2015-11-09,285302.0,4536772.31,0.33,3.4,0.19,4.77,0.0,1527353.4,223302.0,96050.0,3550870.06,,,,0.09,,,,,6000.0,,,,0.09,,,,,3.72,,,,1.56,1.56,14061350.0,223598654.31,,234.54,1.56,14.14,0.4704,66.08,0.02
2015-11-10,443194.0,7078921.53,0.51,5.96,0.3,7.49,0.0,1614022.35,376194.0,101050.0,6008763.22,,,25390.0,0.09,,,,,5000.0,,,,0.09,25390.0,,127502.0,,6.35,,,,2.63,2.63,13941399.0,222679164.45,,234.86,2.63,9.24,0.6095,77.12,0.031
2015-11-11,460194.0,7322191.62,0.53,6.44,0.31,7.77,0.0,1878305.07,377194.0,118050.0,6001570.53,,,,0.08,,12000.0,,,5000.0,,,,0.08,,0.2,1000.0,,6.36,,,,2.63,2.63,13953826.0,222020686.65,,235.54,2.63,9.09,0.5676,74.29,0.0321
2015-11-12,486329.0,7811548.62,0.56,7.42,0.32,8.17,0.0,2024649.37,399329.0,126050.0,6414130.96,,,16169.0,0.14,,,,,8000.0,,,,0.14,16169.0,,5966.0,,6.68,,,,2.79,2.79,13916517.0,223530879.55,,234.46,2.77,9.51,0.5265,71.26,0.034
2015-11-13,503648.0,8303871.04,0.58,8.03,0.34,8.63,0.0,2401957.62,414548.0,145684.0,6834839.28,,,15219.0,0.38,,,,,19634.0,,,,0.38,15219.0,,,,7.07,,,,2.89,2.89,13926419.0,229611132.15,,236.54,2.9,9.71,0.5195,70.71,0.0351
2015-11-16,506448.0,8127527.78,0.59,7.21,0.34,8.89,0.0,2382885.97,420548.0,148484.0,6748996.06,,,6000.0,0.14,,,,,6000.0,,,,0.14,6000.0,,,3200.0,7.36,0.05,,,2.91,2.91,14055898.0,225570446.55,,244.41,2.92,11.03,0.5182,70.48,0.035
2015-11-17,492757.0,7938075.71,0.57,6.87,0.33,8.43,0.0,2085924.29,428857.0,129484.0,6908677.78,,,8309.0,0.0,,,,,3000.0,,,,0.0,8309.0,,,22000.0,7.33,0.38,,,2.94,2.94,14138615.0,227766214.12,,240.8,2.95,11.55,0.5616,73.62,0.0338
2015-11-18,525711.0,8394441.75,0.61,7.3,0.35,8.96,0.0,2593775.53,438858.0,162438.0,7007591.47,,,10001.0,0.55,,,,,32954.0,,,,0.55,10001.0,,,,7.47,,,,3.01,3.01,14121563.0,225490123.07,,240.39,3.01,11.71,0.5045,69.04,0.0361
2015-11-19,299760.0,4778007.35,0.35,4.28,0.2,5.05,0.0,2897886.33,183929.0,181806.0,2931725.76,,,3000.0,0.3,,,,4.4,19368.0,257929.0,,,0.3,3000.0,,,,3.09,,,,1.26,1.26,14380144.0,229211481.78,,242.6,1.26,28.21,0.2578,35.06,0.0206
2015-11-20,292150.0,4637385.75,0.34,4.16,0.19,4.93,0.0,2965228.42,176319.0,186806.0,2798765.08,,,5000.0,0.09,,,,0.21,5000.0,12610.0,,,0.09,5000.0,,,,2.98,,,,1.21,1.21,14387907.0,228383621.25,,243.21,1.21,24.58,0.2564,36.07,0.0201
2015-11-23,309150.0,4870719.78,0.36,4.42,0.21,5.18,0.0,3211004.09,181319.0,203806.0,2856716.93,,,5000.0,0.27,,,,,17000.0,,,,0.27,5000.0,,,,3.04,,,,1.24,1.24,14404748.0,226949671.67,,241.76,1.24,27.2,0.2559,34.01,0.0212
2015-11-24,303795.0,4754776.56,0.35,4.38,0.2,5.04,0.0,3106009.52,185319.0,198451.0,2900477.09,,,4000.0,0.06,,,,,4000.0,,,,0.06,4000.0,,,9355.0,3.07,0.16,,,1.26,1.26,14506893.0,227051251.03,,241.37,1.26,27.72,0.2698,34.49,0.0207
2015-11-25,291795.0,4564204.37,0.34,4.16,0.19,4.85,0.0,2916432.66,179964.0,186451.0,2814964.19,,,4000.0,0.22,,,,0.16,14000.0,9355.0,,,0.22,4000.0,,,26000.0,3.0,0.44,,,1.22,1.22,14539657.0,227426672.7,,241.05,1.23,32.09,0.3153,36.29,0.0198
2015-11-26,308970.0,4946704.15,0.36,4.73,0.21,5.16,0.0,3260338.65,182739.0,203640.0,2925707.25,,,4000.0,0.32,,,,0.03,17189.0,1225.0,,,0.32,4000.0,,,,3.03,,,,1.24,1.24,14553693.0,233009073.95,,241.56,1.24,33.88,0.3151,34.36,0.021
2015-11-27,347161.0,5553233.56,0.4,5.35,0.23,5.87,0.0,3868360.86,196739.0,241831.0,3147063.23,,,14000.0,0.7,,,,,39402.0,,,,0.7,14000.0,,,1211.0,3.32,0.02,,,1.34,1.34,14531367.0,232445680.72,,246.28,1.33,30.28,0.3226,38.22,0.0236
2015-11-30,241831.0,3930053.57,0.28,3.72,0.16,4.13,0.0,3930053.57,91409.0,241831.0,1485509.58,,,,,,,,1.78,,105330.0,,,,,,,,1.55,,,,0.62,0.62,14642941.0,237965945.21,,248.37,0.62,42.19,0.4736,54.3,0.0164
2015-12-01,236952.0,3805987.44,0.27,2.69,0.16,4.14,0.0,3716488.47,95981.0,231380.0,1541672.92,,,,,,,,0.02,,1000.0,,,,,,5572.0,10451.0,1.64,0.09,,,0.65,0.65,14767601.0,237201222.14,,252.1,0.65,41.03,0.4524,53.18,0.0159
2015-12-02,468138.0,7563591.36,0.54,5.26,0.31,7.94,0.0,5484701.59,219079.0,339468.0,3539605.91,,,,1.73,,,,,108088.0,,,,1.73,,,123098.0,,3.71,,,,1.46,1.46,14775093.0,238717569.87,,251.41,1.45,27.35,0.259,33.22,0.0312
2015-12-03,482461.0,7785887.61,0.56,5.35,0.32,8.16,0.0,5604113.62,263405.0,347265.0,4250792.76,,,44326.0,,,20000.0,,,,,,,,44326.0,0.34,,12203.0,4.42,0.2,,,1.74,1.74,14878970.0,240114720.41,,253.27,1.71,27.72,0.237,29.88,0.0319
2015-12-04,495461.0,7817789.94,0.57,5.31,0.33,8.42,0.0,5684556.59,275405.0,360265.0,4345565.93,,,12000.0,0.21,,,,,13000.0,,,,0.21,12000.0,,,,4.71,,,,1.8,1.8,15020847.0,237011241.28,,256.21,1.81,27.37,0.2364,29.09,0.0324
2015-12-07,510183.0,7883781.57,0.59,5.4,0.34,8.52,0.0,5794618.01,280405.0,374987.0,4333056.51,,,5000.0,0.14,,269.0,,,14453.0,,,,0.14,5000.0,0.0,,,4.63,,,,1.82,1.82,15094900.0,233259231.19,,251.23,1.81,26.48,0.2342,29.42,0.0332
2015-12-08,503635.0,7673149.82,0.58,5.25,0.34,8.21,0.0,5797685.65,268307.0,380537.0,4087801.3,,,,0.18,,,,0.2,12000.0,12098.0,,,0.18,,,,6450.0,4.36,0.17,,,1.73,1.73,15203966.0,231640590.94,,248.2,1.72,24.35,0.2333,29.52,0.0326
2015-12-09,380472.0,5908135.69,0.44,3.91,0.25,6.2,0.0,4780258.68,228842.0,307839.0,3553558.7,,,11000.0,0.11,,,,0.83,5000.0,50465.0,,,0.11,11000.0,,,77698.0,3.69,1.3,,,1.48,1.48,15239426.0,236644474.8,,245.99,1.48,33.86,0.3039,38.37,0.0246
2015-12-10,380472.0,5796695.34,0.44,3.59,0.25,6.24,0.0,4690092.56,228842.0,307839.0,3486530.82,,,,,,,,,,,,,,,,,,3.78,,,,1.48,1.48,15243306.0,232239956.98,,248.58,1.5,33.14,0.304,38.91,0.0246
2015-12-11,380472.0,5791303.07,0.44,3.72,0.25,6.16,0.0,4685729.69,228842.0,307839.0,3483287.54,,,,,,,,,,,,,,,,,,3.69,,,,1.48,1.48,15238658.0,231953170.9,,245.53,1.48,33.49,0.3036,38.61,0.0246
2015-12-14,364472.0,5520211.83,0.4,3.64,0.24,5.86,0.0,4420128.57,232842.0,291839.0,3526573.13,,,4000.0,0.05,,,,,4000.0,,,,0.05,4000.0,,,20000.0,3.73,0.34,,,1.51,1.51,15218297.0,230492940.82,,245.22,1.5,36.09,0.3344,40.46,0.0236
2015-12-15,361726.0,5411975.79,0.4,3.62,0.23,5.79,0.0,4325274.7,235842.0,289093.0,3528558.06,,,3000.0,,,,,,,,,,,3000.0,,,2746.0,3.77,0.05,,,1.53,1.53,15162369.0,226852296.71,,242.5,1.53,36.46,0.3396,40.76,0.0235
2015-12-16,364726.0,5515443.67,0.4,3.65,0.24,5.8,0.0,4417076.07,241842.0,292093.0,3657172.58,,,6000.0,0.15,,,,,9000.0,,,,0.15,6000.0,,,6000.0,3.82,0.1,,,1.57,1.57,15202109.0,229888672.14,,241.23,1.56,38.93,0.3527,40.23,0.0236
2015-12-17,403694.0,6293529.76,0.45,4.15,0.26,6.55,0.0,4822580.44,271562.0,309341.0,4233611.42,,,8000.0,0.2,,9248.0,,0.1,8000.0,7199.0,,,0.2,8000.0,0.15,28919.0,,4.36,,,,1.75,1.75,15227586.0,237395813.73,,245.11,1.75,36.06,0.3253,37.55,0.026
2015-12-18,406216.0,6501723.29,0.45,4.25,0.26,6.76,0.0,4991548.66,274084.0,311863.0,4386873.8,,,,0.05,,,,,2522.0,,,,0.05,,,2522.0,,4.51,,,,1.77,1.77,15197456.0,243244120.6,,251.5,1.76,35.94,0.3214,37.21,0.0263
2015-12-21,408216.0,6423810.35,0.45,3.5,0.26,6.84,0.0,4939043.03,276084.0,313863.0,4344541.27,,,2000.0,0.0,,,,,2000.0,,,,0.0,2000.0,,,,4.64,,,,1.77,1.77,15282313.0,240487096.23,,257.54,1.77,36.43,0.3207,36.57,0.0262
2015-12-22,717604.0,11390746.42,0.79,6.09,0.47,12.05,0.0,8461486.91,424425.0,533064.0,6737027.04,,,90187.0,3.46,,15000.0,,,204201.0,,,,3.46,90187.0,0.26,58154.0,,7.04,,,,2.73,2.73,15134898.0,240240836.46,,252.47,2.71,25.4,0.2402,28.32,0.0461
2015-12-23,744949.0,11641799.03,0.82,6.26,0.48,12.58,0.0,8757873.29,435903.0,560409.0,6812137.64,,,14000.0,0.62,,,,0.04,35716.0,2522.0,,,0.62,14000.0,,,8371.0,7.36,0.15,,,2.77,2.77,15299892.0,239101291.29,,256.53,2.79,24.78,0.2336,28.46,0.0473
2015-12-24,736933.0,11624451.75,0.82,6.08,0.48,12.28,0.0,8955979.51,426531.0,567765.0,6728140.86,,,6000.0,0.17,,,,0.26,9000.0,15372.0,,,0.17,6000.0,,,1644.0,7.05,0.08,,,2.71,2.71,15315198.0,241583400.71,,253.56,2.71,24.43,0.2319,28.55,0.0468
2015-12-25,735086.0,11595317.0,0.81,6.11,0.48,12.29,0.0,8926844.76,426531.0,565918.0,6728140.86,,,,,,,,,,,,,,,,,1847.0,7.11,0.0,,,2.71,2.71,15316144.0,241598323.0,,254.85,2.71,24.44,0.2318,28.5,0.0467
2015-12-28,718111.0,11358084.21,0.8,5.97,0.47,11.98,0.0,8896686.98,412984.0,562490.0,6532008.35,,,,,,,,0.23,,13547.0,,,,,,,3428.0,6.86,0.06,,,2.6,2.6,15457935.0,244492184.88,,257.89,2.59,25.09,0.2325,29.12,0.0452
2015-12-29,723802.0,11482290.39,0.8,6.38,0.47,12.15,0.0,8997265.01,414010.0,567155.0,6567794.85,,,,0.09,,,,,5436.0,,,,0.09,,,1026.0,771.0,6.91,0.01,,,2.61,2.61,15461380.0,245277099.26,,258.85,2.6,24.97,0.2294,29.0,0.0456
2015-12-30,703533.0,11213923.96,0.78,5.99,0.46,11.86,0.0,8924191.14,401015.0,559881.0,6391955.63,,,,,,,,0.19,,12995.0,,,,,,,7274.0,6.74,0.11,,,2.53,2.53,15467144.0,246537656.03,,259.75,2.53,25.65,0.23,29.26,0.0443
2015-12-31,680691.0,10914149.59,0.75,5.8,0.44,11.5,0.0,8610843.95,401015.0,537039.0,6429845.11,,,,,,,,,,,,,,,,,22842.0,6.76,0.37,,,2.53,2.53,15467669.0,248007470.74,,261.39,2.52,26.46,0.2334,30.12,0.0429
2016-01-01,677382.0,10861093.33,0.75,5.82,0.44,11.46,0.0,8557787.69,401015.0,533730.0,6429845.11,,,,,,,,,,,,,,,,,3309.0,6.79,0.04,,,2.53,2.53,15455146.0,247806677.88,,261.86,2.53,26.55,0.2329,29.85,0.0427
2016-01-04,663007.0,10398824.6,0.73,5.7,0.43,11.18,0.0,8248596.23,394457.0,525913.0,6186796.15,,,,,,,,0.1,,6558.0,,,,,,,7817.0,6.63,0.13,,,2.48,2.48,15493845.0,243010671.88,,261.31,2.47,26.79,0.2348,30.59,0.0417
2016-01-05,544317.0,8709538.64,0.6,4.62,0.35,9.12,0.0,6515917.11,395457.0,407223.0,6327651.03,,,,0.07,,,,,1000.0,,,,0.07,,,1000.0,119690.0,6.59,2.03,,,2.42,2.42,15914181.0,254640539.26,,264.93,2.43,33.61,0.3126,36.89,0.0334
2016-01-06,526499.0,8302558.39,0.58,4.44,0.34,8.83,0.0,6140672.16,396457.0,389405.0,6251877.76,,,1000.0,0.0,,,,,1000.0,,,,0.0,1000.0,,,18818.0,6.67,0.27,,,2.43,2.43,15919549.0,251041284.19,,268.74,2.42,34.27,0.309,35.03,0.0323
2016-01-07,546778.0,8679173.4,0.61,4.63,0.35,9.06,0.0,6238303.7,418651.0,393006.0,6645374.58,,,7000.0,0.38,,,,0.03,22000.0,1484.0,,,0.38,7000.0,,16678.0,18399.0,6.9,0.37,,,2.56,2.56,15921198.0,252722015.37,,265.03,2.54,30.52,0.2957,34.9,0.0335
2016-01-08,562196.0,8568014.05,0.62,4.71,0.36,9.24,0.0,6025206.9,439727.0,395348.0,6701554.46,,,21076.0,0.09,,,,,14000.0,,,,0.09,21076.0,,,11658.0,7.34,0.17,,,2.68,2.68,15973596.0,243441779.93,,266.66,2.68,30.05,0.2902,34.12,0.0343
2016-01-11,612463.0,9287801.93,0.68,5.07,0.4,9.9,0.0,6141086.51,483382.0,404960.0,7330330.6,,,36762.0,0.25,,,,,15000.0,,,,0.25,36762.0,,6893.0,5388.0,7.82,0.17,,,2.94,2.94,15953652.0,241931936.88,,257.31,2.95,32.45,0.2872,33.91,0.0373
2016-01-12,626463.0,9340292.48,0.69,5.15,0.41,9.99,0.0,6246512.46,490382.0,418960.0,7311383.61,,,7000.0,0.16,,,,,14000.0,,,,0.16,7000.0,,,,7.84,,,,2.98,2.98,15964807.0,238028370.06,,255.7,2.97,32.67,0.2817,33.2,0.0381
2016-01-13,654253.0,9930806.13,0.72,5.15,0.42,10.38,0.0,6885777.65,491489.0,453643.0,7460236.29,,,8000.0,0.55,,,,0.11,34683.0,6893.0,,,0.55,8000.0,,,,7.74,,,,2.99,2.99,15936116.0,241891865.23,,251.89,2.98,30.46,0.2654,33.06,0.0398
2016-01-14,562679.0,8668412.33,0.62,5.14,0.37,9.11,0.0,6885721.54,409596.0,446962.0,6310075.58,,,3000.0,0.22,,,,1.28,5319.0,84893.0,,,0.22,3000.0,,,12000.0,6.58,0.19,,,2.5,2.5,16005850.0,246579857.26,,257.77,2.49,27.35,0.2783,39.16,0.0343
2016-01-15,572546.0,8863696.6,0.63,4.96,0.37,9.28,0.0,6965949.72,419463.0,449962.0,6493788.74,,,3000.0,0.04,,,,,3000.0,,,,0.04,3000.0,,6867.0,,6.76,,,,2.57,2.57,15915154.0,246385611.52,,259.79,2.54,26.98,0.277,38.8,0.0351
2016-01-18,455557.0,6929894.95,0.5,3.95,0.3,7.39,0.0,6825434.73,303746.0,448690.0,4620558.73,,,,,,,,1.87,,115717.0,,,,,,,1272.0,4.98,0.0,,,1.87,1.87,15935472.0,242409066.29,,260.85,1.87,34.18,0.361,48.04,0.0281
2016-01-19,454690.0,6684717.32,0.5,3.98,0.3,7.18,0.0,6684717.32,296879.0,454690.0,4364626.87,,,,,,6000.0,,0.11,,6867.0,,,,,0.1,,,4.75,,,,1.88,1.88,15524931.0,228242924.03,,248.22,1.88,34.31,0.3581,47.57,0.0287
2016-01-20,422130.0,6060451.41,0.47,3.67,0.27,6.53,0.0,6060451.41,303879.0,422130.0,4362741.13,,,7000.0,0.06,,,,,7000.0,,,,0.06,7000.0,,,39560.0,4.74,0.7,,,1.92,1.92,15506790.0,222628449.2,,242.01,1.92,34.99,0.4101,53.21,0.0267
2016-01-21,411130.0,5881161.35,0.46,3.55,0.27,6.29,0.0,5881161.35,307879.0,411130.0,4404169.18,,,4000.0,0.07,,,,,4000.0,,,,0.07,4000.0,,,15000.0,4.7,0.25,,,1.95,1.95,15508319.0,221844492.8,,238.42,1.93,35.47,0.4458,56.28,0.026
2016-01-22,406230.0,6146911.88,0.45,3.31,0.26,6.38,0.0,6146911.88,307879.0,406230.0,4658703.4,,,,,,,,,,,,,,,,,4900.0,4.7,0.0,,,1.9,1.9,15867958.0,240107671.69,,245.1,1.88,35.0,0.4546,57.36,0.0251
2016-01-25,410367.0,6184308.81,0.45,3.66,0.27,6.54,0.0,6184308.81,314785.0,410367.0,4743869.88,,,6906.0,0.09,,,,,6906.0,,,,0.09,6906.0,,,2769.0,5.01,0.0,,,1.95,1.95,15850910.0,238876231.29,,253.03,1.94,35.02,0.4551,57.4,0.0254
2016-01-26,387801.0,5895532.26,0.43,3.46,0.25,6.24,0.0,5895532.26,304319.0,387801.0,4626399.83,,,,,,,,0.14,,10466.0,,,,,,,22566.0,4.87,0.29,,,1.88,1.88,15892119.0,241599429.06,,253.23,1.89,34.64,0.4531,57.43,0.0239
2016-01-27,369951.0,5629411.37,0.41,3.31,0.24,5.92,0.0,5629411.37,302246.0,369951.0,4599168.72,,,,0.01,,,,0.06,3000.0,2073.0,,,0.01,,,,20850.0,4.81,0.34,,,1.87,1.87,15858491.0,241312956.4,,254.14,1.86,30.84,0.468,60.77,0.0229
2016-01-28,367477.0,5555308.69,0.41,3.34,0.24,5.9,0.0,5555308.69,299772.0,367477.0,4531782.93,,,,,,,,0.0,,2474.0,,,,,,,2474.0,4.84,0.02,,,1.86,1.86,15858595.0,239741237.07,,253.91,1.87,30.59,0.4692,60.99,0.0227
2016-01-29,363768.0,5605785.87,0.4,3.39,0.24,5.83,0.0,5605785.87,295163.0,363768.0,4548560.0,,,,,,,,0.1,,4609.0,,,,,,,3709.0,4.73,0.07,,,1.83,1.83,15850011.0,244253941.24,,254.15,1.83,29.67,0.4738,61.81,0.0225
2016-02-01,330579.0,5167733.21,0.37,3.19,0.21,5.48,0.0,5167733.21,275874.0,330579.0,4312564.41,,,,,,,,0.23,,19289.0,,,,,,,33189.0,4.53,0.36,,,1.72,1.72,15769973.0,246522051.07,,255.54,1.74,29.01,0.4869,63.14,0.0206
2016-02-02,328395.0,5007928.48,0.36,3.18,0.21,5.36,0.0,5007928.48,273690.0,328395.0,4173693.1,,,,0.12,,,,0.26,6139.0,17184.0,,,0.12,,,15000.0,8323.0,4.51,0.24,,,1.7,1.7,15797995.0,240914840.47,,257.72,1.72,31.97,0.4662,59.98,0.0204
2016-02-03,322495.0,4992608.16,0.36,4.02,0.21,5.43,0.0,4992608.16,267790.0,322495.0,4145709.36,,,,,,,,0.17,,5900.0,,,,,,,5900.0,4.31,0.0,,,1.67,1.67,15793763.0,244506333.71,,253.37,1.67,30.65,0.4759,61.47,0.0201
2016-02-04,312495.0,4783173.55,0.35,3.84,0.2,5.06,0.0,4783173.55,257790.0,312495.0,3945836.92,,,,,,,,0.14,,10000.0,,,,,,,10000.0,4.19,0.38,,,1.6,1.6,15892390.0,243255282.33,,257.23,1.6,33.16,0.4552,58.35,0.0193
2016-02-05,284379.0,4323262.62,0.31,3.48,0.18,4.6,0.0,4323262.62,229674.0,284379.0,3491611.61,,,,,,,,0.47,,28116.0,,,,,,,28116.0,3.71,0.47,,,1.42,1.42,15923068.0,242069930.24,,256.47,1.43,32.0,0.4521,58.65,0.0176
2016-02-08,278783.0,4145997.79,0.31,3.51,0.18,4.42,0.0,4145997.79,224078.0,278783.0,3332437.39,,,,,,,,0.13,,5596.0,,,,,,,5596.0,3.57,0.16,,,1.39,1.39,15916038.0,236699721.28,,254.3,1.39,32.93,0.444,57.39,0.0173
2016-02-09,279330.0,4100028.64,0.31,3.44,0.18,4.37,0.0,4100028.64,221625.0,279330.0,3253029.92,,,,0.02,,,,0.05,3000.0,2453.0,,,0.02,,,,2453.0,3.47,0.07,,,1.38,1.38,15895268.0,233312046.66,,249.78,1.37,31.72,0.4497,58.54,0.0173
2016-02-10,290276.0,4211327.36,0.32,3.54,0.19,4.49,0.0,4211327.36,219571.0,290276.0,3185538.45,,,,0.1,,4000.0,,0.04,9000.0,2054.0,,,0.1,,0.06,,2054.0,3.42,0.04,,,1.36,1.36,15892205.0,230564282.69,,247.94,1.36,29.97,0.4462,59.18,0.018
2016-02-11,290276.0,4013857.11,0.32,3.59,0.19,4.36,0.0,4013857.11,219571.0,290276.0,3036167.71,,,,,,,,,,,,,,,,,,3.34,,,,1.36,1.36,15874274.0,219505117.7,,244.02,1.35,30.23,0.4421,58.67,0.018
2016-02-12,295276.0,4085785.63,0.33,3.55,0.19,4.38,0.0,4085785.63,219571.0,295276.0,3038242.31,,,,0.06,,,,,5000.0,,,,0.06,,,,,3.23,,,,1.36,1.36,15868944.0,219581351.97,,237.86,1.34,29.1,0.4508,59.97,0.0184
2016-02-15,295276.0,4050912.07,0.33,3.47,0.19,4.35,0.0,4050912.07,219571.0,295276.0,3012309.89,,,,,,,,,,,,,,,,,,3.22,,,,1.36,1.36,15889317.0,217986649.9,,237.92,1.34,29.29,0.4488,59.7,0.0183
2016-02-16,286872.0,3993892.33,0.32,3.33,0.19,4.19,0.0,3993892.33,211167.0,286872.0,2939911.39,,,,,,,,0.17,,8404.0,,,,,,,8404.0,3.05,0.13,,,1.31,1.31,15903859.0,221416870.44,,231.57,1.3,29.79,0.4419,58.84,0.0178
2016-02-17,260372.0,3886954.14,0.29,3.03,0.17,4.02,0.0,3886954.14,199667.0,260372.0,2980721.71,,,,,,,,0.11,,11500.0,,,,,,,26500.0,2.96,0.19,,,1.24,1.24,15898776.0,237344312.23,,236.14,1.24,31.66,0.4908,62.4,0.0162
2016-02-18,288186.0,4411090.26,0.32,3.36,0.19,4.56,0.0,3862906.84,227481.0,252372.0,3481915.24,,,35814.0,,,,,0.0,,8000.0,,,,35814.0,,,8000.0,3.61,0.14,,,1.41,1.41,15905961.0,243463005.48,,247.6,1.44,30.0,0.3779,52.1,0.0179
2016-02-19,331195.0,5017770.42,0.37,3.93,0.21,5.41,0.0,5017770.42,199913.0,331195.0,3028782.25,,,,0.13,,72388.0,,0.42,6435.0,27568.0,,,0.13,,1.24,,,3.23,,,,1.24,1.24,15931643.0,241372384.87,,251.24,1.27,27.67,0.3303,44.8,0.0205
2016-02-22,329072.0,4935858.67,0.36,4.0,0.21,5.5,0.0,4935858.67,197790.0,329072.0,2966716.97,,,,,,,,0.04,,2123.0,,,,,,,2123.0,3.16,0.05,,,1.23,1.23,15889571.0,238332877.82,,249.33,1.25,27.1,0.3389,46.69,0.0205
