,DEC FP Equity_DX_SI_QTY,DEC FP Equity_DX_SHORT_INTEREST_VALUE,DEC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,DEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DEC FP Equity_DX_SI_MV,DEC FP Equity_DX_DSS,DEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DEC FP Equity_DX_SUPPLY_SI_QTY,DEC FP Equity_DX_BROKER_SI_QTY,DEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DEC FP Equity_DX_BROKER_SI_MV_NEW_x,DEC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,DEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,DEC FP Equity_DX_BROKER_SI_MV_INC_x,DEC FP Equity_DX_SUPPLY_SI_MV_NEW,DEC FP Equity_DX_BROKER_SI_QTY_ADD,DEC FP Equity_DX_BROKER_SI_QTY_NEW,DEC FP Equity_DX_SUPPLY_SI_MV_DEC,DEC FP Equity_DX_BROKER_SI_QTY_INC,DEC FP Equity_DX_SUPPLY_SI_QTY_DEC,DEC FP Equity_DX_BROKER_SI_MV_NEW_y,DEC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,DEC FP Equity_DX_BROKER_SI_MV_INC_y,DEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,DEC FP Equity_DX_BROKER_SI_MV_ADD,DEC FP Equity_DX_SUPPLY_SI_QTY_ADD,DEC FP Equity_DX_BROKER_SI_QTY_DEC,DEC FP Equity_DX_SUPPLY_SI_MV,DEC FP Equity_DX_BROKER_SI_MV_DEC,DEC FP Equity_DX_SUPPLY_SI_MV_RMV,DEC FP Equity_DX_BROKER_SI_MV_RMV,DEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DEC FP Equity_DX_UTILIZATION_QUANTITY,DEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DEC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,DEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DEC FP Equity_DX_ACTIVE_UTILIZATION_MV,DEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DEC FP Equity_DX_BROKER_SI_CON_RATIO,DEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DEC FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-08-29,3807392.0,71673463.93,6.2,23.27,1.72,83.16,1.0,49031725.05,2300282.0,2604632.0,43302391.49,,,17065.0,0.2,,,,0.0,6622.0,570.0,,,0.2,17065.0,,,2034.0,49.97,0.0,,,22.31,22.31,8010094.0,150788566.92,,172.53,22.46,21.33,0.1915,32.36,0.3693
2006-08-30,3827430.0,72181915.49,6.23,23.64,1.73,84.22,1.0,49393965.04,2317376.0,2619104.0,43703644.12,,3700.0,13376.0,0.58,0.08,,,,14472.0,,,3700.0,0.58,13376.0,,18.0,,50.8,,,,22.27,22.27,8088842.0,152548344.37,,177.68,22.23,21.21,0.1907,32.32,0.3678
2006-08-31,3861834.0,71672073.31,6.29,23.93,1.75,85.01,1.0,49303003.79,2344581.0,2656544.0,43513258.55,,,919.0,0.96,,,,,37440.0,,,,0.96,919.0,,29986.0,,51.28,,0.08,,22.52,22.52,8067015.0,149716349.92,3700.0,175.25,22.64,20.74,0.1883,32.08,0.3709
2006-09-01,3552677.0,68248961.32,5.79,23.88,1.61,78.25,1.0,45513440.12,2318967.0,2369187.0,44548685.14,,,158.0,0.21,,,,0.58,8885.0,25772.0,,,0.21,158.0,,,296242.0,50.79,6.59,,,22.17,22.17,8140524.0,156384131.63,,181.39,21.87,22.91,0.1709,26.24,0.3397
2006-09-04,3553998.0,69279716.96,5.79,24.35,1.61,79.03,1.0,46583325.83,2305838.0,2389690.0,44948760.24,,,18571.0,0.73,,,,0.83,25503.0,37896.0,,,0.73,18571.0,,6196.0,5000.0,51.68,0.03,,,22.19,22.19,8083205.0,157569631.32,,182.37,22.08,23.26,0.1734,26.89,0.3421
2006-09-05,3666119.0,71245353.1,5.97,25.08,1.66,83.0,1.0,48684143.57,2301277.0,2505172.0,44721759.56,,,132.0,3.38,,,,0.0,132577.0,4693.0,,,3.38,132.0,,,17095.0,52.22,0.0,,,22.15,22.15,8086228.0,157143335.81,,182.34,22.26,22.1,0.1683,25.57,0.3529
2006-09-06,3646075.0,69043019.93,5.94,24.96,1.65,82.23,1.0,47093055.5,2264300.0,2486925.0,42877370.88,,3700.0,2774.0,1.08,0.08,,,1.05,49106.0,46257.0,,3700.0,1.08,2774.0,,2806.0,67353.0,50.87,1.32,,,21.8,21.8,8120045.0,153763273.86,,179.99,22.03,21.96,0.17,26.13,0.3511
2006-09-07,3857188.0,72114888.75,6.28,27.87,1.75,85.86,1.0,50731426.54,2245922.0,2713457.0,41990282.86,,,1164.0,4.56,,,,0.47,227532.0,15841.0,,,4.56,1164.0,,,1000.0,49.63,0.02,0.08,,21.54,21.54,8179744.0,152930406.44,3700.0,179.18,21.69,20.68,0.1761,28.03,0.37
2006-09-08,4115039.0,77006282.21,6.7,30.01,1.86,91.21,1.0,55672207.37,2264571.0,2974995.0,42377774.19,,,23038.0,5.52,,,,0.3,261538.0,12276.0,,,5.52,23038.0,,7886.0,,49.87,,,,21.77,21.77,8136060.0,152253170.01,,178.07,21.88,19.42,0.1788,29.59,0.3957
2006-09-11,4155012.0,78217347.39,6.77,30.97,1.88,91.78,1.0,56841351.67,2262221.0,3019490.0,42585900.07,,,2496.0,0.7,,,,0.11,44495.0,4846.0,,,0.7,2496.0,,,,49.5,,,,21.6,21.6,8212867.0,154605731.88,,180.56,21.52,19.37,0.1779,29.43,0.3967
2006-09-12,4005831.0,75752434.84,6.52,30.36,1.81,88.85,1.0,54228077.88,2252791.0,2867611.0,42601498.53,,,2741.0,0.16,,,,0.23,110.0,12171.0,,,0.16,2741.0,,,151990.0,49.71,3.3,,,21.48,21.48,8234913.0,155726667.07,,181.79,21.47,20.19,0.1816,30.61,0.382
2006-09-13,4006354.0,74835043.65,6.52,28.76,1.81,88.76,1.0,53531411.69,2262614.0,2865847.0,42263568.69,,,9213.0,0.7,,,,0.91,31454.0,41062.0,,,0.7,9213.0,,41673.0,33217.0,49.74,0.68,,,21.7,21.7,8161865.0,152456204.21,,178.46,21.8,20.03,0.1807,30.77,0.3843
2006-09-14,3993391.0,73428997.11,6.5,26.62,1.81,87.67,1.0,52284472.69,2263086.0,2843459.0,41612788.57,,,12209.0,,,,,0.38,,11737.0,,,,12209.0,,,22388.0,49.11,0.9,,,21.68,21.68,8174337.0,150306686.21,,176.26,21.79,20.14,0.1811,30.82,0.3826
2006-09-15,3951576.0,72456873.26,6.43,24.43,1.79,86.29,1.0,51357265.48,2259639.0,2800868.0,41433184.29,,,3559.0,0.03,,,,0.2,2949.0,7007.0,,,0.03,3559.0,,,45540.0,48.67,1.14,,,21.65,21.65,8175702.0,149911276.83,,175.81,21.68,20.35,0.1812,30.84,0.3787
2006-09-18,3778475.0,69801104.2,6.15,20.47,1.71,81.86,1.0,48539050.26,2189789.0,2627517.0,40452746.19,,,1920.0,0.57,,,,1.62,36917.0,71770.0,,,0.57,1920.0,,,210268.0,46.95,5.02,,,21.03,21.03,8222333.0,151894063.75,,177.6,20.91,21.59,0.1933,32.46,0.3629
2006-09-19,3825491.0,70407300.67,6.23,20.22,1.73,83.33,1.0,49210907.94,2189383.0,2673812.0,40295101.25,,,1145.0,1.59,,,,0.02,63295.0,1551.0,,,1.59,1145.0,,,17000.0,47.28,0.35,,,20.71,20.71,8384038.0,154306332.0,,180.79,20.73,21.23,0.1909,32.13,0.3618
2006-09-20,3941008.0,72296879.93,6.42,20.53,1.78,85.66,1.0,49382502.81,2321092.0,2691912.0,42579895.71,,,577.0,0.75,,,,0.07,30663.0,2282.0,,,0.75,577.0,,133413.0,12563.0,49.92,0.36,,,21.74,21.74,8353508.0,153243171.51,,179.09,21.8,20.59,0.1834,31.09,0.3692
2006-09-21,3965684.0,71865682.34,6.46,20.38,1.8,85.34,1.0,49153121.09,2337053.0,2712362.0,42351813.33,,,47794.0,0.11,,,,1.49,20450.0,67203.0,,,0.11,47794.0,,35370.0,,49.63,,,,21.98,21.98,8293648.0,150296562.35,,175.86,22.01,20.32,0.1829,31.11,0.373
2006-09-22,3984235.0,70767387.42,6.49,18.52,1.8,85.03,1.0,48493582.53,2371503.0,2730210.0,42122282.34,,,24256.0,0.41,,,,0.25,23052.0,9658.0,,,0.41,24256.0,,19853.0,5204.0,49.88,0.31,,,22.53,22.53,8155234.0,144852049.13,,170.21,22.66,20.14,0.1815,30.84,0.3785
2006-09-25,3978780.0,70909248.2,6.48,18.31,1.8,84.42,1.0,48550088.98,2376732.0,2724188.0,42357777.83,,,8930.0,0.15,,,,0.14,8207.0,3701.0,,,0.15,8930.0,,,14229.0,49.59,0.51,,,22.63,22.63,8125691.0,144814903.04,,169.89,22.6,20.28,0.1802,30.45,0.3788
2006-09-26,3907786.0,71318943.24,6.36,17.74,1.77,83.28,1.0,48579784.54,2320870.0,2661837.0,42356975.48,,,24.0,0.2,,,,1.12,15073.0,55886.0,,,0.2,24.0,,,77424.0,48.9,1.54,,,22.11,22.11,8175705.0,149210484.1,,174.14,21.92,20.97,0.1856,30.99,0.3723
2006-09-27,4132071.0,74916350.4,6.73,18.31,1.87,88.8,1.0,48056743.87,2558528.0,2650608.0,46387291.06,,,151606.0,1.3,,,,0.04,43738.0,1754.0,,,1.3,151606.0,,87806.0,54968.0,54.44,1.09,,,24.5,24.5,7884217.0,142944485.57,,166.94,24.59,22.57,0.1878,30.85,0.3957
2006-09-28,4094887.0,74312392.73,6.67,18.04,1.85,87.96,1.0,47501919.26,2552920.0,2617531.0,46329384.34,,,,,,,,0.14,,5608.0,,,,,,,33077.0,54.13,0.62,,,24.36,24.36,7927111.0,143858081.04,,167.85,24.39,22.68,0.1887,30.94,0.3907
2006-09-29,4067455.0,74372448.16,6.62,18.12,1.84,87.65,1.0,47462635.37,2542644.0,2595748.0,46491641.35,,,,,,,,0.18,,10277.0,,,,,,,21784.0,54.17,0.4,,,24.14,24.14,7992002.0,146131857.49,,170.24,24.14,22.93,0.1898,31.09,0.3861
2006-10-02,4141218.0,74940190.31,6.74,18.45,1.88,89.15,1.0,48204816.35,2550690.0,2663813.0,46157723.17,,,3124.0,1.67,,,,,78066.0,,,,1.67,3124.0,,4923.0,10000.0,54.25,0.2,,,24.14,24.14,8013459.0,145012926.76,,169.35,24.26,22.36,0.1881,30.77,0.392
2006-10-03,4055468.0,73006031.08,6.6,17.67,1.84,86.95,1.0,46390203.76,2550051.0,2576965.0,45905701.28,,,1118.0,,,,,0.07,,1757.0,,,,1118.0,,,86848.0,53.91,1.98,,,24.14,24.14,8014486.0,144275781.24,,168.67,24.22,22.84,0.1933,31.27,0.3839
2006-10-04,4130273.0,74529691.54,6.73,17.78,1.87,88.28,1.0,46394264.86,2607530.0,2571069.0,47052194.03,,,4792.0,1.29,,18000.0,,0.57,64649.0,25119.0,,,1.29,4792.0,0.38,77806.0,88545.0,54.95,1.91,,,24.69,24.69,7954159.0,143530710.14,,167.56,24.7,22.61,0.1926,32.31,0.3911
2006-10-05,4044504.0,75200943.01,6.59,17.1,1.83,87.26,1.0,46305457.8,2600703.0,2490429.0,48355822.64,,,,,,,,0.05,,6827.0,,,,,,,80639.0,55.58,1.62,,,24.69,24.69,7931543.0,147474081.64,,171.28,24.5,23.44,0.1889,31.04,0.384
2006-10-06,4025925.0,72439690.14,6.56,16.3,1.82,87.33,1.0,44492167.36,2611407.0,2472707.0,46987838.55,,,12689.0,0.77,,,,0.0,21967.0,1985.0,,,0.77,12689.0,,,39690.0,56.26,0.56,,,24.78,24.78,7926678.0,142627122.5,,167.78,25.11,22.96,0.1915,31.98,0.382
2006-10-09,4018918.0,71796839.19,6.54,15.4,1.82,86.32,1.0,44011288.53,2608694.0,2463587.0,46603584.25,,,3280.0,0.28,,,,0.24,14356.0,5993.0,,,0.28,3280.0,,,23476.0,54.84,0.92,,,24.73,24.73,7937915.0,141808617.83,,166.03,24.83,22.94,0.1882,31.32,0.3811
2006-10-10,3673452.0,66475416.65,5.98,13.76,1.66,78.38,1.0,38314136.78,2609268.0,2117251.0,47217760.69,,,7049.0,,,,,1.15,,52172.0,,,,7049.0,,45697.0,20150.0,54.94,0.61,,7.48,24.71,24.71,7950289.0,143869791.62,,167.81,24.67,25.69,0.2197,34.48,0.3479
2006-10-11,3891249.0,69449354.35,6.34,14.45,1.76,82.76,1.0,41582598.55,2618899.0,2329874.0,46740993.61,7.25,,6825.0,0.26,,,326187.0,,25927.0,,7.25,,0.26,6825.0,,2806.0,139491.0,55.18,3.12,,,24.54,24.54,8051105.0,143692692.0,,168.2,24.7,24.11,0.1997,32.96,0.3647
2006-10-12,3864635.0,69405034.65,6.29,14.27,1.75,81.81,1.0,41410864.61,2614498.0,2305854.0,46953806.58,,,1659.0,,,,,0.18,,6060.0,,,,1659.0,,,24020.0,54.65,0.7,,,24.72,24.72,7961758.0,142985324.58,,166.95,24.66,24.33,0.2007,32.91,0.3654
2006-10-13,3866521.0,69604630.66,6.3,14.38,1.75,82.05,1.0,41548311.25,2614766.0,2307999.0,47070692.67,,,912.0,0.16,,,,0.0,2145.0,643.0,,,0.16,912.0,,,,54.99,,,,24.73,24.73,7960571.0,143305210.11,,167.3,24.74,24.34,0.2012,33.01,0.3656
2006-10-16,3898345.0,71246894.12,6.35,14.41,1.77,83.13,1.0,42815301.47,2662059.0,2342682.0,48652296.22,,,15212.0,1.07,,,,0.03,51105.0,3205.0,,,1.07,15212.0,,35286.0,16422.0,56.28,0.29,,,25.03,25.03,7974540.0,145744208.65,,169.68,24.91,24.31,0.1976,32.63,0.3665
2006-10-17,3922587.0,70950180.61,6.39,14.54,1.78,83.69,1.0,42801879.24,2652737.0,2366366.0,47981643.05,,,4546.0,1.51,,,,0.28,66037.0,13869.0,,,1.51,4546.0,,,42353.0,56.31,0.94,,,24.93,24.93,7988914.0,144500272.69,,168.74,25.02,24.0,0.1966,32.91,0.3686
2006-10-18,3979419.0,71841683.59,6.48,14.71,1.8,84.85,1.0,43722010.9,2639988.0,2421828.0,47660520.94,,,,1.9,,,,0.36,90000.0,15554.0,,,1.9,,,2806.0,34538.0,55.77,0.69,,,24.99,24.99,7925986.0,143090279.85,,167.1,25.02,23.63,0.1904,31.85,0.3766
2006-10-19,4201731.0,76215336.88,6.84,15.59,1.9,89.13,1.0,44197567.58,2848925.0,2436600.0,51676744.33,,209555.0,2337.0,0.31,4.39,,,0.07,24941.0,2955.0,,209555.0,0.31,2337.0,,,10169.0,59.92,0.35,,,26.0,26.0,8109432.0,147097253.91,,171.48,25.9,27.82,0.1984,30.31,0.3834
2006-10-20,4280644.0,77830217.67,6.97,15.76,1.94,91.25,1.0,45655755.32,2848411.0,2511056.0,51789508.34,,,5271.0,1.63,,,,0.03,77095.0,5786.0,,,1.63,5271.0,,,2638.0,60.37,0.0,4.39,,26.02,26.02,8099482.0,147263927.36,209555.0,171.76,26.01,27.25,0.1923,29.71,0.391
2006-10-23,4253056.0,75286935.94,6.93,15.61,1.93,90.32,1.0,44256540.74,2833216.0,2500109.0,50153149.06,,,2223.0,0.06,,,,0.37,4904.0,17418.0,,,0.06,2223.0,,,15851.0,59.68,0.23,,,25.88,25.88,8113731.0,143628004.44,,168.59,26.14,26.64,0.1917,30.11,0.3885
2006-10-24,4248780.0,76959494.51,6.92,15.17,1.92,89.87,1.0,45193465.92,2827997.0,2495041.0,51224403.14,,209555.0,1795.0,0.54,4.46,,,0.22,33715.0,7014.0,,209555.0,0.54,1795.0,,,38783.0,59.11,1.1,,,25.85,25.85,8113880.0,146969271.95,,171.29,25.66,27.12,0.191,29.46,0.3883
2006-10-25,4058295.0,71352260.86,6.61,14.22,1.84,85.81,1.0,44148490.0,2628363.0,2511029.0,46211436.68,,,7571.0,0.63,,,,0.0,25610.0,456.0,,,0.63,7571.0,,2806.0,9621.0,55.32,0.19,4.4,,25.1,25.1,7844393.0,137918799.8,209555.0,163.98,25.22,23.01,0.1867,31.69,0.3875
2006-10-26,4013684.0,70877577.07,6.54,13.9,1.82,83.77,1.0,43550671.89,2574647.0,2466205.0,45465647.31,,,3728.0,0.51,,,,1.33,20575.0,57444.0,,,0.51,3728.0,,,65399.0,52.9,1.8,,,24.66,24.66,7865313.0,138893427.67,,162.19,24.6,23.03,0.1869,31.55,0.3845
2006-10-27,4099443.0,71337741.45,6.68,14.73,1.86,85.03,1.0,44337227.25,2562422.0,2547851.0,44590789.07,,,3661.0,3.11,,,,0.36,149451.0,18692.0,,,3.11,3661.0,,2806.0,67805.0,52.5,1.71,,,24.53,24.53,7882597.0,137171480.79,,160.68,24.63,22.47,0.1827,30.77,0.3925
2006-10-30,4110563.0,71178878.92,6.69,15.96,1.86,84.97,1.0,43488546.22,2603000.0,2511453.0,45073782.31,,,2370.0,0.17,,,,0.18,13734.0,7152.0,,,0.17,2370.0,,45360.0,50132.0,52.98,1.0,,,24.72,24.72,7926262.0,137251866.28,,160.79,24.78,22.26,0.1798,30.58,0.3904
2006-10-31,4097246.0,70245822.33,6.67,16.01,1.86,84.01,1.0,42797882.31,2610782.0,2496283.0,44760926.85,,,2863.0,,,,,0.01,,81.0,,,,2863.0,,5000.0,15170.0,52.7,0.59,,,24.8,24.8,7915079.0,135701208.36,,159.13,24.88,22.34,0.1792,30.39,0.3893
2006-11-01,4073520.0,70921553.77,6.63,15.63,1.84,83.41,1.0,42923843.11,2610712.0,2465416.0,45453502.49,,,,0.2,,,,0.28,11000.0,12659.0,,,0.2,,,17588.0,41867.0,52.67,0.96,0.1,,24.99,24.99,7838177.0,136465683.62,5000.0,158.3,24.97,23.03,0.1803,30.23,0.3899
2006-11-02,4005938.0,69092461.49,6.52,15.32,1.81,82.17,1.0,42157885.25,2572590.0,2444288.0,44370775.46,,5000.0,3720.0,0.53,0.1,,,0.95,20740.0,48712.0,,5000.0,0.53,3720.0,,47302.0,41868.0,52.14,0.92,0.96,,25.16,25.16,7653141.0,131997636.96,45432.0,154.34,25.25,22.14,0.1822,31.2,0.3918
2006-11-03,3937092.0,67702539.2,6.41,16.23,1.78,80.56,1.0,40832361.19,2571621.0,2374516.0,44221794.04,,,3128.0,0.11,,,,0.1,797.0,4097.0,,,0.11,3128.0,,,70570.0,51.91,1.56,,,25.14,25.14,7655554.0,131645499.97,,153.92,25.22,22.54,0.1857,31.57,0.385
2006-11-06,3929167.0,68374630.3,6.4,16.13,1.78,80.46,1.0,41194616.39,2572299.0,2367260.0,44762666.78,,,2000.0,,,,,0.04,,1322.0,,,,2000.0,,,7256.0,51.97,0.2,,,25.15,25.15,7655947.0,133227359.82,,155.39,25.06,22.79,0.1862,31.51,0.3841
2006-11-07,3917113.0,69944542.76,6.38,16.09,1.77,80.88,1.0,42087811.75,2576040.0,2357049.0,45998147.08,,,5608.0,0.23,,,,0.0,8759.0,1866.0,,,0.23,5608.0,,,18970.0,52.87,0.44,,,25.19,25.19,7649987.0,136599286.97,,158.88,24.97,23.27,0.1884,31.71,0.3831
2006-11-08,3982493.0,69507434.66,6.41,16.16,1.8,82.64,1.0,41045551.85,2651483.0,2351743.0,46276988.15,,64591.0,10927.0,0.63,1.33,,,0.0,18790.0,75.0,,64591.0,0.63,10927.0,,,24096.0,54.79,0.3,,,25.19,25.19,7874412.0,137434058.91,,160.94,25.4,24.09,0.1915,31.87,0.3784
2006-11-09,3975122.0,70196611.37,6.39,15.94,1.79,82.29,1.0,41432035.42,2644943.0,2346230.0,46707003.17,,,329.0,0.27,,,,0.2,13938.0,6869.0,,,0.27,329.0,,,19451.0,54.1,0.58,,,25.15,25.15,7870567.0,138986207.96,,161.93,25.04,24.3,0.1893,31.27,0.378
2006-11-10,4207170.0,74510734.32,6.85,16.28,1.91,87.47,1.0,45672260.46,2609606.0,2578836.0,46217209.99,,,9235.0,5.04,,,,0.87,232607.0,44573.0,,,5.04,9235.0,,,,53.87,,,,24.94,24.94,7855870.0,139130732.17,,162.08,24.95,22.92,0.1799,29.65,0.402
2006-11-13,4416731.0,78260008.62,7.19,16.71,2.0,91.99,1.0,49420670.49,2623438.0,2789136.0,46484669.43,,,14740.0,4.82,,,,0.01,228299.0,907.0,,,4.82,14740.0,,,18000.0,54.19,0.37,,,25.05,25.05,7850130.0,139096368.21,,162.07,25.06,21.71,0.1747,28.18,0.4217
2006-11-14,4316775.0,77377004.17,6.94,16.48,1.95,90.42,1.0,47803610.06,2644223.0,2666909.0,47396969.75,,11175.0,27172.0,3.81,0.23,,,0.11,175000.0,8630.0,,11175.0,3.81,27172.0,,2242.0,297227.0,54.95,6.08,0.23,,25.26,25.26,7822050.0,140208094.11,11175.0,162.81,25.23,21.78,0.1554,22.28,0.4124
2006-11-15,4504951.0,84186999.37,7.25,16.78,2.03,95.7,1.0,38147385.05,2847179.0,2041314.0,53207117.39,,673.0,55773.0,4.26,0.01,,,0.0,200644.0,1636.0,,673.0,4.26,55773.0,,148147.0,826239.0,60.56,17.25,,,23.51,23.51,9263388.0,173111059.3,,201.07,23.15,20.14,0.1523,21.91,0.372
2006-11-16,4800127.0,88139515.68,7.72,16.96,2.17,103.94,1.0,39016770.47,3061951.0,2124875.0,56223278.71,,209555.0,10081.0,2.21,4.57,,,0.0,84665.0,4865.0,,209555.0,2.21,10081.0,,,1103.0,66.37,0.0,,,24.42,24.42,9476670.0,174009792.66,,204.37,24.52,19.22,0.158,24.6,0.3828
2006-11-17,5058905.0,91026412.72,8.14,18.13,2.28,108.36,1.0,42872302.23,3125536.0,2382681.0,56238717.65,,,66609.0,5.65,,,,0.19,257805.0,3024.0,,,5.65,66609.0,,,,66.47,,,,25.0,25.0,9374544.0,168679014.77,,197.6,25.17,18.39,0.1574,23.04,0.4047
2006-11-20,5063668.0,92587966.14,8.14,18.8,2.29,107.53,1.0,43843696.92,3133247.0,2397827.0,57290676.87,,,22610.0,0.18,,,,0.41,19496.0,14898.0,,,0.18,22610.0,,,4350.0,66.18,0.08,,,24.96,24.96,9420784.0,172256796.85,,199.84,24.88,18.49,0.1569,23.04,0.4034
2006-11-21,4997282.0,90945730.81,8.04,18.43,2.26,106.77,1.0,43978305.71,3046657.0,2416518.0,55446230.05,,,9065.0,0.3,,,,1.92,19165.0,95655.0,,,0.3,9065.0,,,474.0,64.83,0.0,,,27.25,27.25,8133349.0,148019136.95,,172.95,27.27,18.82,0.1543,21.44,0.447
2006-11-22,5065692.0,95143609.53,8.15,18.68,2.29,108.17,1.0,46747314.41,3044710.0,2488948.0,57185612.42,,,15748.0,1.79,,,,0.43,80563.0,17695.0,,,1.79,15748.0,,,8133.0,64.72,0.26,,,27.24,27.24,8133352.0,152760267.87,,174.49,27.05,19.51,0.1543,21.22,0.4532
2006-11-23,4885122.0,90872737.95,7.86,17.31,2.2,105.46,1.0,46791482.98,2779170.0,2515409.0,51697948.82,,,9704.0,0.95,,,,1.29,49209.0,71885.0,,,0.95,9704.0,,6196.0,22749.0,60.46,0.46,4.41,,22.76,22.76,9429600.0,175408837.24,209555.0,204.78,22.8,19.15,0.1521,20.62,0.4001
2006-11-24,5119695.0,95675127.15,8.24,18.1,2.31,110.31,1.0,47860801.68,2968563.0,2561091.0,55475500.49,,214555.0,3700.0,1.12,4.61,,,0.66,45697.0,28861.0,,214555.0,1.12,3700.0,,,15.0,64.12,0.0,,,21.66,21.66,10734696.0,200606365.17,,233.14,21.57,20.45,0.1555,20.77,0.3736
2006-11-27,6047911.0,110688304.8,9.73,21.11,2.73,113.47,1.0,49804119.39,3995845.0,2721253.0,73131583.66,,,984281.0,2.38,,,,,163031.0,,,,2.38,984281.0,,43000.0,2869.0,65.01,0.03,,,25.79,25.79,11496424.0,210406483.13,,227.35,22.24,19.95,0.1542,20.02,0.3904
2006-11-28,5470734.0,99702792.98,8.8,18.51,2.47,117.56,1.0,52379625.78,3011025.0,2874092.0,54875196.31,,,3566.0,4.86,,,,0.37,231588.0,995351.0,,,4.86,3566.0,,6966.0,78748.0,64.12,0.0,,,22.09,22.09,10617547.0,193502204.72,,225.23,22.16,19.0,0.1547,22.06,0.4014
2006-11-29,5537525.0,103056167.74,8.91,18.82,2.5,119.06,1.0,54761092.47,3008317.0,2942482.0,55986315.43,,,102.0,1.1,,,,0.03,68606.0,2811.0,,,1.1,102.0,,,217.0,64.57,0.0,,,22.08,22.08,10616156.0,197572083.83,,228.74,22.01,19.06,0.1553,21.99,0.4064
2006-11-30,6158635.0,112450796.14,9.91,20.88,2.78,118.05,1.0,52859553.03,3966056.0,2894979.0,72416396.61,,,945896.0,0.23,,,,0.41,11129.0,19360.0,,,0.23,945896.0,,31203.0,,65.56,,,1.26,25.86,25.86,11373234.0,207664396.09,,225.85,22.5,19.17,0.1558,22.24,0.4015
2006-12-01,7740570.0,141998965.72,12.45,26.45,3.49,124.71,1.0,103087216.56,3996586.0,5619434.0,73316445.48,25.14,,39730.0,,,,2745368.0,0.2,,9200.0,25.14,,,39730.0,,,20913.0,64.72,0.61,,7.0,25.65,25.65,11586330.0,212548543.12,,229.31,22.01,20.75,0.1596,21.11,0.4967
2006-12-04,7701521.0,141414660.68,12.39,25.91,3.48,127.38,1.0,102978273.57,3975745.0,5608254.0,73002284.89,9.49,,50082.0,2.53,,,434438.0,0.0,112152.0,70924.0,9.49,,2.53,50082.0,,,123332.0,66.07,0.0,,,25.66,25.66,11518082.0,211494022.76,,229.42,22.36,20.34,0.156,20.65,0.4971
2006-12-05,7665741.0,141546229.8,12.33,26.5,3.46,127.16,1.0,102638313.95,3989570.0,5558599.0,73666536.87,,,60268.0,0.04,,,,0.43,1099.0,46443.0,,,0.04,60268.0,,,50754.0,66.55,0.73,,,25.84,25.84,11447648.0,211378314.83,,229.56,22.47,20.06,0.1548,20.59,0.4966
2006-12-06,7643886.0,141339259.56,12.3,27.09,3.45,126.63,1.0,102534508.55,3988269.0,5545254.0,73745080.37,,,14374.0,0.26,,,,0.42,21913.0,19159.0,,,0.26,14374.0,,3484.0,35258.0,66.64,0.73,,,25.63,25.63,11573647.0,214002497.87,,232.56,22.27,19.55,0.1539,20.81,0.4912
2006-12-07,7645612.0,143599556.14,12.3,28.5,3.45,127.39,1.0,103956310.37,3996956.0,5534903.0,75070655.89,,,15749.0,0.37,,,,0.0,9274.0,7061.0,,,0.37,15749.0,,,19624.0,67.26,0.17,,,25.76,25.76,11516883.0,216309601.76,,234.61,22.28,19.4,0.1534,20.7,0.4928
2006-12-08,7837785.0,146066744.91,12.61,29.54,3.54,134.64,1.0,107147033.62,3956225.0,5749395.0,73729109.42,,,,7.05,,,,0.36,303679.0,60731.0,,,7.05,,,20000.0,89187.0,67.89,0.0,,,25.65,25.65,11464661.0,213658031.42,,234.77,22.43,19.59,0.1596,23.46,0.5083
2006-12-11,7918537.0,149947466.22,12.74,29.91,3.57,135.38,1.0,110333664.87,3933489.0,5826582.0,74485565.82,,,6210.0,1.03,,5000.0,,0.66,89356.0,28946.0,,,1.03,6210.0,0.11,,17169.0,66.92,0.34,,,25.38,25.38,11567881.0,219052388.77,,237.35,21.99,19.58,0.1603,23.66,0.5108
2006-12-12,5955618.0,111449733.64,9.58,22.66,2.69,130.47,1.0,78512278.77,3062190.0,4195516.0,57303920.41,,,7280.0,0.45,,,,0.14,8406.0,878579.0,,,0.45,7280.0,,,1639472.0,67.13,5.05,,,21.82,21.82,10971727.0,205318079.79,,240.22,21.84,20.42,0.1624,22.77,0.4244
